"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","EO","75","[c]","24050","23630"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","G6/G7","40","[c]","55490","53400"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","UK Statistics Authority","SEO/HEO","190","[c]","33670","32900"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","UK Supreme Court","SEO/HEO","15","[c]","36860","37230"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","AA/AO","140","[c]","21730","22010"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","EO","55","[c]","26180","26030"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","G6/G7","20","[c]","62060","61820"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","55","[c]","40290","42900"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","30","[c]","49380","46450"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","AA/AO","60","[c]","23140","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","EO","35","[c]","28410","28850"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","G6/G7","40","[c]","63850","61070"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","95","[c]","39600","38160"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","35","[c]","24630","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","20","[c]","21250","21300"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","50","[c]","21880","21050"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","EO","175","[c]","27320","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","480","[c]","58300","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","100","[c]","87100","76950"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","1020","[c]","33540","32000"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","SEO/HEO","30","[c]","33530","35020"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","20950","20100"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","EO","10","[c]","27960","25510"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","35660","36070"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","AA/AO","10","[c]","22900","22860"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","EO","10","[c]","27880","27920"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","15","[c]","36600","34720"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","G6/G7","10","[c]","48230","48000"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","SEO/HEO","20","[c]","34550","34800"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","AA/AO","40","[c]","23180","23770"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","EO","30","[c]","26750","26970"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","G6/G7","20","[c]","58920","58900"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","20","[c]","34930","31560"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","EO","110","[c]","22870","22750"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","G6/G7","55","[c]","54450","54740"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","SEO/HEO","265","[c]","34380","34110"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","30","[c]","53010","48090"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","35","[c]","32880","29230"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","45","[c]","27300","27680"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","215","[c]","56110","53600"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","35","[c]","87360","80120"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","280","[c]","36060","34730"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","15","[c]","27560","26180"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","75","[c]","56370","55650"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","15","[c]","73730","73500"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","100","[c]","35010","34020"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","EO","55","[c]","26900","26000"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","G6/G7","135","[c]","55800","53810"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","SCS level","20","[c]","84460","75690"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","SEO/HEO","215","[c]","36280","36500"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","240","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","G6/G7","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","SEO/HEO","125","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","45","[c]","27310","27850"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","95","[c]","55770","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","10","[c]","76500","75910"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","155","[c]","35410","33650"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","EO","45","[c]","29620","30270"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","90","[c]","57160","54760"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","160","[c]","37960","35430"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","510","[c]","21360","21260"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","1860","[c]","28190","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","130","[c]","56380","54070"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","20","[c]","95610","84860"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","525","[c]","34760","34190"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","170","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","420","[c]","59090","54260"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","85","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","535","[c]","36950","40410"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","60","[c]","21250","21840"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","EO","30","[c]","26820","26470"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","55","[c]","35720","33350"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","30","[c]","22150","21840"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","EO","45","[c]","27270","26470"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","55","[c]","35400","33230"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","EO","15","[c]","25350","25000"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","35","[c]","35610","36780"
"Leaver Dept.","2022","Estyn","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","G6/G7","15","[c]","61270","56440"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","45","[c]","37100","37910"
"Leaver Dept.","2022","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","155","[c]","54220","52430"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","185","[c]","37430","38500"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","HM Treasury","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","EO","25","[c]","27430","27350"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","G6/G7","50","[c]","58690","52650"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","15","[c]","33670","31670"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","AA/AO","10","[c]","20640","20480"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","EO","10","[c]","27210","26410"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","40","[c]","40170","40800"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","305","[c]","20820","20970"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","EO","100","[c]","25310","25120"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","20","[c]","56740","58130"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","105","[c]","34640","34260"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","220","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","EO","65","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","135","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","125","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","570","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","255","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","130","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","305","[c]","36170","33370"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","60","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Home Office","AA/AO","170","[c]","22120","21680"
"Leaver Dept.","2022","Home Office","Home Office","EO","535","[c]","26370","25210"
"Leaver Dept.","2022","Home Office","Home Office","G6/G7","205","[c]","61150","57740"
"Leaver Dept.","2022","Home Office","Home Office","SCS level","25","[c]","96110","91080"
"Leaver Dept.","2022","Home Office","Home Office","SEO/HEO","455","[c]","37140","36590"
"Leaver Dept.","2022","Home Office","Home Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","61810","60220"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","AA/AO","15","[c]","20360","20370"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","EO","15","[c]","24550","25120"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","SEO/HEO","10","[c]","32200","31700"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","AA/AO","20","[c]","23770","21840"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","EO","10","[c]","27050","26470"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","15","[c]","36690","38690"
