"Status","Year","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","195","190","83450","77160"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","3270","3160","35310","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","30","30","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","AA/AO","25","25","24980","25140"
"In post","2022","Department for International Trade","Department for International Trade","EO","275","270","27530","26510"
"In post","2022","Department for International Trade","Department for International Trade","G6/G7","1165","1150","56450","53600"
"In post","2022","Department for International Trade","Department for International Trade","SCS level","175","170","86550","76790"
"In post","2022","Department for International Trade","Department for International Trade","SEO/HEO","1245","1235","36340","38160"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","65","60","24930","23320"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","340","330","27830","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","1330","1300","56210","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","180","170","85260","76960"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","1395","1370","35890","36340"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","AA/AO","140","120","28830","29600"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","EO","380","370","28560","29970"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","G6/G7","1445","1410","59620","54760"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","SCS level","230","225","87600","79520"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","1475","1450","38380","37660"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","29050","25040","21400","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","47900","43295","28120","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","3540","3420","56820","54070"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","265","260","88020","79510"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","10700","10090","35070","34290"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","50","50","22230","23170"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","470","450","26730","27270"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","1710","1645","57260","53360"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","295","285","88090","78930"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","1550","1505","36040","36820"
"In post","2022","Disclosure Scotland","Scottish Government","AA/AO","215","200","22650","23230"
"In post","2022","Disclosure Scotland","Scottish Government","EO","60","55","30030","30040"
"In post","2022","Disclosure Scotland","Scottish Government","G6/G7","20","20","61090","57480"
"In post","2022","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Disclosure Scotland","Scottish Government","SEO/HEO","60","60","39410","37070"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","4135","3520","20920","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","EO","945","885","26610","26470"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","290","275","63850","59870"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","980","950","37320","35680"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","1110","1035","24510","21840"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","EO","2675","2495","28120","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","130","130","54680","52240"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","1000","975","35340","33350"
"In post","2022","Education and Skills Funding Agency","Department for Education","AA/AO","20","20","21720","21250"
"In post","2022","Education and Skills Funding Agency","Department for Education","EO","170","165","25910","26000"
"In post","2022","Education and Skills Funding Agency","Department for Education","G6/G7","605","585","54970","50840"
"In post","2022","Education and Skills Funding Agency","Department for Education","SCS level","45","45","82340","75580"
"In post","2022","Education and Skills Funding Agency","Department for Education","SEO/HEO","1065","1025","34750","36500"
"In post","2022","Education Scotland","Scottish Government","AA/AO","35","35","23220","23230"
"In post","2022","Education Scotland","Scottish Government","EO","15","15","28990","28990"
"In post","2022","Education Scotland","Scottish Government","G6/G7","210","200","69480","72480"
"In post","2022","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","SEO/HEO","65","65","42730","43000"
"In post","2022","Estyn","Estyn","AA/AO","10","10","24460","24630"
"In post","2022","Estyn","Estyn","EO","25","20","28700","29430"
"In post","2022","Estyn","Estyn","G6/G7","70","65","73860","75480"
"In post","2022","Estyn","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","SEO/HEO","5","5","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","130","130","25210","23950"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","EO","195","190","28450","28170"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","220","195","62540","60000"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","5","5","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","465","450","40730","40600"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","70","70","21740","21600"
"In post","2022","Food Standards Agency","Food Standards Agency","AA/AO","10","10","20100","19590"
"In post","2022","Food Standards Agency","Food Standards Agency","EO","430","410","27170","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","G6/G7","260","255","55890","55300"
"In post","2022","Food Standards Agency","Food Standards Agency","SCS level","25","25","87570","87400"
"In post","2022","Food Standards Agency","Food Standards Agency","SEO/HEO","730","715","35720","37350"
"In post","2022","Food Standards Scotland","Scottish Government","AA/AO","15","15","24610","24400"
"In post","2022","Food Standards Scotland","Scottish Government","EO","95","90","28850","30040"
"In post","2022","Food Standards Scotland","Scottish Government","G6/G7","30","30","57610","53480"
"In post","2022","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Scotland","Scottish Government","SEO/HEO","160","155","36330","34600"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","365","355","26080","25000"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","635","615","30000","30430"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","2995","2935","59430","58030"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","535","530","85860","77860"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","2545","2510","37610","37560"
"In post","2022","Forestry and Land Scotland","Scottish Government","AA/AO","460","445","25960","25940"
"In post","2022","Forestry and Land Scotland","Scottish Government","EO","265","255","31900","31060"
"In post","2022","Forestry and Land Scotland","Scottish Government","G6/G7","40","40","61730","59590"
"In post","2022","Forestry and Land Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2022","Forestry and Land Scotland","Scottish Government","SEO/HEO","245","240","41180","39520"
"In post","2022","Government Actuary's Department","Chancellor's other departments","AA/AO","10","10","23430","24090"
"In post","2022","Government Actuary's Department","Chancellor's other departments","EO","20","20","29760","29210"
"In post","2022","Government Actuary's Department","Chancellor's other departments","G6/G7","130","115","85700","80760"
"In post","2022","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","Chancellor's other departments","SEO/HEO","60","60","41030","39360"
"In post","2022","Government Internal Audit Agency","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2022","Government Internal Audit Agency","HM Treasury","EO","15","10","28470","28300"
"In post","2022","Government Internal Audit Agency","HM Treasury","G6/G7","165","160","57310","56450"
"In post","2022","Government Internal Audit Agency","HM Treasury","SCS level","25","25","87310","81800"
"In post","2022","Government Internal Audit Agency","HM Treasury","SEO/HEO","245","225","40360","39980"
"In post","2022","Government Legal Department","Attorney General's Departments","AA/AO","60","55","23900","23920"
"In post","2022","Government Legal Department","Attorney General's Departments","EO","345","335","28360","27350"
"In post","2022","Government Legal Department","Attorney General's Departments","G6/G7","1760","1610","59270","59300"
"In post","2022","Government Legal Department","Attorney General's Departments","SCS level","210","200","83070","78610"
"In post","2022","Government Legal Department","Attorney General's Departments","SEO/HEO","260","250","37620","37730"
"In post","2022","Government Property Agency","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","Cabinet Office","EO","25","25","25390","24100"
"In post","2022","Government Property Agency","Cabinet Office","G6/G7","150","145","59360","57650"
"In post","2022","Government Property Agency","Cabinet Office","SCS level","25","25","94600","88000"
"In post","2022","Government Property Agency","Cabinet Office","SEO/HEO","110","110","36940","37300"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","AA/AO","275","245","22190","22410"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","EO","490","465","27550","26410"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","G6/G7","550","530","60680","57810"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","SCS level","35","35","87630","84340"
"In post","2022","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","1350","1280","44030","41020"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","9800","8610","21360","20970"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","EO","2680","2535","26280","25120"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","710","690","57560","56800"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","SCS level","70","70","83680","77700"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","2840","2690","36630","36050"
"In post","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","20","20","59430","58040"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","HM Land Registry","HM Land Registry","AA/AO","1745","1640","22690","22600"
"In post","2022","HM Land Registry","HM Land Registry","EO","2365","2105","27470","27130"
"In post","2022","HM Land Registry","HM Land Registry","G6/G7","305","290","62080","60520"
"In post","2022","HM Land Registry","HM Land Registry","SCS level","25","25","91430","82370"
"In post","2022","HM Land Registry","HM Land Registry","SEO/HEO","2195","1980","37330","33840"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","AA/AO","28170","26640","26380","25700"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","EO","6485","6205","30950","31610"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","G6/G7","820","800","72290","69910"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","SCS level","85","85","96910","97570"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","6935","6640","40680","38160"
"In post","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","19215","17790","30090","28200"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","19450","16940","21680","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","15745","14700","27420","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","8270","7990","59950","55230"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","490","485","85850","79200"
"In post","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","23545","22600","36400","33430"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","AA/AO","50","50","22400","22750"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","EO","220","210","26720","26750"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","G6/G7","915","895","58160","55840"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","SCS level","155","150","86320","78000"
"In post","2022","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","765","755","34330","32320"
"In post","2022","Home Office","Home Office","AA/AO","7370","6565","22200","21680"
"In post","2022","Home Office","Home Office","EO","14920","13805","26920","25690"
"In post","2022","Home Office","Home Office","G6/G7","3885","3805","60490","57680"
"In post","2022","Home Office","Home Office","SCS level","305","300","89940","82550"
"In post","2022","Home Office","Home Office","SEO/HEO","9835","9535","36440","35200"
"In post","2022","Home Office","Home Office","Unknown","220","215","44210","34630"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","EO","5","5","[c]","[c]"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","160","155","54820","53680"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","15","10","92380","85180"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","95","95","36120","36570"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","240","220","21620","21810"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","490","460","26170","24030"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","375","350","61290","60790"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","25","25","78370","74900"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","585","565","39160","40340"
"In post","2022","Legal Aid Agency","Ministry of Justice","AA/AO","435","395","21040","20970"
"In post","2022","Legal Aid Agency","Ministry of Justice","EO","330","305","25780","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","G6/G7","90","90","60510","58120"
"In post","2022","Legal Aid Agency","Ministry of Justice","SCS level","10","10","86010","76910"
"In post","2022","Legal Aid Agency","Ministry of Justice","SEO/HEO","300","290","36650","36050"
"In post","2022","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","AA/AO","285","265","24790","26840"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","EO","230","225","28890","27130"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","G6/G7","170","165","59940","56900"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","545","535","39860","38650"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","30","30","23400","23800"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","160","155","27710","27400"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","400","385","60030","54470"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","120","110","87350","84310"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","425","420","38090","40450"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","110","105","19860","20910"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","EO","210","200","25820","25630"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","610","575","51840","48420"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","10","10","102690","93080"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","1235","1165","37180","37420"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","14910","14305","23250","21170"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","6970","6765","28660","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","2955","2840","62400","59540"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","355","340","90450","83630"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","12015","11695","38450","37640"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","170","165","32540","27370"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","310","295","22060","21470"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","790","770","27490","28310"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","1720","1680","59570","59000"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","160","155","87350","81880"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","3160","3085","37980","36630"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","20","20","42530","37840"
"In post","2022","National Crime Agency","National Crime Agency","AA/AO","270","250","24040","24470"
