"Status","Year","Parent_department","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Attorney General's Departments","Cheshire","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","East Cumbria","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","East Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Cumbria","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","225","210","37340","30130"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","Nottingham","Unknown","55","50","41660","40760"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","Devon CC","Heterosexual / straight","80","80","39190","34480"
"In post","2022","Attorney General's Departments","Devon","Devon CC","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Devon","Devon CC","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Dorset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Somerset CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Dorset and Somerset","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","Heterosexual / straight","60","55","34710","25790"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Norwich and East Norfolk","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Peterborough","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Anglia","Suffolk CC","Unknown","15","10","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","170","160","40540","38180"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Cardiff and Vale of Glamorgan","Unknown","45","40","41200","38280"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","Heterosexual / straight","50","50","38730","38180"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Flintshire and Wrexham","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Monmouthshire and Newport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Wales","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","55","50","40880","48080"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","20","15","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Haven Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","Heterosexual / straight","155","145","42100","40000"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Heart of Essex","Unknown","35","30","44030","38120"
"In post","2022","Attorney General's Departments","Essex","Thurrock","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","120","115","41430","38470"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","35","30","49240","51380"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Greater Manchester South West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","Heterosexual / straight","295","270","39970","34480"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","LGBO","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Greater Manchester","Manchester","Unknown","50","45","41760","34480"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Heterosexual / straight","85","80","42290","32570"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","Portsmouth","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Heterosexual / straight","125","115","41670","37890"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","LGBO","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Hampshire and Isle of Wight","South Hampshire","Unknown","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - East","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Camden and City of London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Camden and City of London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","Heterosexual / straight","3215","3040","49320","51250"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","LGBO","265","255","50640","51250"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","Undeclared","255","245","52200","53050"
"In post","2022","Attorney General's Departments","Inner London - West","Westminster","Unknown","925","845","53110","55690"
"In post","2022","Attorney General's Departments","Kent","East Kent","Heterosexual / straight","80","75","37010","30110"
"In post","2022","Attorney General's Departments","Kent","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","East Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","East Kent","Unknown","40","35","43550","35020"
"In post","2022","Attorney General's Departments","Kent","Kent Thames Gateway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Medway","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Mid Kent","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","West Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Kent","West Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Blackburn with Darwen","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Blackburn with Darwen","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Lancaster and Wyre","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","Heterosexual / straight","120","115","39480","38180"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lancashire","Mid Lancashire","Unknown","50","45","42060","38000"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Heterosexual / straight","105","95","39840","38180"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicester","Unknown","25","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Lincolnshire","Lincolnshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","East Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","Heterosexual / straight","285","275","36600","30130"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","LGBO","10","10","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Liverpool","Unknown","75","70","39880","34050"
"In post","2022","Attorney General's Departments","Merseyside","Sefton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Sefton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Sefton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Wirral","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Wirral","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Merseyside","Wirral","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","North Yorkshire CC","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","York","Heterosexual / straight","135","130","40270","38180"
"In post","2022","Attorney General's Departments","North Yorkshire","York","LGBO","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","York","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","North Yorkshire","York","Unknown","20","20","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Heterosexual / straight","185","170","39740","38000"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","LGBO","15","15","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Undeclared","5","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Northumberland, and Tyne and Wear","Tyneside","Unknown","50","45","39000","33610"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Departments","Outer London - East and North East","Bexley and Greenwich","Undeclared","[c]","[c]","[c]","[c]"
