"Status","Year","Age","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Crown Prosecution Service","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Westminster","London","10","10","22390","20370"
"In post","2022","16-19","Crown Prosecution Service","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Electronics and Components Agency","Flintshire and Wrexham","Outside London","10","10","17820","17450"
"In post","2022","16-19","Defence Electronics and Components Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","90","90","18650","18030"
"In post","2022","16-19","Defence Equipment and Support","East Ayrshire and North Ayrshire mainland","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Science and Technology Laboratory","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Science and Technology Laboratory","Wiltshire","Outside London","20","20","19490","21360"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Westminster","London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","London","15","15","25110","25170"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Westminster","London","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Blackpool","Outside London","10","10","23550","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Enfield","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Glasgow City","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Leeds","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Mid Lancashire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Sunderland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Tyneside","Outside London","10","10","21890","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Swansea","Outside London","70","60","19100","18310"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Milton Keynes","Outside London","25","25","19180","19110"
"In post","2022","16-19","FCDO Services","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Barnsley, Doncaster and Rotherham","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Bexley and Greenwich","London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Durham","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Kensington & Chelsea and Hammersmith & Fulham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Kent Thames Gateway","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Leeds","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Leicestershire CC and Rutland","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Medway","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Nottingham","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Birmingham","Outside London","10","10","22320","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Bradford","Outside London","15","15","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","15","15","21580","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","City of Edinburgh","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","Outside London","15","15","22090","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Leeds","Outside London","20","20","21840","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Liverpool","Outside London","35","35","21540","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","North Lanarkshire","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Nottingham","Outside London","10","10","22140","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","South Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Sunderland","Outside London","10","10","21250","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Tyneside","Outside London","20","20","21500","21250"
