"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","London","EO","Heterosexual / straight","70","65","28700","28360"
"In post","2022","Commercial","London","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","London","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","London","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","London","G6/G7","Heterosexual / straight","300","295","61920","59540"
"In post","2022","Commercial","London","G6/G7","LGBO","30","30","56900","54700"
"In post","2022","Commercial","London","G6/G7","Undeclared","65","60","60770","54700"
"In post","2022","Commercial","London","G6/G7","Unknown","570","560","65610","64500"
"In post","2022","Commercial","London","SCS level","Heterosexual / straight","100","100","108120","96680"
"In post","2022","Commercial","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","London","SCS level","Unknown","90","85","123990","120390"
"In post","2022","Commercial","London","SEO/HEO","Heterosexual / straight","370","365","39680","40650"
"In post","2022","Commercial","London","SEO/HEO","LGBO","30","30","[c]","[c]"
"In post","2022","Commercial","London","SEO/HEO","Undeclared","60","60","40370","40650"
"In post","2022","Commercial","London","SEO/HEO","Unknown","90","85","39040","39960"
"In post","2022","Commercial","Outside London","AA/AO","Heterosexual / straight","135","125","22430","21740"
"In post","2022","Commercial","Outside London","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Outside London","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2022","Commercial","Outside London","AA/AO","Unknown","75","70","23420","21720"
"In post","2022","Commercial","Outside London","EO","Heterosexual / straight","455","435","26280","26350"
"In post","2022","Commercial","Outside London","EO","LGBO","30","25","[c]","[c]"
"In post","2022","Commercial","Outside London","EO","Undeclared","55","50","26940","26670"
"In post","2022","Commercial","Outside London","EO","Unknown","100","100","26360","26350"
"In post","2022","Commercial","Outside London","G6/G7","Heterosexual / straight","555","540","56180","54170"
"In post","2022","Commercial","Outside London","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Commercial","Outside London","G6/G7","Undeclared","60","60","56760","55190"
"In post","2022","Commercial","Outside London","G6/G7","Unknown","600","590","63540","63550"
"In post","2022","Commercial","Outside London","SCS level","Heterosexual / straight","50","50","99010","85970"
"In post","2022","Commercial","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Outside London","SCS level","Unknown","65","65","109060","103730"
"In post","2022","Commercial","Outside London","SEO/HEO","Heterosexual / straight","1615","1565","36560","36620"
"In post","2022","Commercial","Outside London","SEO/HEO","LGBO","70","70","35220","35900"
"In post","2022","Commercial","Outside London","SEO/HEO","Undeclared","220","210","37600","37740"
"In post","2022","Commercial","Outside London","SEO/HEO","Unknown","325","310","37060","37480"
"In post","2022","Commercial","Outside London","Unknown","Heterosexual / straight","130","130","40030","37560"
"In post","2022","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Outside London","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Outside London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","AA/AO","Heterosexual / straight","45","40","24220","24470"
"In post","2022","Communications","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Communications","London","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Communications","London","AA/AO","Unknown","20","15","[c]","[c]"
"In post","2022","Communications","London","EO","Heterosexual / straight","165","165","28880","27980"
"In post","2022","Communications","London","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Communications","London","EO","Undeclared","70","70","28100","27270"
"In post","2022","Communications","London","EO","Unknown","50","50","29740","29190"
"In post","2022","Communications","London","G6/G7","Heterosexual / straight","505","485","60470","58510"
"In post","2022","Communications","London","G6/G7","LGBO","50","50","60300","59280"
"In post","2022","Communications","London","G6/G7","Undeclared","95","95","59720","57450"
"In post","2022","Communications","London","G6/G7","Unknown","150","150","59530","58700"
"In post","2022","Communications","London","SCS level","Heterosexual / straight","75","75","93910","86620"
"In post","2022","Communications","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Communications","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Communications","London","SEO/HEO","Heterosexual / straight","675","665","39910","40590"
"In post","2022","Communications","London","SEO/HEO","LGBO","95","90","39310","38620"
"In post","2022","Communications","London","SEO/HEO","Undeclared","95","90","38340","38200"
"In post","2022","Communications","London","SEO/HEO","Unknown","260","255","39570","39260"
"In post","2022","Communications","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outside London","AA/AO","Heterosexual / straight","260","230","21440","21250"
"In post","2022","Communications","Outside London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Outside London","AA/AO","Undeclared","40","35","21710","21830"
"In post","2022","Communications","Outside London","AA/AO","Unknown","105","100","21470","21250"
"In post","2022","Communications","Outside London","EO","Heterosexual / straight","1600","1545","26740","26820"
"In post","2022","Communications","Outside London","EO","LGBO","135","130","26690","26820"
"In post","2022","Communications","Outside London","EO","Undeclared","130","120","26790","26820"
"In post","2022","Communications","Outside London","EO","Unknown","1065","1035","26750","26820"
"In post","2022","Communications","Outside London","G6/G7","Heterosexual / straight","285","280","55410","55210"
"In post","2022","Communications","Outside London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Communications","Outside London","G6/G7","Undeclared","35","35","56640","55380"
"In post","2022","Communications","Outside London","G6/G7","Unknown","60","55","55930","54940"
"In post","2022","Communications","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Communications","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outside London","SEO/HEO","Heterosexual / straight","1495","1445","35290","33370"
"In post","2022","Communications","Outside London","SEO/HEO","LGBO","120","120","34620","33370"
"In post","2022","Communications","Outside London","SEO/HEO","Undeclared","135","130","35580","33370"
"In post","2022","Communications","Outside London","SEO/HEO","Unknown","575","560","34450","33370"
"In post","2022","Communications","Outside London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Communications","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","AA/AO","Heterosexual / straight","345","310","24920","25110"
"In post","2022","Counter Fraud","London","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","London","AA/AO","Undeclared","65","55","24760","25110"
"In post","2022","Counter Fraud","London","AA/AO","Unknown","165","135","24790","25110"
"In post","2022","Counter Fraud","London","EO","Heterosexual / straight","665","630","31110","31020"
"In post","2022","Counter Fraud","London","EO","LGBO","50","45","31090","31020"
"In post","2022","Counter Fraud","London","EO","Undeclared","100","95","31430","31060"
"In post","2022","Counter Fraud","London","EO","Unknown","390","370","31420","31020"
"In post","2022","Counter Fraud","London","G6/G7","Heterosexual / straight","300","285","63360","62120"
"In post","2022","Counter Fraud","London","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Counter Fraud","London","G6/G7","Undeclared","45","40","65380","62120"
"In post","2022","Counter Fraud","London","G6/G7","Unknown","65","65","62990","62120"
"In post","2022","Counter Fraud","London","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Counter Fraud","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","London","SEO/HEO","Heterosexual / straight","805","780","39510","37930"
"In post","2022","Counter Fraud","London","SEO/HEO","LGBO","45","45","39290","37930"
"In post","2022","Counter Fraud","London","SEO/HEO","Undeclared","145","140","39750","38020"
"In post","2022","Counter Fraud","London","SEO/HEO","Unknown","355","345","39840","38390"
"In post","2022","Counter Fraud","Outside London","AA/AO","Heterosexual / straight","1345","1175","21670","21260"
"In post","2022","Counter Fraud","Outside London","AA/AO","LGBO","85","80","21720","21260"
"In post","2022","Counter Fraud","Outside London","AA/AO","Undeclared","225","190","21670","21260"
"In post","2022","Counter Fraud","Outside London","AA/AO","Unknown","515","430","21570","21260"
"In post","2022","Counter Fraud","Outside London","EO","Heterosexual / straight","3720","3405","27540","27570"
"In post","2022","Counter Fraud","Outside London","EO","LGBO","215","205","27520","27570"
"In post","2022","Counter Fraud","Outside London","EO","Undeclared","485","435","27620","27570"
"In post","2022","Counter Fraud","Outside London","EO","Unknown","1565","1420","27460","26830"
"In post","2022","Counter Fraud","Outside London","G6/G7","Heterosexual / straight","595","575","57810","55210"
"In post","2022","Counter Fraud","Outside London","G6/G7","LGBO","35","35","57070","55210"
"In post","2022","Counter Fraud","Outside London","G6/G7","Undeclared","110","105","59020","55210"
"In post","2022","Counter Fraud","Outside London","G6/G7","Unknown","140","135","56350","55210"
"In post","2022","Counter Fraud","Outside London","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Outside London","SEO/HEO","Heterosexual / straight","2895","2740","35330","33370"
"In post","2022","Counter Fraud","Outside London","SEO/HEO","LGBO","140","140","34680","33370"
"In post","2022","Counter Fraud","Outside London","SEO/HEO","Undeclared","380","360","35490","33370"
"In post","2022","Counter Fraud","Outside London","SEO/HEO","Unknown","930","895","35270","33370"
"In post","2022","Counter Fraud","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","London","AA/AO","Heterosexual / straight","155","140","25770","25900"
"In post","2022","Debt","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Debt","London","AA/AO","Undeclared","35","30","25860","26400"
"In post","2022","Debt","London","AA/AO","Unknown","115","100","25860","25860"
"In post","2022","Debt","London","EO","Heterosexual / straight","55","50","31580","31360"
"In post","2022","Debt","London","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Debt","London","EO","Undeclared","20","15","[c]","[c]"
"In post","2022","Debt","London","EO","Unknown","55","50","32180","33020"
"In post","2022","Debt","London","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Debt","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Debt","London","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Debt","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","London","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Debt","Outside London","AA/AO","Heterosexual / straight","2775","2420","21310","21260"
"In post","2022","Debt","Outside London","AA/AO","LGBO","205","195","21340","21250"
"In post","2022","Debt","Outside London","AA/AO","Undeclared","340","285","21380","21260"
"In post","2022","Debt","Outside London","AA/AO","Unknown","1495","1335","21380","21250"
"In post","2022","Debt","Outside London","EO","Heterosexual / straight","690","615","27300","27570"
"In post","2022","Debt","Outside London","EO","LGBO","60","55","27070","26820"
"In post","2022","Debt","Outside London","EO","Undeclared","75","65","27530","27570"
"In post","2022","Debt","Outside London","EO","Unknown","250","230","27260","26820"
"In post","2022","Debt","Outside London","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Debt","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Outside London","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Debt","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Outside London","SEO/HEO","Heterosexual / straight","240","220","34580","33370"
"In post","2022","Debt","Outside London","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Debt","Outside London","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Debt","Outside London","SEO/HEO","Unknown","50","45","34580","33370"
"In post","2022","Debt","Unknown","AA/AO","Heterosexual / straight","35","25","24740","25110"
"In post","2022","Debt","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Debt","Unknown","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","AA/AO","Heterosexual / straight","95","95","24960","24490"
"In post","2022","Digital, Data & Technology","London","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","EO","Heterosexual / straight","305","300","29650","29530"
"In post","2022","Digital, Data & Technology","London","EO","LGBO","30","30","28690","28200"
"In post","2022","Digital, Data & Technology","London","EO","Undeclared","40","35","30000","29960"
"In post","2022","Digital, Data & Technology","London","EO","Unknown","100","95","29880","30330"
"In post","2022","Digital, Data & Technology","London","G6/G7","Heterosexual / straight","1140","1120","60070","58260"
"In post","2022","Digital, Data & Technology","London","G6/G7","LGBO","145","145","59340","56400"
"In post","2022","Digital, Data & Technology","London","G6/G7","Undeclared","180","175","60680","58430"
"In post","2022","Digital, Data & Technology","London","G6/G7","Unknown","330","325","61280","59390"
"In post","2022","Digital, Data & Technology","London","SCS level","Heterosexual / straight","115","115","94810","87900"
"In post","2022","Digital, Data & Technology","London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","SCS level","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","SEO/HEO","Heterosexual / straight","1115","1095","39560","40170"
"In post","2022","Digital, Data & Technology","London","SEO/HEO","LGBO","95","95","38950","40120"
"In post","2022","Digital, Data & Technology","London","SEO/HEO","Undeclared","170","170","38760","39550"
"In post","2022","Digital, Data & Technology","London","SEO/HEO","Unknown","375","370","40180","40310"
"In post","2022","Digital, Data & Technology","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Outside London","AA/AO","Heterosexual / straight","550","530","21460","21260"
"In post","2022","Digital, Data & Technology","Outside London","AA/AO","LGBO","45","45","20900","21290"
"In post","2022","Digital, Data & Technology","Outside London","AA/AO","Undeclared","80","80","21530","21380"
"In post","2022","Digital, Data & Technology","Outside London","AA/AO","Unknown","135","125","21550","21260"
"In post","2022","Digital, Data & Technology","Outside London","EO","Heterosexual / straight","2155","2050","27280","26820"
"In post","2022","Digital, Data & Technology","Outside London","EO","LGBO","145","145","26890","26820"
"In post","2022","Digital, Data & Technology","Outside London","EO","Undeclared","340","325","27600","26930"
"In post","2022","Digital, Data & Technology","Outside London","EO","Unknown","655","625","27460","27130"
"In post","2022","Digital, Data & Technology","Outside London","G6/G7","Heterosexual / straight","2940","2875","56600","55120"
"In post","2022","Digital, Data & Technology","Outside London","G6/G7","LGBO","130","125","55240","53750"
"In post","2022","Digital, Data & Technology","Outside London","G6/G7","Undeclared","405","395","57120","55210"
"In post","2022","Digital, Data & Technology","Outside London","G6/G7","Unknown","710","695","56990","55210"
"In post","2022","Digital, Data & Technology","Outside London","SCS level","Heterosexual / straight","135","130","89770","82370"
"In post","2022","Digital, Data & Technology","Outside London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Outside London","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Outside London","SCS level","Unknown","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Outside London","SEO/HEO","Heterosexual / straight","6080","5890","37010","36500"
