"Status","Year","Function_of_post","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Commercial","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G6/G7","Heterosexual / straight","40","[c]","55400","52530"
"Leaver Dept.","2022","Commercial","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SEO/HEO","Heterosexual / straight","80","[c]","36520","36780"
"Leaver Dept.","2022","Commercial","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SEO/HEO","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G6/G7","Heterosexual / straight","45","[c]","60900","57400"
"Leaver Dept.","2022","Communications","London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G6/G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SEO/HEO","Heterosexual / straight","100","[c]","37460","36560"
"Leaver Dept.","2022","Communications","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SEO/HEO","Heterosexual / straight","45","[c]","35180","35300"
"Leaver Dept.","2022","Communications","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","Heterosexual / straight","35","[c]","27400","27570"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO/HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","AA/AO","Heterosexual / straight","30","[c]","21180","21260"
"Leaver Dept.","2022","Debt","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6/G7","Heterosexual / straight","45","[c]","60630","58840"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6/G7","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6/G7","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO/HEO","Heterosexual / straight","85","[c]","38390","39630"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO/HEO","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO/HEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","Heterosexual / straight","35","[c]","26630","26670"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6/G7","Heterosexual / straight","70","[c]","56000","53790"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6/G7","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO/HEO","Heterosexual / straight","135","[c]","35610","36290"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO/HEO","Unknown","55","[c]","36830","36960"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G6/G7","Heterosexual / straight","40","[c]","58500","56440"
"Leaver Dept.","2022","Finance","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G6/G7","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SEO/HEO","Heterosexual / straight","65","[c]","38370","39960"
"Leaver Dept.","2022","Finance","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SEO/HEO","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","EO","Heterosexual / straight","40","[c]","25140","25000"
"Leaver Dept.","2022","Finance","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G6/G7","Heterosexual / straight","45","[c]","57060","55930"
"Leaver Dept.","2022","Finance","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G6/G7","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SEO/HEO","Heterosexual / straight","100","[c]","35650","35310"
"Leaver Dept.","2022","Finance","Outside London","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SEO/HEO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","EO","Heterosexual / straight","55","[c]","27690","27500"
"Leaver Dept.","2022","Human Resources","London","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","EO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","G6/G7","Heterosexual / straight","60","[c]","59220","59010"
"Leaver Dept.","2022","Human Resources","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SEO/HEO","Heterosexual / straight","105","[c]","35420","34280"
"Leaver Dept.","2022","Human Resources","London","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AA/AO","Heterosexual / straight","40","[c]","21440","21170"
"Leaver Dept.","2022","Human Resources","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Outside London","AA/AO","Unknown","15","[c]","[c]","[c]"
