"Status","Year","Organisation","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Greater Manchester","Manchester","135","125","30020","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Hampshire and Isle of Wight","North Hampshire","25","25","34470","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","Wandsworth","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Inner London - West","Westminster","180","175","42900","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Northumberland, and Tyne and Wear","Tyneside","140","130","29880","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Central Scotland","Glasgow City","90","80","31610","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Birmingham","75","70","31420","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Yorkshire","Leeds","70","65","31460","30950"
"In post","2022","Animal and Plant Health Agency","Bedfordshire and Hertfordshire","Hertfordshire CC","10","10","33670","30670"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","15","15","41660","42780"
"In post","2022","Animal and Plant Health Agency","Cheshire","Cheshire East","35","30","33160","29860"
"In post","2022","Animal and Plant Health Agency","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","60","55","31730","29180"
"In post","2022","Animal and Plant Health Agency","Cumbria","East Cumbria","160","150","25320","21300"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","Nottingham","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Derbyshire and Nottinghamshire","South Nottinghamshire","20","20","30110","27190"
"In post","2022","Animal and Plant Health Agency","Devon","Devon CC","210","195","27990","24920"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Dorset","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Dorset and Somerset","Somerset CC","35","35","34500","35900"
"In post","2022","Animal and Plant Health Agency","East Anglia","Cambridgeshire CC","25","25","30040","29180"
"In post","2022","Animal and Plant Health Agency","East Anglia","North and West Norfolk","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Anglia","Norwich and East Norfolk","10","10","33500","30670"
"In post","2022","Animal and Plant Health Agency","East Anglia","Suffolk CC","45","45","31830","29840"
"In post","2022","Animal and Plant Health Agency","East Wales","Cardiff and Vale of Glamorgan","90","85","28230","24920"
"In post","2022","Animal and Plant Health Agency","East Wales","Powys","20","20","32650","35900"
"In post","2022","Animal and Plant Health Agency","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","20","20","28570","24920"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","East Lothian and Midlothian","10","10","37620","33130"
"In post","2022","Animal and Plant Health Agency","Eastern Scotland","Perth and Kinross, and Stirling","45","40","34750","29180"
"In post","2022","Animal and Plant Health Agency","Essex","Heart of Essex","45","40","29590","28340"
"In post","2022","Animal and Plant Health Agency","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","60","60","24680","21300"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","65","60","31310","29180"
"In post","2022","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Greater Manchester","Manchester","15","15","29560","29180"
"In post","2022","Animal and Plant Health Agency","Hampshire and Isle of Wight","Central Hampshire","35","35","29530","25940"
"In post","2022","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","170","155","30080","28000"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","15","28720","25260"
"In post","2022","Animal and Plant Health Agency","Inner London - West","Westminster","20","20","44370","52290"
"In post","2022","Animal and Plant Health Agency","Kent","East Kent","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Kent","Mid Kent","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Lancashire","Mid Lancashire","95","90","28660","24920"
"In post","2022","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","20","20","33650","35900"
"In post","2022","Animal and Plant Health Agency","Lincolnshire","Lincolnshire CC","25","25","33510","29800"
"In post","2022","Animal and Plant Health Agency","North Eastern Scotland","Aberdeen City and Aberdeenshire","10","10","34850","36750"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","North Yorkshire CC","130","125","31610","29180"
"In post","2022","Animal and Plant Health Agency","North Yorkshire","York","70","70","23910","21300"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Northumberland, and Tyne and Wear","Tyneside","50","50","30990","26440"
"In post","2022","Animal and Plant Health Agency","Outer London - East and North East","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Harrow and Hillingdon","15","15","35720","32720"
"In post","2022","Animal and Plant Health Agency","Outer London - West and North West","Hounslow and Richmond upon Thames","65","65","33010","31750"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Shropshire","40","40","34630","33300"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Staffordshire CC","70","70","25860","21300"
"In post","2022","Animal and Plant Health Agency","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","Scottish Borders","15","15","29830","24920"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","South Ayrshire","25","25","28170","24920"
"In post","2022","Animal and Plant Health Agency","Southern Scotland","South Lanarkshire","10","10","31120","25720"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","West Surrey","645","615","33380","28630"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (North East)","20","20","32950","30040"
"In post","2022","Animal and Plant Health Agency","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","25","25","29460","25520"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","Gwynedd","70","60","26960","24920"
"In post","2022","Animal and Plant Health Agency","West Wales and The Valleys","South West Wales","150","140","28350","25160"
"In post","2022","Animal and Plant Health Agency","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Inner London - West","Westminster","45","45","51580","51250"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","Nottingham","35","35","50910","35910"
"In post","2022","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Devon","Plymouth","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Dorset and Somerset","Dorset","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Norwich and East Norfolk","65","60","51020","49700"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Peterborough","10","10","63300","68150"
"In post","2022","Cabinet Office (excl. agencies)","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","East Wales","Monmouthshire and Newport","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","City of Edinburgh","30","30","35390","32000"
"In post","2022","Cabinet Office (excl. agencies)","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Greater Manchester South West","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","Greater Manchester","Manchester","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Central Hampshire","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","North Hampshire","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Portsmouth","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - East","Tower Hamlets","1015","995","51990","54700"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - West","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Inner London - West","Westminster","5300","5240","49530","40600"
"In post","2022","Cabinet Office (excl. agencies)","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Lancashire","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Liverpool","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire","North Yorkshire CC","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","North Yorkshire","York","545","520","32540","32000"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Northumberland, and Tyne and Wear","Tyneside","460","435","29460","25550"
"In post","2022","Cabinet Office (excl. agencies)","Outer London - South","Croydon","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","Telford and Wrekin","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","South Yorkshire","Sheffield","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Southern Scotland","South Lanarkshire","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","West Surrey","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Tees Valley and Durham","Darlington","15","15","62900","62010"
"In post","2022","Cabinet Office (excl. agencies)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","Glasgow City","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Birmingham","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Coventry","10","10","66610","63110"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Midlands","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","West Yorkshire","Leeds","220","215","47420","40460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","Dorset","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","Suffolk CC","480","455","34470","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Charity Commission","Dorset and Somerset","Somerset CC","35","35","31780","29540"
"In post","2022","Charity Commission","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","Charity Commission","Inner London - West","Westminster","80","80","44120","37910"
"In post","2022","Charity Commission","Merseyside","Sefton","345","325","31850","29160"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","East Wales","Cardiff and Vale of Glamorgan","1080","995","31180","25460"
"In post","2022","Companies House","Eastern Scotland","City of Edinburgh","40","40","24820","22740"
"In post","2022","Companies House","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2022","Companies House","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northern Ireland","Belfast","25","20","24750","22740"
"In post","2022","Companies House","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Eastern Scotland","City of Edinburgh","55","55","58200","55860"
"In post","2022","Competition and Markets Authority","Inner London - East","Tower Hamlets","795","770","61480","57060"
"In post","2022","Competition and Markets Authority","Northern Ireland","Belfast","10","10","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","West Central Scotland","Glasgow City","320","295","27620","25120"
"In post","2022","Crown Commercial Service","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Anglia","Norwich and East Norfolk","155","150","37960","38330"
"In post","2022","Crown Commercial Service","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Wales","Monmouthshire and Newport","115","115","36050","31250"
"In post","2022","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Inner London - East","Tower Hamlets","70","70","54200","55690"
"In post","2022","Crown Commercial Service","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Merseyside","Liverpool","385","380","37860","38330"
"In post","2022","Crown Commercial Service","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","North Yorkshire","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
