"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Defence Electronics and Components Agency","Operational Delivery","EO","25","25","28190","28150"
"In post","2022","No function","Defence Electronics and Components Agency","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Operational Delivery","SEO/HEO","15","15","39100","41730"
"In post","2022","No function","Defence Electronics and Components Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Other","EO","25","25","26920","26600"
"In post","2022","No function","Defence Electronics and Components Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Science and Engineering","AA/AO","65","65","20410","20550"
"In post","2022","No function","Defence Electronics and Components Agency","Science and Engineering","EO","150","145","29500","29470"
"In post","2022","No function","Defence Electronics and Components Agency","Science and Engineering","SEO/HEO","30","30","34870","33670"
"In post","2022","No function","Defence Equipment and Support","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Other","EO","10","10","20990","20460"
"In post","2022","No function","Defence Equipment and Support","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Other","SEO/HEO","25","20","29950","28100"
"In post","2022","No function","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Project Delivery","G6/G7","15","15","54630","53470"
"In post","2022","No function","Defence Equipment and Support","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Project Delivery","SEO/HEO","50","50","36170","35660"
"In post","2022","No function","Defence Science and Technology Laboratory","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Delivery","SEO/HEO","15","15","31420","29230"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Research","G6/G7","130","120","52670","47710"
"In post","2022","No function","Defence Science and Technology Laboratory","Operational Research","SEO/HEO","90","90","34910","38070"
"In post","2022","No function","Defence Science and Technology Laboratory","Other","AA/AO","10","10","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Other","G6/G7","15","15","58860","47010"
"In post","2022","No function","Defence Science and Technology Laboratory","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Other","SEO/HEO","35","35","30480","29230"
"In post","2022","No function","Defence Science and Technology Laboratory","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Project Delivery","SEO/HEO","10","10","31630","29230"
"In post","2022","No function","Defence Science and Technology Laboratory","Psychology","G6/G7","15","15","53320","56350"
"In post","2022","No function","Defence Science and Technology Laboratory","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","AA/AO","115","115","20090","18330"
"In post","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","EO","90","85","25390","23490"
"In post","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","G6/G7","995","955","52430","47760"
"In post","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Science and Engineering","SEO/HEO","1185","1160","34340","38070"
"In post","2022","No function","Defence Science and Technology Laboratory","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","EO","10","10","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","G6/G7","60","60","61280","57850"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","SEO/HEO","15","15","44710","44300"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","G6/G7","10","10","59330","57310"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","AA/AO","15","15","22290","21580"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","EO","85","80","27580","27680"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","G6/G7","180","180","57390","53600"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SCS level","15","15","110240","101890"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","SEO/HEO","245","240","42090","39590"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","AA/AO","30","30","24840","24900"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","EO","235","235","27770","27680"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","G6/G7","2000","1950","58000","54880"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SCS level","270","255","86360","78900"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","SEO/HEO","1805","1785","37410","38500"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","G6/G7","30","30","59010","57380"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","SEO/HEO","20","20","37280","37330"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Communications","G6/G7","15","15","57740","57730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","10","10","36630","35270"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","15","15","53870","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","10","10","54360","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Operational Delivery","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Other","EO","25","25","27350","26330"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Other","G6/G7","30","30","55300","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Other","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","40","35","34640","34020"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Policy","EO","95","95","26890","26180"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Policy","G6/G7","525","520","55630","52300"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Policy","SCS level","75","75","83390","75500"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Policy","SEO/HEO","465","460","35000","34020"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Project Delivery","EO","15","15","25870","26180"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Project Delivery","G6/G7","115","115","55490","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Project Delivery","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Project Delivery","SEO/HEO","75","70","34520","34020"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Communications","EO","10","10","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Communications","SEO/HEO","15","15","33020","32940"
"In post","2022","No function","Department for Education (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Digital, Data and Technology","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Digital, Data and Technology","SEO/HEO","20","20","38000","36640"
"In post","2022","No function","Department for Education (excl. agencies)","Finance","EO","5","5","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Finance","G6/G7","35","30","56860","53420"
"In post","2022","No function","Department for Education (excl. agencies)","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Finance","SEO/HEO","40","40","35520","36500"
"In post","2022","No function","Department for Education (excl. agencies)","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Operational Delivery","EO","55","55","26710","26000"
"In post","2022","No function","Department for Education (excl. agencies)","Operational Delivery","G6/G7","170","160","55070","53420"
"In post","2022","No function","Department for Education (excl. agencies)","Operational Delivery","SCS level","25","20","89840","76330"
"In post","2022","No function","Department for Education (excl. agencies)","Operational Delivery","SEO/HEO","305","295","35090","36500"
"In post","2022","No function","Department for Education (excl. agencies)","Policy","AA/AO","20","20","22940","21690"
"In post","2022","No function","Department for Education (excl. agencies)","Policy","EO","230","220","26540","26000"
"In post","2022","No function","Department for Education (excl. agencies)","Policy","G6/G7","1015","970","56050","53760"
"In post","2022","No function","Department for Education (excl. agencies)","Policy","SCS level","140","135","83580","74100"
"In post","2022","No function","Department for Education (excl. agencies)","Policy","SEO/HEO","1145","1095","36110","36500"
"In post","2022","No function","Department for Education (excl. agencies)","Project Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Property","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Property","SEO/HEO","10","10","33490","31660"
"In post","2022","No function","Department for Education (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Education (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","EO","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","G6/G7","20","20","57850","55900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO/HEO","30","25","35150","34410"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6/G7","10","10","56380","53740"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SEO/HEO","35","35","43660","45680"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","EO","25","25","28160","28170"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","G6/G7","25","25","55220","53200"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO/HEO","30","30","35720","35210"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AA/AO","80","75","23610","24370"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","320","310","27030","26790"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","1270","1215","54900","53380"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","140","135","82750","76420"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","2085","2020","35080","35890"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","30","30","[c]","[c]"
"In post","2022","No function","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Department for International Trade","Communications","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","International Trade","EO","90","90","27210","26370"
"In post","2022","No function","Department for International Trade","International Trade","G6/G7","640","630","56250","53550"
"In post","2022","No function","Department for International Trade","International Trade","SCS level","115","110","82760","75440"
"In post","2022","No function","Department for International Trade","International Trade","SEO/HEO","610","605","36310","38160"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Knowledge and Information Management","SEO/HEO","10","10","34760","34950"
"In post","2022","No function","Department for International Trade","Operational Delivery","AA/AO","10","10","25370","25140"
"In post","2022","No function","Department for International Trade","Operational Delivery","EO","35","35","28150","28310"
"In post","2022","No function","Department for International Trade","Operational Delivery","G6/G7","25","25","56790","54280"
"In post","2022","No function","Department for International Trade","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Operational Delivery","SEO/HEO","65","65","34420","33320"
"In post","2022","No function","Department for International Trade","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Other","EO","15","15","27530","26890"
"In post","2022","No function","Department for International Trade","Other","G6/G7","40","40","56480","53640"
"In post","2022","No function","Department for International Trade","Other","SCS level","10","10","101390","95650"
"In post","2022","No function","Department for International Trade","Other","SEO/HEO","35","35","38740","38160"
"In post","2022","No function","Department for International Trade","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Policy","EO","10","10","[c]","[c]"
"In post","2022","No function","Department for International Trade","Policy","G6/G7","75","75","56180","51970"
"In post","2022","No function","Department for International Trade","Policy","SCS level","10","10","79140","75080"
"In post","2022","No function","Department for International Trade","Policy","SEO/HEO","120","120","36690","38160"
"In post","2022","No function","Department for International Trade","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Project Delivery","G6/G7","15","15","56900","53810"
"In post","2022","No function","Department for International Trade","Project Delivery","SEO/HEO","25","25","38120","36860"
"In post","2022","No function","Department for International Trade","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","AA/AO","40","40","25420","26870"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","EO","55","55","27870","27850"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","G6/G7","110","105","53450","50110"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SEO/HEO","260","250","35070","34990"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","EO","15","15","26790","27850"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","G6/G7","35","35","57500","53870"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","SEO/HEO","60","60","38420","39100"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","EO","200","195","27830","27850"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","G6/G7","800","780","56510","53380"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SCS level","130","125","85940","76230"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SEO/HEO","735","725","35720","34760"
"In post","2022","No function","Department for Transport (excl. agencies)","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Corporate Finance","G6/G7","10","10","64000","65440"
"In post","2022","No function","Department for Transport (excl. agencies)","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Digital, Data and Technology","SEO/HEO","10","10","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Human Resources","G6/G7","15","15","56280","54870"
"In post","2022","No function","Department for Transport (excl. agencies)","Human Resources","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Knowledge and Information Management","SEO/HEO","10","10","39360","40450"
"In post","2022","No function","Department for Transport (excl. agencies)","Operational Delivery","AA/AO","80","65","31360","33390"
"In post","2022","No function","Department for Transport (excl. agencies)","Operational Delivery","EO","30","30","27970","26780"
"In post","2022","No function","Department for Transport (excl. agencies)","Operational Delivery","G6/G7","25","25","57900","54760"
"In post","2022","No function","Department for Transport (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
