"Status","Year","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","25","[c]","43050","33640"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","10","[c]","47770","46710"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","35","[c]","48430","53380"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","355","[c]","46660","40220"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","40","[c]","34420","31740"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Unknown","25","[c]","48920","51710"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","25","[c]","47540","39100"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Economics","London","10","[c]","49490","47270"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","London","145","[c]","45000","35990"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","10","[c]","43460","42870"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Commercial","Outside London","15","[c]","38420","36780"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Communications","London","10","[c]","33760","32940"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Digital, Data and Technology","London","15","[c]","49880","45850"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","35","[c]","45880","49860"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Finance","London","15","[c]","51610","53760"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Finance","Outside London","20","[c]","39210","36730"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Human Resources","Outside London","15","[c]","33780","31200"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Operational Delivery","Outside London","15","[c]","36570","32300"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Policy","London","130","[c]","48470","45250"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Policy","Outside London","100","[c]","38600","36500"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Property","London","10","[c]","46020","46030"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Property","Outside London","20","[c]","41680","36640"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","London","200","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Outside London","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Communications","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Digital, Data and Technology","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Finance","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Human Resources","London","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","London","90","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","International Trade","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Delivery","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Other","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Policy","London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Security","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Statistics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","London","25","[c]","43210","34710"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","London","10","[c]","54370","53130"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","London","20","[c]","36610","33210"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","Outside London","15","[c]","38300","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","London","145","[c]","42870","39600"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","Outside London","30","[c]","38010","30590"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","London","15","[c]","44840","42980"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","London","275","[c]","43840","42470"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Unknown","Outside London","25","[c]","40490","38650"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Commercial","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","London","10","[c]","29500","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","Outside London","65","[c]","28330","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","London","15","[c]","46790","40270"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Outside London","95","[c]","40120","36000"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Finance","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Finance","Outside London","65","[c]","36790","35310"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Human Resources","London","15","[c]","38780","32000"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Human Resources","Outside London","30","[c]","35080","31990"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","London","10","[c]","50870","46570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","Outside London","25","[c]","32770","30770"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","London","270","[c]","32410","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Outside London","1790","[c]","27070","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Operational Delivery","Unknown","25","[c]","28030","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Other","London","45","[c]","36290","31060"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Other","Outside London","230","[c]","27080","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Policy","London","30","[c]","47410","39480"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Policy","Outside London","15","[c]","43420","37380"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","London","15","[c]","40240","36650"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Outside London","40","[c]","34540","31990"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Psychology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Security","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","35","[c]","44100","38050"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","Outside London","160","[c]","30330","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Commercial","London","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Commercial","Outside London","60","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Commercial","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Communications","London","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Communications","Outside London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Communications","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Economics","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Economics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Finance","London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Finance","Outside London","55","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Finance","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Human Resources","London","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Medicine","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","London","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Policy","London","300","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Policy","Outside London","120","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Policy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Property","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","London","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Outside London","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Unknown","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Digital, Data and Technology","Unknown","25","[c]","33920","30890"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Human Resources","Unknown","10","[c]","34250","31850"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Operational Delivery","Unknown","80","[c]","24590","21840"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Policy","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Counter Fraud","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Digital, Data and Technology","Outside London","15","[c]","36820","31380"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Finance","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Human Resources","Outside London","15","[c]","38170","38650"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Delivery","Outside London","70","[c]","25610","26130"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Planning","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Policy","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Project Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Property","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Commercial","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Digital, Data and Technology","Outside London","15","[c]","36370","36780"
"Leaver Dept.","2022","Education and Skills Funding Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Finance","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Operational Delivery","London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Operational Delivery","Outside London","15","[c]","32390","29550"
"Leaver Dept.","2022","Education and Skills Funding Agency","Policy","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Policy","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Inspector of Education and Training","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Social Research","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Other","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Security","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Economics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Legal","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Legal","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Operational Delivery","Outside London","10","[c]","31480","30810"
"Leaver Dept.","2022","Food Standards Agency","Operational Research","London","[c]","[c]","[c]","[c]"
