"Status","Year","Organisation","Profession_of_post","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Outside London","35","35","33810","30730"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Outside London","565","540","32040","28270"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","London","10","10","50340","54650"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Outside London","320","305","42720","38080"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","Communications","London","10","10","45010","38590"
"In post","2022","Attorney General's Office","Legal","London","15","15","69960","65180"
"In post","2022","Attorney General's Office","Other","London","10","10","35120","30950"
"In post","2022","Attorney General's Office","Policy","London","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","10","10","37300","37300"
"In post","2022","Cabinet Office (excl. agencies)","Other","London","15","15","47280","47650"
"In post","2022","Cabinet Office (excl. agencies)","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Policy","London","25","25","54420","54700"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","London","6370","6290","50110","46500"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Outside London","3015","2920","42640","33370"
"In post","2022","Cabinet Office (excl. agencies)","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","15","15","42290","42410"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","60","55","31650","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Finance","Outside London","10","10","35390","25460"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","15","10","34450","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","25","20","42110","47550"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","15","15","34570","29270"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","Outside London","35","35","27510","29270"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","465","445","34230","30220"
"In post","2022","Charity Commission","Commercial","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Communications","London","10","10","50820","51070"
"In post","2022","Charity Commission","Communications","Outside London","10","10","33760","29160"
"In post","2022","Charity Commission","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Digital, Data and Technology","Outside London","50","50","34430","29160"
"In post","2022","Charity Commission","Finance","Outside London","10","10","36620","33810"
"In post","2022","Charity Commission","Human Resources","Outside London","20","15","33830","29220"
"In post","2022","Charity Commission","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","Charity Commission","Legal","London","15","15","53530","51160"
"In post","2022","Charity Commission","Legal","Outside London","10","10","52130","51070"
"In post","2022","Charity Commission","Operational Delivery","London","45","45","39820","37910"
"In post","2022","Charity Commission","Operational Delivery","Outside London","245","230","29590","29160"
"In post","2022","Charity Commission","Other","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Policy","London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Policy","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Project Delivery","Outside London","15","15","33700","37910"
"In post","2022","Charity Commission","Property","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Charity Commission","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Commercial","Outside London","5","5","[c]","[c]"
"In post","2022","Companies House","Communications","Outside London","25","25","35760","30720"
"In post","2022","Companies House","Counter Fraud","Outside London","170","155","24810","22740"
"In post","2022","Companies House","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Outside London","250","245","39660","38000"
"In post","2022","Companies House","Finance","Outside London","70","65","30060","24730"
"In post","2022","Companies House","Human Resources","Outside London","55","55","37260","39820"
"In post","2022","Companies House","Knowledge and Information Management","Outside London","10","10","[c]","[c]"
"In post","2022","Companies House","Legal","Outside London","5","5","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","5","5","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Outside London","475","430","24830","22740"
"In post","2022","Companies House","Other","Outside London","25","25","49860","40170"
"In post","2022","Companies House","Policy","Outside London","30","25","41980","39820"
"In post","2022","Companies House","Project Delivery","Outside London","25","20","42800","41530"
"In post","2022","Companies House","Property","Outside London","15","15","34820","24900"
"In post","2022","Companies House","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Outside London","10","10","35310","35120"
"In post","2022","Competition and Markets Authority","Commercial","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","35","30","49220","41670"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","15","15","46330","38060"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","70","70","57770","58030"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","95","90","64300","59890"
"In post","2022","Competition and Markets Authority","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","40","40","49600","44360"
"In post","2022","Competition and Markets Authority","Human Resources","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","30","30","55030","54320"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","135","130","68590","71370"
"In post","2022","Competition and Markets Authority","Legal","Outside London","10","10","71400","73450"
"In post","2022","Competition and Markets Authority","Policy","London","15","10","66710","72430"
"In post","2022","Competition and Markets Authority","Policy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","335","320","62430","57920"
"In post","2022","Competition and Markets Authority","Project Delivery","Outside London","45","45","56800","55860"
"In post","2022","Competition and Markets Authority","Property","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Digital, Data and Technology","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","315","290","27310","25120"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","London","15","15","38580","39320"
"In post","2022","Crown Commercial Service","Commercial","Outside London","340","330","35720","32930"
"In post","2022","Crown Commercial Service","Communications","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","Outside London","15","15","38150","31250"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","30","30","56300","56160"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Outside London","110","105","41850","38980"
"In post","2022","Crown Commercial Service","Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","Outside London","30","30","48780","39680"
"In post","2022","Crown Commercial Service","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","Outside London","35","30","39890","39360"
"In post","2022","Crown Commercial Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Operational Delivery","London","20","20","58270","58190"
"In post","2022","Crown Commercial Service","Operational Delivery","Outside London","170","170","39220","38330"
"In post","2022","Crown Commercial Service","Policy","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Policy","Outside London","10","10","46840","46890"
"In post","2022","Crown Commercial Service","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Project Delivery","Outside London","20","20","43510","38980"
"In post","2022","Crown Commercial Service","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Office and Procurator Fiscal Service","Communications","Outside London","15","15","36570","32310"
"In post","2022","Crown Office and Procurator Fiscal Service","Digital, Data and Technology","Outside London","60","60","41540","38600"
"In post","2022","Crown Office and Procurator Fiscal Service","Finance","Outside London","20","20","39880","39730"
"In post","2022","Crown Office and Procurator Fiscal Service","Human Resources","Outside London","45","45","35020","31540"
"In post","2022","Crown Office and Procurator Fiscal Service","Knowledge and Information Management","Outside London","25","20","40880","34600"
"In post","2022","Crown Office and Procurator Fiscal Service","Legal","Outside London","725","685","54240","53490"
"In post","2022","Crown Office and Procurator Fiscal Service","Operational Delivery","Outside London","1445","1345","27500","23230"
"In post","2022","Crown Office and Procurator Fiscal Service","Policy","Outside London","20","20","48460","56920"
"In post","2022","Crown Office and Procurator Fiscal Service","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","London","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Commercial","Outside London","30","30","38920","38180"
"In post","2022","Crown Prosecution Service","Communications","London","40","35","41560","39750"
"In post","2022","Crown Prosecution Service","Communications","Outside London","25","25","37150","38540"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","London","25","25","45220","39750"
"In post","2022","Crown Prosecution Service","Digital, Data and Technology","Outside London","90","85","37500","33310"
"In post","2022","Crown Prosecution Service","Finance","London","30","30","35800","31560"
"In post","2022","Crown Prosecution Service","Finance","Outside London","140","130","28190","25480"
"In post","2022","Crown Prosecution Service","Human Resources","London","55","55","42200","33930"
"In post","2022","Crown Prosecution Service","Human Resources","Outside London","120","115","34480","30370"
"In post","2022","Crown Prosecution Service","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","London","15","15","44250","39750"
"In post","2022","Crown Prosecution Service","Knowledge and Information Management","Outside London","15","15","33480","28430"
"In post","2022","Crown Prosecution Service","Legal","London","770","725","59940","61360"
"In post","2022","Crown Prosecution Service","Legal","Outside London","2540","2355","53280","53520"
"In post","2022","Crown Prosecution Service","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Crown Prosecution Service","Operational Delivery","London","745","700","28280","26970"
"In post","2022","Crown Prosecution Service","Operational Delivery","Outside London","2145","1980","26610","25480"
"In post","2022","Crown Prosecution Service","Other","London","5","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Other","Outside London","10","10","27030","26970"
"In post","2022","Crown Prosecution Service","Policy","London","45","40","61110","56300"
"In post","2022","Crown Prosecution Service","Policy","Outside London","25","25","45710","50850"
"In post","2022","Crown Prosecution Service","Project Delivery","London","35","35","39640","34470"
"In post","2022","Crown Prosecution Service","Project Delivery","Outside London","60","60","39380","38180"
"In post","2022","Crown Prosecution Service","Property","London","10","5","[c]","[c]"
"In post","2022","Crown Prosecution Service","Property","Outside London","25","25","35620","32450"
"In post","2022","Crown Prosecution Service","Security","London","10","10","[c]","[c]"
"In post","2022","Crown Prosecution Service","Security","Outside London","20","20","33240","31270"
"In post","2022","Defence Electronics and Components Agency","Commercial","Outside London","20","20","33300","32890"
"In post","2022","Defence Electronics and Components Agency","Communications","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Digital, Data and Technology","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Finance","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Human Resources","Outside London","5","5","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Knowledge and Information Management","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Electronics and Components Agency","Medicine","Outside London","15","15","31110","29470"
"In post","2022","Defence Electronics and Components Agency","Operational Delivery","Outside London","65","60","31550","29140"
"In post","2022","Defence Electronics and Components Agency","Other","Outside London","30","25","26360","26600"
"In post","2022","Defence Electronics and Components Agency","Project Delivery","Outside London","15","15","32090","29470"
"In post","2022","Defence Electronics and Components Agency","Property","Outside London","15","15","29460","25830"
"In post","2022","Defence Electronics and Components Agency","Science and Engineering","Outside London","250","240","27670","29470"
"In post","2022","Defence Equipment and Support","Commercial","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Commercial","Outside London","905","865","39610","37400"
"In post","2022","Defence Equipment and Support","Commercial","Overseas","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Communications","Outside London","25","25","39600","37240"
"In post","2022","Defence Equipment and Support","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Digital, Data and Technology","Outside London","255","245","35970","33060"
"In post","2022","Defence Equipment and Support","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Finance","Outside London","455","435","38460","31800"
"In post","2022","Defence Equipment and Support","Human Resources","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Human Resources","Outside London","175","165","38440","32990"
"In post","2022","Defence Equipment and Support","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Knowledge and Information Management","Outside London","160","160","35860","33910"
"In post","2022","Defence Equipment and Support","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Other","London","165","160","23710","20800"
"In post","2022","Defence Equipment and Support","Other","Outside London","3320","3170","32300","28850"
"In post","2022","Defence Equipment and Support","Other","Overseas","5","5","[c]","[c]"
"In post","2022","Defence Equipment and Support","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Policy","Outside London","75","70","42900","40620"
"In post","2022","Defence Equipment and Support","Policy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Project Delivery","Outside London","2255","2180","40700","39100"
"In post","2022","Defence Equipment and Support","Project Delivery","Overseas","15","15","46100","41750"
"In post","2022","Defence Equipment and Support","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Defence Equipment and Support","Property","Outside London","60","60","36180","33610"
"In post","2022","Defence Equipment and Support","Science and Engineering","London","15","15","40410","38120"
"In post","2022","Defence Equipment and Support","Science and Engineering","Outside London","2725","2660","38210","37400"
"In post","2022","Defence Equipment and Support","Science and Engineering","Overseas","35","35","41640","41410"
"In post","2022","Defence Equipment and Support","Security","Outside London","60","55","36550","36050"
"In post","2022","Defence Science and Technology Laboratory","Commercial","Outside London","80","80","33140","32930"
"In post","2022","Defence Science and Technology Laboratory","Communications","Outside London","25","25","36810","33750"
"In post","2022","Defence Science and Technology Laboratory","Corporate Finance","Outside London","55","50","42190","39960"
"In post","2022","Defence Science and Technology Laboratory","Digital, Data and Technology","Outside London","125","120","47700","47010"
"In post","2022","Defence Science and Technology Laboratory","Economics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Finance","Outside London","15","10","40090","38070"
"In post","2022","Defence Science and Technology Laboratory","Human Resources","Outside London","90","85","35360","29230"
"In post","2022","Defence Science and Technology Laboratory","Intelligence Analysis","Outside London","25","25","31260","29230"
"In post","2022","Defence Science and Technology Laboratory","Internal Audit","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Knowledge and Information Management","Outside London","45","45","42580","38700"
"In post","2022","Defence Science and Technology Laboratory","Legal","Outside London","10","10","62090","74000"
"In post","2022","Defence Science and Technology Laboratory","Medicine","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Operational Delivery","Outside London","400","385","39570","38070"
"In post","2022","Defence Science and Technology Laboratory","Operational Research","Outside London","505","480","44050","47010"
"In post","2022","Defence Science and Technology Laboratory","Other","Outside London","60","60","36650","29230"
"In post","2022","Defence Science and Technology Laboratory","Project Delivery","Outside London","480","455","41620","38380"
"In post","2022","Defence Science and Technology Laboratory","Property","Outside London","45","45","46140","47010"
"In post","2022","Defence Science and Technology Laboratory","Psychology","Outside London","20","20","52990","52010"
"In post","2022","Defence Science and Technology Laboratory","Science and Engineering","Outside London","2600","2525","40740","38070"
"In post","2022","Defence Science and Technology Laboratory","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Security","Outside London","60","60","35870","36290"
"In post","2022","Defence Science and Technology Laboratory","Statistics","Outside London","10","10","[c]","[c]"
"In post","2022","Defence Science and Technology Laboratory","Veterinarian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","London","125","120","47360","45100"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","London","100","100","46180","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","Outside London","20","20","39570","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","London","235","230","46370","39570"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Economics","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","London","150","145","53870","53600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","Outside London","15","15","49890","45620"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","London","100","100","50430","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","Outside London","30","30","40790","34510"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","London","20","20","43730","40220"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Knowledge and Information Management","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","London","395","390","47740","41800"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","Outside London","205","195","44000","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Research","London","15","15","55670","57620"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","London","3960","3875","50030","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","Outside London","465","455","42960","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","London","70","70","51610","53380"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","Outside London","15","15","49280","51600"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Science and Engineering","London","10","10","46110","45200"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","London","15","15","42120","38720"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Social Research","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","London","35","35","49980","48980"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","London","30","30","44630","39020"
"In post","2022","Department for Digital, Culture, Media and Sport","Commercial","Outside London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","London","55","55","50090","47740"
"In post","2022","Department for Digital, Culture, Media and Sport","Communications","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","London","20","15","47390","45870"
"In post","2022","Department for Digital, Culture, Media and Sport","Counter Fraud","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","London","10","10","60100","57670"
"In post","2022","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","London","75","70","48560","53230"
"In post","2022","Department for Digital, Culture, Media and Sport","Economics","Outside London","5","5","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","London","65","65","52190","56730"
"In post","2022","Department for Digital, Culture, Media and Sport","Finance","Outside London","10","10","52490","55220"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","London","60","55","44170","35520"
"In post","2022","Department for Digital, Culture, Media and Sport","Human Resources","Outside London","20","20","43070","38000"
"In post","2022","Department for Digital, Culture, Media and Sport","Intelligence Analysis","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","London","25","25","47560","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","London","30","30","47650","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Delivery","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Operational Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","London","95","90","42680","34360"
"In post","2022","Department for Digital, Culture, Media and Sport","Other","Outside London","10","10","43360","34260"
"In post","2022","Department for Digital, Culture, Media and Sport","Planning","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","London","1075","1060","47480","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Policy","Outside London","105","100","39560","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","London","180","175","48920","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Project Delivery","Outside London","45","45","40610","34110"
"In post","2022","Department for Digital, Culture, Media and Sport","Property","London","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Science and Engineering","London","10","10","55360","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Security","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","London","20","20","47840","55730"
"In post","2022","Department for Digital, Culture, Media and Sport","Social Research","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","London","20","20","43550","38360"
"In post","2022","Department for Digital, Culture, Media and Sport","Statistics","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Commercial","London","10","10","45200","36920"
"In post","2022","Department for Education (excl. agencies)","Commercial","Outside London","255","250","37790","36500"
"In post","2022","Department for Education (excl. agencies)","Communications","London","130","130","42080","37350"
"In post","2022","Department for Education (excl. agencies)","Communications","Outside London","110","100","32660","29550"
"In post","2022","Department for Education (excl. agencies)","Digital, Data and Technology","London","165","160","46790","45250"
"In post","2022","Department for Education (excl. agencies)","Digital, Data and Technology","Outside London","640","620","39640","36500"
"In post","2022","Department for Education (excl. agencies)","Finance","London","125","120","51250","53420"
"In post","2022","Department for Education (excl. agencies)","Finance","Outside London","390","380","39700","36500"
"In post","2022","Department for Education (excl. agencies)","Human Resources","London","15","15","47080","40940"
"In post","2022","Department for Education (excl. agencies)","Human Resources","Outside London","130","125","33850","29360"
