"Status","Year","Organisation","Parent_department","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Leeds","70","65","31460","30950"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Leicestershire CC and Rutland","20","20","33650","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Lincolnshire CC","25","25","33510","29800"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","Nottingham","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","South and West Derbyshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Midlands (England)","South Nottinghamshire","20","20","30110","27190"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Cambridgeshire CC","25","25","30040","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Heart of Essex","45","40","29590","28340"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Hertfordshire CC","10","10","33670","30670"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","North and West Norfolk","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Norwich and East Norfolk","10","10","33500","30670"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Suffolk CC","45","45","31830","29840"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Harrow and Hillingdon","15","15","35720","32720"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Hounslow and Richmond upon Thames","65","65","33010","31750"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","London","Westminster","20","20","44370","52290"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North East (England)","Tyneside","50","50","30990","26440"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire East","35","30","33160","29860"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","East Cumbria","160","150","25320","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Manchester","15","15","29560","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North West (England)","Mid Lancashire","95","90","28660","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Aberdeen City and Aberdeenshire","10","10","34850","36750"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Dumfries and Galloway","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","East Lothian and Midlothian","10","10","37620","33130"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","15","28720","25260"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Perth and Kinross, and Stirling","45","40","34750","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","Scottish Borders","15","15","29830","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","South Ayrshire","25","25","28170","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scotland","South Lanarkshire","10","10","31120","25720"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Central Hampshire","35","35","29530","25940"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","East Kent","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Mid Kent","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","Oxfordshire CC","15","15","41660","42780"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","West Surrey","645","615","33380","28630"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","West Sussex (North East)","20","20","32950","30040"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Bristol, City of","60","60","24680","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","60","55","31730","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Devon CC","210","195","27990","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Dorset","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire CC","65","60","31310","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Somerset CC","35","35","34500","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West (England)","Wiltshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Unknown","25","25","29460","25520"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Cardiff and Vale of Glamorgan","90","85","28230","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Gwynedd","70","60","26960","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","Powys","20","20","32650","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wales","South West Wales","150","140","28350","25160"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Shropshire","40","40","34630","33300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Staffordshire CC","70","70","25860","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Midlands (England)","Worcestershire CC","170","155","30080","28000"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","East Riding of Yorkshire","20","20","28570","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire CC","130","125","31610","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","York","70","70","23910","21300"
"In post","2022","Attorney General's Office","Attorney General's Departments","London","Westminster","45","45","51580","51250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","Nottingham","35","35","50910","35910"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Cambridgeshire CC","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Norwich and East Norfolk","65","60","51020","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Peterborough","10","10","63300","68150"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Camden and City of London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Croydon","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Lewisham and Southwark","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Tower Hamlets","1015","995","51990","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","London","Westminster","5300","5240","49530","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Darlington","15","15","62900","62010"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North East (England)","Tyneside","460","435","29460","25550"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Blackpool","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Greater Manchester South East","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Greater Manchester South West","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Liverpool","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Manchester","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","West Cumbria","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","City of Edinburgh","30","30","35390","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Glasgow City","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Scotland","South Lanarkshire","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Berkshire","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Buckinghamshire","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Central Hampshire","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Milton Keynes","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","North Hampshire","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Portsmouth","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Bristol, City of","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Dorset","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Plymouth","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South West (England)","Wiltshire","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Cardiff and Vale of Glamorgan","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Monmouthshire and Newport","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Birmingham","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Coventry","10","10","66610","63110"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Staffordshire CC","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Telford and Wrekin","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Midlands (England)","Wolverhampton","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Leeds","220","215","47420","40460"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","North Yorkshire CC","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","Sheffield","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Yorkshire and The Humber","York","545","520","32540","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","East of England","Suffolk CC","480","455","34470","30220"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","Dorset","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","London","Westminster","80","80","44120","37910"
"In post","2022","Charity Commission","Charity Commission","North West (England)","Sefton","345","325","31850","29160"
"In post","2022","Charity Commission","Charity Commission","South West (England)","Somerset CC","35","35","31780","29540"
"In post","2022","Charity Commission","Charity Commission","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","London","Westminster","5","5","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","Belfast","25","20","24750","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","City of Edinburgh","40","40","24820","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Wales","Cardiff and Vale of Glamorgan","1080","995","31180","25460"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
