"Status","Year","Ethnicity","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","North West (England)","Outside London","HEO","155","155","32480","33080"
"In post","2022","Black","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","North West (England)","Outside London","SEO","90","90","39320","38730"
"In post","2022","Black","North West (England)","Outside London","Unknown","55","50","29440","24090"
"In post","2022","Black","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","EO","15","15","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","G6","5","5","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","G7","20","20","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","HEO","15","15","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Black","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Outside London","AA","15","15","[c]","[c]"
"In post","2022","Black","Scotland","Outside London","AO","100","95","21580","21250"
"In post","2022","Black","Scotland","Outside London","EO","90","90","27940","27570"
"In post","2022","Black","Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Black","Scotland","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Black","Scotland","Outside London","HEO","40","40","33310","33300"
"In post","2022","Black","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scotland","Outside London","SEO","35","35","47450","40350"
"In post","2022","Black","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Outside London","AA","75","70","22230","21790"
"In post","2022","Black","South East (England)","Outside London","AO","250","235","26900","25110"
"In post","2022","Black","South East (England)","Outside London","EO","320","300","28610","28880"
"In post","2022","Black","South East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Black","South East (England)","Outside London","G7","35","35","53100","53050"
"In post","2022","Black","South East (England)","Outside London","HEO","100","100","34170","33000"
"In post","2022","Black","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","South East (England)","Outside London","SEO","65","65","42840","40580"
"In post","2022","Black","South East (England)","Outside London","Unknown","65","60","28630","25900"
"In post","2022","Black","South West (England)","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Black","South West (England)","Outside London","AO","75","70","22360","21260"
"In post","2022","Black","South West (England)","Outside London","EO","125","115","25930","26820"
"In post","2022","Black","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Outside London","G7","40","40","51780","50130"
"In post","2022","Black","South West (England)","Outside London","HEO","150","145","31890","32330"
"In post","2022","Black","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","South West (England)","Outside London","SEO","140","135","40030","40000"
"In post","2022","Black","South West (England)","Outside London","Unknown","40","40","31560","28200"
"In post","2022","Black","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","AO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","EO","30","30","29860","31060"
"In post","2022","Black","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","HEO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Outside London","AO","60","55","21720","21250"
"In post","2022","Black","Wales","Outside London","EO","75","75","27100","27320"
"In post","2022","Black","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Black","Wales","Outside London","HEO","45","40","32400","31990"
"In post","2022","Black","Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Wales","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Wales","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Black","West Midlands (England)","Outside London","AA","45","40","20580","20060"
"In post","2022","Black","West Midlands (England)","Outside London","AO","400","365","21970","21260"
"In post","2022","Black","West Midlands (England)","Outside London","EO","445","420","27080","27570"
"In post","2022","Black","West Midlands (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Black","West Midlands (England)","Outside London","G7","55","55","52910","52030"
"In post","2022","Black","West Midlands (England)","Outside London","HEO","185","180","32460","32310"
"In post","2022","Black","West Midlands (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","West Midlands (England)","Outside London","SEO","100","95","40410","40060"
"In post","2022","Black","West Midlands (England)","Outside London","Unknown","180","170","29060","28200"
"In post","2022","Black","Yorkshire and The Humber","Outside London","AA","15","15","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","Outside London","AO","160","150","22080","21260"
"In post","2022","Black","Yorkshire and The Humber","Outside London","EO","215","205","26790","27570"
"In post","2022","Black","Yorkshire and The Humber","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","Outside London","G7","40","40","50800","49860"
"In post","2022","Black","Yorkshire and The Humber","Outside London","HEO","80","80","32470","31990"
"In post","2022","Black","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Yorkshire and The Humber","Outside London","SEO","60","55","39160","37710"
"In post","2022","Black","Yorkshire and The Humber","Outside London","Unknown","45","45","29260","28200"
"In post","2022","Mixed","East Midlands (England)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Outside London","AO","140","130","22630","21260"
"In post","2022","Mixed","East Midlands (England)","Outside London","EO","120","110","27180","27570"
"In post","2022","Mixed","East Midlands (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Outside London","G7","20","20","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Outside London","HEO","45","45","33040","33080"
"In post","2022","Mixed","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East Midlands (England)","Outside London","SEO","35","35","41160","40180"
"In post","2022","Mixed","East Midlands (England)","Outside London","Unknown","40","40","29060","24800"
"In post","2022","Mixed","East of England","Outside London","AA","20","20","[c]","[c]"
"In post","2022","Mixed","East of England","Outside London","AO","115","105","25350","24250"
"In post","2022","Mixed","East of England","Outside London","EO","135","130","28340","27570"
"In post","2022","Mixed","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","Outside London","G7","30","25","[c]","[c]"
"In post","2022","Mixed","East of England","Outside London","HEO","55","55","34340","33400"
"In post","2022","Mixed","East of England","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","East of England","Outside London","SEO","30","30","41650","40450"
"In post","2022","Mixed","East of England","Outside London","Unknown","50","50","29860","30210"
"In post","2022","Mixed","London","London","AA","40","35","23480","22460"
"In post","2022","Mixed","London","London","AO","370","350","26490","25110"
"In post","2022","Mixed","London","London","EO","765","730","29950","30500"
"In post","2022","Mixed","London","London","G6","235","230","67750","66240"
"In post","2022","Mixed","London","London","G7","690","670","56210","54760"
"In post","2022","Mixed","London","London","HEO","780","765","35480","34970"
"In post","2022","Mixed","London","London","SCS level","105","100","85320","79390"
"In post","2022","Mixed","London","London","SEO","485","475","42910","41970"
"In post","2022","Mixed","London","London","Unknown","130","125","33860","33700"
"In post","2022","Mixed","North East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","Outside London","AO","100","90","22540","21260"
"In post","2022","Mixed","North East (England)","Outside London","EO","55","55","27330","27570"
"In post","2022","Mixed","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Mixed","North East (England)","Outside London","HEO","50","50","32170","33080"
"In post","2022","Mixed","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North East (England)","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","North East (England)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Mixed","North West (England)","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Mixed","North West (England)","Outside London","AO","275","250","21920","21260"
"In post","2022","Mixed","North West (England)","Outside London","EO","260","245","26750","26820"
"In post","2022","Mixed","North West (England)","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Mixed","North West (England)","Outside London","G7","65","65","53390","53430"
"In post","2022","Mixed","North West (England)","Outside London","HEO","120","115","32730","33000"
"In post","2022","Mixed","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North West (England)","Outside London","SEO","65","65","40260","40180"
"In post","2022","Mixed","North West (England)","Outside London","Unknown","75","70","29210","28200"
"In post","2022","Mixed","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","G6","15","15","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","G7","30","30","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","HEO","30","30","34070","33260"
"In post","2022","Mixed","Overseas","Overseas","SCS level","15","15","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Overseas","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","Mixed","Scotland","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Mixed","Scotland","Outside London","AO","65","65","22670","21260"
"In post","2022","Mixed","Scotland","Outside London","EO","85","85","27510","27230"
"In post","2022","Mixed","Scotland","Outside London","G6","15","10","[c]","[c]"
"In post","2022","Mixed","Scotland","Outside London","G7","30","30","58080","57190"
"In post","2022","Mixed","Scotland","Outside London","HEO","60","55","33830","33370"
"In post","2022","Mixed","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Scotland","Outside London","SEO","40","40","44780","41190"
"In post","2022","Mixed","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South East (England)","Outside London","AA","35","30","21540","20890"
"In post","2022","Mixed","South East (England)","Outside London","AO","210","200","25490","24250"
"In post","2022","Mixed","South East (England)","Outside London","EO","225","215","28400","27570"
"In post","2022","Mixed","South East (England)","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Mixed","South East (England)","Outside London","G7","35","35","56260","54540"
"In post","2022","Mixed","South East (England)","Outside London","HEO","110","105","34130","33300"
"In post","2022","Mixed","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South East (England)","Outside London","SEO","70","70","42270","40430"
"In post","2022","Mixed","South East (England)","Outside London","Unknown","55","55","29480","24800"
"In post","2022","Mixed","South West (England)","Outside London","AA","15","15","[c]","[c]"
"In post","2022","Mixed","South West (England)","Outside London","AO","105","95","23010","21260"
"In post","2022","Mixed","South West (England)","Outside London","EO","135","130","27020","27570"
"In post","2022","Mixed","South West (England)","Outside London","G6","20","15","[c]","[c]"
"In post","2022","Mixed","South West (England)","Outside London","G7","70","70","52690","49940"
"In post","2022","Mixed","South West (England)","Outside London","HEO","155","145","31310","31600"
"In post","2022","Mixed","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South West (England)","Outside London","SEO","120","115","40450","40000"
"In post","2022","Mixed","South West (England)","Outside London","Unknown","45","45","29580","29330"
"In post","2022","Mixed","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","EO","20","15","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wales","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Mixed","Wales","Outside London","AO","120","105","22080","21680"
"In post","2022","Mixed","Wales","Outside London","EO","115","115","27230","27570"
"In post","2022","Mixed","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Wales","Outside London","G7","40","35","54050","52250"
"In post","2022","Mixed","Wales","Outside London","HEO","70","65","33230","33080"
"In post","2022","Mixed","Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Mixed","Wales","Outside London","SEO","45","40","41490","40520"
"In post","2022","Mixed","Wales","Outside London","Unknown","30","30","31750","30210"
"In post","2022","Mixed","West Midlands (England)","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Mixed","West Midlands (England)","Outside London","AO","195","180","22460","21260"
