"Status","Year","Organisation","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","EO","30","30","24690","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","SEO/HEO","55","50","34590","31640"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","EO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","SEO/HEO","15","15","37690","39580"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","30","30","33700","31040"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","EO","30","30","24770","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","SEO/HEO","45","40","33620","31140"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","EO","25","25","24710","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","SEO/HEO","50","45","34770","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","EO","20","20","24560","24250"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","SEO/HEO","40","40","34520","33830"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","EO","10","10","25700","24920"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","15","15","33690","32040"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","10","10","37260","36520"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","SEO/HEO","10","10","33370","35900"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","AA/AO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","EO","30","30","24990","24920"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","SEO/HEO","50","45","35720","33770"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","EO","25","25","26430","25230"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","SEO/HEO","20","20","33600","32240"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","G6/G7","10","10","58110","56210"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","EO","45","45","30560","31460"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","SEO/HEO","30","25","37590","37040"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","AA/AO","15","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","EO","20","15","25690","25190"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","15","15","36240","35900"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","EO","10","10","25200","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","SEO/HEO","20","20","35210","35900"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","AA/AO","100","95","21430","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","EO","30","30","25260","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","SEO/HEO","25","20","36850","36970"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","AA/AO","35","30","21370","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","EO","25","25","25180","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","SEO/HEO","30","25","34640","32100"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","AA/AO","15","15","21300","21300"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","G6/G7","15","15","54230","54440"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","SEO/HEO","15","15","33740","36150"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","EO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","AA/AO","20","20","21300","21300"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","EO","15","15","25280","24920"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","SEO/HEO","15","15","34510","35900"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","40680","38000"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","EO","20","20","24930","24920"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","SEO/HEO","15","15","32320","30400"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","EO","30","30","26640","24920"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","SEO/HEO","15","15","32240","32000"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","AA/AO","195","185","24250","24370"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","EO","160","150","28140","27960"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","G6/G7","65","65","58300","55830"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","SEO/HEO","245","235","36550","35820"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","AA/AO","10","10","21300","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","EO","15","15","25230","25190"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","25","25","35810","35900"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","AA/AO","100","95","21320","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","EO","50","45","25530","25090"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","G6/G7","15","15","52420","49560"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","SEO/HEO","40","40","36730","35900"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","EO","10","10","25630","26150"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","SEO/HEO","25","25","36470","35900"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","50","50","21350","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","40","40","25870","25100"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","40","35","34220","31160"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","AA/AO","45","40","21240","21300"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","EO","25","25","25230","24920"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","G6/G7","10","10","53090","49360"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","SEO/HEO","35","30","34250","35900"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","AA/AO","85","75","21340","21300"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","EO","60","55","25660","25190"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","G6/G7","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","SEO/HEO","65","60","35600","36030"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","40","35","21360","21300"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","45","45","25560","25190"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","10","10","52030","50440"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","70","65","34160","32160"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","AA/AO","45","40","21340","21300"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","EO","25","25","25160","24920"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","40","40","35900","35900"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","10","10","24690","24920"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","AA/AO","70","70","22000","21300"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","EO","55","55","25680","25310"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","G6/G7","15","15","53660","54170"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","SEO/HEO","55","55","33500","31850"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","EO","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","G6/G7","20","20","59500","61000"
"In post","2022","Attorney General's Office","London","Inner London - West","SCS level","5","5","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","SEO/HEO","10","10","35390","37730"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","15","15","66990","64500"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","20","20","31360","29250"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","EO","10","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","G6/G7","40","40","60350","61710"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","SCS level","10","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","SEO/HEO","35","30","34860","33300"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Essex","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","EO","70","70","27600","27500"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","G6/G7","620","605","58970","56340"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","SCS level","50","45","102300","93490"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","SEO/HEO","280","280","36810","35600"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","AA/AO","100","100","24150","24490"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","EO","455","450","27710","27500"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","G6/G7","1985","1950","60550","57350"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","SCS level","535","525","99600","93000"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","SEO/HEO","2295","2280","33980","34550"
"In post","2022","Cabinet Office (excl. agencies)","London","Outer London - South","G6/G7","15","15","70400","68170"
"In post","2022","Cabinet Office (excl. agencies)","London","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","London","Outer London - South","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","AA/AO","170","155","21050","21050"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","EO","95","85","24810","24100"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","G6/G7","40","40","56130","52630"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","SCS level","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","155","150","32680","32000"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","G6/G7","10","10","68470","68000"
"In post","2022","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Cumbria","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","AA/AO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","EO","30","30","24940","24100"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","G6/G7","155","155","58440","52920"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","SCS level","10","10","96690","91800"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","SEO/HEO","185","180","34320","34550"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Lancashire","G6/G7","30","30","60030","61710"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Merseyside","AA/AO","15","10","21550","21670"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Merseyside","G6/G7","45","45","63590","64500"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Merseyside","SCS level","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","North West (England)","Merseyside","SEO/HEO","25","25","33250","32960"
