"Status","Year","Age","Function_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Debt","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Debt","West Yorkshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Devon","Outside London","10","10","18800","19380"
"In post","2022","16-19","Digital, Data & Technology","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Digital, Data & Technology","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","19730","19460"
"In post","2022","16-19","Finance","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Central Scotland","Outside London","10","5","[c]","[c]"
"In post","2022","16-19","Finance","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Grants Management","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","16-19","Human Resources","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Derbyshire and Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Inner London - West","London","10","10","22560","21850"
"In post","2022","16-19","Legal","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","24200","22480"
"In post","2022","16-19","No function","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","No function","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Derbyshire and Nottinghamshire","Outside London","15","15","22880","23140"
"In post","2022","16-19","No function","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Dorset and Somerset","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","No function","East Anglia","Outside London","20","20","23450","23140"
"In post","2022","16-19","No function","East Wales","Outside London","40","40","20510","20500"
"In post","2022","16-19","No function","East Yorkshire and Northern Lincolnshire","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","No function","Eastern Scotland","Outside London","20","15","21590","21260"
"In post","2022","16-19","No function","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","30","30","20380","20890"
"In post","2022","16-19","No function","Greater Manchester","Outside London","40","40","21840","21250"
"In post","2022","16-19","No function","Hampshire and Isle of Wight","Outside London","20","15","21870","20890"
"In post","2022","16-19","No function","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Inner London - East","London","10","10","[c]","[c]"
"In post","2022","16-19","No function","Inner London - West","London","35","35","25530","25170"
"In post","2022","16-19","No function","Kent","Outside London","15","15","24380","24360"
"In post","2022","16-19","No function","Lancashire","Outside London","25","25","21980","21260"
"In post","2022","16-19","No function","Leicestershire, Rutland and Northamptonshire","Outside London","20","20","22020","21260"
"In post","2022","16-19","No function","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Merseyside","Outside London","40","40","21560","21250"
"In post","2022","16-19","No function","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","No function","Northumberland, and Tyne and Wear","Outside London","35","35","21340","21250"
"In post","2022","16-19","No function","Outer London - East and North East","London","10","10","[c]","[c]"
"In post","2022","16-19","No function","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","16-19","No function","Outer London - West and North West","London","10","5","[c]","[c]"
"In post","2022","16-19","No function","Shropshire and Staffordshire","Outside London","10","10","21160","21570"
"In post","2022","16-19","No function","South Yorkshire","Outside London","10","10","22770","21260"
"In post","2022","16-19","No function","Southern Scotland","Outside London","10","10","21210","21150"
"In post","2022","16-19","No function","Surrey, East and West Sussex","Outside London","20","20","24370","23140"
"In post","2022","16-19","No function","Tees Valley and Durham","Outside London","15","15","21830","21260"
"In post","2022","16-19","No function","West Central Scotland","Outside London","15","15","21300","21260"
"In post","2022","16-19","No function","West Midlands","Outside London","35","30","22260","21260"
"In post","2022","16-19","No function","West Wales and The Valleys","Outside London","85","70","19740","18310"
"In post","2022","16-19","No function","West Yorkshire","Outside London","45","40","21940","21250"
"In post","2022","16-19","Project Delivery","Devon","Outside London","10","10","18710","18030"
"In post","2022","16-19","Project Delivery","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","85","85","18450","18030"
"In post","2022","16-19","Project Delivery","Hampshire and Isle of Wight","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","Southern Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Berkshire, Buckinghamshire and Oxfordshire","Outside London","15","15","19130","16630"
"In post","2022","16-19","Property","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Inner London - West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - East","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Inner London - West","London","5","5","[c]","[c]"
"In post","2022","16-19","Security","North Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Anglia","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Eastern Scotland","Outside London","30","30","22460","21050"
"In post","2022","16-19","Unknown","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Greater Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Inner London - West","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Kent","Outside London","15","15","22680","21680"
"In post","2022","16-19","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northumberland, and Tyne and Wear","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","West Central Scotland","Outside London","20","20","21350","21050"
"In post","2022","16-19","Unknown","West Midlands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Berkshire, Buckinghamshire and Oxfordshire","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Derbyshire and Nottinghamshire","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Devon","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Dorset and Somerset","Outside London","20","20","25940","25010"
"In post","2022","20-29","Analysis","East Anglia","Outside London","55","55","26070","25460"
"In post","2022","20-29","Analysis","East Wales","Outside London","445","440","32310","30710"
"In post","2022","20-29","Analysis","Eastern Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","90","90","31470","29230"
"In post","2022","20-29","Analysis","Greater Manchester","Outside London","165","160","34540","33370"
"In post","2022","20-29","Analysis","Hampshire and Isle of Wight","Outside London","295","295","32520","30710"
"In post","2022","20-29","Analysis","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Inner London - East","London","300","300","39360","37610"
"In post","2022","20-29","Analysis","Inner London - West","London","1240","1235","39240","36650"
"In post","2022","20-29","Analysis","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Merseyside","Outside London","45","45","33160","33080"
"In post","2022","20-29","Analysis","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Northumberland, and Tyne and Wear","Outside London","55","55","32670","31990"
"In post","2022","20-29","Analysis","Outer London - South","London","20","20","37570","37610"
"In post","2022","20-29","Analysis","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Shropshire and Staffordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","South Yorkshire","Outside London","50","45","33240","31990"
"In post","2022","20-29","Analysis","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Tees Valley and Durham","Outside London","15","15","29860","30530"
"In post","2022","20-29","Analysis","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","West Central Scotland","Outside London","20","20","29120","30000"
"In post","2022","20-29","Analysis","West Midlands","Outside London","25","25","35390","30940"
"In post","2022","20-29","Analysis","West Wales and The Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","West Yorkshire","Outside London","110","110","33650","31000"
"In post","2022","20-29","Commercial","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","27200","25970"
"In post","2022","20-29","Commercial","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Derbyshire and Nottinghamshire","Outside London","15","15","27520","26250"
"In post","2022","20-29","Commercial","Devon","Outside London","10","10","33840","31580"
"In post","2022","20-29","Commercial","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","East Anglia","Outside London","20","20","31930","30420"
"In post","2022","20-29","Commercial","East Wales","Outside London","20","20","30510","30420"
"In post","2022","20-29","Commercial","Eastern Scotland","Outside London","25","20","29160","26960"
"In post","2022","20-29","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","205","205","30580","29650"
"In post","2022","20-29","Commercial","Greater Manchester","Outside London","70","70","35340","33370"
"In post","2022","20-29","Commercial","Hampshire and Isle of Wight","Outside London","45","45","28350","26670"
"In post","2022","20-29","Commercial","Herefordshire, Worcestershire and Warwickshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Inner London - East","London","30","30","33630","34260"
"In post","2022","20-29","Commercial","Inner London - West","London","345","345","42920","40650"
"In post","2022","20-29","Commercial","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Merseyside","Outside London","35","35","32070","30940"
"In post","2022","20-29","Commercial","North Yorkshire","Outside London","10","10","28480","28440"
"In post","2022","20-29","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Outer London - South","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Outer London - West and North West","London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Shropshire and Staffordshire","Outside London","15","15","28840","26630"
"In post","2022","20-29","Commercial","South Yorkshire","Outside London","20","20","31400","29360"
"In post","2022","20-29","Commercial","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Commercial","Surrey, East and West Sussex","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Commercial","Tees Valley and Durham","Outside London","10","10","28520","25000"
"In post","2022","20-29","Commercial","Unknown","Unknown","20","20","34600","32000"
"In post","2022","20-29","Commercial","West Central Scotland","Outside London","35","35","32120","32000"
"In post","2022","20-29","Commercial","West Midlands","Outside London","20","20","31630","29520"
"In post","2022","20-29","Commercial","West Wales and The Valleys","Outside London","10","10","25630","21840"
"In post","2022","20-29","Commercial","West Yorkshire","Outside London","60","60","34620","30730"
"In post","2022","20-29","Communications","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Berkshire, Buckinghamshire and Oxfordshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Derbyshire and Nottinghamshire","Outside London","230","225","27570","26820"
"In post","2022","20-29","Communications","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","East Anglia","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","East Wales","Outside London","200","200","28570","26820"
"In post","2022","20-29","Communications","Eastern Scotland","Outside London","15","15","28120","30210"
"In post","2022","20-29","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","25","25","29920","28590"
"In post","2022","20-29","Communications","Greater Manchester","Outside London","240","240","28000","26820"
"In post","2022","20-29","Communications","Hampshire and Isle of Wight","Outside London","20","20","28720","26670"
"In post","2022","20-29","Communications","Inner London - East","London","40","40","34400","33260"
"In post","2022","20-29","Communications","Inner London - West","London","635","635","37400","35010"
"In post","2022","20-29","Communications","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Merseyside","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Northumberland, and Tyne and Wear","Outside London","295","295","28400","26820"
"In post","2022","20-29","Communications","Outer London - South","London","5","5","[c]","[c]"
"In post","2022","20-29","Communications","Outer London - West and North West","London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Shropshire and Staffordshire","Outside London","10","10","[c]","[c]"
"In post","2022","20-29","Communications","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Surrey, East and West Sussex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Tees Valley and Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","Communications","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Communications","West Midlands","Outside London","190","185","27530","26590"
"In post","2022","20-29","Communications","West Wales and The Valleys","Outside London","15","15","28930","26240"
"In post","2022","20-29","Communications","West Yorkshire","Outside London","230","230","28860","26820"
"In post","2022","20-29","Counter Fraud","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
