"Status","Year","Organisation","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Central Hampshire","Outside London","35","35","29530","25940"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cheshire East","Outside London","35","30","33160","29860"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","60","55","31730","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Devon CC","Outside London","210","195","27990","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dorset","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","Outside London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Cumbria","Outside London","160","150","25320","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Kent","Outside London","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","Outside London","10","10","37620","33130"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","Outside London","20","20","28570","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gloucestershire CC","Outside London","65","60","31310","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Gwynedd","Outside London","70","60","26960","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","London","15","15","35720","32720"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heart of Essex","Outside London","45","40","29590","28340"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hertfordshire CC","Outside London","10","10","33670","30670"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","London","65","65","33010","31750"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","20","15","28720","25260"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","Outside London","20","20","33650","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Lincolnshire CC","Outside London","25","25","33510","29800"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Manchester","Outside London","15","15","29560","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Kent","Outside London","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Mid Lancashire","Outside London","95","90","28660","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North and West Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Outside London","130","125","31610","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Norwich and East Norfolk","Outside London","10","10","33500","30670"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Nottingham","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Oxfordshire CC","Outside London","15","15","41660","42780"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Perth and Kinross, and Stirling","Outside London","45","40","34750","29180"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Powys","Outside London","20","20","32650","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Redbridge and Waltham Forest","London","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Scottish Borders","Outside London","15","15","29830","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Shropshire","Outside London","40","40","34630","33300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Somerset CC","Outside London","35","35","34500","35900"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Ayrshire","Outside London","25","25","28170","24920"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Lanarkshire","Outside London","10","10","31120","25720"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South Nottinghamshire","Outside London","20","20","30110","27190"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","South West Wales","Outside London","150","140","28350","25160"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Staffordshire CC","Outside London","70","70","25860","21300"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Suffolk CC","Outside London","45","45","31830","29840"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Tyneside","Outside London","50","50","30990","26440"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Unknown","25","25","29460","25520"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Surrey","Outside London","645","615","33380","28630"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (North East)","Outside London","20","20","32950","30040"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Westminster","London","20","20","44370","52290"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Wiltshire","Outside London","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Worcestershire CC","Outside London","170","155","30080","28000"
"In post","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","York","Outside London","70","70","23910","21300"
"In post","2022","Attorney General's Office","Attorney General's Departments","Westminster","London","45","45","51580","51250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Ards and North Down","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","50","50","55290","45140"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Belfast","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Berkshire","Outside London","35","35","36480","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Birmingham","Outside London","105","105","53030","38740"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Blackpool","Outside London","40","35","56170","58210"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Bristol, City of","Outside London","110","105","49480","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Buckinghamshire","Outside London","10","10","52830","60920"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Cambridgeshire CC","Outside London","15","15","47460","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Camden and City of London","London","70","70","56280","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Cardiff and Vale of Glamorgan","Outside London","50","45","43110","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Central Hampshire","Outside London","45","40","64070","64750"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","City of Edinburgh","Outside London","30","30","35390","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Coventry","Outside London","10","10","66610","63110"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Croydon","London","20","20","62640","65320"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Darlington","Outside London","15","15","62900","62010"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Dorset","Outside London","10","10","35240","33470"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Glasgow City","Outside London","250","245","42310","33130"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South East","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Greater Manchester South West","Outside London","245","240","43730","37300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Hackney and Newham","London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Leeds","Outside London","220","215","47420","40460"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Lewisham and Southwark","London","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Liverpool","Outside London","85","85","50630","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Manchester","Outside London","135","135","47610","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Milton Keynes","Outside London","90","85","34410","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Monmouthshire and Newport","Outside London","30","30","39700","29250"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North Hampshire","Outside London","25","25","45390","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","North Yorkshire CC","Outside London","15","15","45630","45150"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Norwich and East Norfolk","Outside London","65","60","51020","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Nottingham","Outside London","35","35","50910","35910"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Peterborough","Outside London","10","10","63300","68150"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Plymouth","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Portsmouth","Outside London","15","15","44500","33300"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Sheffield","Outside London","85","80","50450","49700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South Lanarkshire","Outside London","10","10","70310","64860"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Telford and Wrekin","Outside London","20","20","69660","64500"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Tower Hamlets","London","1015","995","51990","54700"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Tyneside","Outside London","460","435","29460","25550"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Unknown","475","475","37420","32000"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Westminster","London","5300","5240","49530","40600"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wiltshire","Outside London","60","60","66690","63750"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","Wolverhampton","Outside London","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","Cabinet Office","York","Outside London","545","520","32540","32000"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Dorset","Outside London","150","145","33820","29750"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Suffolk CC","Outside London","480","455","34470","30220"
"In post","2022","Charity Commission","Charity Commission","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2022","Charity Commission","Charity Commission","Sefton","Outside London","345","325","31850","29160"
"In post","2022","Charity Commission","Charity Commission","Somerset CC","Outside London","35","35","31780","29540"
"In post","2022","Charity Commission","Charity Commission","Westminster","London","80","80","44120","37910"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Belfast","Outside London","25","20","24750","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","1080","995","31180","25460"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","40","40","24820","22740"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Department for Business, Energy and Industrial Strategy","Westminster","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Competition and Markets Authority","Belfast","Outside London","10","10","[c]","[c]"
