"Status","Year","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","15","10","34450","29750"
"In post","2022","Human Resources","Charity Commission","20","15","33830","29220"
"In post","2022","Human Resources","Companies House","55","55","37260","39820"
"In post","2022","Human Resources","Competition and Markets Authority","40","40","50060","45340"
"In post","2022","Human Resources","Crown Commercial Service","35","35","42060","39360"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","45","45","35020","31540"
"In post","2022","Human Resources","Crown Prosecution Service","180","175","41440","38180"
"In post","2022","Human Resources","Defence Electronics and Components Agency","10","10","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","230","215","37380","32700"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","85","80","35030","29230"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","110","110","47240","45970"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","80","75","43900","35520"
"In post","2022","Human Resources","Department for Education (excl. agencies)","145","140","35280","29780"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","310","295","41530","37410"
"In post","2022","Human Resources","Department for International Trade","125","125","44620","40540"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","80","80","42470","35100"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","95","95","44140","38650"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","1510","1410","34220","31060"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","155","155","38610","32790"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","190","180","31740","30730"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","125","115","35660","33350"
"In post","2022","Human Resources","Education and Skills Funding Agency","10","10","38860","36400"
"In post","2022","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","45","40","42120","36720"
"In post","2022","Human Resources","Food Standards Agency","40","35","41160","37350"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","295","285","47450","42890"
"In post","2022","Human Resources","Government Actuary's Department","10","10","42450","35840"
"In post","2022","Human Resources","Government Internal Audit Agency","10","10","47150","47080"
"In post","2022","Human Resources","Government Legal Department","65","65","37680","31410"
"In post","2022","Human Resources","Health and Safety Executive","110","105","39730","39330"
"In post","2022","Human Resources","HM Courts and Tribunals Service","70","70","42020","36110"
"In post","2022","Human Resources","HM Land Registry","105","95","39260","33840"
"In post","2022","Human Resources","HM Prison and Probation Service","160","160","47280","46550"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","1675","1565","36870","33370"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","100","95","41420","38000"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","10","10","42420","43270"
"In post","2022","Human Resources","Intellectual Property Office","60","55","36910","31050"
"In post","2022","Human Resources","Maritime and Coastguard Agency","35","30","34610","31820"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","30","30","46630","40860"
"In post","2022","Human Resources","Met Office","75","70","39240","37420"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","1820","1705","31710","26670"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","940","910","40050","35940"
"In post","2022","Human Resources","National Crime Agency","175","165","40590","39800"
"In post","2022","Human Resources","National Savings and Investments","5","5","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","5","5","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","60","60","39860","32010"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","40","40","41530","37230"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","10","10","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","10","10","48400","51390"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","15","15","35740","34860"
"In post","2022","Human Resources","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Registers of Scotland","40","40","39000","37710"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","30","30","35970","34950"
"In post","2022","Human Resources","Scottish Prison Service","135","125","35630","35000"
"In post","2022","Human Resources","Serious Fraud Office","10","10","36720","33940"
"In post","2022","Human Resources","Submarine Delivery Agency","30","30","42850","41040"
"In post","2022","Human Resources","The Insolvency Service","45","45","42850","42160"
"In post","2022","Human Resources","The National Archives","20","20","36180","30140"
"In post","2022","Human Resources","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","30","30","47220","41100"
"In post","2022","Human Resources","UK Health Security Agency","270","260","43110","36820"
"In post","2022","Human Resources","UK Hydrographic Office","20","20","35240","33290"
"In post","2022","Human Resources","UK Space Agency","10","10","42620","40050"
"In post","2022","Human Resources","UK Statistics Authority","145","135","38660","33520"
"In post","2022","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Valuation Office Agency","95","90","40660","34000"
"In post","2022","Human Resources","Vehicle Certification Agency","5","5","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","15","10","41340","40000"
"In post","2022","Human Resources","Welsh Revenue Authority","5","5","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","10","10","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","50","50","44920","39840"
"In post","2022","Internal Audit","Government Internal Audit Agency","365","345","49180","47060"
"In post","2022","Internal Audit","HM Land Registry","10","10","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","60","60","48200","48410"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","65","65","47280","43430"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","20","20","38080","35410"
"In post","2022","Internal Audit","Met Office","5","5","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","140","135","39050","36460"
"In post","2022","Internal Audit","Registers of Scotland","10","10","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","5","5","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","10","10","39960","42510"
"In post","2022","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","30","30","54480","51900"
"In post","2022","Legal","Cabinet Office (excl. agencies)","60","55","79770","79760"
"In post","2022","Legal","Charity Commission","25","25","52960","51070"
"In post","2022","Legal","Companies House","5","5","[c]","[c]"
"In post","2022","Legal","Competition and Markets Authority","170","160","68110","71370"
"In post","2022","Legal","Crown Office and Procurator Fiscal Service","725","685","54240","53490"
"In post","2022","Legal","Crown Prosecution Service","6315","5870","41550","38000"
"In post","2022","Legal","Defence Science and Technology Laboratory","10","10","62090","74000"
"In post","2022","Legal","Department for Education (excl. agencies)","75","70","53380","58980"
"In post","2022","Legal","Department for Work and Pensions (excl. agencies)","60","55","29680","27570"
"In post","2022","Legal","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
"In post","2022","Legal","FCDO Services","60","40","50380","53430"
"In post","2022","Legal","Food Standards Agency","25","25","51310","56130"
"In post","2022","Legal","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","62850","67480"
"In post","2022","Legal","Government Legal Department","2465","2290","55090","52040"
"In post","2022","Legal","Health and Safety Executive","20","20","51960","55700"
"In post","2022","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Legal","HM Crown Prosecution Service Inspectorate","30","30","58800","58020"
"In post","2022","Legal","HM Land Registry","270","250","49180","56750"
"In post","2022","Legal","HM Revenue and Customs (excl. agencies)","1365","1285","42710","35690"
"In post","2022","Legal","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Institute for Apprenticeships and Technical Education","10","10","[c]","[c]"
