"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Cambridgeshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","AO","20","20","21080","21510"
"In post","2022","Analysis","East Anglia","Suffolk CC","EO","60","60","25300","25010"
"In post","2022","Analysis","East Anglia","Suffolk CC","G6","15","15","60980","59120"
"In post","2022","Analysis","East Anglia","Suffolk CC","G7","50","45","48980","48080"
"In post","2022","Analysis","East Anglia","Suffolk CC","HEO","95","90","29880","29750"
"In post","2022","Analysis","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Suffolk CC","SEO","90","85","37070","36580"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","EO","10","10","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","HEO","15","15","33810","35180"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Cardiff and Vale of Glamorgan","SEO","10","10","42530","43280"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Flintshire and Wrexham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","AO","55","55","20090","19860"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","EO","145","130","24660","23880"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","G6","50","50","61830","60940"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","G7","210","205","51400","50210"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","HEO","410","395","30900","30710"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","SCS level","15","15","80890","72160"
"In post","2022","Analysis","East Wales","Monmouthshire and Newport","SEO","365","350","38300","38340"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Angus and Dundee City","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","G6","10","10","83620","74760"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","G7","15","15","55020","53530"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","HEO","10","10","36810","37710"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","City of Edinburgh","SEO","20","20","42970","43640"
"In post","2022","Analysis","Eastern Scotland","Clackmannanshire and Fife","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","East Lothian and Midlothian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","G7","5","5","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Southend-on-Sea","SEO","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","15","15","27540","27850"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G7","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","HEO","25","25","35090","36000"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO","15","15","42700","43000"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","EO","25","25","26100","25880"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G7","25","25","55900","57150"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","HEO","35","35","31960","32010"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO","40","40","40180","39850"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AO","5","5","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G7","35","30","50010","47010"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","HEO","40","40","30470","29230"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO","45","45","39210","38070"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","G7","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","HEO","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Greater Manchester South West","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Manchester","AO","10","10","21260","21260"
"In post","2022","Analysis","Greater Manchester","Manchester","EO","15","15","26530","26820"
"In post","2022","Analysis","Greater Manchester","Manchester","G6","10","10","66990","66610"
"In post","2022","Analysis","Greater Manchester","Manchester","G7","55","50","53490","55210"
"In post","2022","Analysis","Greater Manchester","Manchester","HEO","125","125","33150","33370"
"In post","2022","Analysis","Greater Manchester","Manchester","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Manchester","SEO","65","65","40180","40520"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","AO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","G7","170","160","50590","47060"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","HEO","105","105","30450","29230"
"In post","2022","Analysis","Hampshire and Isle of Wight","Central Hampshire","SEO","110","105","39370","38070"
"In post","2022","Analysis","Hampshire and Isle of Wight","North Hampshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","AA","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","HEO","5","5","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Portsmouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","AO","10","10","20010","19860"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","EO","55","50","24480","23880"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","G6","25","25","61900","60370"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","G7","95","90","51310","50210"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","HEO","185","175","30980","30710"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","SCS level","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","South Hampshire","SEO","150","145","38340","38340"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","G6","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","G7","45","40","61050","62120"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","HEO","65","65","37720","37770"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Hackney and Newham","SEO","40","35","43890","43810"
"In post","2022","Analysis","Inner London - East","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lambeth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Lewisham and Southwark","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","AO","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","EO","80","80","28670","28410"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","G6","80","75","72770","71740"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","G7","245","235","58570","59290"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","HEO","135","135","34720","34260"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","SCS level","35","35","99160","95700"
"In post","2022","Analysis","Inner London - East","Tower Hamlets","SEO","140","140","43220","42010"
"In post","2022","Analysis","Inner London - West","Camden and City of London","AO","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Camden and City of London","EO","20","20","28620","28230"
"In post","2022","Analysis","Inner London - West","Camden and City of London","G6","105","90","92920","89720"
"In post","2022","Analysis","Inner London - West","Camden and City of London","G7","30","30","59920","57250"
"In post","2022","Analysis","Inner London - West","Camden and City of London","HEO","40","40","38360","36590"
"In post","2022","Analysis","Inner London - West","Camden and City of London","SCS level","5","5","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Camden and City of London","SEO","20","20","48200","48450"
"In post","2022","Analysis","Inner London - West","Westminster","AO","55","50","24580","24900"
"In post","2022","Analysis","Inner London - West","Westminster","EO","190","185","28790","27850"
"In post","2022","Analysis","Inner London - West","Westminster","G6","275","260","68480","66560"
"In post","2022","Analysis","Inner London - West","Westminster","G7","810","780","56390","54760"
"In post","2022","Analysis","Inner London - West","Westminster","HEO","780","770","35230","34710"
"In post","2022","Analysis","Inner London - West","Westminster","SCS level","95","90","86570","78840"
"In post","2022","Analysis","Inner London - West","Westminster","SEO","370","360","43320","42550"
"In post","2022","Analysis","Kent","East Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Medway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","West Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Blackpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","East Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Mid Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Lincolnshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","East Merseyside","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","G7","25","25","55010","55210"
"In post","2022","Analysis","Merseyside","Liverpool","HEO","30","30","33230","33080"
"In post","2022","Analysis","Merseyside","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Liverpool","SEO","25","25","39870","40520"
"In post","2022","Analysis","Merseyside","Sefton","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","G7","10","10","56540","57510"
"In post","2022","Analysis","Merseyside","Sefton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Sefton","SEO","5","5","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Wirral","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","EO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","North Yorkshire CC","HEO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","HEO","5","5","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","York","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Ards and North Down","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Sunderland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","AO","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","EO","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","G6","5","5","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","G7","45","45","53460","52150"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","HEO","50","50","32430","31990"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Tyneside","SEO","35","30","37440","36320"
"In post","2022","Analysis","Outer London - East and North East","Barking & Dagenham and Havering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","EO","5","5","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","G6","10","10","73300","74850"
"In post","2022","Analysis","Outer London - South","Croydon","G7","15","15","61110","62120"
"In post","2022","Analysis","Outer London - South","Croydon","HEO","15","15","36940","37610"
"In post","2022","Analysis","Outer London - South","Croydon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Croydon","SEO","15","15","44920","43910"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Barnet","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - West and North West","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
