"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Department for Work and Pensions","45","[c]","31580","31060"
"New entrant CS","2022","Black","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","HM Revenue and Customs","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Home Office","30","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Ministry of Defence","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Scottish Government","30","[c]","30180","27230"
"New entrant CS","2022","Black","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","UK Statistics Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","HM Revenue and Customs","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Cabinet Office","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Ministry of Justice","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Department of Health and Social Care","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Attorney General's Departments","35","[c]","34320","26970"
"New entrant CS","2022","Mixed","Legal","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Legal","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Cabinet Office","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Department for Business, Energy and Industrial Strategy","35","[c]","35510","33570"
"New entrant CS","2022","Mixed","No function","Department for Digital, Culture, Media and Sport","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Department for Education","20","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Department for Environment, Food and Rural Affairs","55","[c]","32500","32160"
"New entrant CS","2022","Mixed","No function","Department for International Trade","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Department for Levelling Up, Housing and Communities","30","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Department for Transport","35","[c]","31240","26130"
"New entrant CS","2022","Mixed","No function","Department for Work and Pensions","225","[c]","25830","27570"
"New entrant CS","2022","Mixed","No function","Department of Health and Social Care","75","[c]","34820","29710"
"New entrant CS","2022","Mixed","No function","Food Standards Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","HM Revenue and Customs","75","[c]","26740","26590"
"New entrant CS","2022","Mixed","No function","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Ministry of Defence","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","No function","Ministry of Justice","430","[c]","27350","24520"
