"Status","Year","Age","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Statistics","SEO/HEO","10","[c]","34030","31900"
"New entrant CS","2022","40-49","Tax","AA/AO","95","[c]","21250","21250"
"New entrant CS","2022","40-49","Tax","EO","140","[c]","27130","26590"
"New entrant CS","2022","40-49","Tax","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Tax","SEO/HEO","120","[c]","33770","33080"
"New entrant CS","2022","40-49","Unknown","AA/AO","300","[c]","22090","21260"
"New entrant CS","2022","40-49","Unknown","EO","355","[c]","27450","27230"
"New entrant CS","2022","40-49","Unknown","G6/G7","270","[c]","60160","59450"
"New entrant CS","2022","40-49","Unknown","SCS level","30","[c]","101100","90000"
"New entrant CS","2022","40-49","Unknown","SEO/HEO","375","[c]","36110","34600"
"New entrant CS","2022","40-49","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Commercial","EO","20","[c]","26120","26350"
"New entrant CS","2022","50-59","Commercial","G6/G7","15","[c]","56570","56750"
"New entrant CS","2022","50-59","Commercial","SEO/HEO","40","[c]","35880","36500"
"New entrant CS","2022","50-59","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","G6/G7","10","[c]","56990","55000"
"New entrant CS","2022","50-59","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Communications","SEO/HEO","20","[c]","37470","37460"
"New entrant CS","2022","50-59","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","AA/AO","40","[c]","22410","21260"
"New entrant CS","2022","50-59","Counter Fraud","EO","60","[c]","27910","27570"
"New entrant CS","2022","50-59","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Counter Fraud","SEO/HEO","10","[c]","35370","36000"
"New entrant CS","2022","50-59","Digital, Data and Technology","AA/AO","20","[c]","21530","21260"
"New entrant CS","2022","50-59","Digital, Data and Technology","EO","30","[c]","27410","26480"
"New entrant CS","2022","50-59","Digital, Data and Technology","G6/G7","130","[c]","57880","57430"
"New entrant CS","2022","50-59","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Digital, Data and Technology","SEO/HEO","150","[c]","37500","37000"
"New entrant CS","2022","50-59","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","EO","20","[c]","25690","26350"
"New entrant CS","2022","50-59","Finance","G6/G7","40","[c]","56520","54450"
"New entrant CS","2022","50-59","Finance","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Finance","SEO/HEO","75","[c]","37660","37300"
"New entrant CS","2022","50-59","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Geography","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Geography","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","AA/AO","20","[c]","21220","21170"
"New entrant CS","2022","50-59","Human Resources","EO","25","[c]","26610","26720"
"New entrant CS","2022","50-59","Human Resources","G6/G7","40","[c]","56740","54850"
"New entrant CS","2022","50-59","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Human Resources","SEO/HEO","55","[c]","36070","36050"
"New entrant CS","2022","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Inspector of Education and Training","G6/G7","30","[c]","72650","70500"
"New entrant CS","2022","50-59","Inspector of Education and Training","SEO/HEO","30","[c]","47080","46360"
"New entrant CS","2022","50-59","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intelligence Analysis","EO","15","[c]","26330","26590"
"New entrant CS","2022","50-59","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Internal Audit","SEO/HEO","10","[c]","41440","42630"
"New entrant CS","2022","50-59","International Trade","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","G6/G7","40","[c]","53970","51070"
"New entrant CS","2022","50-59","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Legal","SEO/HEO","20","[c]","36950","38000"
"New entrant CS","2022","50-59","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicine","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicine","G6/G7","15","[c]","64470","62650"
"New entrant CS","2022","50-59","Medicine","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Medicine","SEO/HEO","15","[c]","40410","39030"
"New entrant CS","2022","50-59","Operational Delivery","AA/AO","1910","[c]","21620","21260"
"New entrant CS","2022","50-59","Operational Delivery","EO","1290","[c]","28340","27570"
"New entrant CS","2022","50-59","Operational Delivery","G6/G7","105","[c]","56200","53480"
"New entrant CS","2022","50-59","Operational Delivery","SCS level","25","[c]","100080","92900"
"New entrant CS","2022","50-59","Operational Delivery","SEO/HEO","305","[c]","37070","36190"
"New entrant CS","2022","50-59","Operational Delivery","Unknown","2060","[c]","30670","28200"
"New entrant CS","2022","50-59","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other","AA/AO","175","[c]","21030","21170"
"New entrant CS","2022","50-59","Other","EO","85","[c]","25930","26350"
"New entrant CS","2022","50-59","Other","G6/G7","20","[c]","55780","53750"
"New entrant CS","2022","50-59","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Other","SEO/HEO","90","[c]","34730","34000"
"New entrant CS","2022","50-59","Other","Unknown","15","[c]","32770","33270"
"New entrant CS","2022","50-59","Planning","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Planning","G6/G7","10","[c]","62470","61440"
"New entrant CS","2022","50-59","Planning Inspectors","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Policy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Policy","EO","25","[c]","26870","26350"
"New entrant CS","2022","50-59","Policy","G6/G7","75","[c]","54080","51300"
"New entrant CS","2022","50-59","Policy","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Policy","SEO/HEO","145","[c]","35990","36470"
"New entrant CS","2022","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","EO","10","[c]","27440","26960"
"New entrant CS","2022","50-59","Project Delivery","G6/G7","50","[c]","57520","54430"
"New entrant CS","2022","50-59","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Project Delivery","SEO/HEO","75","[c]","37750","39000"
"New entrant CS","2022","50-59","Project Delivery","Unknown","10","[c]","51860","55000"
"New entrant CS","2022","50-59","Property","AA/AO","15","[c]","19520","19010"
"New entrant CS","2022","50-59","Property","EO","20","[c]","26160","26130"
"New entrant CS","2022","50-59","Property","G6/G7","35","[c]","56680","54270"
"New entrant CS","2022","50-59","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Property","SEO/HEO","60","[c]","36140","33080"
"New entrant CS","2022","50-59","Psychology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Psychology","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Science and Engineering","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Science and Engineering","EO","15","[c]","26160","26350"
"New entrant CS","2022","50-59","Science and Engineering","G6/G7","40","[c]","54310","53470"
"New entrant CS","2022","50-59","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Science and Engineering","SEO/HEO","115","[c]","37390","37740"
"New entrant CS","2022","50-59","Science and Engineering","Unknown","15","[c]","49380","44000"
"New entrant CS","2022","50-59","Security","AA/AO","85","[c]","26240","25000"
"New entrant CS","2022","50-59","Security","EO","15","[c]","38920","43920"
"New entrant CS","2022","50-59","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Security","SEO/HEO","20","[c]","39440","38650"
"New entrant CS","2022","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Tax","AA/AO","60","[c]","21250","21250"
"New entrant CS","2022","50-59","Tax","EO","70","[c]","27360","26590"
"New entrant CS","2022","50-59","Tax","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Tax","SEO/HEO","45","[c]","34700","33080"
"New entrant CS","2022","50-59","Unknown","AA/AO","270","[c]","21890","21250"
"New entrant CS","2022","50-59","Unknown","EO","255","[c]","27320","27230"
"New entrant CS","2022","50-59","Unknown","G6/G7","180","[c]","62450","62170"
"New entrant CS","2022","50-59","Unknown","SCS level","30","[c]","111790","114000"
"New entrant CS","2022","50-59","Unknown","SEO/HEO","220","[c]","36350","34600"
"New entrant CS","2022","50-59","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Veterinarian","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Commercial","SEO/HEO","15","[c]","36700","36420"
"New entrant CS","2022","60-64","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data and Technology","G6/G7","15","[c]","60120","58130"
"New entrant CS","2022","60-64","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Digital, Data and Technology","SEO/HEO","15","[c]","36280","36000"
"New entrant CS","2022","60-64","Economics","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Finance","SEO/HEO","10","[c]","36560","36750"
"New entrant CS","2022","60-64","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inspector of Education and Training","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Inspector of Education and Training","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Medicine","SCS level","10","[c]","114540","114000"
"New entrant CS","2022","60-64","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Medicine","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Operational Delivery","AA/AO","450","[c]","21230","21260"
"New entrant CS","2022","60-64","Operational Delivery","EO","195","[c]","28720","27570"
"New entrant CS","2022","60-64","Operational Delivery","G6/G7","20","[c]","63200","63260"
"New entrant CS","2022","60-64","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Operational Delivery","SEO/HEO","55","[c]","35420","33510"
"New entrant CS","2022","60-64","Operational Delivery","Unknown","755","[c]","30100","28200"
"New entrant CS","2022","60-64","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","AA/AO","30","[c]","21050","21170"
"New entrant CS","2022","60-64","Other","EO","15","[c]","27560","29350"
"New entrant CS","2022","60-64","Other","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Planning","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Planning","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Policy","G6/G7","10","[c]","59010","55980"
