"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","London","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","London","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","London","EO","Female","50","[c]","28940","29970"
"New entrant CS","2022","Department for Transport","London","EO","Male","55","[c]","28950","29970"
"New entrant CS","2022","Department for Transport","London","G6/G7","Female","80","[c]","57160","54110"
"New entrant CS","2022","Department for Transport","London","G6/G7","Male","85","[c]","58150","54110"
"New entrant CS","2022","Department for Transport","London","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","London","SEO/HEO","Female","125","[c]","37690","34710"
"New entrant CS","2022","Department for Transport","London","SEO/HEO","Male","130","[c]","37570","34710"
"New entrant CS","2022","Department for Transport","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Outside London","AA/AO","Female","435","[c]","20940","21840"
"New entrant CS","2022","Department for Transport","Outside London","AA/AO","Male","395","[c]","21600","21840"
"New entrant CS","2022","Department for Transport","Outside London","EO","Female","135","[c]","26030","26130"
"New entrant CS","2022","Department for Transport","Outside London","EO","Male","325","[c]","26250","26130"
"New entrant CS","2022","Department for Transport","Outside London","G6/G7","Female","35","[c]","50790","48770"
"New entrant CS","2022","Department for Transport","Outside London","G6/G7","Male","50","[c]","54880","49150"
"New entrant CS","2022","Department for Transport","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Outside London","SEO/HEO","Female","115","[c]","34190","30730"
"New entrant CS","2022","Department for Transport","Outside London","SEO/HEO","Male","155","[c]","36340","38650"
"New entrant CS","2022","Department for Transport","Unknown","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","AA/AO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Transport","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","London","AA/AO","Female","130","[c]","25100","25110"
"New entrant CS","2022","Department for Work and Pensions","London","AA/AO","Male","80","[c]","25090","25110"
"New entrant CS","2022","Department for Work and Pensions","London","EO","Female","510","[c]","30770","31060"
"New entrant CS","2022","Department for Work and Pensions","London","EO","Male","305","[c]","30930","31060"
"New entrant CS","2022","Department for Work and Pensions","London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","London","SEO/HEO","Female","80","[c]","36430","36650"
"New entrant CS","2022","Department for Work and Pensions","London","SEO/HEO","Male","85","[c]","37970","36650"
"New entrant CS","2022","Department for Work and Pensions","Outside London","AA/AO","Female","2550","[c]","21450","21260"
"New entrant CS","2022","Department for Work and Pensions","Outside London","AA/AO","Male","1930","[c]","21400","21260"
"New entrant CS","2022","Department for Work and Pensions","Outside London","EO","Female","2445","[c]","27640","27570"
"New entrant CS","2022","Department for Work and Pensions","Outside London","EO","Male","1655","[c]","27640","27570"
"New entrant CS","2022","Department for Work and Pensions","Outside London","G6/G7","Female","65","[c]","54230","52750"
"New entrant CS","2022","Department for Work and Pensions","Outside London","G6/G7","Male","140","[c]","56040","55250"
"New entrant CS","2022","Department for Work and Pensions","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Outside London","SEO/HEO","Female","190","[c]","35110","33520"
"New entrant CS","2022","Department for Work and Pensions","Outside London","SEO/HEO","Male","265","[c]","37520","35310"
"New entrant CS","2022","Department for Work and Pensions","Unknown","AA/AO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","EO","Female","35","[c]","29520","29290"
"New entrant CS","2022","Department for Work and Pensions","Unknown","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","London","AA/AO","Female","75","[c]","23580","23780"
"New entrant CS","2022","Department of Health and Social Care","London","AA/AO","Male","40","[c]","23500","23780"
"New entrant CS","2022","Department of Health and Social Care","London","EO","Female","345","[c]","27030","27140"
"New entrant CS","2022","Department of Health and Social Care","London","EO","Male","130","[c]","27090","26880"
"New entrant CS","2022","Department of Health and Social Care","London","G6/G7","Female","210","[c]","56970","53360"
"New entrant CS","2022","Department of Health and Social Care","London","G6/G7","Male","110","[c]","57350","53360"
"New entrant CS","2022","Department of Health and Social Care","London","SCS level","Female","35","[c]","100780","95140"
"New entrant CS","2022","Department of Health and Social Care","London","SCS level","Male","35","[c]","106020","96200"
"New entrant CS","2022","Department of Health and Social Care","London","SEO/HEO","Female","535","[c]","35760","32790"
"New entrant CS","2022","Department of Health and Social Care","London","SEO/HEO","Male","280","[c]","35050","32790"
"New entrant CS","2022","Department of Health and Social Care","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","London","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Outside London","AA/AO","Female","150","[c]","20350","19880"
"New entrant CS","2022","Department of Health and Social Care","Outside London","AA/AO","Male","55","[c]","20420","19880"
"New entrant CS","2022","Department of Health and Social Care","Outside London","EO","Female","200","[c]","24240","23690"
"New entrant CS","2022","Department of Health and Social Care","Outside London","EO","Male","70","[c]","24410","23690"
"New entrant CS","2022","Department of Health and Social Care","Outside London","G6/G7","Female","150","[c]","55570","51300"
"New entrant CS","2022","Department of Health and Social Care","Outside London","G6/G7","Male","100","[c]","54890","52550"
"New entrant CS","2022","Department of Health and Social Care","Outside London","SCS level","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Outside London","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Outside London","SEO/HEO","Female","440","[c]","34160","33760"
"New entrant CS","2022","Department of Health and Social Care","Outside London","SEO/HEO","Male","250","[c]","33240","32330"
"New entrant CS","2022","Department of Health and Social Care","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","Female","85","[c]","33930","32350"
"New entrant CS","2022","Food Standards Agency","Outside London","SEO/HEO","Male","30","[c]","33960","32350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","EO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","London","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","AA/AO","Female","185","[c]","22530","22600"
"New entrant CS","2022","HM Land Registry","Outside London","AA/AO","Male","85","[c]","22420","22600"
"New entrant CS","2022","HM Land Registry","Outside London","EO","Female","70","[c]","27130","27130"
"New entrant CS","2022","HM Land Registry","Outside London","EO","Male","55","[c]","27220","27130"
"New entrant CS","2022","HM Land Registry","Outside London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Outside London","SEO/HEO","Male","30","[c]","36740","38550"
"New entrant CS","2022","HM Revenue and Customs","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","London","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","London","EO","Female","150","[c]","30610","30750"
"New entrant CS","2022","HM Revenue and Customs","London","EO","Male","150","[c]","30540","30750"
"New entrant CS","2022","HM Revenue and Customs","London","G6/G7","Female","30","[c]","61370","58600"
"New entrant CS","2022","HM Revenue and Customs","London","G6/G7","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","London","SEO/HEO","Female","160","[c]","38480","37610"
"New entrant CS","2022","HM Revenue and Customs","London","SEO/HEO","Male","190","[c]","38210","37610"
"New entrant CS","2022","HM Revenue and Customs","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Outside London","AA/AO","Female","2300","[c]","21290","21250"
"New entrant CS","2022","HM Revenue and Customs","Outside London","AA/AO","Male","1685","[c]","21290","21250"
"New entrant CS","2022","HM Revenue and Customs","Outside London","EO","Female","1025","[c]","26450","26590"
"New entrant CS","2022","HM Revenue and Customs","Outside London","EO","Male","1090","[c]","26490","26590"
"New entrant CS","2022","HM Revenue and Customs","Outside London","G6/G7","Female","55","[c]","53640","52080"
"New entrant CS","2022","HM Revenue and Customs","Outside London","G6/G7","Male","80","[c]","55870","52080"
"New entrant CS","2022","HM Revenue and Customs","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Outside London","SEO/HEO","Female","625","[c]","33950","33080"
"New entrant CS","2022","HM Revenue and Customs","Outside London","SEO/HEO","Male","860","[c]","34020","33080"
"New entrant CS","2022","HM Revenue and Customs","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Revenue and Customs","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","AA/AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","EO","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","G6/G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","London","SEO/HEO","Female","65","[c]","32060","32320"
"New entrant CS","2022","HM Treasury","London","SEO/HEO","Male","75","[c]","32230","32320"
"New entrant CS","2022","HM Treasury","Outside London","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Outside London","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Treasury","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","AA/AO","Female","60","[c]","24090","25630"
"New entrant CS","2022","Home Office","London","AA/AO","Male","30","[c]","23910","22460"
"New entrant CS","2022","Home Office","London","EO","Female","240","[c]","29270","28650"
"New entrant CS","2022","Home Office","London","EO","Male","195","[c]","29440","28650"
"New entrant CS","2022","Home Office","London","G6/G7","Female","35","[c]","60590","57430"
"New entrant CS","2022","Home Office","London","G6/G7","Male","50","[c]","63360","61720"
"New entrant CS","2022","Home Office","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","SEO/HEO","Female","110","[c]","38430","35490"
"New entrant CS","2022","Home Office","London","SEO/HEO","Male","140","[c]","37200","35050"
"New entrant CS","2022","Home Office","London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","AA/AO","Female","240","[c]","21460","21680"
"New entrant CS","2022","Home Office","Outside London","AA/AO","Male","200","[c]","21510","21680"
"New entrant CS","2022","Home Office","Outside London","EO","Female","465","[c]","25600","24880"
"New entrant CS","2022","Home Office","Outside London","EO","Male","585","[c]","27000","24880"
"New entrant CS","2022","Home Office","Outside London","G6/G7","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","G6/G7","Male","50","[c]","58050","56550"
"New entrant CS","2022","Home Office","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","SEO/HEO","Female","40","[c]","34350","33120"
"New entrant CS","2022","Home Office","Outside London","SEO/HEO","Male","85","[c]","34270","31320"
"New entrant CS","2022","Home Office","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Home Office","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","AA/AO","Male","30","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","EO","Female","55","[c]","27340","28650"
"New entrant CS","2022","Ministry of Defence","London","EO","Male","50","[c]","28210","28700"
"New entrant CS","2022","Ministry of Defence","London","G6/G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","G6/G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","London","SEO/HEO","Female","55","[c]","41070","44500"
"New entrant CS","2022","Ministry of Defence","London","SEO/HEO","Male","75","[c]","39630","41500"
"New entrant CS","2022","Ministry of Defence","Outside London","AA/AO","Female","605","[c]","21030","21170"
"New entrant CS","2022","Ministry of Defence","Outside London","AA/AO","Male","765","[c]","22630","21170"
"New entrant CS","2022","Ministry of Defence","Outside London","EO","Female","470","[c]","24850","26350"
"New entrant CS","2022","Ministry of Defence","Outside London","EO","Male","585","[c]","24390","26350"
"New entrant CS","2022","Ministry of Defence","Outside London","G6/G7","Female","85","[c]","58290","53750"
"New entrant CS","2022","Ministry of Defence","Outside London","G6/G7","Male","185","[c]","58030","54000"
"New entrant CS","2022","Ministry of Defence","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Outside London","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Outside London","SEO/HEO","Female","560","[c]","34200","33000"
"New entrant CS","2022","Ministry of Defence","Outside London","SEO/HEO","Male","945","[c]","34660","33000"
"New entrant CS","2022","Ministry of Defence","Outside London","Unknown","Female","70","[c]","32880","29500"
"New entrant CS","2022","Ministry of Defence","Outside London","Unknown","Male","170","[c]","36390","33000"
"New entrant CS","2022","Ministry of Defence","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Overseas","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","Female","35","[c]","20570","16190"
"New entrant CS","2022","Ministry of Defence","Unknown","Unknown","Male","120","[c]","20790","16190"
"New entrant CS","2022","Ministry of Justice","London","AA/AO","Female","530","[c]","26440","24080"
"New entrant CS","2022","Ministry of Justice","London","AA/AO","Male","415","[c]","27670","29020"
"New entrant CS","2022","Ministry of Justice","London","EO","Female","160","[c]","28270","28310"
"New entrant CS","2022","Ministry of Justice","London","EO","Male","70","[c]","28220","28310"
"New entrant CS","2022","Ministry of Justice","London","G6/G7","Female","40","[c]","58040","57510"
"New entrant CS","2022","Ministry of Justice","London","G6/G7","Male","40","[c]","58790","58130"
"New entrant CS","2022","Ministry of Justice","London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","London","SEO/HEO","Female","245","[c]","37050","34260"
"New entrant CS","2022","Ministry of Justice","London","SEO/HEO","Male","160","[c]","37580","34260"
"New entrant CS","2022","Ministry of Justice","London","Unknown","Female","765","[c]","33410","29100"
"New entrant CS","2022","Ministry of Justice","London","Unknown","Male","300","[c]","36440","33700"
"New entrant CS","2022","Ministry of Justice","Outside London","AA/AO","Female","3525","[c]","22280","20970"
"New entrant CS","2022","Ministry of Justice","Outside London","AA/AO","Male","3060","[c]","23180","23140"
"New entrant CS","2022","Ministry of Justice","Outside London","EO","Female","230","[c]","25040","25120"
"New entrant CS","2022","Ministry of Justice","Outside London","EO","Male","150","[c]","25320","25120"
"New entrant CS","2022","Ministry of Justice","Outside London","G6/G7","Female","30","[c]","55900","50430"
"New entrant CS","2022","Ministry of Justice","Outside London","G6/G7","Male","45","[c]","55620","52630"
"New entrant CS","2022","Ministry of Justice","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Outside London","SEO/HEO","Female","350","[c]","32270","30450"
"New entrant CS","2022","Ministry of Justice","Outside London","SEO/HEO","Male","245","[c]","34350","32410"
"New entrant CS","2022","Ministry of Justice","Outside London","Unknown","Female","5510","[c]","27240","24800"
"New entrant CS","2022","Ministry of Justice","Outside London","Unknown","Male","2005","[c]","29030","26930"
"New entrant CS","2022","Ministry of Justice","Unknown","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","AA/AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
