"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Courts and Tribunals Service","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Land Registry","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","AO","55","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Revenue and Customs (excl. agencies)","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","HM Treasury (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Institute for Apprenticeships and Technical Education","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Intellectual Property Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Legal Aid Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Maritime and Coastguard Agency","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Met Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Ministry of Defence (excl. agencies)","Outside London","HEO","[c]","[c]","[c]","[c]"
