"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","National Infrastructure Commission","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Infrastructure Commission","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Records of Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","G7","10","10","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","National Savings and Investments","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland Office","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","London","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","AO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","EO","35","35","27040","25750"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","G7","35","35","58750","57750"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","HEO","25","25","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","London","SEO","15","15","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Qualifications and Examinations Regulation","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","G7","10","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of Rail and Road","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Outside London","AO","300","270","21020","20970"
"In post","2022","Asian","Office of the Public Guardian","Outside London","EO","95","90","25180","25120"
"In post","2022","Asian","Office of the Public Guardian","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Outside London","HEO","15","15","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Public Guardian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Scottish Charity Regulator","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Office of the Secretary of State for Wales","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Planning Inspectorate","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Queen Elizabeth II Centre","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Registers of Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Revenue Scotland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","AO","30","25","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Rural Payments Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Courts and Tribunals Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Fiscal Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Forestry","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","HEO","40","40","33050","31540"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Government (excl. agencies)","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Housing Regulator","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Prison Service","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scottish Public Pensions Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","EO","10","10","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","G7","15","15","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","HEO","10","10","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Serious Fraud Office","London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","AA","20","20","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","EO","20","15","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Social Security Scotland","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Standards and Testing Agency","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Student Awards Agency for Scotland","Outside London","G7","[c]","[c]","[c]","[c]"
