"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Cabinet Office","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Business, Energy and Industrial Strategy","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Education","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Environment, Food and Rural Affairs","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Transport","55","45","20110","18310"
"In post","2022","16-19","Unknown","Department for Work and Pensions","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Department of Health and Social Care","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Revenue and Customs","115","110","22010","21250"
"In post","2022","16-19","Unknown","Home Office","45","45","23660","21680"
"In post","2022","16-19","Unknown","Ministry of Defence","100","100","18120","17140"
"In post","2022","16-19","Unknown","Ministry of Justice","90","90","22640","21790"
"In post","2022","16-19","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scottish Government","40","40","22400","21340"
"In post","2022","16-19","Unknown","UK Statistics Authority","10","5","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Attorney General's Departments","95","95","29970","26090"
"In post","2022","20-29","Declared disabled","Cabinet Office","195","195","34240","34550"
"In post","2022","20-29","Declared disabled","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","225","220","37100","33640"
"In post","2022","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","65","65","37730","34020"
"In post","2022","20-29","Declared disabled","Department for Education","120","115","34850","33250"
"In post","2022","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","240","235","30780","29180"
"In post","2022","20-29","Declared disabled","Department for International Trade","70","70","37340","34900"
"In post","2022","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","115","115","36050","33210"
"In post","2022","20-29","Declared disabled","Department for Transport","95","95","33720","30730"
"In post","2022","20-29","Declared disabled","Department for Work and Pensions","1245","1215","26530","27570"
"In post","2022","20-29","Declared disabled","Department of Health and Social Care","175","170","31630","28590"
"In post","2022","20-29","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Foreign, Commonwealth and Development Office","130","130","34300","33570"
"In post","2022","20-29","Declared disabled","HM Land Registry","65","65","25480","22600"
"In post","2022","20-29","Declared disabled","HM Revenue and Customs","535","520","29360","26820"
"In post","2022","20-29","Declared disabled","HM Treasury","105","105","38000","33210"
"In post","2022","20-29","Declared disabled","Home Office","195","190","29680","25040"
"In post","2022","20-29","Declared disabled","Ministry of Defence","495","490","29090","27540"
"In post","2022","20-29","Declared disabled","Ministry of Justice","1105","1085","26470","24800"
"In post","2022","20-29","Declared disabled","National Crime Agency","35","35","34490","34060"
"In post","2022","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scottish Government","270","265","29450","27650"
"In post","2022","20-29","Declared disabled","The National Archives","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Export Finance","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","UK Statistics Authority","95","90","29940","30710"
"In post","2022","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Welsh Government","35","35","29310","25860"
"In post","2022","20-29","Declared non-disabled","Attorney General's Departments","870","860","30900","26970"
"In post","2022","20-29","Declared non-disabled","Cabinet Office","1180","1175","37060","34550"
"In post","2022","20-29","Declared non-disabled","Chancellor's other departments","60","55","37840","36230"
"In post","2022","20-29","Declared non-disabled","Charity Commission","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Competition and Markets Authority","135","135","39380","33610"
"In post","2022","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2140","2135","37320","33880"
"In post","2022","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","605","605","39190","34020"
"In post","2022","20-29","Declared non-disabled","Department for Education","720","715","36950","36500"
"In post","2022","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","1865","1850","29930","29180"
"In post","2022","20-29","Declared non-disabled","Department for International Trade","475","475","37970","34430"
"In post","2022","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","670","670","37650","33210"
"In post","2022","20-29","Declared non-disabled","Department for Transport","1390","1360","31190","29080"
"In post","2022","20-29","Declared non-disabled","Department for Work and Pensions","8275","8130","26950","27570"
"In post","2022","20-29","Declared non-disabled","Department of Health and Social Care","1215","1165","30920","28590"
"In post","2022","20-29","Declared non-disabled","Estyn","5","5","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Food Standards Agency","55","55","31570","30350"
"In post","2022","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","840","840","34020","33230"
"In post","2022","20-29","Declared non-disabled","HM Land Registry","470","465","26810","27130"
"In post","2022","20-29","Declared non-disabled","HM Revenue and Customs","6515","6410","29750","26820"
"In post","2022","20-29","Declared non-disabled","HM Treasury","700","695","38250","32320"
"In post","2022","20-29","Declared non-disabled","Home Office","2980","2910","29110","25040"
"In post","2022","20-29","Declared non-disabled","Ministry of Defence","5270","5240","29250","28010"
"In post","2022","20-29","Declared non-disabled","Ministry of Justice","10015","9885","26650","25210"
"In post","2022","20-29","Declared non-disabled","National Crime Agency","75","75","34520","32770"
"In post","2022","20-29","Declared non-disabled","Northern Ireland Office","20","20","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","115","110","29340","25880"
"In post","2022","20-29","Declared non-disabled","Office of Gas and Electricity Markets","330","330","30680","29160"
"In post","2022","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","25","25","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office of Rail and Road","30","30","36830","34580"
"In post","2022","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Office of the Secretary of State for Wales","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Scottish Government","2145","2120","29170","27230"
"In post","2022","20-29","Declared non-disabled","The National Archives","65","60","27940","25690"
"In post","2022","20-29","Declared non-disabled","UK Export Finance","100","100","37080","33350"
"In post","2022","20-29","Declared non-disabled","UK Statistics Authority","505","495","31050","30710"
"In post","2022","20-29","Declared non-disabled","UK Supreme Court","10","10","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Water Services Regulation Authority","30","30","36400","32000"
"In post","2022","20-29","Declared non-disabled","Welsh Government","425","420","28680","25860"
"In post","2022","20-29","Undeclared","Attorney General's Departments","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Cabinet Office","70","70","39880","36610"
"In post","2022","20-29","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","90","90","40400","37820"
"In post","2022","20-29","Undeclared","Department for Digital, Culture, Media and Sport","30","30","34380","34020"
"In post","2022","20-29","Undeclared","Department for Education","45","45","36800","36500"
"In post","2022","20-29","Undeclared","Department for Environment, Food and Rural Affairs","90","90","32200","31230"
"In post","2022","20-29","Undeclared","Department for International Trade","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Department for Levelling Up, Housing and Communities","45","45","35640","33210"
"In post","2022","20-29","Undeclared","Department for Transport","120","120","31860","29970"
"In post","2022","20-29","Undeclared","Department for Work and Pensions","475","460","26820","27570"
"In post","2022","20-29","Undeclared","Department of Health and Social Care","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","Food Standards Agency","45","45","32190","32350"
"In post","2022","20-29","Undeclared","Foreign, Commonwealth and Development Office","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","HM Land Registry","25","25","[c]","[c]"
"In post","2022","20-29","Undeclared","HM Revenue and Customs","305","305","29800","26820"
"In post","2022","20-29","Undeclared","HM Treasury","205","205","38810","33210"
"In post","2022","20-29","Undeclared","Home Office","45","45","31530","28860"
"In post","2022","20-29","Undeclared","Ministry of Defence","220","220","29260","27540"
"In post","2022","20-29","Undeclared","Ministry of Justice","470","460","27300","25700"
"In post","2022","20-29","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Scottish Government","40","40","29850","27940"
"In post","2022","20-29","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","UK Statistics Authority","20","20","[c]","[c]"
"In post","2022","20-29","Undeclared","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Welsh Government","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Attorney General's Departments","490","485","28910","25480"
"In post","2022","20-29","Unknown","Cabinet Office","2125","2125","32470","29250"
"In post","2022","20-29","Unknown","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Charity Commission","45","40","25020","24440"
"In post","2022","20-29","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Department for Business, Energy and Industrial Strategy","725","720","32780","31140"
"In post","2022","20-29","Unknown","Department for Digital, Culture, Media and Sport","65","65","37640","34020"
"In post","2022","20-29","Unknown","Department for Education","910","905","33960","30320"
"In post","2022","20-29","Unknown","Department for Environment, Food and Rural Affairs","335","325","33060","32560"
"In post","2022","20-29","Unknown","Department for International Trade","475","475","38420","38160"
"In post","2022","20-29","Unknown","Department for Levelling Up, Housing and Communities","210","210","35640","33210"
"In post","2022","20-29","Unknown","Department for Transport","655","645","29070","26800"
"In post","2022","20-29","Unknown","Department for Work and Pensions","1050","1035","27740","27570"
"In post","2022","20-29","Unknown","Department of Health and Social Care","1455","1435","36870","32790"
"In post","2022","20-29","Unknown","Food Standards Agency","25","25","[c]","[c]"
"In post","2022","20-29","Unknown","Foreign, Commonwealth and Development Office","265","265","36120","34770"
"In post","2022","20-29","Unknown","HM Land Registry","560","550","25630","22600"
"In post","2022","20-29","Unknown","HM Revenue and Customs","4795","4695","27400","26590"
"In post","2022","20-29","Unknown","HM Treasury","45","45","42680","45000"
"In post","2022","20-29","Unknown","Home Office","2325","2315","29690","25630"
"In post","2022","20-29","Unknown","Ministry of Defence","1700","1690","28480","26670"
"In post","2022","20-29","Unknown","Ministry of Justice","4155","4085","26060","24260"
"In post","2022","20-29","Unknown","National Crime Agency","765","760","33480","32770"
"In post","2022","20-29","Unknown","Northern Ireland Office","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Gas and Electricity Markets","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Scotland","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Office of the Secretary of State for Wales","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Scottish Government","1900","1865","27840","27020"
"In post","2022","20-29","Unknown","The National Archives","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","UK Statistics Authority","670","655","30880","30710"
"In post","2022","20-29","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Welsh Government","90","90","27330","24630"
"In post","2022","30-39","Declared disabled","Attorney General's Departments","145","140","42780","48080"
"In post","2022","30-39","Declared disabled","Cabinet Office","240","235","45490","40600"
"In post","2022","30-39","Declared disabled","Chancellor's other departments","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Charity Commission","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","305","295","40830","39570"
"In post","2022","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","50","50","48870","51730"
"In post","2022","30-39","Declared disabled","Department for Education","185","175","42980","40230"
"In post","2022","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","265","255","37390","35900"
"In post","2022","30-39","Declared disabled","Department for International Trade","60","60","51090","51970"
"In post","2022","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","110","110","42340","39600"
"In post","2022","30-39","Declared disabled","Department for Transport","200","180","30020","26130"
"In post","2022","30-39","Declared disabled","Department for Work and Pensions","1880","1735","27840","27570"
"In post","2022","30-39","Declared disabled","Department of Health and Social Care","140","135","40730","39030"
"In post","2022","30-39","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Food Standards Agency","20","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Foreign, Commonwealth and Development Office","210","205","46120","45860"
"In post","2022","30-39","Declared disabled","HM Land Registry","85","80","28110","27130"
"In post","2022","30-39","Declared disabled","HM Revenue and Customs","980","935","34290","33080"
"In post","2022","30-39","Declared disabled","HM Treasury","70","70","49960","52530"
"In post","2022","30-39","Declared disabled","Home Office","535","510","32460","27370"
"In post","2022","30-39","Declared disabled","Ministry of Defence","780","755","34870","33300"
"In post","2022","30-39","Declared disabled","Ministry of Justice","1855","1765","29370","27120"
"In post","2022","30-39","Declared disabled","National Crime Agency","50","50","35720","35170"
"In post","2022","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","25","20","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of Gas and Electricity Markets","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Scottish Government","455","440","35130","32170"
"In post","2022","30-39","Declared disabled","The National Archives","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","UK Export Finance","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","UK Statistics Authority","115","105","34530","32290"
"In post","2022","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Welsh Government","60","55","37380","34190"
"In post","2022","30-39","Declared non-disabled","Attorney General's Departments","1475","1385","45530","50500"
"In post","2022","30-39","Declared non-disabled","Cabinet Office","1545","1510","48200","51520"
"In post","2022","30-39","Declared non-disabled","Chancellor's other departments","90","85","55350","47940"
"In post","2022","30-39","Declared non-disabled","Charity Commission","65","65","33400","29160"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","275","270","60430","56830"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","2575","2485","43700","40050"
"In post","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","545","535","50370","51730"
"In post","2022","30-39","Declared non-disabled","Department for Education","1410","1350","44980","45390"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","2170","2070","35490","33120"
"In post","2022","30-39","Declared non-disabled","Department for International Trade","410","405","51110","51970"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","785","760","46910","48200"
"In post","2022","30-39","Declared non-disabled","Department for Transport","2605","2450","33980","28230"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","11495","10600","28430","27570"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","1415","1330","42290","40060"
"In post","2022","30-39","Declared non-disabled","Estyn","15","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","160","155","38580","37350"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","1425","1400","46410","47810"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","510","485","31010","27130"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","9720","9320","34690","33080"
"In post","2022","30-39","Declared non-disabled","HM Treasury","560","550","55200","56440"
"In post","2022","30-39","Declared non-disabled","Home Office","6500","6130","32360","28670"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","7440","7170","35840","33700"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","14010","13275","30330","28200"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","315","305","41180","40170"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","35","35","50370","52030"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","345","335","43910","39850"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","425","415","44060","41000"
"In post","2022","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","60","60","40060","38000"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","90","85","49730","50810"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","15","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Scottish Government","2950","2850","37590","34600"
"In post","2022","30-39","Declared non-disabled","The National Archives","85","85","34810","34260"
"In post","2022","30-39","Declared non-disabled","UK Export Finance","90","85","53460","51250"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","660","620","38160","36840"
"In post","2022","30-39","Declared non-disabled","UK Supreme Court","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Water Services Regulation Authority","45","45","48130","45400"
"In post","2022","30-39","Declared non-disabled","Welsh Government","1070","1015","38380","38160"
"In post","2022","30-39","Undeclared","Attorney General's Departments","40","40","48160","51250"
"In post","2022","30-39","Undeclared","Cabinet Office","90","85","44040","40600"
"In post","2022","30-39","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","140","135","47520","49340"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","40","40","52210","51730"
"In post","2022","30-39","Undeclared","Department for Education","110","105","44010","40780"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","105","100","38540","36590"
"In post","2022","30-39","Undeclared","Department for International Trade","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","50","50","47210","48640"
"In post","2022","30-39","Undeclared","Department for Transport","245","235","35120","30730"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","1030","955","28160","27570"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","30","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Food Standards Agency","115","115","37060","37350"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","75","75","45890","39310"
"In post","2022","30-39","Undeclared","HM Land Registry","30","30","30610","27130"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","585","565","34880","33080"
"In post","2022","30-39","Undeclared","HM Treasury","110","110","53160","52720"
"In post","2022","30-39","Undeclared","Home Office","245","230","35000","29080"
"In post","2022","30-39","Undeclared","Ministry of Defence","525","515","36380","35480"
"In post","2022","30-39","Undeclared","Ministry of Justice","1410","1335","31080","30210"
"In post","2022","30-39","Undeclared","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of the Secretary of State for Scotland","5","5","[c]","[c]"
