"Status","Year","Age","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","40-49","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Health Security Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Statistics Authority","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Animal and Plant Health Agency","60","[c]","27420","24920"
"New entrant CS","2022","40-49","Declared non-disabled","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Cabinet Office (excl. agencies)","95","[c]","45340","40600"
"New entrant CS","2022","40-49","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Charity Commission","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Companies House","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Competition and Markets Authority","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Crown Commercial Service","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Crown Office and Procurator Fiscal Service","40","[c]","28890","24140"
"New entrant CS","2022","40-49","Declared non-disabled","Crown Prosecution Service","60","[c]","43620","48080"
"New entrant CS","2022","40-49","Declared non-disabled","Defence Equipment and Support","90","[c]","33880","32500"
"New entrant CS","2022","40-49","Declared non-disabled","Defence Science and Technology Laboratory","75","[c]","38520","38070"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","55","[c]","45380","40050"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Digital, Culture, Media and Sport","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Education (excl. agencies)","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","220","[c]","42480","37330"
"New entrant CS","2022","40-49","Declared non-disabled","Department for International Trade","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","65","[c]","42000","39600"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Transport (excl. agencies)","60","[c]","46870","48770"
"New entrant CS","2022","40-49","Declared non-disabled","Department for Work and Pensions (excl. agencies)","1220","[c]","27290","27570"
"New entrant CS","2022","40-49","Declared non-disabled","Department of Health and Social Care (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Disclosure Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Driver and Vehicle Licensing Agency","55","[c]","23690","21840"
"New entrant CS","2022","40-49","Declared non-disabled","Driver and Vehicle Standards Agency","60","[c]","27560","26130"
"New entrant CS","2022","40-49","Declared non-disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Education Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Agency","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Food Standards Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Government Internal Audit Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Government Legal Department","50","[c]","47690","50500"
"New entrant CS","2022","40-49","Declared non-disabled","Government Property Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Health and Safety Executive","45","[c]","44360","39340"
"New entrant CS","2022","40-49","Declared non-disabled","HM Courts and Tribunals Service","115","[c]","26560","20970"
"New entrant CS","2022","40-49","Declared non-disabled","HM Land Registry","40","[c]","30280","27130"
"New entrant CS","2022","40-49","Declared non-disabled","HM Prison and Probation Service","1340","[c]","29800","26770"
"New entrant CS","2022","40-49","Declared non-disabled","HM Revenue and Customs (excl. agencies)","670","[c]","28770","26590"
"New entrant CS","2022","40-49","Declared non-disabled","HM Treasury (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Home Office","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Intellectual Property Office","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Legal Aid Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Maritime and Coastguard Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Met Office","35","[c]","38780","38580"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Defence (excl. agencies)","290","[c]","31690","26350"
"New entrant CS","2022","40-49","Declared non-disabled","Ministry of Justice (excl. agencies)","70","[c]","41800","37800"
"New entrant CS","2022","40-49","Declared non-disabled","National Crime Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","75","[c]","55610","46360"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Gas and Electricity Markets","75","[c]","47750","43410"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Qualifications and Examinations Regulation","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of Rail and Road","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Office of the Public Guardian","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Planning Inspectorate","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Public Health England","45","[c]","48790","47130"
"New entrant CS","2022","40-49","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Rural Payments Agency","85","[c]","22380","21300"
"New entrant CS","2022","40-49","Declared non-disabled","Scottish Courts and Tribunals Service","35","[c]","27640","22000"
"New entrant CS","2022","40-49","Declared non-disabled","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Scottish Government (excl. agencies)","120","[c]","41020","39660"
"New entrant CS","2022","40-49","Declared non-disabled","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Serious Fraud Office","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Social Security Scotland","140","[c]","28790","27230"
"New entrant CS","2022","40-49","Declared non-disabled","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Submarine Delivery Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","The National Archives","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Transport Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","UK Export Finance","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","UK Health Security Agency","230","[c]","39420","36330"
"New entrant CS","2022","40-49","Declared non-disabled","UK Hydrographic Office","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","UK Statistics Authority","90","[c]","35380","30710"
"New entrant CS","2022","40-49","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Valuation Office Agency","35","[c]","28050","25000"
"New entrant CS","2022","40-49","Declared non-disabled","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Water Services Regulation Authority","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Welsh Government (excl. agencies)","65","[c]","40340","40100"
"New entrant CS","2022","40-49","Declared non-disabled","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Defence Equipment and Support","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Transport (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Department for Work and Pensions (excl. agencies)","75","[c]","26610","27570"
"New entrant CS","2022","40-49","Undeclared","Driver and Vehicle Licensing Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HM Courts and Tribunals Service","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HM Prison and Probation Service","70","[c]","32240","28200"
"New entrant CS","2022","40-49","Undeclared","HM Revenue and Customs (excl. agencies)","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Ministry of Defence (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Ministry of Justice (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Scottish Government (excl. agencies)","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Social Security Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","UK Health Security Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Animal and Plant Health Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Cabinet Office (excl. agencies)","100","[c]","64930","65000"
"New entrant CS","2022","40-49","Unknown","Charity Commission","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Companies House","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Crown Commercial Service","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Crown Prosecution Service","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Defence Equipment and Support","55","[c]","40840","41000"
"New entrant CS","2022","40-49","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Department for Education (excl. agencies)","90","[c]","41130","36500"
"New entrant CS","2022","40-49","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","50","[c]","45960","43390"
"New entrant CS","2022","40-49","Unknown","Department for International Trade","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Department for Transport (excl. agencies)","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Department for Work and Pensions (excl. agencies)","250","[c]","28440","27570"
"New entrant CS","2022","40-49","Unknown","Department of Health and Social Care (excl. agencies)","130","[c]","45600","40650"
"New entrant CS","2022","40-49","Unknown","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Driver and Vehicle Licensing Agency","30","[c]","20760","20080"
"New entrant CS","2022","40-49","Unknown","Driver and Vehicle Standards Agency","60","[c]","26140","26130"
"New entrant CS","2022","40-49","Unknown","Education and Skills Funding Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Education Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Food Standards Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Food Standards Scotland","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Government Actuary's Department","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Government Property Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Health and Safety Executive","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","HM Courts and Tribunals Service","100","[c]","25710","21650"
"New entrant CS","2022","40-49","Unknown","HM Land Registry","55","[c]","28520","22600"
"New entrant CS","2022","40-49","Unknown","HM Prison and Probation Service","950","[c]","28680","26630"
"New entrant CS","2022","40-49","Unknown","HM Revenue and Customs (excl. agencies)","395","[c]","28290","26590"
"New entrant CS","2022","40-49","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Home Office","310","[c]","33880","25770"
"New entrant CS","2022","40-49","Unknown","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Intellectual Property Office","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Maritime and Coastguard Agency","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Ministry of Defence (excl. agencies)","250","[c]","33230","26350"
"New entrant CS","2022","40-49","Unknown","Ministry of Justice (excl. agencies)","40","[c]","41710","37270"
"New entrant CS","2022","40-49","Unknown","National Crime Agency","70","[c]","45130","38290"
"New entrant CS","2022","40-49","Unknown","National Records of Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Office of the Public Guardian","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Public Health England","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Registers of Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Revenue Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Royal Fleet Auxiliary","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Scottish Courts and Tribunals Service","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Scottish Government (excl. agencies)","125","[c]","42650","39660"
"New entrant CS","2022","40-49","Unknown","Scottish Prison Service","50","[c]","24560","21640"
"New entrant CS","2022","40-49","Unknown","Scottish Public Pensions Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Social Security Scotland","140","[c]","28780","27230"
"New entrant CS","2022","40-49","Unknown","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Submarine Delivery Agency","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","The Insolvency Service","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Transport Scotland","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","UK Health Security Agency","150","[c]","47910","40060"
"New entrant CS","2022","40-49","Unknown","UK Hydrographic Office","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","UK Statistics Authority","55","[c]","34190","30210"
"New entrant CS","2022","40-49","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Valuation Office Agency","35","[c]","26590","23510"
"New entrant CS","2022","40-49","Unknown","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Welsh Government (excl. agencies)","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Welsh Revenue Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Animal and Plant Health Agency","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Cabinet Office (excl. agencies)","15","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Crown Prosecution Service","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Defence Equipment and Support","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","25","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","200","[c]","26050","27570"
"New entrant CS","2022","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Health and Safety Executive","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","HM Courts and Tribunals Service","20","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","HM Land Registry","10","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","HM Prison and Probation Service","410","[c]","30620","28200"
"New entrant CS","2022","50-59","Declared disabled","HM Revenue and Customs (excl. agencies)","45","[c]","27690","26590"
"New entrant CS","2022","50-59","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Declared disabled","Home Office","15","[c]","[c]","[c]"
