"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","30","30","37650","37710"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Commercial","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","G6/G7","Heterosexual / straight","100","95","51980","48020"
"In post","2022","Commercial","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","SEO/HEO","Heterosexual / straight","75","70","36290","37420"
"In post","2022","Commercial","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Devon","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","Heterosexual / straight","55","55","38970","42220"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2022","Commercial","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","SEO/HEO","Heterosexual / straight","100","95","36480","35350"
"In post","2022","Commercial","East Anglia","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","East Anglia","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","East Anglia","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Commercial","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SEO/HEO","Heterosexual / straight","70","70","34730","32000"
"In post","2022","Commercial","East Wales","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","East Wales","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","160","150","24520","24050"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Unknown","30","25","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","190","180","57960","54540"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Undeclared","35","30","58260","56540"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","645","620","36010","35300"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Undeclared","90","85","36980","37400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Unknown","100","95","35610","36470"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","100","100","40730","38200"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6/G7","Heterosexual / straight","40","40","56790","52170"
"In post","2022","Commercial","Greater Manchester","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","Heterosexual / straight","100","100","36840","36500"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Heterosexual / straight","45","45","26250","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","110","105","37850","38650"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Inner London - East","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO/HEO","Heterosexual / straight","40","40","42270","41830"
"In post","2022","Commercial","Inner London - East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO/HEO","Unknown","10","5","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","AA/AO","Undeclared","5","5","[c]","[c]"
