"Status","Year","Ethnicity","Parent_department","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","National Crime Agency","East Midlands (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North West (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North West (England)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","North West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South West (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","South West (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","West Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Yorkshire and The Humber","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Yorkshire and The Humber","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","National Crime Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Northern Ireland Office","Northern Ireland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East of England","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","East of England","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North West (England)","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North West (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","North West (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South East (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Scotland","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Gas and Electricity Markets","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Qualifications and Examinations Regulation","West Midlands (England)","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of Rail and Road","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Scotland","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Office of the Secretary of State for Wales","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Scotland","AA","70","[c]","22550","22690"
"Leaver CS","2022","White","Scottish Government","Scotland","AO","195","[c]","24670","24020"
"Leaver CS","2022","White","Scottish Government","Scotland","EO","150","[c]","31330","30240"
"Leaver CS","2022","White","Scottish Government","Scotland","G6","50","[c]","74360","75340"
"Leaver CS","2022","White","Scottish Government","Scotland","G7","50","[c]","59180","62170"
"Leaver CS","2022","White","Scottish Government","Scotland","HEO","105","[c]","36590","36130"
"Leaver CS","2022","White","Scottish Government","Scotland","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Scotland","SEO","115","[c]","46140","47250"
"Leaver CS","2022","White","Scottish Government","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Scottish Government","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","The National Archives","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Export Finance","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","London","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","AA","45","[c]","19250","18830"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","AO","85","[c]","20170","19860"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","EO","35","[c]","23970","23630"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","South East (England)","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","HEO","30","[c]","30650","30210"
"Leaver CS","2022","White","UK Statistics Authority","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Statistics Authority","Wales","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","UK Supreme Court","London","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Water Services Regulation Authority","West Midlands (England)","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Wales","AO","55","[c]","23240","23830"
"Leaver CS","2022","White","Welsh Government","Wales","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Wales","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Wales","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Wales","HEO","50","[c]","36140","37410"
"Leaver CS","2022","White","Welsh Government","Wales","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Welsh Government","Wales","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","South East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Attorney General's Departments","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Cabinet Office","North East (England)","HEO","[c]","[c]","[c]","[c]"
