"Status","Year","Disability","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for International Trade","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","45","[c]","33890","31700"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Transport","Heterosexual / straight","45","[c]","32210","27770"
"New entrant CS","2022","Declared disabled","Department for Transport","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Transport","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions","Heterosexual / straight","900","[c]","25900","26370"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions","LGBO","190","[c]","25340","26370"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions","Undeclared","70","[c]","26820","27570"
"New entrant CS","2022","Declared disabled","Department for Work and Pensions","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care","Heterosexual / straight","120","[c]","35280","32330"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care","LGBO","40","[c]","30260","28780"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Land Registry","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Heterosexual / straight","270","[c]","27070","26590"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","LGBO","80","[c]","26690","26590"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Revenue and Customs","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Heterosexual / straight","30","[c]","34500","24880"
"New entrant CS","2022","Declared disabled","Home Office","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Home Office","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Heterosexual / straight","165","[c]","30480","26350"
"New entrant CS","2022","Declared disabled","Ministry of Defence","LGBO","35","[c]","31160","31110"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Heterosexual / straight","1335","[c]","28310","26150"
"New entrant CS","2022","Declared disabled","Ministry of Justice","LGBO","230","[c]","27440","24430"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Undeclared","110","[c]","28900","27540"
"New entrant CS","2022","Declared disabled","Ministry of Justice","Unknown","40","[c]","30320","28170"
"New entrant CS","2022","Declared disabled","National Crime Agency","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Government","Heterosexual / straight","165","[c]","27890","27230"
"New entrant CS","2022","Declared disabled","Scottish Government","LGBO","75","[c]","27030","24400"
"New entrant CS","2022","Declared disabled","Scottish Government","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Scottish Government","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","Heterosexual / straight","65","[c]","29750","30460"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Attorney General's Departments","Heterosexual / straight","675","[c]","35650","29280"
"New entrant CS","2022","Declared non-disabled","Attorney General's Departments","LGBO","45","[c]","30190","26950"
"New entrant CS","2022","Declared non-disabled","Attorney General's Departments","Undeclared","35","[c]","32990","26950"
"New entrant CS","2022","Declared non-disabled","Attorney General's Departments","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Cabinet Office","Heterosexual / straight","615","[c]","38540","34500"
"New entrant CS","2022","Declared non-disabled","Cabinet Office","LGBO","70","[c]","35600","32000"
"New entrant CS","2022","Declared non-disabled","Cabinet Office","Undeclared","40","[c]","40010","34550"
"New entrant CS","2022","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Chancellor's other departments","Heterosexual / straight","30","[c]","45500","45490"
"New entrant CS","2022","Declared non-disabled","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Charity Commission","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","Heterosexual / straight","95","[c]","45630","35250"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","775","[c]","33470","30950"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","LGBO","85","[c]","31020","30360"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Undeclared","85","[c]","34950","31400"
"New entrant CS","2022","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Heterosexual / straight","245","[c]","36050","34020"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","LGBO","35","[c]","36330","34020"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","Heterosexual / straight","135","[c]","37750","36500"
"New entrant CS","2022","Declared non-disabled","Department for Education","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1420","[c]","33440","30320"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","LGBO","165","[c]","33170","32560"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Undeclared","100","[c]","32750","32560"
"New entrant CS","2022","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","400","[c]","22670","21300"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","Heterosexual / straight","170","[c]","36850","31800"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Heterosexual / straight","350","[c]","36710","33210"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","LGBO","50","[c]","34440","33210"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Transport","Heterosexual / straight","955","[c]","31120","26130"
"New entrant CS","2022","Declared non-disabled","Department for Transport","LGBO","105","[c]","32430","26130"
"New entrant CS","2022","Declared non-disabled","Department for Transport","Undeclared","40","[c]","31670","26130"
"New entrant CS","2022","Declared non-disabled","Department for Transport","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","Heterosexual / straight","6565","[c]","26590","27570"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","LGBO","510","[c]","25510","26370"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","Undeclared","295","[c]","25980","27570"
"New entrant CS","2022","Declared non-disabled","Department for Work and Pensions","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","Heterosexual / straight","1300","[c]","35120","30880"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","LGBO","120","[c]","34330","28590"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","Undeclared","160","[c]","33850","29520"
"New entrant CS","2022","Declared non-disabled","Department of Health and Social Care","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Estyn","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","Heterosexual / straight","75","[c]","34890","31380"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","Heterosexual / straight","135","[c]","27550","25660"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Land Registry","Unknown","55","[c]","26690","22600"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","Heterosexual / straight","3740","[c]","27500","26590"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","LGBO","340","[c]","27130","26590"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","Undeclared","155","[c]","27880","26590"
"New entrant CS","2022","Declared non-disabled","HM Revenue and Customs","Unknown","380","[c]","27580","26590"
"New entrant CS","2022","Declared non-disabled","HM Treasury","Heterosexual / straight","200","[c]","35170","28500"
"New entrant CS","2022","Declared non-disabled","HM Treasury","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","Heterosexual / straight","35","[c]","29190","24880"
"New entrant CS","2022","Declared non-disabled","Home Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Home Office","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","Heterosexual / straight","2160","[c]","31160","27540"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","LGBO","110","[c]","29090","26350"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","Undeclared","75","[c]","32100","29230"
"New entrant CS","2022","Declared non-disabled","Ministry of Defence","Unknown","395","[c]","29070","26030"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","Heterosexual / straight","8055","[c]","26920","24090"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","LGBO","690","[c]","26620","23170"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","Undeclared","320","[c]","27540","24800"
"New entrant CS","2022","Declared non-disabled","Ministry of Justice","Unknown","40","[c]","27410","23720"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","195","[c]","49890","46360"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Heterosexual / straight","330","[c]","37060","30000"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","LGBO","40","[c]","33080","25750"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Heterosexual / straight","40","[c]","38300","38000"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Heterosexual / straight","30","[c]","44530","41330"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Heterosexual / straight","1720","[c]","30210","27230"
"New entrant CS","2022","Declared non-disabled","Scottish Government","LGBO","195","[c]","29740","27230"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Undeclared","90","[c]","31910","27230"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Unknown","125","[c]","23000","22000"
"New entrant CS","2022","Declared non-disabled","The National Archives","Heterosexual / straight","45","[c]","37130","33500"
"New entrant CS","2022","Declared non-disabled","The National Archives","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Heterosexual / straight","95","[c]","43670","39000"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Heterosexual / straight","460","[c]","29960","30210"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","LGBO","45","[c]","30710","30710"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Undeclared","40","[c]","31610","30710"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Heterosexual / straight","30","[c]","44130","38000"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Heterosexual / straight","230","[c]","36130","31210"
"New entrant CS","2022","Declared non-disabled","Welsh Government","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Undeclared","15","[c]","[c]","[c]"
