"Status","Year","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","East of England","335","315","37260","33370"
"In post","2022","Finance","London","2995","2925","48490","43810"
"In post","2022","Finance","North East (England)","875","830","38570","35310"
"In post","2022","Finance","North West (England)","1385","1310","36960","34110"
"In post","2022","Finance","Northern Ireland","40","40","41150","38940"
"In post","2022","Finance","Overseas","35","35","35090","33300"
"In post","2022","Finance","Scotland","1030","910","29590","24250"
"In post","2022","Finance","South East (England)","1025","975","36780","33300"
"In post","2022","Finance","South West (England)","1250","1190","38910","34290"
"In post","2022","Finance","Unknown","15","15","41340","35310"
"In post","2022","Finance","Wales","450","425","35530","31990"
"In post","2022","Finance","West Midlands (England)","860","830","38390","36500"
"In post","2022","Finance","Yorkshire and The Humber","1765","1635","35910","32300"
"In post","2022","Grants Management","East Midlands (England)","100","95","24700","21300"
"In post","2022","Grants Management","East of England","60","60","25030","22430"
"In post","2022","Grants Management","London","5","5","[c]","[c]"
"In post","2022","Grants Management","North East (England)","400","370","24520","21300"
"In post","2022","Grants Management","North West (England)","890","800","24180","21300"
"In post","2022","Grants Management","South East (England)","180","170","28650","25210"
"In post","2022","Grants Management","South West (England)","260","235","26540","25190"
"In post","2022","Grants Management","Wales","5","5","[c]","[c]"
"In post","2022","Grants Management","West Midlands (England)","170","155","25120","24920"
"In post","2022","Grants Management","Yorkshire and The Humber","250","235","25930","24920"
"In post","2022","Human Resources","East Midlands (England)","585","560","36780","33370"
"In post","2022","Human Resources","East of England","325","305","35770","32250"
"In post","2022","Human Resources","London","2900","2815","46270","41520"
"In post","2022","Human Resources","North East (England)","925","860","31060","27570"
"In post","2022","Human Resources","North West (England)","1770","1665","34390","31990"
"In post","2022","Human Resources","Northern Ireland","25","25","35110","29680"
"In post","2022","Human Resources","Overseas","40","40","43120","35610"
"In post","2022","Human Resources","Scotland","1120","1050","30430","26900"
"In post","2022","Human Resources","South East (England)","675","635","35590","31740"
"In post","2022","Human Resources","South West (England)","1130","1050","36070","33080"
"In post","2022","Human Resources","Unknown","35","35","39560","37300"
"In post","2022","Human Resources","Wales","765","725","35010","31040"
"In post","2022","Human Resources","West Midlands (England)","545","520","38130","33300"
"In post","2022","Human Resources","Yorkshire and The Humber","880","830","39210","35310"
"In post","2022","Internal Audit","East Midlands (England)","25","25","45090","43710"
"In post","2022","Internal Audit","East of England","25","25","40560","40580"
"In post","2022","Internal Audit","London","230","220","51900","49570"
"In post","2022","Internal Audit","North East (England)","45","40","45050","43310"
"In post","2022","Internal Audit","North West (England)","60","60","42090","40580"
"In post","2022","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","65","60","42520","38500"
"In post","2022","Internal Audit","South East (England)","70","65","38360","38650"
"In post","2022","Internal Audit","South West (England)","110","105","43400","42160"
"In post","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","30","30","45250","42950"
"In post","2022","Internal Audit","West Midlands (England)","50","45","51920","47180"
"In post","2022","Internal Audit","Yorkshire and The Humber","55","50","47150","45660"
"In post","2022","Legal","East Midlands (England)","575","530","38890","33840"
"In post","2022","Legal","East of England","530","480","41500","36240"
"In post","2022","Legal","London","5145","4840","52580","53050"
"In post","2022","Legal","North East (England)","430","395","39520","33560"
"In post","2022","Legal","North West (England)","1350","1250","40280","34250"
"In post","2022","Legal","Northern Ireland","35","35","33660","33220"
"In post","2022","Legal","Overseas","10","10","60240","64330"
"In post","2022","Legal","Scotland","890","840","52590","53490"
"In post","2022","Legal","South East (England)","805","740","42810","40000"
"In post","2022","Legal","South West (England)","520","485","44290","48080"
"In post","2022","Legal","Wales","490","455","41820","41420"
"In post","2022","Legal","West Midlands (England)","685","645","41550","40180"
"In post","2022","Legal","Yorkshire and The Humber","940","870","41060","35980"
"In post","2022","No function","East Midlands (England)","15905","14665","29380","27570"
"In post","2022","No function","East of England","13640","12610","30340","28140"
"In post","2022","No function","London","52920","51015","41850","35900"
"In post","2022","No function","North East (England)","20360","18125","27340","25210"
"In post","2022","No function","North West (England)","39265","36075","28470","27130"
"In post","2022","No function","Northern Ireland","2045","1925","30640","26820"
"In post","2022","No function","Overseas","1755","1745","53070","53580"
"In post","2022","No function","Scotland","21860","19970","29110","27570"
"In post","2022","No function","South East (England)","22450","20560","30800","28140"
"In post","2022","No function","South West (England)","18830","17295","31450","27570"
"In post","2022","No function","Unknown","890","850","31540","29250"
"In post","2022","No function","Wales","21350","19410","27490","25190"
"In post","2022","No function","West Midlands (England)","21825","20120","29430","27570"
"In post","2022","No function","Yorkshire and The Humber","21435","19685","30380","27570"
"In post","2022","Project Delivery","East Midlands (England)","600","575","39360","36990"
"In post","2022","Project Delivery","East of England","675","640","40260","38600"
"In post","2022","Project Delivery","London","4420","4255","53120","52430"
"In post","2022","Project Delivery","North East (England)","1255","1190","41580","40180"
"In post","2022","Project Delivery","North West (England)","2180","2075","40000","37880"
"In post","2022","Project Delivery","Northern Ireland","95","90","42260","40180"
"In post","2022","Project Delivery","Overseas","600","595","55210","55510"
"In post","2022","Project Delivery","Scotland","1495","1435","38570","33930"
"In post","2022","Project Delivery","South East (England)","2005","1905","37970","36150"
"In post","2022","Project Delivery","South West (England)","10960","10580","39390","38000"
"In post","2022","Project Delivery","Unknown","25","20","40090","35130"
"In post","2022","Project Delivery","Wales","645","615","43700","39040"
"In post","2022","Project Delivery","West Midlands (England)","910","875","38510","36570"
"In post","2022","Project Delivery","Yorkshire and The Humber","705","660","40500","36500"
"In post","2022","Property","East Midlands (England)","535","505","36100","33300"
"In post","2022","Property","East of England","605","580","34340","33000"
"In post","2022","Property","London","1695","1635","43160","38000"
"In post","2022","Property","North East (England)","765","730","30640","26030"
"In post","2022","Property","North West (England)","710","685","37940","33370"
"In post","2022","Property","Northern Ireland","85","85","29660","27680"
"In post","2022","Property","Overseas","175","175","39220","37950"
"In post","2022","Property","Scotland","585","565","33040","31270"
"In post","2022","Property","South East (England)","1000","960","36870","33300"
"In post","2022","Property","South West (England)","1265","1205","33460","31900"
"In post","2022","Property","Unknown","40","40","44230","41390"
"In post","2022","Property","Wales","515","485","34390","31660"
"In post","2022","Property","West Midlands (England)","695","660","37950","33370"
"In post","2022","Property","Yorkshire and The Humber","875","830","37820","33970"
"In post","2022","Security","East Midlands (England)","245","240","30690","28890"
"In post","2022","Security","East of England","900","885","33840","33300"
"In post","2022","Security","London","1945","1910","41300","37980"
"In post","2022","Security","North East (England)","115","115","34390","31990"
"In post","2022","Security","North West (England)","360","345","30760","28430"
"In post","2022","Security","Northern Ireland","405","400","22040","20560"
"In post","2022","Security","Overseas","160","160","40030","34450"
"In post","2022","Security","Scotland","1460","1405","30820","26750"
"In post","2022","Security","South East (England)","1965","1930","32150","29890"
"In post","2022","Security","South West (England)","1305","1275","29140","26000"
"In post","2022","Security","Unknown","110","110","30230","27370"
"In post","2022","Security","Wales","320","310","27990","24720"
"In post","2022","Security","West Midlands (England)","400","390","31450","28890"
"In post","2022","Security","Yorkshire and The Humber","1000","960","31980","32000"
"In post","2022","Unknown","East Midlands (England)","1385","1315","28400","24880"
"In post","2022","Unknown","East of England","3470","3240","28110","25220"
"In post","2022","Unknown","London","16130","15415","41090","35200"
"In post","2022","Unknown","North East (England)","1680","1520","26790","24880"
"In post","2022","Unknown","North West (England)","8145","7625","28380","24890"
"In post","2022","Unknown","Northern Ireland","945","885","26280","24880"
"In post","2022","Unknown","Overseas","785","775","42010","40120"
"In post","2022","Unknown","Scotland","17780","17045","38570","33070"
"In post","2022","Unknown","South East (England)","7970","7490","30340","26720"
"In post","2022","Unknown","South West (England)","4160","3940","31270","26670"
"In post","2022","Unknown","Unknown","1945","1935","37440","34020"
"In post","2022","Unknown","Wales","7115","6715","39490","38160"
"In post","2022","Unknown","West Midlands (England)","2500","2365","29490","26590"
"In post","2022","Unknown","Yorkshire and The Humber","5650","5320","29270","25310"
"Leaver CS","2022","Analysis","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","East of England","30","[c]","34070","31010"
"Leaver CS","2022","Analysis","London","275","[c]","40730","36250"
"Leaver CS","2022","Analysis","North East (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Scotland","15","[c]","43990","32000"
"Leaver CS","2022","Analysis","South East (England)","40","[c]","36250","30210"
"Leaver CS","2022","Analysis","South West (England)","30","[c]","32820","32010"
"Leaver CS","2022","Analysis","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Wales","80","[c]","28340","23880"
"Leaver CS","2022","Analysis","West Midlands (England)","15","[c]","49110","41000"
"Leaver CS","2022","Analysis","Yorkshire and The Humber","25","[c]","43750","40530"
"Leaver CS","2022","Commercial","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","East of England","25","[c]","43470","36560"
"Leaver CS","2022","Commercial","London","160","[c]","65870","61710"
"Leaver CS","2022","Commercial","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","North West (England)","40","[c]","44570","36500"
"Leaver CS","2022","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Scotland","30","[c]","38050","33930"
"Leaver CS","2022","Commercial","South East (England)","40","[c]","44110","40240"
"Leaver CS","2022","Commercial","South West (England)","90","[c]","43690","38140"
"Leaver CS","2022","Commercial","Unknown","50","[c]","69380","67700"
"Leaver CS","2022","Commercial","Wales","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","20","[c]","46050","36780"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","35","[c]","66080","59490"
"Leaver CS","2022","Communications","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","275","[c]","43980","40470"
"Leaver CS","2022","Communications","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","10","[c]","35180","30940"
"Leaver CS","2022","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","25","[c]","34070","32200"
"Leaver CS","2022","Communications","South West (England)","25","[c]","38290","37990"
"Leaver CS","2022","Communications","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Wales","10","[c]","31690","29540"
"Leaver CS","2022","Communications","West Midlands (England)","10","[c]","44650","40000"
"Leaver CS","2022","Communications","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East Midlands (England)","25","[c]","29030","27570"
"Leaver CS","2022","Counter Fraud","East of England","20","[c]","29790","27570"
"Leaver CS","2022","Counter Fraud","London","60","[c]","35900","33100"
"Leaver CS","2022","Counter Fraud","North East (England)","20","[c]","24810","23690"
"Leaver CS","2022","Counter Fraud","North West (England)","45","[c]","29410","27570"
"Leaver CS","2022","Counter Fraud","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Scotland","40","[c]","27370","27570"
"Leaver CS","2022","Counter Fraud","South East (England)","25","[c]","26930","27570"
"Leaver CS","2022","Counter Fraud","South West (England)","15","[c]","27760","27570"
"Leaver CS","2022","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Wales","35","[c]","24180","22740"
"Leaver CS","2022","Counter Fraud","West Midlands (England)","20","[c]","31370","27570"
"Leaver CS","2022","Counter Fraud","Yorkshire and The Humber","30","[c]","30020","27570"
"Leaver CS","2022","Debt","East Midlands (England)","25","[c]","21360","21260"
"Leaver CS","2022","Debt","East of England","15","[c]","25140","24250"
"Leaver CS","2022","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North East (England)","30","[c]","23500","21260"
"Leaver CS","2022","Debt","North West (England)","25","[c]","22990","21260"
"Leaver CS","2022","Debt","Scotland","25","[c]","22090","21260"
"Leaver CS","2022","Debt","South West (England)","15","[c]","21910","21260"
"Leaver CS","2022","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Wales","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","West Midlands (England)","40","[c]","21560","21260"
"Leaver CS","2022","Debt","Yorkshire and The Humber","40","[c]","21820","21260"
"Leaver CS","2022","Digital, Data & Technology","East Midlands (England)","30","[c]","34360","30730"
"Leaver CS","2022","Digital, Data & Technology","East of England","30","[c]","38300","35760"
"Leaver CS","2022","Digital, Data & Technology","London","385","[c]","48820","46530"
"Leaver CS","2022","Digital, Data & Technology","North East (England)","80","[c]","43200","40670"
"Leaver CS","2022","Digital, Data & Technology","North West (England)","135","[c]","43300","39210"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scotland","50","[c]","39320","36750"
"Leaver CS","2022","Digital, Data & Technology","South East (England)","90","[c]","36580","33000"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","250","[c]","36550","34840"
"Leaver CS","2022","Digital, Data & Technology","Unknown","60","[c]","40350","37230"
"Leaver CS","2022","Digital, Data & Technology","Wales","125","[c]","36600","33500"
"Leaver CS","2022","Digital, Data & Technology","West Midlands (England)","65","[c]","36220","33570"
"Leaver CS","2022","Digital, Data & Technology","Yorkshire and The Humber","100","[c]","44310","40070"
"Leaver CS","2022","Finance","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East of England","15","[c]","31510","31870"
"Leaver CS","2022","Finance","London","160","[c]","46100","39990"
"Leaver CS","2022","Finance","North East (England)","15","[c]","34410","28720"
"Leaver CS","2022","Finance","North West (England)","55","[c]","36470","34060"
"Leaver CS","2022","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scotland","25","[c]","35560","26670"
"Leaver CS","2022","Finance","South East (England)","55","[c]","36660","33000"
"Leaver CS","2022","Finance","South West (England)","60","[c]","39900","40290"
"Leaver CS","2022","Finance","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wales","15","[c]","33510","29690"
"Leaver CS","2022","Finance","West Midlands (England)","25","[c]","44270","46880"
"Leaver CS","2022","Finance","Yorkshire and The Humber","55","[c]","37730","34290"
"Leaver CS","2022","Grants Management","East Midlands (England)","10","[c]","25390","26420"
"Leaver CS","2022","Grants Management","East of England","5","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North East (England)","20","[c]","23620","21300"
"Leaver CS","2022","Grants Management","North West (England)","40","[c]","24040","21300"
"Leaver CS","2022","Grants Management","South East (England)","15","[c]","26790","24920"
"Leaver CS","2022","Grants Management","South West (England)","15","[c]","24410","23110"
"Leaver CS","2022","Grants Management","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","West Midlands (England)","25","[c]","24040","21300"
"Leaver CS","2022","Grants Management","Yorkshire and The Humber","25","[c]","23530","21300"
"Leaver CS","2022","Human Resources","East Midlands (England)","20","[c]","30960","27350"
"Leaver CS","2022","Human Resources","East of England","15","[c]","33910","31580"
"Leaver CS","2022","Human Resources","London","240","[c]","42690","37150"
"Leaver CS","2022","Human Resources","North East (England)","25","[c]","31430","22880"
"Leaver CS","2022","Human Resources","North West (England)","70","[c]","30030","27570"
"Leaver CS","2022","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Scotland","70","[c]","30190","26900"
"Leaver CS","2022","Human Resources","South East (England)","40","[c]","31950","29540"
"Leaver CS","2022","Human Resources","South West (England)","70","[c]","33370","30680"
"Leaver CS","2022","Human Resources","Unknown","20","[c]","44940","41230"
"Leaver CS","2022","Human Resources","Wales","20","[c]","32280","29540"
"Leaver CS","2022","Human Resources","West Midlands (England)","30","[c]","32920","27570"
"Leaver CS","2022","Human Resources","Yorkshire and The Humber","35","[c]","32460","28970"
"Leaver CS","2022","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","London","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","North West (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Scotland","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","South East (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","East Midlands (England)","50","[c]","35930","27870"
"Leaver CS","2022","Legal","East of England","25","[c]","37660","32080"
"Leaver CS","2022","Legal","London","350","[c]","50840","51830"
"Leaver CS","2022","Legal","North East (England)","30","[c]","38780","34070"
"Leaver CS","2022","Legal","North West (England)","55","[c]","44890","48080"
"Leaver CS","2022","Legal","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","30","[c]","57000","53490"
"Leaver CS","2022","Legal","South East (England)","55","[c]","39930","40000"
"Leaver CS","2022","Legal","South West (England)","30","[c]","45140","49520"
"Leaver CS","2022","Legal","Wales","30","[c]","49450","54480"
"Leaver CS","2022","Legal","West Midlands (England)","40","[c]","38700","38000"
"Leaver CS","2022","Legal","Yorkshire and The Humber","45","[c]","41390","38000"
"Leaver CS","2022","No function","East Midlands (England)","1455","[c]","28180","26700"
"Leaver CS","2022","No function","East of England","1850","[c]","31250","27570"
"Leaver CS","2022","No function","London","5530","[c]","39560","32310"
"Leaver CS","2022","No function","North East (England)","1230","[c]","26950","21260"
"Leaver CS","2022","No function","North West (England)","2555","[c]","27550","24550"
"Leaver CS","2022","No function","Northern Ireland","20","[c]","38190","33370"
"Leaver CS","2022","No function","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","1350","[c]","27910","26900"
"Leaver CS","2022","No function","South East (England)","2855","[c]","29480","27570"
"Leaver CS","2022","No function","South West (England)","2115","[c]","30180","27570"
"Leaver CS","2022","No function","Unknown","675","[c]","24290","21840"
"Leaver CS","2022","No function","Wales","1065","[c]","25860","22350"
"Leaver CS","2022","No function","West Midlands (England)","1765","[c]","30190","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","1970","[c]","29590","27570"
"Leaver CS","2022","Project Delivery","East Midlands (England)","15","[c]","34530","34370"
"Leaver CS","2022","Project Delivery","East of England","35","[c]","39660","37800"
"Leaver CS","2022","Project Delivery","London","200","[c]","54190","51730"
"Leaver CS","2022","Project Delivery","North East (England)","15","[c]","42380","35410"
"Leaver CS","2022","Project Delivery","North West (England)","60","[c]","36700","35240"
"Leaver CS","2022","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","25","[c]","60020","60720"
"Leaver CS","2022","Project Delivery","Scotland","100","[c]","33100","26800"
"Leaver CS","2022","Project Delivery","South East (England)","130","[c]","34990","33150"
"Leaver CS","2022","Project Delivery","South West (England)","615","[c]","36460","34040"
"Leaver CS","2022","Project Delivery","Unknown","15","[c]","34290","33350"
"Leaver CS","2022","Project Delivery","Wales","25","[c]","55510","54970"
"Leaver CS","2022","Project Delivery","West Midlands (England)","40","[c]","31050","25480"
"Leaver CS","2022","Project Delivery","Yorkshire and The Humber","25","[c]","39710","38230"
"Leaver CS","2022","Property","East Midlands (England)","45","[c]","27910","25000"
"Leaver CS","2022","Property","East of England","45","[c]","31220","26930"
"Leaver CS","2022","Property","London","70","[c]","46490","44880"
"Leaver CS","2022","Property","North East (England)","60","[c]","23770","22010"
"Leaver CS","2022","Property","North West (England)","35","[c]","39400","36460"
"Leaver CS","2022","Property","Northern Ireland","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Scotland","40","[c]","32310","26900"
"Leaver CS","2022","Property","South East (England)","65","[c]","33900","33300"
"Leaver CS","2022","Property","South West (England)","80","[c]","30680","26030"
"Leaver CS","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Wales","15","[c]","29400","26030"
"Leaver CS","2022","Property","West Midlands (England)","30","[c]","36000","33650"
"Leaver CS","2022","Property","Yorkshire and The Humber","115","[c]","27940","22040"
"Leaver CS","2022","Security","East Midlands (England)","25","[c]","28750","26750"
"Leaver CS","2022","Security","East of England","80","[c]","37220","33500"
"Leaver CS","2022","Security","London","95","[c]","34220","32260"
"Leaver CS","2022","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","North West (England)","25","[c]","29210","25680"
"Leaver CS","2022","Security","Northern Ireland","15","[c]","22090","20560"
"Leaver CS","2022","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Scotland","110","[c]","34850","39070"
"Leaver CS","2022","Security","South East (England)","190","[c]","31660","27920"
"Leaver CS","2022","Security","South West (England)","130","[c]","28910","26350"
"Leaver CS","2022","Security","Unknown","20","[c]","31540","27140"
"Leaver CS","2022","Security","Wales","15","[c]","23650","19810"
"Leaver CS","2022","Security","West Midlands (England)","35","[c]","31790","34290"
"Leaver CS","2022","Security","Yorkshire and The Humber","80","[c]","31740","32000"
"Leaver CS","2022","Unknown","East Midlands (England)","550","[c]","26080","21780"
"Leaver CS","2022","Unknown","East of England","480","[c]","27640","25290"
"Leaver CS","2022","Unknown","London","1820","[c]","38450","31550"
"Leaver CS","2022","Unknown","North East (England)","1010","[c]","25610","21680"
"Leaver CS","2022","Unknown","North West (England)","1470","[c]","26820","24890"
"Leaver CS","2022","Unknown","Northern Ireland","195","[c]","24990","22460"
"Leaver CS","2022","Unknown","Overseas","80","[c]","42640","40120"
"Leaver CS","2022","Unknown","Scotland","1840","[c]","35540","30040"
