"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Scottish Charity Regulator","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Public Health England","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Housing Regulator","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Housing Regulator","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Housing Regulator","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Teaching Regulation Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Hydrographic Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Valuation Office Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Veterinary Medicines Directorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wilton Park","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wilton Park","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Wilton Park","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
