"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","Charity Commission","Charity Commission","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","EO","15","15","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","G6/G7","45","45","66050","66030"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","40","40","37830","35840"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Commercial Service","Cabinet Office","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","20","15","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","EO","10","5","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","AA/AO","175","155","22870","23750"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","EO","135","125","27810","27440"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","G6/G7","300","275","56080","53350"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","90","90","36190","38000"
"In post","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","EO","105","100","22300","21720"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","G6/G7","35","35","58510","56240"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","SEO/HEO","205","195","35100","33560"
"In post","2022","Asian","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","25","25","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","35","35","36030","38070"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","70","70","27650","27680"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","200","200","57510","54670"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","15","15","[c]","[c]"
"In post","2022","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","330","325","37450","36870"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","20","20","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","65","65","55570","52800"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","70","70","35680","34020"
"In post","2022","Asian","Department for Education (excl. agencies)","Department for Education","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","Department for Education","EO","100","95","26620","25000"
"In post","2022","Asian","Department for Education (excl. agencies)","Department for Education","G6/G7","170","170","55220","53420"
"In post","2022","Asian","Department for Education (excl. agencies)","Department for Education","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Education (excl. agencies)","Department for Education","SEO/HEO","280","275","35600","36500"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","60","55","27050","26520"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","75","75","55050","53200"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","175","170","35320","34830"
"In post","2022","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","EO","30","30","27120","26510"
"In post","2022","Asian","Department for International Trade","Department for International Trade","G6/G7","85","85","56990","55010"
"In post","2022","Asian","Department for International Trade","Department for International Trade","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for International Trade","Department for International Trade","SEO/HEO","145","140","36660","38160"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","45","40","28030","27850"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","85","85","56540","53130"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","155","155","35400","35780"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","EO","45","45","29200","29970"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","G6/G7","105","105","58220","54760"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","165","165","38130","36690"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","2420","2050","21950","21260"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","4910","4540","28910","27570"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","160","160","57570","55000"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","640","620","36320","36650"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","40","35","26840","27270"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","80","80","56150","53360"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","140","135","36320","34970"
"In post","2022","Asian","Disclosure Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","60","55","21400","21840"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","EO","20","20","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","40","40","24890","23040"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","EO","80","75","28790","27810"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Department for Education","EO","30","30","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Department for Education","G6/G7","55","50","54400","50630"
"In post","2022","Asian","Education and Skills Funding Agency","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Education and Skills Funding Agency","Department for Education","SEO/HEO","145","140","34810","36500"
"In post","2022","Asian","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Estyn","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","5","5","[c]","[c]"
"In post","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Asian","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Food Standards Agency","EO","30","30","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Food Standards Agency","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Agency","Food Standards Agency","SEO/HEO","30","30","36820","37910"
"In post","2022","Asian","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Food Standards Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","35","35","27800","28250"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","75","70","30780","30630"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","125","120","59060","57400"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2022","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","170","165","37660","37560"
"In post","2022","Asian","Forestry and Land Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Chancellor's other departments","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Chancellor's other departments","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Actuary's Department","Chancellor's other departments","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","HM Treasury","G6/G7","20","20","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Internal Audit Agency","HM Treasury","SEO/HEO","40","35","41340","40660"
"In post","2022","Asian","Government Legal Department","Attorney General's Departments","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Attorney General's Departments","EO","55","55","27660","26950"
"In post","2022","Asian","Government Legal Department","Attorney General's Departments","G6/G7","195","180","57420","52310"
"In post","2022","Asian","Government Legal Department","Attorney General's Departments","SCS level","5","5","[c]","[c]"
"In post","2022","Asian","Government Legal Department","Attorney General's Departments","SEO/HEO","30","30","37210","37730"
"In post","2022","Asian","Government Property Agency","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Cabinet Office","G6/G7","10","10","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Government Property Agency","Cabinet Office","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Department for Work and Pensions","EO","15","15","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Department for Work and Pensions","G6/G7","15","15","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","40","40","53500","43830"
"In post","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","935","810","21970","20970"
"In post","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","EO","255","245","27110","28310"
"In post","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","45","45","57500","54850"
"In post","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","320","310","37280","35780"
"In post","2022","Asian","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","HM Land Registry","AA/AO","80","75","23100","22600"
"In post","2022","Asian","HM Land Registry","HM Land Registry","EO","80","70","27770","27130"
"In post","2022","Asian","HM Land Registry","HM Land Registry","G6/G7","15","15","[c]","[c]"
"In post","2022","Asian","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Land Registry","HM Land Registry","SEO/HEO","55","50","37440","37290"
"In post","2022","Asian","HM Prison and Probation Service","Ministry of Justice","AA/AO","640","615","27020","25740"
"In post","2022","Asian","HM Prison and Probation Service","Ministry of Justice","EO","135","130","30370","30110"
"In post","2022","Asian","HM Prison and Probation Service","Ministry of Justice","G6/G7","20","20","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","300","270","40680","38220"
"In post","2022","Asian","HM Prison and Probation Service","Ministry of Justice","Unknown","745","695","29360","27980"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","1605","1425","21930","21250"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","1395","1335","27960","26820"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","540","535","60360","60940"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","25","25","[c]","[c]"
"In post","2022","Asian","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","2070","2020","36600","35430"
"In post","2022","Asian","HM Treasury (excl. agencies)","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","HM Treasury","EO","25","25","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","HM Treasury","G6/G7","80","80","58520","56740"
"In post","2022","Asian","HM Treasury (excl. agencies)","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","95","90","35430","32960"
"In post","2022","Asian","Home Office","Home Office","AA/AO","1090","950","23520","22460"
"In post","2022","Asian","Home Office","Home Office","EO","1820","1690","27960","28670"
"In post","2022","Asian","Home Office","Home Office","G6/G7","315","310","60980","57680"
"In post","2022","Asian","Home Office","Home Office","SCS level","10","10","[c]","[c]"
"In post","2022","Asian","Home Office","Home Office","SEO/HEO","1220","1185","37400","35200"
"In post","2022","Asian","Home Office","Home Office","Unknown","35","35","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","15","15","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","10","10","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Asian","Legal Aid Agency","Ministry of Justice","AA/AO","40","35","21100","20970"
"In post","2022","Asian","Legal Aid Agency","Ministry of Justice","EO","20","15","[c]","[c]"
