"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Defence Equipment and Support","Ministry of Defence","EO","75","[c]","19530","17980"
"Leaver CS","2022","Unknown","Defence Equipment and Support","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Equipment and Support","Ministry of Defence","SEO/HEO","55","[c]","35170","34850"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","EO","40","[c]","26420","25000"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Education (excl. agencies)","Department for Education","SEO/HEO","35","[c]","36050","36500"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","70","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Department for International Trade","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Department for International Trade","EO","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Department for International Trade","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for International Trade","Department for International Trade","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","40","[c]","37900","35060"
"Leaver CS","2022","Unknown","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","495","[c]","21390","21260"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","530","[c]","28110","27570"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","40","[c]","59200","59000"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","55","[c]","37160","36430"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","80","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","115","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","175","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","75","[c]","20460","21590"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","30","[c]","24000","21840"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","EO","95","[c]","26550","26130"
"Leaver CS","2022","Unknown","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education and Skills Funding Agency","Department for Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education and Skills Funding Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Scottish Government","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Agency","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Food Standards Scotland","Scottish Government","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Forestry and Land Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Attorney General's Departments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Attorney General's Departments","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Legal Department","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Government Property Agency","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","500","[c]","20710","20970"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","EO","40","[c]","24550","25120"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","45","[c]","33340","30850"
"Leaver CS","2022","Unknown","HM Land Registry","HM Land Registry","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","HM Land Registry","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","HM Land Registry","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Land Registry","HM Land Registry","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","AA/AO","1135","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","EO","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Prison and Probation Service","Ministry of Justice","Unknown","590","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","865","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","215","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","150","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Home Office","AA/AO","75","[c]","22390","21680"
"Leaver CS","2022","Unknown","Home Office","Home Office","EO","120","[c]","26900","24890"
"Leaver CS","2022","Unknown","Home Office","Home Office","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Home Office","Home Office","SEO/HEO","85","[c]","37910","37450"
"Leaver CS","2022","Unknown","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal Aid Agency","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","190","[c]","23970","21780"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","70","[c]","26410","26670"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","110","[c]","38920","39030"
"Leaver CS","2022","Unknown","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","40","[c]","36720","35890"
"Leaver CS","2022","Unknown","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Crime Agency","National Crime Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Scottish Government","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Ministry of Justice","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","Department of Health and Social Care","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Ministry of Defence","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AA/AO","55","[c]","21130","21300"
"Leaver CS","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","AA/AO","85","[c]","22620","23780"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","AA/AO","50","[c]","24430","23230"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","60","[c]","37420","36130"
"Leaver CS","2022","Unknown","Scottish Prison Service","Scottish Government","AA/AO","105","[c]","23830","21640"
"Leaver CS","2022","Unknown","Scottish Prison Service","Scottish Government","EO","75","[c]","34040","35000"
"Leaver CS","2022","Unknown","Scottish Prison Service","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","Scottish Government","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Ministry of Defence","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","The National Archives","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
