"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Companies House","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Wales","Outside London","230","225","39850","38000"
"In post","2022","Companies House","Digital, Data and Technology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Digital, Data and Technology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Finance","Wales","Outside London","70","65","30060","24730"
"In post","2022","Companies House","Human Resources","Wales","Outside London","55","55","37260","39820"
"In post","2022","Companies House","Knowledge and Information Management","Wales","Outside London","10","10","[c]","[c]"
"In post","2022","Companies House","Legal","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","London","London","5","5","[c]","[c]"
"In post","2022","Companies House","Operational Delivery","Northern Ireland","Outside London","25","20","24750","22740"
"In post","2022","Companies House","Operational Delivery","Scotland","Outside London","35","35","25100","22740"
"In post","2022","Companies House","Operational Delivery","Wales","Outside London","415","370","24810","22740"
"In post","2022","Companies House","Other","Wales","Outside London","25","25","49860","40170"
"In post","2022","Companies House","Policy","Wales","Outside London","30","25","41980","39820"
"In post","2022","Companies House","Project Delivery","Wales","Outside London","25","20","42800","41530"
"In post","2022","Companies House","Property","Wales","Outside London","15","15","34820","24900"
"In post","2022","Companies House","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Companies House","Statistics","Wales","Outside London","5","5","[c]","[c]"
"In post","2022","Companies House","Statistics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Commercial","London","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Communications","London","London","35","30","49220","41670"
"In post","2022","Competition and Markets Authority","Corporate Finance","London","London","15","15","46330","38060"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","London","London","70","70","57770","58030"
"In post","2022","Competition and Markets Authority","Digital, Data and Technology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","London","London","95","90","64300","59890"
"In post","2022","Competition and Markets Authority","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Economics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","London","London","40","40","49600","44360"
"In post","2022","Competition and Markets Authority","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Human Resources","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","London","London","30","30","55030","54320"
"In post","2022","Competition and Markets Authority","Intelligence Analysis","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Knowledge and Information Management","London","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","London","London","135","130","68590","71370"
"In post","2022","Competition and Markets Authority","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Legal","Scotland","Outside London","10","10","[c]","[c]"
"In post","2022","Competition and Markets Authority","Policy","London","London","15","10","66710","72430"
"In post","2022","Competition and Markets Authority","Policy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","London","London","335","320","62430","57920"
"In post","2022","Competition and Markets Authority","Project Delivery","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Project Delivery","Scotland","Outside London","35","35","55660","54320"
"In post","2022","Competition and Markets Authority","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Competition and Markets Authority","Property","London","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Security","London","London","5","5","[c]","[c]"
"In post","2022","Competition and Markets Authority","Statistics","London","London","5","5","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Digital, Data and Technology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Legal","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Scotland","Outside London","315","290","27310","25120"
"In post","2022","Criminal Injuries Compensation Authority","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","East of England","Outside London","70","70","37650","38330"
"In post","2022","Crown Commercial Service","Commercial","London","London","15","15","38580","39320"
"In post","2022","Crown Commercial Service","Commercial","North West (England)","Outside London","175","170","35560","38330"
"In post","2022","Crown Commercial Service","Commercial","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Commercial","Wales","Outside London","65","65","34370","31250"
"In post","2022","Crown Commercial Service","Commercial","West Midlands (England)","Outside London","15","15","31840","30420"
"In post","2022","Crown Commercial Service","Commercial","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Communications","North West (England)","Outside London","10","10","38000","38980"
"In post","2022","Crown Commercial Service","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","East of England","Outside London","35","35","40430","38330"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","London","London","30","30","56300","56160"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","North West (England)","Outside London","55","55","41350","38980"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","Wales","Outside London","15","15","47300","51100"
"In post","2022","Crown Commercial Service","Digital, Data and Technology","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Finance","North West (England)","Outside London","30","30","43740","38980"
"In post","2022","Crown Commercial Service","Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","East of England","Outside London","10","5","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","London","London","[c]","[c]","[c]","[c]"
"In post","2022","Crown Commercial Service","Human Resources","North West (England)","Outside London","25","25","41880","40670"
