"Status","Year","Age","Ethnicity","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Asian","Outside London","G6/G7","60","60","52260","52080"
"In post","2022","20-29","Asian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Outside London","SEO/HEO","780","770","33280","33080"
"In post","2022","20-29","Asian","Outside London","Unknown","130","125","24830","24090"
"In post","2022","20-29","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2022","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","EO","15","15","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","London","AA/AO","260","255","25940","25110"
"In post","2022","20-29","Black","London","EO","625","620","29740","31020"
"In post","2022","20-29","Black","London","G6/G7","80","80","55740","54700"
"In post","2022","20-29","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","London","SEO/HEO","480","480","36160","35050"
"In post","2022","20-29","Black","London","Unknown","95","95","28090","27060"
"In post","2022","20-29","Black","Outside London","AA/AO","265","255","22520","21260"
"In post","2022","20-29","Black","Outside London","EO","325","325","26850","27570"
"In post","2022","20-29","Black","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Outside London","SEO/HEO","150","150","33620","33000"
"In post","2022","20-29","Black","Outside London","Unknown","50","50","24810","23170"
"In post","2022","20-29","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","EO","10","10","[c]","[c]"
"In post","2022","20-29","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","London","AA/AO","135","130","26300","25110"
"In post","2022","20-29","Mixed","London","EO","275","270","29240","28670"
"In post","2022","20-29","Mixed","London","G6/G7","165","165","55450","54110"
"In post","2022","20-29","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","London","SEO/HEO","495","490","36690","35200"
"In post","2022","20-29","Mixed","London","Unknown","20","20","[c]","[c]"
"In post","2022","20-29","Mixed","Outside London","AA/AO","500","485","22800","21260"
"In post","2022","20-29","Mixed","Outside London","EO","400","395","27040","27540"
"In post","2022","20-29","Mixed","Outside London","G6/G7","25","25","[c]","[c]"
"In post","2022","20-29","Mixed","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Outside London","SEO/HEO","300","300","32990","33000"
"In post","2022","20-29","Mixed","Outside London","Unknown","95","90","24970","23170"
"In post","2022","20-29","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","EO","5","5","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","London","AA/AO","45","45","26170","25110"
"In post","2022","20-29","Other ethnicity","London","EO","105","105","29290","29000"
"In post","2022","20-29","Other ethnicity","London","G6/G7","35","35","55550","53380"
"In post","2022","20-29","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","London","SEO/HEO","110","110","37330","37110"
"In post","2022","20-29","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","AA/AO","70","70","22270","21260"
"In post","2022","20-29","Other ethnicity","Outside London","EO","70","70","26770","27570"
"In post","2022","20-29","Other ethnicity","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Outside London","SEO/HEO","50","50","34140","33080"
"In post","2022","20-29","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","London","AA/AO","50","50","26140","24900"
"In post","2022","20-29","Undeclared","London","EO","105","105","30020","29970"
"In post","2022","20-29","Undeclared","London","G6/G7","65","65","56070","54700"
"In post","2022","20-29","Undeclared","London","SEO/HEO","185","185","37790","37000"
"In post","2022","20-29","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","AA/AO","280","270","22920","21680"
"In post","2022","20-29","Undeclared","Outside London","EO","270","265","27370","27540"
"In post","2022","20-29","Undeclared","Outside London","G6/G7","30","30","[c]","[c]"
"In post","2022","20-29","Undeclared","Outside London","SEO/HEO","290","290","34250","33370"
"In post","2022","20-29","Undeclared","Outside London","Unknown","40","35","27740","27800"
"In post","2022","20-29","Undeclared","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","London","AA/AO","755","745","26560","25330"
"In post","2022","20-29","Unknown","London","EO","1220","1210","29160","28650"
"In post","2022","20-29","Unknown","London","G6/G7","815","815","56520","54700"
"In post","2022","20-29","Unknown","London","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","London","SEO/HEO","3425","3415","34680","34260"
"In post","2022","20-29","Unknown","London","Unknown","85","85","26600","27060"
"In post","2022","20-29","Unknown","Outside London","AA/AO","6950","6755","22380","21260"
"In post","2022","20-29","Unknown","Outside London","EO","3670","3635","26590","26590"
"In post","2022","20-29","Unknown","Outside London","G6/G7","205","205","53190","52080"
"In post","2022","20-29","Unknown","Outside London","SEO/HEO","2730","2715","33190","33080"
"In post","2022","20-29","Unknown","Outside London","Unknown","750","725","24320","23170"
"In post","2022","20-29","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","EO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","Unknown","Overseas","SEO/HEO","30","30","37070","38240"
"In post","2022","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","Unknown","Unknown","SEO/HEO","205","205","30130","29250"
"In post","2022","20-29","Unknown","Unknown","Unknown","370","370","28300","28980"
"In post","2022","20-29","White","London","AA/AO","760","750","26490","25110"
"In post","2022","20-29","White","London","EO","2110","2095","29310","28650"
"In post","2022","20-29","White","London","G6/G7","2355","2350","55420","54070"
"In post","2022","20-29","White","London","SCS level","5","5","[c]","[c]"
"In post","2022","20-29","White","London","SEO/HEO","5945","5925","36900","36150"
"In post","2022","20-29","White","London","Unknown","190","190","30140","27980"
"In post","2022","20-29","White","Outside London","AA/AO","14585","14240","22710","21260"
"In post","2022","20-29","White","Outside London","EO","11330","11210","26720","26820"
"In post","2022","20-29","White","Outside London","G6/G7","850","845","52500","51830"
"In post","2022","20-29","White","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","20-29","White","Outside London","SEO/HEO","8885","8835","33530","33080"
"In post","2022","20-29","White","Outside London","Unknown","2360","2325","25740","24090"
"In post","2022","20-29","White","Overseas","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","White","Overseas","EO","15","15","[c]","[c]"
"In post","2022","20-29","White","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2022","20-29","White","Overseas","SEO/HEO","160","160","34510","33230"
"In post","2022","20-29","White","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","White","Unknown","AA/AO","25","25","[c]","[c]"
"In post","2022","20-29","White","Unknown","EO","45","45","27180","27570"
"In post","2022","20-29","White","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","White","Unknown","SEO/HEO","55","55","34090","32790"
"In post","2022","20-29","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Asian","London","AA/AO","370","335","25660","25110"
"In post","2022","30-39","Asian","London","EO","970","915","29970","30600"
"In post","2022","30-39","Asian","London","G6/G7","915","895","59040","57430"
"In post","2022","30-39","Asian","London","SCS level","50","50","81330","75830"
"In post","2022","30-39","Asian","London","SEO/HEO","1320","1295","38720","38030"
"In post","2022","30-39","Asian","London","Unknown","55","50","32440","32090"
"In post","2022","30-39","Asian","Outside London","AA/AO","1585","1405","21720","21260"
"In post","2022","30-39","Asian","Outside London","EO","1800","1705","26930","27570"
"In post","2022","30-39","Asian","Outside London","G6/G7","385","380","55050","53730"
"In post","2022","30-39","Asian","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Asian","Outside London","SEO/HEO","1530","1485","35320","33370"
"In post","2022","30-39","Asian","Outside London","Unknown","155","140","27700","24800"
"In post","2022","30-39","Asian","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","EO","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2022","30-39","Asian","Overseas","Unknown","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","EO","15","15","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","London","AA/AO","285","270","27550","25630"
"In post","2022","30-39","Black","London","EO","590","570","30130","31060"
"In post","2022","30-39","Black","London","G6/G7","265","265","56620","54370"
"In post","2022","30-39","Black","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","London","SEO/HEO","630","625","38030","37920"
"In post","2022","30-39","Black","London","Unknown","125","125","32010","28690"
"In post","2022","30-39","Black","Outside London","AA/AO","455","420","22830","21260"
"In post","2022","30-39","Black","Outside London","EO","475","460","27270","27570"
"In post","2022","30-39","Black","Outside London","G6/G7","100","100","52890","50530"
"In post","2022","30-39","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Outside London","SEO/HEO","455","445","34740","33370"
"In post","2022","30-39","Black","Outside London","Unknown","110","100","27620","24800"
"In post","2022","30-39","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","EO","5","5","[c]","[c]"
"In post","2022","30-39","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","London","AA/AO","80","75","27350","25630"
"In post","2022","30-39","Mixed","London","EO","175","165","30410","31060"
"In post","2022","30-39","Mixed","London","G6/G7","375","365","58620","57230"
"In post","2022","30-39","Mixed","London","SCS level","35","35","77860","75540"
"In post","2022","30-39","Mixed","London","SEO/HEO","360","350","38760","38630"
"In post","2022","30-39","Mixed","London","Unknown","40","40","33710","33700"
"In post","2022","30-39","Mixed","Outside London","AA/AO","375","345","23020","21340"
"In post","2022","30-39","Mixed","Outside London","EO","415","395","27330","27570"
"In post","2022","30-39","Mixed","Outside London","G6/G7","145","140","55000","54160"
"In post","2022","30-39","Mixed","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Mixed","Outside London","SEO/HEO","435","425","35830","34860"
"In post","2022","30-39","Mixed","Outside London","Unknown","120","115","27980","24970"
"In post","2022","30-39","Mixed","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","G6/G7","20","20","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2022","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","EO","5","5","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","AA/AO","30","30","27040","25480"
"In post","2022","30-39","Other ethnicity","London","EO","65","65","30190","30880"
"In post","2022","30-39","Other ethnicity","London","G6/G7","110","105","59170","57060"
"In post","2022","30-39","Other ethnicity","London","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","London","SEO/HEO","110","105","38090","37930"
"In post","2022","30-39","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","AA/AO","80","75","22880","21260"
"In post","2022","30-39","Other ethnicity","Outside London","EO","75","70","27520","27310"
"In post","2022","30-39","Other ethnicity","Outside London","G6/G7","30","30","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Outside London","SEO/HEO","90","90","35530","35500"
"In post","2022","30-39","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","London","AA/AO","65","60","25460","24310"
"In post","2022","30-39","Undeclared","London","EO","145","135","30180","31060"
"In post","2022","30-39","Undeclared","London","G6/G7","335","330","59870","57920"
"In post","2022","30-39","Undeclared","London","SCS level","25","20","[c]","[c]"
"In post","2022","30-39","Undeclared","London","SEO/HEO","255","255","39220","39600"
"In post","2022","30-39","Undeclared","London","Unknown","25","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Outside London","AA/AO","600","550","23280","21260"
"In post","2022","30-39","Undeclared","Outside London","EO","705","680","28000","27570"
"In post","2022","30-39","Undeclared","Outside London","G6/G7","290","285","54080","53480"
"In post","2022","30-39","Undeclared","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Outside London","SEO/HEO","850","830","36650","36130"
"In post","2022","30-39","Undeclared","Outside London","Unknown","80","80","33050","32690"
"In post","2022","30-39","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","G6/G7","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Overseas","SEO/HEO","35","35","38430","36450"
"In post","2022","30-39","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","London","AA/AO","360","350","27890","25740"
"In post","2022","30-39","Unknown","London","EO","580","560","30120","30750"
"In post","2022","30-39","Unknown","London","G6/G7","1785","1755","59470","57440"
"In post","2022","30-39","Unknown","London","SCS level","140","135","81620","75580"
"In post","2022","30-39","Unknown","London","SEO/HEO","1455","1425","38540","38540"
"In post","2022","30-39","Unknown","London","Unknown","85","80","31480","28690"
"In post","2022","30-39","Unknown","Outside London","AA/AO","4900","4540","22930","21270"
"In post","2022","30-39","Unknown","Outside London","EO","3720","3570","27560","26820"
"In post","2022","30-39","Unknown","Outside London","G6/G7","1160","1130","56800","55210"
"In post","2022","30-39","Unknown","Outside London","SCS level","25","20","[c]","[c]"
"In post","2022","30-39","Unknown","Outside London","SEO/HEO","3475","3385","35550","33370"
"In post","2022","30-39","Unknown","Outside London","Unknown","810","735","27060","24800"
"In post","2022","30-39","Unknown","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","G6/G7","100","100","55980","54950"
"In post","2022","30-39","Unknown","Overseas","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Overseas","SEO/HEO","70","70","39600","38690"
"In post","2022","30-39","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","EO","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","G6/G7","20","20","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","SEO/HEO","40","40","33050","32000"
"In post","2022","30-39","Unknown","Unknown","Unknown","400","395","37180","34460"
"In post","2022","30-39","White","London","AA/AO","590","555","28230","25640"
"In post","2022","30-39","White","London","EO","1285","1245","30570","30200"
"In post","2022","30-39","White","London","G6/G7","6270","6090","59330","57460"
"In post","2022","30-39","White","London","SCS level","590","570","79250","75240"
