"Status","Year","Age","Disability","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Female","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Male","10","10","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","London","Female","50","45","25320","25000"
"In post","2022","16-19","Declared non-disabled","London","Male","35","30","24610","25110"
"In post","2022","16-19","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","Female","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","Male","15","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","North West (England)","Female","55","55","22100","21260"
"In post","2022","16-19","Declared non-disabled","North West (England)","Male","30","30","22540","21260"
"In post","2022","16-19","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Female","40","40","21640","21250"
"In post","2022","16-19","Declared non-disabled","Scotland","Male","25","25","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South East (England)","Female","30","30","23500","22200"
"In post","2022","16-19","Declared non-disabled","South East (England)","Male","45","45","21360","21260"
"In post","2022","16-19","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","South West (England)","Female","35","35","20350","19880"
"In post","2022","16-19","Declared non-disabled","South West (England)","Male","60","60","20180","19460"
"In post","2022","16-19","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Wales","Female","35","30","21050","21070"
"In post","2022","16-19","Declared non-disabled","Wales","Male","35","30","19700","18310"
"In post","2022","16-19","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Female","20","15","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Male","35","35","22180","21250"
"In post","2022","16-19","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Undeclared","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Female","30","30","26350","25740"
"In post","2022","16-19","Unknown","London","Male","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Male","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Female","30","30","22180","21250"
"In post","2022","16-19","Unknown","North West (England)","Male","30","30","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Female","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Male","40","40","21120","21250"
"In post","2022","16-19","Unknown","South East (England)","Female","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Female","15","15","[c]","[c]"
"In post","2022","16-19","Unknown","South West (England)","Male","45","45","17800","17140"
"In post","2022","16-19","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Wales","Female","30","25","19880","18310"
"In post","2022","16-19","Unknown","Wales","Male","35","30","20000","19300"
"In post","2022","16-19","Unknown","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Male","20","20","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Female","25","25","[c]","[c]"
"In post","2022","16-19","Unknown","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2022","20-29","Declared disabled","East Midlands (England)","Female","150","145","25880","25480"
"In post","2022","20-29","Declared disabled","East Midlands (England)","Male","100","95","26910","26590"
"In post","2022","20-29","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","East of England","Female","155","150","25940","25100"
"In post","2022","20-29","Declared disabled","East of England","Male","95","95","26480","26980"
"In post","2022","20-29","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","London","Female","1060","1045","35480","33210"
"In post","2022","20-29","Declared disabled","London","Male","620","615","36770","34260"
"In post","2022","20-29","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","North East (England)","Female","185","180","26370","25000"
"In post","2022","20-29","Declared disabled","North East (England)","Male","110","110","25710","23140"
"In post","2022","20-29","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","North West (England)","Female","390","380","26500","25080"
"In post","2022","20-29","Declared disabled","North West (England)","Male","260","255","26650","25630"
"In post","2022","20-29","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland","Female","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","Female","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","Male","10","10","[c]","[c]"
"In post","2022","20-29","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Scotland","Female","295","285","28440","27400"
"In post","2022","20-29","Declared disabled","Scotland","Male","195","195","27220","24970"
"In post","2022","20-29","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","South East (England)","Female","260","255","26840","26990"
"In post","2022","20-29","Declared disabled","South East (England)","Male","205","200","27030","26610"
"In post","2022","20-29","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","South West (England)","Female","330","325","27200","26350"
"In post","2022","20-29","Declared disabled","South West (England)","Male","255","250","27930","27540"
"In post","2022","20-29","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Female","15","15","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Male","5","5","[c]","[c]"
"In post","2022","20-29","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Wales","Female","200","195","26450","24500"
"In post","2022","20-29","Declared disabled","Wales","Male","135","130","26320","24500"
"In post","2022","20-29","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","West Midlands (England)","Female","215","210","26370","25210"
"In post","2022","20-29","Declared disabled","West Midlands (England)","Male","130","125","25690","25000"
"In post","2022","20-29","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","Female","225","220","28020","26360"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","Male","155","155","27220","26820"
"In post","2022","20-29","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","East Midlands (England)","Female","1240","1215","26090","25120"
"In post","2022","20-29","Declared non-disabled","East Midlands (England)","Male","930","930","26400","26070"
"In post","2022","20-29","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","East of England","Female","1110","1090","26700","26140"
"In post","2022","20-29","Declared non-disabled","East of England","Male","860","855","27370","27120"
"In post","2022","20-29","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","London","Female","7615","7545","36680","34020"
"In post","2022","20-29","Declared non-disabled","London","Male","5710","5685","37810","34550"
"In post","2022","20-29","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","North East (England)","Female","1610","1565","26190","25120"
"In post","2022","20-29","Declared non-disabled","North East (England)","Male","1250","1230","26490","25120"
"In post","2022","20-29","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","North West (England)","Female","3380","3305","26430","25040"
"In post","2022","20-29","Declared non-disabled","North West (England)","Male","2595","2575","26870","25700"
"In post","2022","20-29","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Northern Ireland","Female","135","130","26790","26590"
"In post","2022","20-29","Declared non-disabled","Northern Ireland","Male","130","125","26170","24880"
"In post","2022","20-29","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Overseas","Female","120","120","33940","32560"
"In post","2022","20-29","Declared non-disabled","Overseas","Male","95","95","34610","33230"
"In post","2022","20-29","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Scotland","Female","2390","2340","27970","27230"
"In post","2022","20-29","Declared non-disabled","Scotland","Male","1705","1695","27790","26590"
"In post","2022","20-29","Declared non-disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","South East (England)","Female","2110","2070","27710","27570"
"In post","2022","20-29","Declared non-disabled","South East (England)","Male","1720","1715","28120","27570"
"In post","2022","20-29","Declared non-disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","South West (England)","Female","2515","2460","27520","26670"
"In post","2022","20-29","Declared non-disabled","South West (England)","Male","2640","2635","28190","27540"
"In post","2022","20-29","Declared non-disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Unknown","Female","90","90","30710","29290"
"In post","2022","20-29","Declared non-disabled","Unknown","Male","70","70","29280","27570"
"In post","2022","20-29","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Wales","Female","1895","1835","26220","24730"
"In post","2022","20-29","Declared non-disabled","Wales","Male","1445","1435","26520","25650"
"In post","2022","20-29","Declared non-disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","West Midlands (England)","Female","1880","1830","26120","25080"
"In post","2022","20-29","Declared non-disabled","West Midlands (England)","Male","1260","1250","27150","26350"
"In post","2022","20-29","Declared non-disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","Female","2230","2175","27190","26370"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","Male","1655","1640","27420","26590"
"In post","2022","20-29","Declared non-disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","East Midlands (England)","Female","75","75","26250","25700"
"In post","2022","20-29","Undeclared","East Midlands (England)","Male","55","55","27280","26820"
"In post","2022","20-29","Undeclared","East of England","Female","45","45","28780","29290"
"In post","2022","20-29","Undeclared","East of England","Male","35","35","28550","27570"
"In post","2022","20-29","Undeclared","London","Female","395","395","36610","34020"
"In post","2022","20-29","Undeclared","London","Male","405","405","38270","35000"
"In post","2022","20-29","Undeclared","North East (England)","Female","55","55","27670","26590"
"In post","2022","20-29","Undeclared","North East (England)","Male","60","60","28560","26850"
"In post","2022","20-29","Undeclared","North West (England)","Female","125","125","26670","26090"
"In post","2022","20-29","Undeclared","North West (England)","Male","145","145","28170","27370"
"In post","2022","20-29","Undeclared","Northern Ireland","Female","10","10","[c]","[c]"
"In post","2022","20-29","Undeclared","Northern Ireland","Male","5","5","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Scotland","Female","65","65","27410","27230"
"In post","2022","20-29","Undeclared","Scotland","Male","50","50","27000","24400"
"In post","2022","20-29","Undeclared","South East (England)","Female","90","85","28210","27570"
"In post","2022","20-29","Undeclared","South East (England)","Male","100","100","27730","26820"
"In post","2022","20-29","Undeclared","South West (England)","Female","95","95","26380","26240"
"In post","2022","20-29","Undeclared","South West (England)","Male","125","125","28300","27540"
"In post","2022","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Undeclared","Wales","Female","70","70","25700","25830"
"In post","2022","20-29","Undeclared","Wales","Male","75","75","26330","25520"
"In post","2022","20-29","Undeclared","West Midlands (England)","Female","75","75","25910","25020"
"In post","2022","20-29","Undeclared","West Midlands (England)","Male","80","80","28770","27570"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","Female","90","90","27390","27570"
"In post","2022","20-29","Undeclared","Yorkshire and The Humber","Male","80","80","27040","27120"
"In post","2022","20-29","Unknown","East Midlands (England)","Female","495","480","25550","24800"
"In post","2022","20-29","Unknown","East Midlands (England)","Male","445","440","25950","25210"
"In post","2022","20-29","Unknown","East of England","Female","410","400","25980","24800"
"In post","2022","20-29","Unknown","East of England","Male","340","335","26320","25700"
"In post","2022","20-29","Unknown","London","Female","4680","4650","35330","32790"
"In post","2022","20-29","Unknown","London","Male","3465","3455","36560","33570"
"In post","2022","20-29","Unknown","North East (England)","Female","715","690","25690","24880"
"In post","2022","20-29","Unknown","North East (England)","Male","620","615","26690","26580"
"In post","2022","20-29","Unknown","North West (England)","Female","1610","1575","26330","24880"
"In post","2022","20-29","Unknown","North West (England)","Male","1265","1255","26890","25610"
"In post","2022","20-29","Unknown","Northern Ireland","Female","130","125","24660","21250"
"In post","2022","20-29","Unknown","Northern Ireland","Male","125","125","24090","21250"
"In post","2022","20-29","Unknown","Overseas","Female","40","40","37490","37720"
"In post","2022","20-29","Unknown","Overseas","Male","40","40","41220","38300"
"In post","2022","20-29","Unknown","Scotland","Female","1540","1500","26980","25930"
"In post","2022","20-29","Unknown","Scotland","Male","1310","1295","26920","25050"
"In post","2022","20-29","Unknown","South East (England)","Female","740","725","27250","25770"
"In post","2022","20-29","Unknown","South East (England)","Male","670","660","27150","26350"
"In post","2022","20-29","Unknown","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","South West (England)","Female","685","665","27170","25440"
"In post","2022","20-29","Unknown","South West (England)","Male","705","695","27770","26740"
"In post","2022","20-29","Unknown","Unknown","Female","190","190","28840","29250"
"In post","2022","20-29","Unknown","Unknown","Male","425","425","29260","28980"
"In post","2022","20-29","Unknown","Wales","Female","875","855","26240","24030"
"In post","2022","20-29","Unknown","Wales","Male","800","795","26670","24880"
"In post","2022","20-29","Unknown","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Unknown","West Midlands (England)","Female","815","800","25940","24880"
"In post","2022","20-29","Unknown","West Midlands (England)","Male","630","625","26860","25120"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Female","1110","1085","27150","25000"
"In post","2022","20-29","Unknown","Yorkshire and The Humber","Male","1095","1085","26950","25210"
"In post","2022","30-39","Declared disabled","East Midlands (England)","Female","275","250","28770","27570"
"In post","2022","30-39","Declared disabled","East Midlands (England)","Male","185","185","28290","27130"
"In post","2022","30-39","Declared disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","East of England","Female","200","180","30100","27570"
"In post","2022","30-39","Declared disabled","East of England","Male","125","125","30900","29280"
"In post","2022","30-39","Declared disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","London","Female","1110","1060","43890","40310"
"In post","2022","30-39","Declared disabled","London","Male","785","775","45860","42420"
"In post","2022","30-39","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","North East (England)","Female","305","275","27990","27570"
"In post","2022","30-39","Declared disabled","North East (England)","Male","245","235","28570","26820"
"In post","2022","30-39","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","North West (England)","Female","665","605","29490","27570"
"In post","2022","30-39","Declared disabled","North West (England)","Male","480","475","29590","27130"
"In post","2022","30-39","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Northern Ireland","Female","30","30","32040","27420"
"In post","2022","30-39","Declared disabled","Northern Ireland","Male","25","25","[c]","[c]"
"In post","2022","30-39","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Overseas","Female","35","35","49070","51500"
"In post","2022","30-39","Declared disabled","Overseas","Male","40","40","48580","51500"
"In post","2022","30-39","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Scotland","Female","510","475","32140","28990"
"In post","2022","30-39","Declared disabled","Scotland","Male","395","390","32440","29780"
"In post","2022","30-39","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","South East (England)","Female","370","340","29830","27570"
"In post","2022","30-39","Declared disabled","South East (England)","Male","295","290","30970","29290"
"In post","2022","30-39","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","South West (England)","Female","490","450","32220","30730"
"In post","2022","30-39","Declared disabled","South West (England)","Male","365","360","33750","31990"
"In post","2022","30-39","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Female","15","15","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Male","10","10","[c]","[c]"
"In post","2022","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Wales","Female","420","385","29230","26820"
"In post","2022","30-39","Declared disabled","Wales","Male","265","260","30040","27570"
"In post","2022","30-39","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","West Midlands (England)","Female","370","340","29390","27570"
"In post","2022","30-39","Declared disabled","West Midlands (England)","Male","225","220","30790","27570"
"In post","2022","30-39","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared disabled","Yorkshire and The Humber","Female","385","355","30850","27570"
"In post","2022","30-39","Declared disabled","Yorkshire and The Humber","Male","295","290","30370","27570"
"In post","2022","30-39","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","East Midlands (England)","Female","1735","1560","29920","27570"
"In post","2022","30-39","Declared non-disabled","East Midlands (England)","Male","1335","1320","30620","27570"
"In post","2022","30-39","Declared non-disabled","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","East of England","Female","1675","1505","30070","28140"
"In post","2022","30-39","Declared non-disabled","East of England","Male","1305","1295","31350","29290"
"In post","2022","30-39","Declared non-disabled","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","London","Female","8880","8435","45670","42020"
"In post","2022","30-39","Declared non-disabled","London","Male","7550","7495","46980","43810"
"In post","2022","30-39","Declared non-disabled","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","North East (England)","Female","2590","2310","29170","27120"
"In post","2022","30-39","Declared non-disabled","North East (England)","Male","2065","2040","31570","27570"
"In post","2022","30-39","Declared non-disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","North West (England)","Female","4945","4515","29940","27570"
"In post","2022","30-39","Declared non-disabled","North West (England)","Male","4120","4080","31190","27570"
"In post","2022","30-39","Declared non-disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Northern Ireland","Female","285","265","30820","26930"
"In post","2022","30-39","Declared non-disabled","Northern Ireland","Male","300","300","30970","26820"
"In post","2022","30-39","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Overseas","Female","255","250","45770","49640"
