"Status","Year","Age","Organisation","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Crown Commercial Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Office and Procurator Fiscal Service","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Crown Office and Procurator Fiscal Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Crown Prosecution Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Electronics and Components Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Defence Electronics and Components Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Electronics and Components Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Electronics and Components Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","Outside London","Heterosexual / straight","60","60","19320","19460"
"In post","2022","16-19","Defence Equipment and Support","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Equipment and Support","Outside London","Unknown","40","40","17470","17140"
"In post","2022","16-19","Defence Science and Technology Laboratory","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Science and Technology Laboratory","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Defence Science and Technology Laboratory","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","Heterosexual / straight","115","115","22810","21260"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Work and Pensions (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department of Health and Social Care (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Disclosure Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Outside London","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Licensing Agency","Outside London","Unknown","40","35","19110","18310"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Driver and Vehicle Standards Agency","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Education and Skills Funding Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","FCDO Services","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","FCDO Services","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Food Standards Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Forestry and Land Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Actuary's Department","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Government Legal Department","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Health and Safety Executive","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Courts and Tribunals Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Crown Prosecution Service Inspectorate","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Land Registry","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","Heterosexual / straight","75","75","23070","23140"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Prison and Probation Service","Outside London","Unknown","65","65","22420","21790"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","Heterosexual / straight","80","75","21860","21250"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Revenue and Customs (excl. agencies)","Outside London","Unknown","100","95","21460","21250"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","HM Treasury (excl. agencies)","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Home Office","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Home Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Home Office","Outside London","Unknown","30","30","22800","21680"
"In post","2022","16-19","Intellectual Property Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Intellectual Property Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal Aid Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Maritime and Coastguard Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Met Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Defence (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Ministry of Justice (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Crime Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","National Savings and Investments","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Budget Responsibility","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office for Standards in Education, Children's Services and Skills","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Gas and Electricity Markets","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of Rail and Road","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Office of the Public Guardian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Registers of Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Royal Fleet Auxiliary","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Rural Payments Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Rural Payments Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Courts and Tribunals Service","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Government (excl. agencies)","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Prison Service","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scottish Public Pensions Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Serious Fraud Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Social Security Scotland","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Student Awards Agency for Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Submarine Delivery Agency","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The Insolvency Service","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","The National Archives","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Transport Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","16-19","UK Health Security Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","16-19","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","16-19","Valuation Office Agency","Outside London","LGBO","[c]","[c]","[c]","[c]"
