"Status","Year","Organisation","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Heterosexual / straight","140","[c]","30080","25370"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","HM Revenue and Customs","Unknown","100","[c]","28590","22080"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","Water Services Regulation Authority","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Heterosexual / straight","200","[c]","42130","37410"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","Welsh Government","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","30","[c]","29510","24520"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Heterosexual / straight","35","[c]","28110","24920"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","Attorney General's Departments","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Heterosexual / straight","810","[c]","45880","40580"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","LGBO","90","[c]","42300","37300"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Undeclared","95","[c]","42760","34640"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","825","[c]","38100","32000"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Charity Commission","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","Department for Business, Energy and Industrial Strategy","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Heterosexual / straight","35","[c]","36220","31320"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","Cabinet Office","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Heterosexual / straight","80","[c]","33850","26970"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","Attorney General's Departments","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Heterosexual / straight","330","[c]","34200","31950"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Undeclared","55","[c]","38080","38150"
"Leaver Dept.","2022","Defence Equipment and Support","Ministry of Defence","Unknown","35","[c]","33940","31840"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Heterosexual / straight","45","[c]","39680","38070"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","395","[c]","46660","40220"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","LGBO","65","[c]","43510","40050"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Undeclared","55","[c]","44280","40220"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","65","[c]","44600","40050"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Heterosexual / straight","150","[c]","44840","38150"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","Heterosexual / straight","285","[c]","42520","37100"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","LGBO","40","[c]","41740","39780"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Education (excl. agencies)","Department for Education","Unknown","70","[c]","45750","41110"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","265","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","Heterosexual / straight","115","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Department for International Trade","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Heterosexual / straight","225","[c]","40750","35330"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","LGBO","35","[c]","43060","39790"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","40","[c]","43700","36340"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","Heterosexual / straight","165","[c]","45710","42890"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","LGBO","30","[c]","39190","35060"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","Department for Transport","Unknown","100","[c]","40900","35910"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Heterosexual / straight","2155","[c]","29420","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","LGBO","185","[c]","28830","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Undeclared","215","[c]","30420","27570"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","490","[c]","31410","27570"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Heterosexual / straight","255","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","LGBO","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Undeclared","1000","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","Heterosexual / straight","100","[c]","29100","26470"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","Heterosexual / straight","85","[c]","31500","30700"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","Department for Transport","Unknown","35","[c]","27940","26470"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","Heterosexual / straight","40","[c]","37180","33520"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Education and Skills Funding Agency","Department for Education","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Estyn","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","Heterosexual / straight","50","[c]","39480","37910"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Food Standards Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Heterosexual / straight","70","[c]","43350","39630"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","335","[c]","45740","42200"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Forestry and Land Scotland","Scottish Government","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","HM Treasury","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","Heterosexual / straight","65","[c]","49500","51250"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","Attorney General's Departments","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Property Agency","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","Heterosexual / straight","45","[c]","37790","31710"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","Department for Work and Pensions","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","Heterosexual / straight","365","[c]","27180","23300"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","Undeclared","40","[c]","27870","22680"
"Leaver Dept.","2022","HM Courts and Tribunals Service","Ministry of Justice","Unknown","105","[c]","23300","20970"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","Heterosexual / straight","420","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","Ministry of Justice","Unknown","85","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","1325","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","Heterosexual / straight","140","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Home Office","Heterosexual / straight","1010","[c]","35500","28810"
"Leaver Dept.","2022","Home Office","Home Office","LGBO","75","[c]","36610","30820"
"Leaver Dept.","2022","Home Office","Home Office","Undeclared","105","[c]","37160","33190"
"Leaver Dept.","2022","Home Office","Home Office","Unknown","210","[c]","34060","29380"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Department for Education","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","Heterosexual / straight","35","[c]","31260","25120"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","Heterosexual / straight","30","[c]","31420","26840"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Department for Transport","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Heterosexual / straight","425","[c]","37010","33300"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","LGBO","30","[c]","36740","37640"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Undeclared","55","[c]","38230","36650"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","65","[c]","40000","39070"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Heterosexual / straight","300","[c]","40350","36800"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Undeclared","45","[c]","42210","36800"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","75","[c]","41170","39430"
"Leaver Dept.","2022","National Crime Agency","National Crime Agency","Heterosexual / straight","85","[c]","43670","40170"
"Leaver Dept.","2022","National Crime Agency","National Crime Agency","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Crime Agency","National Crime Agency","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Infrastructure Commission","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Northern Ireland Office","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Northern Ireland Office","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","35","[c]","39170","35010"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
