"Status","Year","Organisation","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","40","[c]","74220","75500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","65","[c]","45820","46360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","Male","45","[c]","63400","64420"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","Female","35","[c]","37590","37370"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","Male","45","[c]","37130","36530"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","AA/AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","AA/AO","Female","115","[c]","20800","19880"
"Leaver CS","2022","Public Health England","AA/AO","Male","45","[c]","20490","19880"
"Leaver CS","2022","Public Health England","EO","Female","205","[c]","25310","25080"
"Leaver CS","2022","Public Health England","EO","Male","45","[c]","25680","25080"
"Leaver CS","2022","Public Health England","G6/G7","Female","315","[c]","57470","53860"
"Leaver CS","2022","Public Health England","G6/G7","Male","90","[c]","58070","55930"
"Leaver CS","2022","Public Health England","SCS level","Female","70","[c]","100770","101430"
"Leaver CS","2022","Public Health England","SCS level","Male","35","[c]","103900","107720"
"Leaver CS","2022","Public Health England","SEO/HEO","Female","455","[c]","36950","37450"
"Leaver CS","2022","Public Health England","SEO/HEO","Male","140","[c]","35900","36330"
"Leaver CS","2022","Queen Elizabeth II Centre","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","Male","215","[c]","36610","33570"
"Leaver CS","2022","Rural Payments Agency","AA/AO","Female","45","[c]","21210","21300"
"Leaver CS","2022","Rural Payments Agency","AA/AO","Male","45","[c]","21160","21300"
"Leaver CS","2022","Rural Payments Agency","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","AA/AO","Female","75","[c]","22630","23780"
"Leaver CS","2022","Scottish Courts and Tribunals Service","AA/AO","Male","30","[c]","22290","20950"
"Leaver CS","2022","Scottish Courts and Tribunals Service","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","Female","35","[c]","23960","23230"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","Male","55","[c]","25300","23230"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","Female","35","[c]","28270","27940"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","Male","30","[c]","28880","28990"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","Male","45","[c]","66610","62170"
"Leaver CS","2022","Scottish Government (excl. agencies)","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","Female","85","[c]","39260","39660"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","Male","85","[c]","39770","36130"
"Leaver CS","2022","Scottish Housing Regulator","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","Female","55","[c]","23770","21640"
"Leaver CS","2022","Scottish Prison Service","AA/AO","Male","95","[c]","24630","26900"
"Leaver CS","2022","Scottish Prison Service","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","EO","Male","105","[c]","34520","35000"
"Leaver CS","2022","Scottish Prison Service","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","Male","35","[c]","42870","40290"
"Leaver CS","2022","Scottish Public Pensions Agency","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Female","35","[c]","35320","32120"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","Male","105","[c]","39040","39500"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","AA/AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","AA/AO","Female","70","[c]","21290","21410"
"Leaver CS","2022","UK Health Security Agency","AA/AO","Male","35","[c]","21400","21820"
"Leaver CS","2022","UK Health Security Agency","EO","Female","75","[c]","25320","25010"
"Leaver CS","2022","UK Health Security Agency","EO","Male","35","[c]","25820","26880"
"Leaver CS","2022","UK Health Security Agency","G6/G7","Female","110","[c]","55710","53290"
"Leaver CS","2022","UK Health Security Agency","G6/G7","Male","70","[c]","57050","53360"
"Leaver CS","2022","UK Health Security Agency","SCS level","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","SCS level","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","Female","225","[c]","35330","36330"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","Male","115","[c]","35080","33350"
"Leaver CS","2022","UK Health Security Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Female","125","[c]","19760","19610"
"Leaver CS","2022","UK Statistics Authority","AA/AO","Male","140","[c]","20010","19610"
"Leaver CS","2022","UK Statistics Authority","EO","Female","40","[c]","24000","23630"
"Leaver CS","2022","UK Statistics Authority","EO","Male","35","[c]","24040","23630"
"Leaver CS","2022","UK Statistics Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Female","80","[c]","33410","32540"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Male","105","[c]","33910","33710"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","AA/AO","Female","95","[c]","21660","22010"
"Leaver CS","2022","Valuation Office Agency","AA/AO","Male","40","[c]","21890","21880"
"Leaver CS","2022","Valuation Office Agency","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","EO","Male","30","[c]","26130","26020"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","G6/G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","Male","30","[c]","39970","42900"
"Leaver CS","2022","Vehicle Certification Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
