"Status","Year","Organisation","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Heterosexual / straight","100","90","30940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Unknown","15","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","Heterosexual / straight","70","65","32410","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","35","35","33210","31020"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","Heterosexual / straight","55","55","31590","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","LGBO","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","East Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","Heterosexual / straight","50","45","32190","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","Undeclared","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","Unknown","15","15","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","45","40","33590","31950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","LGBO","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","Undeclared","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","35","35","30330","29180"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","Heterosexual / straight","70","70","31320","29180"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","East Anglia","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","Heterosexual / straight","35","35","30490","29180"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","East of England","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - East and North East","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","Heterosexual / straight","60","60","33330","31690"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","London","Outer London - West and North West","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","35","35","30070","25190"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","Heterosexual / straight","115","110","25200","21300"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Cumbria","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","Heterosexual / straight","70","65","28440","24920"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","Undeclared","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","North West (England)","Lancashire","Unknown","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","Heterosexual / straight","35","35","33520","29180"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","Undeclared","15","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","Heterosexual / straight","45","45","30710","25190"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","Heterosexual / straight","35","35","28040","27380"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","470","450","33310","28840"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","LGBO","40","40","28000","26440"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Undeclared","80","75","38720","33560"
"In post","2022","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","Unknown","75","70","30820","24370"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","45","40","31170","29180"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Unknown","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","Heterosexual / straight","155","150","28100","21300"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Devon","Unknown","25","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","90","85","28470","24920"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","25","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","Heterosexual / straight","85","80","28590","24920"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","LGBO","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","Undeclared","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","East Wales","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Heterosexual / straight","155","145","28130","25100"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","LGBO","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Unknown","35","30","26350","25100"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","130","120","29870","27110"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","70","65","29440","24920"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","LGBO","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Undeclared","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Unknown","20","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","135","130","29050","25310"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","LGBO","15","15","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Undeclared","30","25","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","Unknown","20","20","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Attorney General's Office","London","Inner London - West","Unknown","30","30","55230","51900"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","25","25","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","Heterosexual / straight","45","40","46450","38420"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","LGBO","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","Undeclared","5","5","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","East Anglia","Unknown","35","35","61740","61710"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Essex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","Heterosexual / straight","665","650","53070","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","LGBO","85","85","49920","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","Undeclared","100","100","52700","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - East","Unknown","180","175","51380","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","Heterosexual / straight","2390","2350","52550","54700"
"In post","2022","Cabinet Office (excl. agencies)","London","Inner London - West","LGBO","275","275","47650","41890"
