"Status","Year","Profession_of_post","Region_ITL1","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","G6/G7","5","5","[c]","[c]"
"In post","2022","Commercial","South East (England)","Surrey, East and West Sussex","SEO/HEO","25","25","39460","38750"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","EO","15","15","25500","25630"
"In post","2022","Commercial","South West (England)","Devon","G6/G7","115","110","51930","48080"
"In post","2022","Commercial","South West (England)","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Devon","SEO/HEO","95","90","36310","37420"
"In post","2022","Commercial","South West (England)","Devon","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","EO","15","15","26180","26540"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","G6/G7","25","25","60270","57280"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","Dorset and Somerset","SEO/HEO","85","80","38520","39600"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","30","23270","21170"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","210","195","24710","26000"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","245","235","57850","54540"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","20","20","103750","101880"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","855","820","36000","35900"
"In post","2022","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","130","40530","37530"
"In post","2022","Commercial","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","East Wales","EO","35","35","27210","26670"
"In post","2022","Commercial","Wales","East Wales","G6/G7","30","30","56580","54600"
"In post","2022","Commercial","Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","East Wales","SEO/HEO","100","100","35070","32890"
"In post","2022","Commercial","Wales","West Wales and The Valleys","AA/AO","40","35","20590","21840"
"In post","2022","Commercial","Wales","West Wales and The Valleys","EO","40","35","26520","26130"
"In post","2022","Commercial","Wales","West Wales and The Valleys","G6/G7","20","20","55460","52360"
"In post","2022","Commercial","Wales","West Wales and The Valleys","SEO/HEO","100","95","35660","33300"
"In post","2022","Commercial","Wales","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","EO","35","35","26370","26350"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","G6/G7","15","15","66280","63880"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","SEO/HEO","65","65","38750","39840"
"In post","2022","Commercial","West Midlands (England)","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","West Midlands","EO","20","20","26420","25520"
"In post","2022","Commercial","West Midlands (England)","West Midlands","G6/G7","25","25","52900","50300"
"In post","2022","Commercial","West Midlands (England)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","West Midlands","SEO/HEO","90","85","35930","36500"
"In post","2022","Commercial","West Midlands (England)","West Midlands","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","G6/G7","10","10","55190","51300"
"In post","2022","Commercial","Yorkshire and The Humber","North Yorkshire","SEO/HEO","35","35","36900","37350"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","AA/AO","25","20","21090","21260"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","EO","45","40","26200","26000"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","G6/G7","45","45","53470","50130"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","SEO/HEO","140","130","35010","35310"
"In post","2022","Commercial","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","AA/AO","20","20","20970","21260"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","EO","40","35","26070","25670"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","G6/G7","85","80","57650","56780"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","SCS level","15","15","80490","76700"
"In post","2022","Commercial","Yorkshire and The Humber","West Yorkshire","SEO/HEO","155","150","36000","36820"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","EO","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","G6/G7","20","20","55460","55210"
"In post","2022","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","SEO/HEO","50","45","36830","36740"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","Lincolnshire","SEO/HEO","10","5","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Bedfordshire and Hertfordshire","SEO/HEO","10","10","39290","37320"
"In post","2022","Communications","East of England","East Anglia","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","East of England","East Anglia","EO","10","10","[c]","[c]"
"In post","2022","Communications","East of England","East Anglia","G6/G7","10","5","[c]","[c]"
"In post","2022","Communications","East of England","East Anglia","SEO/HEO","25","25","33300","33290"
"In post","2022","Communications","East of England","Essex","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East of England","Essex","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","London","Inner London - East","AA/AO","10","10","[c]","[c]"
"In post","2022","Communications","London","Inner London - East","EO","35","30","29620","29320"
"In post","2022","Communications","London","Inner London - East","G6/G7","65","65","61950","62120"
"In post","2022","Communications","London","Inner London - East","SCS level","15","15","97280","89350"
"In post","2022","Communications","London","Inner London - East","SEO/HEO","120","115","39450","40170"
"In post","2022","Communications","London","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Inner London - West","AA/AO","50","50","24310","24250"
"In post","2022","Communications","London","Inner London - West","EO","220","215","28530","27960"
"In post","2022","Communications","London","Inner London - West","G6/G7","655","630","59660","57680"
"In post","2022","Communications","London","Inner London - West","SCS level","80","80","89440","85000"
"In post","2022","Communications","London","Inner London - West","SEO/HEO","885","870","39660","39750"
"In post","2022","Communications","London","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","London","Outer London - South","SEO/HEO","30","30","40800","39440"
"In post","2022","Communications","London","Outer London - West and North West","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","EO","5","5","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","London","Outer London - West and North West","SEO/HEO","25","20","35370","35400"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","EO","10","10","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Northumberland, and Tyne and Wear","SEO/HEO","45","45","35950","33680"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","AA/AO","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","EO","10","10","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","SEO/HEO","15","15","34980","32870"
"In post","2022","Communications","North East (England)","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cheshire","SEO/HEO","10","10","36980","36860"
"In post","2022","Communications","North West (England)","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Greater Manchester","AA/AO","15","15","21300","21250"
"In post","2022","Communications","North West (England)","Greater Manchester","EO","15","15","25320","25000"
"In post","2022","Communications","North West (England)","Greater Manchester","G6/G7","20","20","55760","55210"
"In post","2022","Communications","North West (England)","Greater Manchester","SEO/HEO","55","55","34360","33360"
"In post","2022","Communications","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","EO","10","5","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Lancashire","SEO/HEO","20","20","36700","36700"
"In post","2022","Communications","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Merseyside","EO","5","5","[c]","[c]"
"In post","2022","Communications","North West (England)","Merseyside","G6/G7","25","25","54690","53430"
"In post","2022","Communications","North West (England)","Merseyside","SEO/HEO","50","50","35740","34880"
"In post","2022","Communications","Northern Ireland","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","Northern Ireland","SEO/HEO","20","20","37200","37350"
"In post","2022","Communications","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","EO","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","G6/G7","10","10","[c]","[c]"
"In post","2022","Communications","Scotland","Eastern Scotland","SEO/HEO","25","25","37850","37710"
"In post","2022","Communications","Scotland","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","EO","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","West Central Scotland","SEO/HEO","20","20","36590","36120"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","15","15","21610","21830"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","EO","20","20","28000","26930"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","5","5","[c]","[c]"
"In post","2022","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","45","40","36590","35300"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","AA/AO","15","15","21490","21280"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","EO","50","45","27000","26670"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","G6/G7","15","15","54080","53500"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","SEO/HEO","90","90","35950","34610"
"In post","2022","Communications","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Kent","SEO/HEO","5","5","[c]","[c]"
