"Status","Year","Age","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Analysis","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Science and Engineering","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Analysis","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Statistics","EO","5","5","[c]","[c]"
"In post","2022","65+","Analysis","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Analysis","Statistics","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Commercial","Commercial","AA/AO","10","10","[c]","[c]"
"In post","2022","65+","Commercial","Commercial","EO","10","5","[c]","[c]"
"In post","2022","65+","Commercial","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Commercial","SEO/HEO","30","25","39490","39570"
"In post","2022","65+","Commercial","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Commercial","Unknown","G6/G7","10","10","59930","54700"
"In post","2022","65+","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Communications","AA/AO","10","10","22280","21600"
"In post","2022","65+","Communications","Communications","EO","10","10","28320","28800"
"In post","2022","65+","Communications","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Communications","SEO/HEO","15","15","38880","38260"
"In post","2022","65+","Communications","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Policy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Tax","EO","5","5","[c]","[c]"
"In post","2022","65+","Communications","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Counter Fraud","AA/AO","85","60","22830","22740"
"In post","2022","65+","Counter Fraud","Counter Fraud","EO","165","115","28260","27570"
"In post","2022","65+","Counter Fraud","Counter Fraud","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Counter Fraud","Counter Fraud","SEO/HEO","40","30","37260","36060"
"In post","2022","65+","Counter Fraud","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Legal","AA/AO","25","15","22120","21250"
"In post","2022","65+","Counter Fraud","Legal","EO","20","10","29640","28920"
"In post","2022","65+","Counter Fraud","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Legal","SEO/HEO","30","20","39770","40900"
"In post","2022","65+","Counter Fraud","Operational Delivery","AA/AO","45","35","22140","21260"
"In post","2022","65+","Counter Fraud","Operational Delivery","EO","30","20","28690","28920"
"In post","2022","65+","Counter Fraud","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Operational Delivery","SEO/HEO","15","10","38970","36950"
"In post","2022","65+","Counter Fraud","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Counter Fraud","Tax","EO","20","15","30480","28920"
"In post","2022","65+","Counter Fraud","Tax","G6/G7","10","10","63140","58710"
"In post","2022","65+","Counter Fraud","Tax","SEO/HEO","20","10","39290","39270"
"In post","2022","65+","Debt","Operational Delivery","AA/AO","100","75","23460","22080"
"In post","2022","65+","Debt","Operational Delivery","EO","30","20","29800","28920"
"In post","2022","65+","Debt","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Operational Delivery","SEO/HEO","15","10","37780","35980"
"In post","2022","65+","Debt","Other","AA/AO","75","50","21460","21260"
"In post","2022","65+","Debt","Other","EO","10","5","[c]","[c]"
"In post","2022","65+","Debt","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Tax","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Digital, Data and Technology","AA/AO","35","30","23020","22330"
"In post","2022","65+","Digital, Data & Technology","Digital, Data and Technology","EO","80","65","28570","27570"
"In post","2022","65+","Digital, Data & Technology","Digital, Data and Technology","G6/G7","40","35","60160","59750"
"In post","2022","65+","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","135","110","39790","38340"
"In post","2022","65+","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Knowledge and Information Management","AA/AO","10","10","22520","21830"
"In post","2022","65+","Digital, Data & Technology","Knowledge and Information Management","EO","10","10","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","10","10","37870","36460"
"In post","2022","65+","Digital, Data & Technology","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Project Delivery","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Science and Engineering","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Science and Engineering","SEO/HEO","10","5","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Finance","AA/AO","30","25","23240","22740"
"In post","2022","65+","Finance","Finance","EO","50","40","28740","28920"
"In post","2022","65+","Finance","Finance","G6/G7","20","20","59750","58850"
"In post","2022","65+","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Finance","SEO/HEO","55","45","40240","39640"
"In post","2022","65+","Finance","Operational Delivery","AA/AO","35","25","21670","21250"
"In post","2022","65+","Finance","Operational Delivery","EO","10","5","[c]","[c]"
"In post","2022","65+","Finance","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Grants Management","Operational Delivery","AA/AO","35","25","21300","21300"
"In post","2022","65+","Grants Management","Operational Delivery","EO","20","15","25950","26320"
"In post","2022","65+","Grants Management","Operational Delivery","SEO/HEO","10","5","[c]","[c]"
"In post","2022","65+","Grants Management","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Human Resources","AA/AO","40","35","21830","21830"
"In post","2022","65+","Human Resources","Human Resources","EO","20","20","28400","27860"
"In post","2022","65+","Human Resources","Human Resources","G6/G7","20","15","58230","58970"
"In post","2022","65+","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Human Resources","SEO/HEO","45","35","37860","34790"
"In post","2022","65+","Human Resources","Operational Delivery","AA/AO","10","10","21740","21880"
"In post","2022","65+","Human Resources","Operational Delivery","EO","20","15","28190","27570"
"In post","2022","65+","Human Resources","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Tax","EO","10","5","[c]","[c]"
"In post","2022","65+","Human Resources","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Tax","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","Internal Audit","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Internal Audit","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Legal","EO","10","10","[c]","[c]"
"In post","2022","65+","Legal","Legal","G6/G7","120","85","63810","62340"
"In post","2022","65+","Legal","Legal","SCS level","5","5","[c]","[c]"
"In post","2022","65+","Legal","Legal","SEO/HEO","15","10","42430","39840"
"In post","2022","65+","Legal","Operational Delivery","AA/AO","30","25","23080","23720"
"In post","2022","65+","Legal","Operational Delivery","EO","25","20","28600","28430"
"In post","2022","65+","Legal","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Legal","Tax","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Geography","EO","5","5","[c]","[c]"
"In post","2022","65+","No function","Geography","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Inspector of Education and Training","G6/G7","10","10","77180","75500"
"In post","2022","65+","No function","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Inspector of Education and Training","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","No function","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Knowledge and Information Management","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","No function","Legal","G6/G7","10","10","64670","63500"
"In post","2022","65+","No function","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Legal","SEO/HEO","15","10","47260","47100"
"In post","2022","65+","No function","Medicine","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","No function","Medicine","SCS level","20","10","117510","113420"
"In post","2022","65+","No function","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Operational Delivery","AA/AO","3175","2335","22220","21260"
"In post","2022","65+","No function","Operational Delivery","EO","1715","1235","28440","27570"
"In post","2022","65+","No function","Operational Delivery","G6/G7","80","65","64010","61570"
"In post","2022","65+","No function","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","65+","No function","Operational Delivery","SEO/HEO","500","370","38930","36480"
"In post","2022","65+","No function","Operational Delivery","Unknown","565","425","31130","28200"
"In post","2022","65+","No function","Operational Research","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","No function","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Other","AA/AO","45","35","22240","21260"
"In post","2022","65+","No function","Other","EO","60","50","28220","27570"
"In post","2022","65+","No function","Other","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Other","SEO/HEO","25","15","39820","39000"
"In post","2022","65+","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Planning Inspectors","G6/G7","45","25","66810","65270"
"In post","2022","65+","No function","Planning Inspectors","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Policy","AA/AO","25","25","24450","24370"
"In post","2022","65+","No function","Policy","EO","25","25","28550","28490"
"In post","2022","65+","No function","Policy","G6/G7","50","40","59120","58580"
"In post","2022","65+","No function","Policy","SCS level","10","10","[c]","[c]"
"In post","2022","65+","No function","Policy","SEO/HEO","75","60","37500","36500"
"In post","2022","65+","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Psychology","SEO/HEO","5","5","[c]","[c]"
"In post","2022","65+","No function","Science and Engineering","AA/AO","15","15","23440","24010"
"In post","2022","65+","No function","Science and Engineering","EO","15","15","28230","28150"
"In post","2022","65+","No function","Science and Engineering","G6/G7","65","45","60460","59330"
"In post","2022","65+","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Science and Engineering","SEO/HEO","50","40","37620","38460"
"In post","2022","65+","No function","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Tax","AA/AO","30","30","21970","21250"
"In post","2022","65+","No function","Tax","EO","60","40","29420","28920"
"In post","2022","65+","No function","Tax","G6/G7","30","20","63170","58710"
"In post","2022","65+","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Tax","SEO/HEO","120","80","39420","40530"
"In post","2022","65+","No function","Unknown","AA/AO","20","15","24790","24490"
"In post","2022","65+","No function","Unknown","EO","15","15","29090","29550"
"In post","2022","65+","No function","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","No function","Veterinarian","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","No function","Veterinarian","SEO/HEO","15","10","47400","50660"
"In post","2022","65+","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Commercial","SEO/HEO","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Digital, Data and Technology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Inspector of Education and Training","G6/G7","5","0","[c]","[c]"
"In post","2022","65+","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Medicine","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Operational Delivery","EO","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Operational Delivery","SEO/HEO","15","10","36780","37090"
"In post","2022","65+","Project Delivery","Operational Delivery","Unknown","10","10","30620","26540"
"In post","2022","65+","Project Delivery","Other","EO","45","40","23120","21900"
"In post","2022","65+","Project Delivery","Other","G6/G7","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Other","SEO/HEO","40","35","36440","36960"
"In post","2022","65+","Project Delivery","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Policy","G6/G7","15","10","68960","69560"
"In post","2022","65+","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Policy","SEO/HEO","10","10","41470","40910"
"In post","2022","65+","Project Delivery","Project Delivery","AA/AO","30","20","22510","21260"
"In post","2022","65+","Project Delivery","Project Delivery","EO","20","15","27980","27570"
"In post","2022","65+","Project Delivery","Project Delivery","G6/G7","50","40","59770","59000"
"In post","2022","65+","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Project Delivery","SEO/HEO","105","85","39240","40000"
"In post","2022","65+","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Science and Engineering","EO","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Science and Engineering","G6/G7","10","10","58790","53840"
"In post","2022","65+","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Science and Engineering","SEO/HEO","70","60","38710","39940"
"In post","2022","65+","Project Delivery","Science and Engineering","Unknown","20","20","48090","42580"
"In post","2022","65+","Project Delivery","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Tax","EO","10","5","[c]","[c]"
"In post","2022","65+","Project Delivery","Tax","SEO/HEO","15","10","39840","40910"
"In post","2022","65+","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Operational Delivery","AA/AO","15","15","22730","22030"
"In post","2022","65+","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Other","AA/AO","10","10","[c]","[c]"
"In post","2022","65+","Property","Other","EO","25","25","20940","20620"
"In post","2022","65+","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Property","AA/AO","100","85","19140","17480"
"In post","2022","65+","Property","Property","EO","60","50","28150","27000"
"In post","2022","65+","Property","Property","G6/G7","35","30","59790","59750"
"In post","2022","65+","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Property","SEO/HEO","120","100","39490","37630"
"In post","2022","65+","Property","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Intelligence Analysis","EO","5","5","[c]","[c]"
"In post","2022","65+","Security","Intelligence Analysis","SEO/HEO","15","10","41580","40270"
"In post","2022","65+","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Security","AA/AO","180","160","23430","20560"
"In post","2022","65+","Security","Security","EO","15","15","30260","26670"
"In post","2022","65+","Security","Security","G6/G7","5","5","[c]","[c]"
"In post","2022","65+","Security","Security","SEO/HEO","45","35","39560","37410"
"In post","2022","65+","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","EO","5","5","[c]","[c]"
"In post","2022","65+","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Security","Unknown","SEO/HEO","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data and Technology","G6/G7","10","10","[c]","[c]"
"In post","2022","65+","Unknown","Digital, Data and Technology","SEO/HEO","15","15","42100","41960"
"In post","2022","65+","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Finance","AA/AO","20","15","22870","23370"
"In post","2022","65+","Unknown","Finance","EO","20","20","30840","27680"
"In post","2022","65+","Unknown","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Finance","SEO/HEO","70","65","37240","34640"
"In post","2022","65+","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
