"Status","Year","Disability","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","AO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","EO","85","75","28150","26820"
"In post","2022","Declared disabled","Counter Fraud","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","HEO","75","75","34720","33370"
"In post","2022","Declared disabled","Counter Fraud","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Legal","SEO","35","35","41280","40520"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","AO","150","130","22040","21260"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","EO","165","150","28120","27570"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","G7","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","HEO","100","90","34170","33370"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Delivery","SEO","35","35","40880","40520"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","EO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","HEO","15","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Other","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","EO","30","25","28170","26820"
"In post","2022","Declared disabled","Counter Fraud","Tax","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","G7","40","35","56320","55210"
"In post","2022","Declared disabled","Counter Fraud","Tax","HEO","55","50","34340","33370"
"In post","2022","Declared disabled","Counter Fraud","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Tax","SEO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","AO","255","215","22210","21250"
"In post","2022","Declared disabled","Debt","Operational Delivery","EO","70","65","28260","26820"
"In post","2022","Declared disabled","Debt","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","HEO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Debt","Operational Delivery","SEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Other","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Other","AO","320","270","21200","21260"
"In post","2022","Declared disabled","Debt","Other","EO","65","55","27840","27570"
"In post","2022","Declared disabled","Debt","Other","HEO","10","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","AO","45","45","21820","21250"
"In post","2022","Declared disabled","Debt","Tax","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Debt","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","AO","50","50","22070","21380"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","EO","375","355","27550","27570"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","G6","70","65","68570","67910"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","G7","265","260","54330","53500"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","HEO","390","375","33630","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SCS level","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","SEO","360","345","41020","40520"
"In post","2022","Declared disabled","Digital, Data & Technology","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","AO","30","30","22520","21830"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","EO","30","30","27920","26670"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","HEO","40","40","33160","33300"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","SEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","EO","20","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Operational Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","G6","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","HEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data & Technology","Project Delivery","HEO","10","10","[c]","[c]"
