"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","City of Edinburgh","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","City of Edinburgh","SEO/HEO","HEO","10","10","36150","37030"
"In post","2022","Commercial","City of Edinburgh","SEO/HEO","SEO","10","10","45010","46100"
"In post","2022","Commercial","Clackmannanshire and Fife","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Clackmannanshire and Fife","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Conwy and Denbighshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","G6/G7","G7","15","15","49990","50140"
"In post","2022","Commercial","Coventry","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Coventry","SEO/HEO","HEO","15","15","30610","30090"
"In post","2022","Commercial","Coventry","SEO/HEO","SEO","25","25","38120","36780"
"In post","2022","Commercial","Coventry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Croydon","AA/AO","AO","10","10","26390","27060"
"In post","2022","Commercial","Croydon","EO","EO","20","20","29930","30110"
"In post","2022","Commercial","Croydon","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Croydon","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Croydon","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Croydon","SEO/HEO","HEO","20","20","36660","37290"
"In post","2022","Commercial","Croydon","SEO/HEO","SEO","45","40","46070","45920"
"In post","2022","Commercial","Darlington","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Darlington","EO","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Darlington","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Darlington","G6/G7","G7","10","10","50440","50000"
"In post","2022","Commercial","Darlington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Darlington","SEO/HEO","HEO","20","20","30450","30090"
"In post","2022","Commercial","Darlington","SEO/HEO","SEO","25","25","37370","36500"
"In post","2022","Commercial","Devon CC","EO","EO","15","10","25490","25630"
"In post","2022","Commercial","Devon CC","G6/G7","G6","30","30","60330","60490"
"In post","2022","Commercial","Devon CC","G6/G7","G7","75","75","47930","47960"
"In post","2022","Commercial","Devon CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon CC","SEO/HEO","HEO","30","30","32540","32000"
"In post","2022","Commercial","Devon CC","SEO/HEO","SEO","50","50","38210","38120"
"In post","2022","Commercial","Dorset","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dudley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Durham","SEO/HEO","SEO","10","10","41890","41740"
"In post","2022","Commercial","East Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Derbyshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","East Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Merseyside","SEO/HEO","SEO","10","10","39390","36820"
"In post","2022","Commercial","East Riding of Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Riding of Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Sussex CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Enfield","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Falkirk","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","EO","EO","10","10","29510","29470"
"In post","2022","Commercial","Flintshire and Wrexham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Flintshire and Wrexham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Commercial","Glasgow City","EO","EO","30","30","26880","26510"
"In post","2022","Commercial","Glasgow City","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Glasgow City","SEO/HEO","HEO","45","45","34030","33300"
"In post","2022","Commercial","Glasgow City","SEO/HEO","SEO","25","25","41670","42080"
"In post","2022","Commercial","Gloucestershire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester North West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","EO","EO","15","10","27200","26820"
"In post","2022","Commercial","Greater Manchester South West","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester South West","SEO/HEO","HEO","15","10","32390","33080"
"In post","2022","Commercial","Greater Manchester South West","SEO/HEO","SEO","35","35","42970","40520"
"In post","2022","Commercial","Greater Manchester South West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwent Valleys","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gwynedd","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hackney and Newham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Haringey and Islington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Harrow and Hillingdon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Heart of Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, County of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hertfordshire CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","AA/AO","AO","20","20","21910","21660"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","EO","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hounslow and Richmond upon Thames","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Anglesey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Isle of Wight","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent Thames Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kingston upon Hull, City of","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Commercial","Lambeth","G6/G7","G7","15","15","54560","53860"
"In post","2022","Commercial","Lambeth","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lambeth","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leeds","AA/AO","AO","20","15","21020","21260"
"In post","2022","Commercial","Leeds","EO","EO","35","35","25870","25440"
"In post","2022","Commercial","Leeds","G6/G7","G6","35","30","64960","62400"
"In post","2022","Commercial","Leeds","G6/G7","G7","50","45","52330","50510"
"In post","2022","Commercial","Leeds","SCS level","SCS level","10","10","78810","75680"
"In post","2022","Commercial","Leeds","SEO/HEO","HEO","50","50","30780","30450"
"In post","2022","Commercial","Leeds","SEO/HEO","SEO","95","90","38600","36820"
"In post","2022","Commercial","Leicester","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicester","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lewisham and Southwark","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lisburn and Castlereagh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Liverpool","EO","EO","35","35","25630","25520"
"In post","2022","Commercial","Liverpool","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Liverpool","G6/G7","G7","10","10","47340","41670"
