"Status","Year","Age","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Economics","London","Westminster","15","15","25610","24300"
"In post","2022","16-19","Economics","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Economics","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","16-19","Finance","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","15","15","19730","19460"
"In post","2022","16-19","Finance","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Finance","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Human Resources","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Internal Audit","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","International Trade","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Knowledge and Information Management","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Legal","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","Leicester","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","Leicestershire CC and Rutland","10","10","20930","20930"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","Nottingham","20","20","22320","21250"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Heart of Essex","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Peterborough","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","East of England","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Barnet","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Bexley and Greenwich","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Croydon","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","London","Westminster","10","10","23330","20370"
"In post","2022","16-19","Operational Delivery","North East (England)","Durham","10","10","22510","23140"
"In post","2022","16-19","Operational Delivery","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North East (England)","Tyneside","25","25","21450","21260"
"In post","2022","16-19","Operational Delivery","North West (England)","Blackpool","10","10","23550","21260"
"In post","2022","16-19","Operational Delivery","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Greater Manchester South West","15","15","21690","21250"
"In post","2022","16-19","Operational Delivery","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Liverpool","30","30","21650","21250"
"In post","2022","16-19","Operational Delivery","North West (England)","Manchester","15","15","21280","21130"
"In post","2022","16-19","Operational Delivery","North West (England)","Mid Lancashire","10","10","20560","21260"
"In post","2022","16-19","Operational Delivery","North West (England)","Sefton","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","City of Edinburgh","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Glasgow City","10","10","21310","21150"
"In post","2022","16-19","Operational Delivery","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Scotland","South Lanarkshire","10","10","21310","21250"
"In post","2022","16-19","Operational Delivery","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","East Kent","20","20","22550","21680"
"In post","2022","16-19","Operational Delivery","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Kent Thames Gateway","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Medway","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","South Hampshire","10","10","20250","19860"
"In post","2022","16-19","Operational Delivery","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Bristol, City of","10","10","21000","21110"
"In post","2022","16-19","Operational Delivery","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Dorset","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","Cardiff and Vale of Glamorgan","15","15","21800","21250"
"In post","2022","16-19","Operational Delivery","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Wales","Swansea","75","65","19280","18310"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Birmingham","20","20","21900","21250"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Staffordshire CC","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Bradford","15","15","21640","21250"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Kingston upon Hull, City of","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Leeds","25","25","22030","21260"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Delivery","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Operational Research","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","London","Westminster","10","10","[c]","[c]"
"In post","2022","16-19","Other","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Scotland","East Ayrshire and North Ayrshire mainland","10","10","[c]","[c]"
"In post","2022","16-19","Other","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South East (England)","South Hampshire","5","5","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Other","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Other","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","London","Westminster","20","20","25820","25170"
"In post","2022","16-19","Policy","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","16-19","Policy","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Policy","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Project Delivery","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","South East (England)","Milton Keynes","15","15","19130","16630"
"In post","2022","16-19","Property","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Property","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Science and Engineering","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","70","70","18120","17140"
"In post","2022","16-19","Science and Engineering","South West (England)","Plymouth","10","10","18710","18030"
"In post","2022","16-19","Science and Engineering","South West (England)","Wiltshire","15","15","19290","22230"
"In post","2022","16-19","Science and Engineering","Wales","Flintshire and Wrexham","10","10","17820","17450"
"In post","2022","16-19","Science and Engineering","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Statistics","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","North East (England)","Sunderland","5","5","[c]","[c]"
"In post","2022","16-19","Tax","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Liverpool","10","10","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2022","16-19","Tax","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Tax","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","London","Westminster","15","15","25820","24490"
"In post","2022","16-19","Unknown","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Angus and Dundee City","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","City of Edinburgh","25","25","22730","21050"
"In post","2022","16-19","Unknown","Scotland","Glasgow City","20","20","21230","21050"
"In post","2022","16-19","Unknown","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
