"Status","Year","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","HM Courts and Tribunals Service","EO","215","[c]","25200","25120"
"Leaver CS","2022","HM Courts and Tribunals Service","G6/G7","55","[c]","58100","57190"
"Leaver CS","2022","HM Courts and Tribunals Service","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Courts and Tribunals Service","SEO/HEO","215","[c]","36910","36050"
"Leaver CS","2022","HM Land Registry","AA/AO","110","[c]","22810","22600"
"Leaver CS","2022","HM Land Registry","EO","120","[c]","27750","27130"
"Leaver CS","2022","HM Land Registry","G6/G7","30","[c]","62590","61090"
"Leaver CS","2022","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","SEO/HEO","145","[c]","37940","37290"
"Leaver CS","2022","HM Prison and Probation Service","AA/AO","4550","[c]","25040","23960"
"Leaver CS","2022","HM Prison and Probation Service","EO","475","[c]","30920","31890"
"Leaver CS","2022","HM Prison and Probation Service","G6/G7","35","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Prison and Probation Service","SEO/HEO","340","[c]","41460","38160"
"Leaver CS","2022","HM Prison and Probation Service","Unknown","1780","[c]","30420","28200"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","AA/AO","2630","[c]","21890","22080"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","EO","895","[c]","28610","28920"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","G6/G7","310","[c]","63380","62910"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SCS level","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","SEO/HEO","820","[c]","38600","37930"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","G6/G7","55","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury (excl. agencies)","SEO/HEO","60","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","AA/AO","570","[c]","21990","21680"
"Leaver CS","2022","Home Office","EO","850","[c]","27470","27240"
"Leaver CS","2022","Home Office","G6/G7","185","[c]","62130","60670"
"Leaver CS","2022","Home Office","SCS level","25","[c]","98590","94380"
"Leaver CS","2022","Home Office","SEO/HEO","450","[c]","37520","37190"
"Leaver CS","2022","Home Office","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","EO","30","[c]","25370","24030"
"Leaver CS","2022","Intellectual Property Office","G6/G7","10","[c]","62850","60790"
"Leaver CS","2022","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","SEO/HEO","10","[c]","39520","39510"
"Leaver CS","2022","Legal Aid Agency","AA/AO","35","[c]","20220","20370"
"Leaver CS","2022","Legal Aid Agency","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal Aid Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","AA/AO","60","[c]","23220","21840"
"Leaver CS","2022","Maritime and Coastguard Agency","EO","20","[c]","28150","26470"
"Leaver CS","2022","Maritime and Coastguard Agency","G6/G7","15","[c]","59770","57050"
"Leaver CS","2022","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Maritime and Coastguard Agency","SEO/HEO","60","[c]","39380","36040"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","AA/AO","15","[c]","23780","23800"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","EO","50","[c]","27850","27400"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","G6/G7","65","[c]","60180","54470"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SCS level","40","[c]","90130","86330"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","105","[c]","36920","33480"
"Leaver CS","2022","Met Office","AA/AO","25","[c]","18690","17900"
"Leaver CS","2022","Met Office","EO","15","[c]","26400","26880"
"Leaver CS","2022","Met Office","G6/G7","25","[c]","52510","49890"
"Leaver CS","2022","Met Office","SEO/HEO","70","[c]","37270","37790"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","1605","[c]","23390","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","620","[c]","28940","26930"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","195","[c]","64370","60770"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SCS level","20","[c]","95970","87820"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","925","[c]","38830","38690"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","15","[c]","36810","31570"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","55","[c]","20280","20370"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","70","[c]","26070","26410"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","105","[c]","60590","59300"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SCS level","10","[c]","103810","94670"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","165","[c]","37910","36800"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","25","[c]","53430","53920"
"Leaver CS","2022","National Crime Agency","AA/AO","30","[c]","23670","23100"
"Leaver CS","2022","National Crime Agency","EO","130","[c]","33820","34140"
"Leaver CS","2022","National Crime Agency","G6/G7","30","[c]","68600","65630"
"Leaver CS","2022","National Crime Agency","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","120","[c]","44640","44910"
"Leaver CS","2022","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","10","[c]","23090","23230"
"Leaver CS","2022","National Records of Scotland","EO","10","[c]","27060","27230"
"Leaver CS","2022","National Records of Scotland","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","SEO/HEO","10","[c]","39190","37890"
"Leaver CS","2022","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SEO/HEO","15","[c]","41440","41620"
"Leaver CS","2022","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","30","[c]","20740","21410"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","65","[c]","75100","75500"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","80","[c]","45520","46360"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","25","[c]","20040","19750"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","45","[c]","25700","25600"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","75","[c]","61810","58120"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS level","15","[c]","101390","99990"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","80","[c]","37340","36660"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","SEO/HEO","10","[c]","36290","38000"
"Leaver CS","2022","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","G6/G7","20","[c]","60650","59750"
"Leaver CS","2022","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","AA/AO","45","[c]","20400","20970"
"Leaver CS","2022","Office of the Public Guardian","EO","10","[c]","23950","23700"
"Leaver CS","2022","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","AA/AO","20","[c]","20360","21270"
"Leaver CS","2022","Planning Inspectorate","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","G6/G7","30","[c]","59990","59320"
"Leaver CS","2022","Planning Inspectorate","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Public Health England","AA/AO","165","[c]","20710","19880"
"Leaver CS","2022","Public Health England","EO","250","[c]","25370","25080"
"Leaver CS","2022","Public Health England","G6/G7","405","[c]","57610","54020"
"Leaver CS","2022","Public Health England","SCS level","110","[c]","101840","101430"
"Leaver CS","2022","Public Health England","SEO/HEO","595","[c]","36700","37190"
"Leaver CS","2022","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","SEO/HEO","15","[c]","40460","37520"
"Leaver CS","2022","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Rural Payments Agency","AA/AO","90","[c]","21190","21300"
"Leaver CS","2022","Rural Payments Agency","EO","45","[c]","25630","25880"
"Leaver CS","2022","Rural Payments Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Rural Payments Agency","SEO/HEO","25","[c]","32660","31900"
"Leaver CS","2022","Scottish Courts and Tribunals Service","AA/AO","105","[c]","22530","22000"
"Leaver CS","2022","Scottish Courts and Tribunals Service","EO","25","[c]","30100","30450"
"Leaver CS","2022","Scottish Courts and Tribunals Service","G6/G7","10","[c]","63500","60820"
"Leaver CS","2022","Scottish Courts and Tribunals Service","SEO/HEO","25","[c]","41180","41060"
"Leaver CS","2022","Scottish Forestry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Forestry","SEO/HEO","10","[c]","44580","47250"
"Leaver CS","2022","Scottish Government (excl. agencies)","AA/AO","90","[c]","24750","23230"
"Leaver CS","2022","Scottish Government (excl. agencies)","EO","65","[c]","28570","27940"
"Leaver CS","2022","Scottish Government (excl. agencies)","G6/G7","75","[c]","65710","62170"
"Leaver CS","2022","Scottish Government (excl. agencies)","SCS level","20","[c]","95150","88280"
"Leaver CS","2022","Scottish Government (excl. agencies)","SEO/HEO","170","[c]","39510","39660"
"Leaver CS","2022","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","AA/AO","150","[c]","24320","25420"
"Leaver CS","2022","Scottish Prison Service","EO","130","[c]","34350","35000"
"Leaver CS","2022","Scottish Prison Service","G6/G7","15","[c]","58890","54170"
"Leaver CS","2022","Scottish Prison Service","SEO/HEO","50","[c]","43150","43040"
"Leaver CS","2022","Scottish Public Pensions Agency","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Public Pensions Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","G6/G7","15","[c]","57160","55680"
"Leaver CS","2022","Serious Fraud Office","SEO/HEO","20","[c]","37280","36780"
"Leaver CS","2022","Social Security Scotland","AA/AO","20","[c]","22030","22140"
"Leaver CS","2022","Social Security Scotland","EO","15","[c]","28230","27940"
"Leaver CS","2022","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","AA/AO","20","[c]","21510","21050"
"Leaver CS","2022","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","Unknown","140","[c]","38120","37670"
"Leaver CS","2022","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","AA/AO","40","[c]","21060","21130"
"Leaver CS","2022","The Insolvency Service","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","G6/G7","10","[c]","61130","57670"
"Leaver CS","2022","The Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","SEO/HEO","35","[c]","34730","34500"
"Leaver CS","2022","The National Archives","AA/AO","25","[c]","20020","20340"
"Leaver CS","2022","The National Archives","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The National Archives","SEO/HEO","30","[c]","33240","30450"
"Leaver CS","2022","Transport Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Transport Scotland","SEO/HEO","10","[c]","40800","39660"
"Leaver CS","2022","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","G6/G7","10","[c]","68680","71730"
"Leaver CS","2022","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","SEO/HEO","25","[c]","43790","45160"
"Leaver CS","2022","UK Health Security Agency","AA/AO","105","[c]","21330","21820"
"Leaver CS","2022","UK Health Security Agency","EO","110","[c]","25470","25010"
"Leaver CS","2022","UK Health Security Agency","G6/G7","180","[c]","56220","53360"
"Leaver CS","2022","UK Health Security Agency","SCS level","45","[c]","100040","87210"
"Leaver CS","2022","UK Health Security Agency","SEO/HEO","340","[c]","35250","35610"
"Leaver CS","2022","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","AA/AO","10","[c]","20370","20420"
"Leaver CS","2022","UK Hydrographic Office","EO","10","[c]","27760","26740"
"Leaver CS","2022","UK Hydrographic Office","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","UK Hydrographic Office","SEO/HEO","40","[c]","38680","35620"
"Leaver CS","2022","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","UK Space Agency","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","AA/AO","265","[c]","19890","19610"
"Leaver CS","2022","UK Statistics Authority","EO","75","[c]","24050","23630"
"Leaver CS","2022","UK Statistics Authority","G6/G7","40","[c]","55490","53400"
"Leaver CS","2022","UK Statistics Authority","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","SEO/HEO","190","[c]","33670","32900"
"Leaver CS","2022","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Supreme Court","SEO/HEO","15","[c]","36860","37230"
"Leaver CS","2022","Valuation Office Agency","AA/AO","140","[c]","21730","22010"
"Leaver CS","2022","Valuation Office Agency","EO","55","[c]","26180","26030"
"Leaver CS","2022","Valuation Office Agency","G6/G7","20","[c]","62060","61820"
"Leaver CS","2022","Valuation Office Agency","SEO/HEO","55","[c]","40290","42900"
"Leaver CS","2022","Vehicle Certification Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Vehicle Certification Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","SEO/HEO","30","[c]","49380","46450"
"Leaver CS","2022","Welsh Government (excl. agencies)","AA/AO","60","[c]","23140","23830"
"Leaver CS","2022","Welsh Government (excl. agencies)","EO","35","[c]","28410","28850"
"Leaver CS","2022","Welsh Government (excl. agencies)","G6/G7","40","[c]","63850","61070"
"Leaver CS","2022","Welsh Government (excl. agencies)","SCS level","20","[c]","101050","101020"
"Leaver CS","2022","Welsh Government (excl. agencies)","SEO/HEO","95","[c]","39600","38160"
"Leaver CS","2022","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Welsh Revenue Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","EO","35","[c]","24630","24250"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","AA/AO","20","[c]","21250","21300"
"Leaver Dept.","2022","Animal and Plant Health Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","AA/AO","50","[c]","21880","21050"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","EO","175","[c]","27320","27500"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","G6/G7","480","[c]","58300","54700"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SCS level","100","[c]","87100","76950"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","SEO/HEO","1020","[c]","33540","32000"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","SEO/HEO","30","[c]","33530","35020"
"Leaver Dept.","2022","Companies House","AA/AO","10","[c]","20950","20100"
"Leaver Dept.","2022","Companies House","EO","10","[c]","27960","25510"
"Leaver Dept.","2022","Companies House","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Companies House","SEO/HEO","20","[c]","35660","36070"
"Leaver Dept.","2022","Competition and Markets Authority","AA/AO","10","[c]","22900","22860"
"Leaver Dept.","2022","Competition and Markets Authority","EO","10","[c]","27880","27920"
"Leaver Dept.","2022","Competition and Markets Authority","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","SEO/HEO","15","[c]","36600","34720"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","G6/G7","10","[c]","48230","48000"
"Leaver Dept.","2022","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","SEO/HEO","20","[c]","34550","34800"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","AA/AO","40","[c]","23180","23770"
"Leaver Dept.","2022","Crown Prosecution Service","EO","30","[c]","26750","26970"
"Leaver Dept.","2022","Crown Prosecution Service","G6/G7","20","[c]","58920","58900"
"Leaver Dept.","2022","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","SEO/HEO","20","[c]","34930","31560"
"Leaver Dept.","2022","Defence Equipment and Support","EO","110","[c]","22870","22750"
"Leaver Dept.","2022","Defence Equipment and Support","G6/G7","55","[c]","54450","54740"
"Leaver Dept.","2022","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Defence Equipment and Support","SEO/HEO","265","[c]","34380","34110"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","AA/AO","[c]","[c]","[c]","[c]"
