"Status","Year","Organisation","Profession_of_post","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","Northumberland, and Tyne and Wear","Tyneside","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Digital, Data and Technology","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Finance","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Inner London - West","Westminster","15","15","39430","36350"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Human Resources","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Knowledge and Information Management","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","100","90","28160","24410"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dorset and Somerset","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Anglia","Suffolk CC","35","35","34240","34260"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","70","70","30110","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","40","35","31890","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Greater Manchester","Manchester","125","115","29860","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Hampshire and Isle of Wight","North Hampshire","20","20","33710","34500"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","Wandsworth","10","10","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Inner London - West","Westminster","90","85","40960","38670"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","130","120","29210","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Central Scotland","Glasgow City","85","75","30940","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","Birmingham","65","60","30760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Delivery","West Yorkshire","Leeds","65","60","31760","30950"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Operational Research","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Policy","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Advisory, Conciliation and Arbitration Service","Project Delivery","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Commercial","Surrey, East and West Sussex","West Surrey","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","15","15","31770","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Bedfordshire and Hertfordshire","Hertfordshire CC","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cheshire","Cheshire East","25","25","31120","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","40","40","26760","25320"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Cumbria","East Cumbria","130","120","23560","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","South and West Derbyshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Devon","Devon CC","165","155","25160","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Dorset and Somerset","Somerset CC","20","20","29180","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Anglia","Cambridgeshire CC","25","25","29750","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Anglia","North and West Norfolk","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Anglia","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Anglia","Suffolk CC","30","30","27550","25100"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Wales","Cardiff and Vale of Glamorgan","80","75","25970","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Wales","Powys","20","15","32520","32540"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","20","20","27360","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Eastern Scotland","Perth and Kinross, and Stirling","30","30","29780","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Essex","Heart of Essex","40","40","29120","28030"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","60","55","23960","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","35","30","28930","25600"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Greater Manchester","Manchester","15","15","27730","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Hampshire and Isle of Wight","Central Hampshire","35","35","28010","25190"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","110","100","27250","25360"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","15","10","25050","23110"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Inner London - West","Westminster","15","10","37860","29680"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Kent","East Kent","35","35","28430","28340"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Kent","Mid Kent","10","10","28070","26580"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Lancashire","Mid Lancashire","90","80","26880","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","15","15","28420","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Lincolnshire","Lincolnshire CC","20","20","31850","29180"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","North Yorkshire CC","100","95","30280","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","North Yorkshire","York","70","65","23650","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Northumberland, and Tyne and Wear","Tyneside","30","30","30630","26520"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outer London - East and North East","Redbridge and Waltham Forest","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","Harrow and Hillingdon","15","15","34150","31690"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Outer London - West and North West","Hounslow and Richmond upon Thames","65","65","32440","31570"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Shropshire","25","25","29820","27850"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Staffordshire CC","65","60","24410","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","Scottish Borders","10","10","27120","23110"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","South Ayrshire","20","15","24390","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Surrey","150","145","32370","28270"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Sussex (North East)","20","20","31470","29610"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","Unknown","Unknown","20","20","25480","25130"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","Gwynedd","60","50","25260","21300"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Wales and The Valleys","South West Wales","110","105","26090","24920"
"In post","2022","Animal and Plant Health Agency","Operational Delivery","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Other","Surrey, East and West Sussex","West Surrey","15","15","38600","38750"
"In post","2022","Animal and Plant Health Agency","Other","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","25","25","34020","30730"
"In post","2022","Animal and Plant Health Agency","Project Delivery","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Project Delivery","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Cumbria","East Cumbria","15","15","24690","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Derbyshire and Nottinghamshire","South Nottinghamshire","15","15","29020","24920"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Devon","Devon CC","15","15","31480","26450"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","East Anglia","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","10","31960","29180"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","North Yorkshire","North Yorkshire CC","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Northumberland, and Tyne and Wear","Tyneside","20","15","28170","25060"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Surrey, East and West Sussex","West Surrey","450","430","32700","28550"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Science and Engineering","West Wales and The Valleys","South West Wales","10","10","24320","21300"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","10","10","47340","49120"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cheshire","Cheshire East","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","15","15","43560","38330"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Cumbria","East Cumbria","15","10","43440","48740"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Devon","Devon CC","25","25","43780","41480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Dorset and Somerset","Somerset CC","15","15","41250","36970"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Anglia","Suffolk CC","10","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Eastern Scotland","Perth and Kinross, and Stirling","10","10","47030","47550"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","30","30","34300","35900"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","10","44040","46480"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Inner London - West","Westminster","5","5","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Lancashire","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","Animal and Plant Health Agency","Veterinarian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","10","[c]","[c]"
