"Status","Year","Age","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","20-29","Black","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Counter Fraud","Department for Work and Pensions","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Counter Fraud","HM Revenue and Customs","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Debt","HM Revenue and Customs","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Cabinet Office","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Grants Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Grants Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Attorney General's Departments","40","[c]","26440","26950"
"New entrant CS","2022","20-29","Black","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Business, Energy and Industrial Strategy","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Education","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for International Trade","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Department for Work and Pensions","195","[c]","28090","29290"
"New entrant CS","2022","20-29","Black","No function","Department of Health and Social Care","70","[c]","28560","26880"
"New entrant CS","2022","20-29","Black","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","HM Revenue and Customs","55","[c]","27710","26590"
"New entrant CS","2022","20-29","Black","No function","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Ministry of Justice","175","[c]","25540","24980"
"New entrant CS","2022","20-29","Black","No function","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Ministry of Defence","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Property","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Department for Work and Pensions","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Home Office","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","UK Statistics Authority","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
