"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","EO","EO","Male","795","780","26760","26820"
"In post","2022","Finance","G6/G7","G6","Female","370","355","66780","66610"
"In post","2022","Finance","G6/G7","G6","Male","425","420","67980","67400"
"In post","2022","Finance","G6/G7","G7","Female","970","935","54280","53760"
"In post","2022","Finance","G6/G7","G7","Male","1005","995","55110","54650"
"In post","2022","Finance","SCS level","SCS level","Female","120","115","85720","79810"
"In post","2022","Finance","SCS level","SCS level","Male","185","185","88420","80290"
"In post","2022","Finance","SEO/HEO","HEO","Female","1515","1425","33340","33080"
"In post","2022","Finance","SEO/HEO","HEO","Male","1140","1120","33590","33200"
"In post","2022","Finance","SEO/HEO","SEO","Female","1440","1370","40550","40520"
"In post","2022","Finance","SEO/HEO","SEO","Male","1335","1310","41150","40520"
"In post","2022","Finance","Unknown","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2022","Grants Management","AA/AO","AO","Female","750","655","21280","21300"
"In post","2022","Grants Management","AA/AO","AO","Male","530","515","21270","21300"
"In post","2022","Grants Management","EO","EO","Female","370","330","25430","25190"
"In post","2022","Grants Management","EO","EO","Male","230","225","25450","25190"
"In post","2022","Grants Management","G6/G7","G6","Female","10","10","[c]","[c]"
"In post","2022","Grants Management","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","Grants Management","G6/G7","G7","Female","25","25","[c]","[c]"
"In post","2022","Grants Management","G6/G7","G7","Male","25","25","[c]","[c]"
"In post","2022","Grants Management","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Grants Management","SEO/HEO","HEO","Female","130","115","30200","30210"
"In post","2022","Grants Management","SEO/HEO","HEO","Male","115","115","30570","30320"
"In post","2022","Grants Management","SEO/HEO","SEO","Female","60","60","36890","36520"
"In post","2022","Grants Management","SEO/HEO","SEO","Male","50","50","38080","37530"
"In post","2022","Human Resources","AA/AO","AA","Female","45","40","20240","19810"
"In post","2022","Human Resources","AA/AO","AA","Male","20","20","[c]","[c]"
"In post","2022","Human Resources","AA/AO","AO","Female","1130","1000","21820","21380"
"In post","2022","Human Resources","AA/AO","AO","Male","435","420","21680","21250"
"In post","2022","Human Resources","EO","EO","Female","1760","1620","27150","26930"
"In post","2022","Human Resources","EO","EO","Male","825","805","27580","27570"
"In post","2022","Human Resources","G6/G7","G6","Female","430","415","66580","66230"
"In post","2022","Human Resources","G6/G7","G6","Male","205","205","67530","66950"
"In post","2022","Human Resources","G6/G7","G7","Female","1170","1120","53980","54110"
"In post","2022","Human Resources","G6/G7","G7","Male","540","535","54900","54700"
"In post","2022","Human Resources","SCS level","SCS level","Female","170","165","86920","79750"
"In post","2022","Human Resources","SCS level","SCS level","Male","90","90","86510","78150"
"In post","2022","Human Resources","SEO/HEO","HEO","Female","2010","1900","33030","33080"
"In post","2022","Human Resources","SEO/HEO","HEO","Male","895","870","33830","33300"
"In post","2022","Human Resources","SEO/HEO","SEO","Female","1335","1260","40530","40520"
"In post","2022","Human Resources","SEO/HEO","SEO","Male","615","605","41100","40520"
"In post","2022","Human Resources","Unknown","Unknown","Female","30","25","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","AO","Female","15","15","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","AO","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","EO","EO","Female","35","35","27570","26670"
"In post","2022","Internal Audit","EO","EO","Male","10","10","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","G6","Female","30","30","67380","65620"
"In post","2022","Internal Audit","G6/G7","G6","Male","40","40","67080","64480"
"In post","2022","Internal Audit","G6/G7","G7","Female","65","60","53890","54130"
"In post","2022","Internal Audit","G6/G7","G7","Male","70","70","54090","54130"
"In post","2022","Internal Audit","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Internal Audit","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","HEO","Female","80","80","33970","33420"
"In post","2022","Internal Audit","SEO/HEO","HEO","Male","70","65","34480","33420"
"In post","2022","Internal Audit","SEO/HEO","SEO","Female","170","155","43440","42720"
"In post","2022","Internal Audit","SEO/HEO","SEO","Male","135","130","44330","43380"
"In post","2022","Legal","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","AA","Male","15","15","[c]","[c]"
"In post","2022","Legal","AA/AO","AO","Female","1150","1030","22760","22200"
"In post","2022","Legal","AA/AO","AO","Male","455","445","22880","22200"
"In post","2022","Legal","EO","EO","Female","1520","1395","27980","27710"
"In post","2022","Legal","EO","EO","Male","610","595","28080","27570"
"In post","2022","Legal","G6/G7","G6","Female","880","790","69220","67420"
"In post","2022","Legal","G6/G7","G6","Male","610","595","71010","70350"
"In post","2022","Legal","G6/G7","G7","Female","2870","2585","55680","54080"
"In post","2022","Legal","G6/G7","G7","Male","1635","1570","56350","55610"
"In post","2022","Legal","SCS level","SCS level","Female","250","235","86800","82500"
"In post","2022","Legal","SCS level","SCS level","Male","210","205","89170","83350"
"In post","2022","Legal","SEO/HEO","HEO","Female","820","775","35350","33840"
"In post","2022","Legal","SEO/HEO","HEO","Male","470","465","34930","33370"
"In post","2022","Legal","SEO/HEO","SEO","Female","570","535","45750","41750"
"In post","2022","Legal","SEO/HEO","SEO","Male","330","325","45430","41750"
"In post","2022","No function","AA/AO","AA","Female","6200","5220","20600","20890"
"In post","2022","No function","AA/AO","AA","Male","4680","4330","21070","20890"
"In post","2022","No function","AA/AO","AO","Female","47895","40960","22510","21260"
"In post","2022","No function","AA/AO","AO","Male","35015","33400","24450","22080"
"In post","2022","No function","EO","EO","Female","46365","41475","28060","27570"
"In post","2022","No function","EO","EO","Male","30440","29320","28870","27570"
"In post","2022","No function","G6/G7","G6","Female","3275","3110","67490","65790"
"In post","2022","No function","G6/G7","G6","Male","3455","3360","68410","66440"
"In post","2022","No function","G6/G7","G7","Female","8910","8550","54480","53620"
"In post","2022","No function","G6/G7","G7","Male","9020","8860","55380","54370"
"In post","2022","No function","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","SCS level","SCS level","Female","1650","1555","88220","79890"
"In post","2022","No function","SCS level","SCS level","Male","1675","1645","91430","83040"
"In post","2022","No function","SEO/HEO","HEO","Female","19575","18570","33330","33120"
"In post","2022","No function","SEO/HEO","HEO","Male","16630","16180","34430","33370"
"In post","2022","No function","SEO/HEO","SEO","Female","11310","10725","41630","40520"
"In post","2022","No function","SEO/HEO","SEO","Male","9230","9005","43200","40670"
"In post","2022","No function","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Unknown","Unknown","Female","14490","13330","29760","28200"
"In post","2022","No function","Unknown","Unknown","Male","4710","4440","31140","28200"
"In post","2022","Project Delivery","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","AA/AO","AO","Female","435","360","22090","21300"
"In post","2022","Project Delivery","AA/AO","AO","Male","185","180","21990","21260"
"In post","2022","Project Delivery","EO","EO","Female","1685","1540","25500","26160"
"In post","2022","Project Delivery","EO","EO","Male","1755","1715","24250","25270"
"In post","2022","Project Delivery","G6/G7","G6","Female","875","845","67390","67370"
"In post","2022","Project Delivery","G6/G7","G6","Male","1225","1195","68720","67910"
"In post","2022","Project Delivery","G6/G7","G7","Female","2280","2185","53710","54160"
"In post","2022","Project Delivery","G6/G7","G7","Male","2860","2815","54150","54540"
"In post","2022","Project Delivery","SCS level","SCS level","Female","275","265","87700","79720"
"In post","2022","Project Delivery","SCS level","SCS level","Male","320","315","96560","87290"
"In post","2022","Project Delivery","SEO/HEO","HEO","Female","3045","2840","32440","33080"
"In post","2022","Project Delivery","SEO/HEO","HEO","Male","3220","3150","32480","33000"
"In post","2022","Project Delivery","SEO/HEO","SEO","Female","2795","2645","40180","40520"
"In post","2022","Project Delivery","SEO/HEO","SEO","Male","3985","3885","40990","40580"
"In post","2022","Project Delivery","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Unknown","Female","445","420","37180","34000"
"In post","2022","Project Delivery","Unknown","Unknown","Male","1165","1150","42550","40760"
"In post","2022","Property","AA/AO","AA","Female","200","185","18530","18980"
"In post","2022","Property","AA/AO","AA","Male","400","390","18620","17480"
"In post","2022","Property","AA/AO","AO","Female","695","620","22390","22010"
"In post","2022","Property","AA/AO","AO","Male","540","525","23540","22010"
"In post","2022","Property","EO","EO","Female","940","865","26940","26880"
"In post","2022","Property","EO","EO","Male","975","950","26610","26670"
"In post","2022","Property","G6/G7","G6","Female","165","160","65450","64500"
"In post","2022","Property","G6/G7","G6","Male","355","350","67000","65460"
"In post","2022","Property","G6/G7","G7","Female","455","440","54040","54240"
"In post","2022","Property","G6/G7","G7","Male","760","740","55520","54700"
"In post","2022","Property","SCS level","SCS level","Female","40","40","85290","80210"
"In post","2022","Property","SCS level","SCS level","Male","80","80","95920","92790"
"In post","2022","Property","SEO/HEO","HEO","Female","910","875","32950","33300"
"In post","2022","Property","SEO/HEO","HEO","Male","1205","1175","33810","33300"
"In post","2022","Property","SEO/HEO","SEO","Female","715","675","41780","40580"
"In post","2022","Property","SEO/HEO","SEO","Male","1065","1035","43000","42890"
"In post","2022","Property","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","Male","35","35","22090","21600"
"In post","2022","Security","AA/AO","AA","Female","335","325","20600","19810"
"In post","2022","Security","AA/AO","AA","Male","2140","2085","20750","19810"
"In post","2022","Security","AA/AO","AO","Female","600","570","27210","23540"
"In post","2022","Security","AA/AO","AO","Male","2575","2535","32830","35200"
"In post","2022","Security","EO","EO","Female","565","535","28430","26670"
"In post","2022","Security","EO","EO","Male","950","930","33720","29430"
"In post","2022","Security","G6/G7","G6","Female","45","45","68840","65710"
"In post","2022","Security","G6/G7","G6","Male","95","95","68740","67940"
"In post","2022","Security","G6/G7","G7","Female","165","165","55530","54700"
"In post","2022","Security","G6/G7","G7","Male","300","295","56950","55420"
"In post","2022","Security","SCS level","SCS level","Female","15","15","[c]","[c]"
"In post","2022","Security","SCS level","SCS level","Male","45","45","89570","79520"
"In post","2022","Security","SEO/HEO","HEO","Female","650","625","34300","33300"
"In post","2022","Security","SEO/HEO","HEO","Male","1075","1055","36730","34550"
"In post","2022","Security","SEO/HEO","SEO","Female","335","325","43530","41750"
"In post","2022","Security","SEO/HEO","SEO","Male","610","605","44900","43810"
"In post","2022","Security","Unknown","Unknown","Female","45","45","35650","34750"
"In post","2022","Security","Unknown","Unknown","Male","140","140","31800","28280"
"In post","2022","Unknown","AA/AO","AA","Female","2085","1870","20750","21050"
"In post","2022","Unknown","AA/AO","AA","Male","2240","2170","20420","19800"
"In post","2022","Unknown","AA/AO","AO","Female","8900","7980","22560","21680"
"In post","2022","Unknown","AA/AO","AO","Male","5810","5615","22830","21680"
"In post","2022","Unknown","EO","EO","Female","11685","10725","27360","27230"
"In post","2022","Unknown","EO","EO","Male","11380","10915","27620","27230"
"In post","2022","Unknown","G6/G7","G6","Female","1635","1525","72010","70390"
"In post","2022","Unknown","G6/G7","G6","Male","1515","1480","72180","70480"
"In post","2022","Unknown","G6/G7","G7","Female","3625","3445","57220","57430"
"In post","2022","Unknown","G6/G7","G7","Male","3410","3355","58190","57460"
"In post","2022","Unknown","SCS level","SCS level","Female","460","445","87360","81570"
"In post","2022","Unknown","SCS level","SCS level","Male","555","540","91350","83230"
"In post","2022","Unknown","SEO/HEO","HEO","Female","7550","7160","34470","34290"
"In post","2022","Unknown","SEO/HEO","HEO","Male","6475","6365","34520","33900"
"In post","2022","Unknown","SEO/HEO","SEO","Female","5295","5050","42850","41970"
"In post","2022","Unknown","SEO/HEO","SEO","Male","4975","4900","43260","42170"
"In post","2022","Unknown","Unknown","Unknown","Female","280","275","32910","32400"
"In post","2022","Unknown","Unknown","Unknown","Male","1780","1780","37960","34460"
"Leaver CS","2022","Analysis","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","AA/AO","AO","Female","55","[c]","21710","21260"
"Leaver CS","2022","Analysis","AA/AO","AO","Male","70","[c]","21350","19610"
"Leaver CS","2022","Analysis","EO","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","G7","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","G6/G7","G7","Male","45","[c]","54820","53600"
"Leaver CS","2022","Analysis","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","SEO/HEO","HEO","Female","55","[c]","33040","32590"
"Leaver CS","2022","Analysis","SEO/HEO","HEO","Male","95","[c]","33360","33040"
"Leaver CS","2022","Analysis","SEO/HEO","SEO","Female","35","[c]","39440","38340"
"Leaver CS","2022","Analysis","SEO/HEO","SEO","Male","45","[c]","41810","40050"
"Leaver CS","2022","Commercial","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","EO","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","EO","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","G6/G7","G6","Male","35","[c]","81000","80810"
"Leaver CS","2022","Commercial","G6/G7","G7","Female","55","[c]","60770","59320"
"Leaver CS","2022","Commercial","G6/G7","G7","Male","70","[c]","60200","61000"
"Leaver CS","2022","Commercial","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SCS level","SCS level","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","SEO/HEO","HEO","Female","35","[c]","33300","33300"
"Leaver CS","2022","Commercial","SEO/HEO","HEO","Male","45","[c]","33450","33550"
"Leaver CS","2022","Commercial","SEO/HEO","SEO","Female","65","[c]","40540","40580"
"Leaver CS","2022","Commercial","SEO/HEO","SEO","Male","65","[c]","41110","40980"
"Leaver CS","2022","Commercial","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","EO","EO","Female","50","[c]","27400","27500"
"Leaver CS","2022","Communications","EO","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","G6/G7","G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","HEO","Female","65","[c]","33990","33570"
"Leaver CS","2022","Communications","SEO/HEO","HEO","Male","40","[c]","36420","36480"
"Leaver CS","2022","Communications","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","SEO/HEO","SEO","Female","60","[c]","42220","40900"
"Leaver CS","2022","Communications","SEO/HEO","SEO","Male","35","[c]","41600","40600"
"Leaver CS","2022","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","AA/AO","AO","Female","60","[c]","21810","21260"
"Leaver CS","2022","Counter Fraud","AA/AO","AO","Male","35","[c]","21690","21260"
"Leaver CS","2022","Counter Fraud","EO","EO","Female","90","[c]","27850","27570"
"Leaver CS","2022","Counter Fraud","EO","EO","Male","70","[c]","27860","27570"
"Leaver CS","2022","Counter Fraud","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","G6/G7","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","AA/AO","AO","Female","115","[c]","21350","21260"
"Leaver CS","2022","Debt","AA/AO","AO","Male","80","[c]","21380","21260"
"Leaver CS","2022","Debt","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Debt","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Debt","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","AA","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","AO","Female","40","[c]","21290","21170"
"Leaver CS","2022","Digital, Data & Technology","AA/AO","AO","Male","50","[c]","21990","21580"
