"Status","Year","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Human Resources","SEO/HEO","SEO","Female","80","[c]","39920","40060"
"Leaver Dept.","2022","Human Resources","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","AO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","EO","Female","30","[c]","26950","26970"
"Leaver Dept.","2022","Legal","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","G6/G7","G7","Female","45","[c]","55040","52730"
"Leaver Dept.","2022","Legal","G6/G7","G7","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","AA","Female","145","[c]","19980","19520"
"Leaver Dept.","2022","No function","AA/AO","AA","Male","90","[c]","19990","19100"
"Leaver Dept.","2022","No function","AA/AO","AO","Female","1170","[c]","21460","21260"
"Leaver Dept.","2022","No function","AA/AO","AO","Male","680","[c]","21460","21260"
"Leaver Dept.","2022","No function","EO","EO","Female","2180","[c]","27100","27570"
"Leaver Dept.","2022","No function","EO","EO","Male","1220","[c]","27390","27570"
"Leaver Dept.","2022","No function","G6/G7","G6","Female","450","[c]","69090","66230"
"Leaver Dept.","2022","No function","G6/G7","G6","Male","365","[c]","69670","66580"
"Leaver Dept.","2022","No function","G6/G7","G7","Female","1285","[c]","53240","53130"
"Leaver Dept.","2022","No function","G6/G7","G7","Male","875","[c]","53600","53410"
"Leaver Dept.","2022","No function","SCS level","SCS level","Female","325","[c]","100970","98000"
"Leaver Dept.","2022","No function","SCS level","SCS level","Male","290","[c]","100580","97390"
"Leaver Dept.","2022","No function","SEO/HEO","HEO","Female","2110","[c]","32150","32310"
"Leaver Dept.","2022","No function","SEO/HEO","HEO","Male","1255","[c]","32420","32000"
"Leaver Dept.","2022","No function","SEO/HEO","SEO","Female","1435","[c]","39830","40070"
"Leaver Dept.","2022","No function","SEO/HEO","SEO","Male","760","[c]","40140","40070"
"Leaver Dept.","2022","No function","Unknown","Unknown","Female","105","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","EO","Female","50","[c]","25350","25870"
"Leaver Dept.","2022","Project Delivery","EO","EO","Male","75","[c]","24330","25610"
"Leaver Dept.","2022","Project Delivery","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","G6/G7","G7","Female","55","[c]","52310","53000"
"Leaver Dept.","2022","Project Delivery","G6/G7","G7","Male","60","[c]","53320","53320"
"Leaver Dept.","2022","Project Delivery","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","HEO","Female","100","[c]","31960","32460"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","HEO","Male","95","[c]","31830","31950"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","SEO","Female","75","[c]","39930","40000"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","SEO","Male","90","[c]","40640","40580"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","EO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","EO","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","SEO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","AA","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","AO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","G7","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","HEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AA","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Female","500","[c]","22130","21680"
"Leaver Dept.","2022","Unknown","AA/AO","AO","Male","370","[c]","22130","21680"
"Leaver Dept.","2022","Unknown","EO","EO","Female","525","[c]","26820","26620"
"Leaver Dept.","2022","Unknown","EO","EO","Male","455","[c]","26670","25650"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Female","85","[c]","68430","68720"
"Leaver Dept.","2022","Unknown","G6/G7","G6","Male","65","[c]","69340","68940"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Female","185","[c]","57230","57460"
"Leaver Dept.","2022","Unknown","G6/G7","G7","Male","195","[c]","57730","57460"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SCS level","SCS level","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Female","345","[c]","33710","33600"
"Leaver Dept.","2022","Unknown","SEO/HEO","HEO","Male","345","[c]","34170","34640"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Female","210","[c]","41930","41970"
"Leaver Dept.","2022","Unknown","SEO/HEO","SEO","Male","190","[c]","42370","42170"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Female","95","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Male","75","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","AO","Female","80","[c]","22090","21260"
"New entrant CS","2022","Analysis","AA/AO","AO","Male","100","[c]","21600","21260"
"New entrant CS","2022","Analysis","EO","EO","Female","135","[c]","26890","26670"
"New entrant CS","2022","Analysis","EO","EO","Male","135","[c]","26640","26350"
"New entrant CS","2022","Analysis","G6/G7","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","G6","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","G6/G7","G7","Female","50","[c]","53380","53320"
"New entrant CS","2022","Analysis","G6/G7","G7","Male","65","[c]","53710","53280"
"New entrant CS","2022","Analysis","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","HEO","Female","320","[c]","32130","30710"
"New entrant CS","2022","Analysis","SEO/HEO","HEO","Male","350","[c]","32350","31980"
"New entrant CS","2022","Analysis","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","SEO","Female","110","[c]","39800","38340"
"New entrant CS","2022","Analysis","SEO/HEO","SEO","Male","85","[c]","39510","38340"
"New entrant CS","2022","Commercial","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","AA/AO","AO","Male","30","[c]","20510","21170"
"New entrant CS","2022","Commercial","EO","EO","Female","135","[c]","26070","26350"
"New entrant CS","2022","Commercial","EO","EO","Male","75","[c]","25490","26130"
"New entrant CS","2022","Commercial","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","G6/G7","G6","Male","30","[c]","83760","86000"
"New entrant CS","2022","Commercial","G6/G7","G7","Female","110","[c]","61390","61710"
"New entrant CS","2022","Commercial","G6/G7","G7","Male","95","[c]","65580","67000"
"New entrant CS","2022","Commercial","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","HEO","Female","125","[c]","31870","31800"
"New entrant CS","2022","Commercial","SEO/HEO","HEO","Male","85","[c]","31510","31650"
"New entrant CS","2022","Commercial","SEO/HEO","SEO","Female","120","[c]","38890","37800"
"New entrant CS","2022","Commercial","SEO/HEO","SEO","Male","100","[c]","40470","40000"
"New entrant CS","2022","Commercial","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","AO","Female","80","[c]","21480","21250"
"New entrant CS","2022","Communications","AA/AO","AO","Male","75","[c]","21490","21250"
"New entrant CS","2022","Communications","EO","EO","Female","410","[c]","26750","26590"
"New entrant CS","2022","Communications","EO","EO","Male","390","[c]","26600","26590"
"New entrant CS","2022","Communications","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Communications","G6/G7","G7","Female","45","[c]","53920","53360"
"New entrant CS","2022","Communications","G6/G7","G7","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","HEO","Female","180","[c]","33460","33080"
"New entrant CS","2022","Communications","SEO/HEO","HEO","Male","150","[c]","33470","33080"
"New entrant CS","2022","Communications","SEO/HEO","SEO","Female","85","[c]","40900","40600"
"New entrant CS","2022","Communications","SEO/HEO","SEO","Male","40","[c]","40040","40180"
"New entrant CS","2022","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","AO","Female","295","[c]","22310","21260"
"New entrant CS","2022","Counter Fraud","AA/AO","AO","Male","235","[c]","22170","21260"
"New entrant CS","2022","Counter Fraud","EO","EO","Female","460","[c]","27610","27570"
"New entrant CS","2022","Counter Fraud","EO","EO","Male","390","[c]","27720","27570"
"New entrant CS","2022","Counter Fraud","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","G6/G7","G7","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","HEO","Female","50","[c]","34180","33080"
"New entrant CS","2022","Counter Fraud","SEO/HEO","HEO","Male","95","[c]","33720","33080"
"New entrant CS","2022","Counter Fraud","SEO/HEO","SEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Debt","AA/AO","AO","Female","585","[c]","21290","21250"
"New entrant CS","2022","Debt","AA/AO","AO","Male","390","[c]","21280","21250"
"New entrant CS","2022","Debt","EO","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Debt","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","AA","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","AA","Male","40","[c]","18550","17900"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","AO","Female","100","[c]","21430","21170"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","AO","Male","105","[c]","21080","21170"
"New entrant CS","2022","Digital, Data & Technology","EO","EO","Female","210","[c]","26500","26590"
"New entrant CS","2022","Digital, Data & Technology","EO","EO","Male","385","[c]","26530","26370"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","G6","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","G6","Male","70","[c]","66610","65180"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","G7","Female","205","[c]","52540","52290"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","G7","Male","380","[c]","54130","53610"
"New entrant CS","2022","Digital, Data & Technology","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","HEO","Female","300","[c]","32590","32910"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","HEO","Male","405","[c]","32610","33000"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","SEO","Female","235","[c]","39490","38750"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","SEO","Male","370","[c]","40100","40000"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","AO","Female","95","[c]","21280","21250"
"New entrant CS","2022","Finance","AA/AO","AO","Male","75","[c]","21220","21250"
"New entrant CS","2022","Finance","EO","EO","Female","180","[c]","25410","25120"
"New entrant CS","2022","Finance","EO","EO","Male","150","[c]","25280","25000"
"New entrant CS","2022","Finance","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Finance","G6/G7","G7","Female","65","[c]","52970","53000"
"New entrant CS","2022","Finance","G6/G7","G7","Male","60","[c]","53410","53420"
"New entrant CS","2022","Finance","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","HEO","Female","145","[c]","32210","32190"
"New entrant CS","2022","Finance","SEO/HEO","HEO","Male","110","[c]","32400","32150"
"New entrant CS","2022","Finance","SEO/HEO","SEO","Female","135","[c]","39930","40000"
"New entrant CS","2022","Finance","SEO/HEO","SEO","Male","115","[c]","40230","40180"
"New entrant CS","2022","Finance","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","AO","Female","275","[c]","21240","21300"
"New entrant CS","2022","Grants Management","AA/AO","AO","Male","200","[c]","21190","21300"
"New entrant CS","2022","Grants Management","EO","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","EO","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","AA","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","AO","Female","205","[c]","21460","21170"
"New entrant CS","2022","Human Resources","AA/AO","AO","Male","80","[c]","21660","21170"
"New entrant CS","2022","Human Resources","EO","EO","Female","280","[c]","26110","26350"
"New entrant CS","2022","Human Resources","EO","EO","Male","115","[c]","26250","26880"
"New entrant CS","2022","Human Resources","G6/G7","G6","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","G6","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","G6/G7","G7","Female","90","[c]","52460","50730"
"New entrant CS","2022","Human Resources","G6/G7","G7","Male","40","[c]","53960","54150"
"New entrant CS","2022","Human Resources","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","HEO","Female","215","[c]","31560","31970"
"New entrant CS","2022","Human Resources","SEO/HEO","HEO","Male","100","[c]","32180","32000"
"New entrant CS","2022","Human Resources","SEO/HEO","SEO","Female","100","[c]","40000","39460"
"New entrant CS","2022","Human Resources","SEO/HEO","SEO","Male","45","[c]","39740","39630"
"New entrant CS","2022","Human Resources","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","SEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","AO","Female","240","[c]","21470","21250"
"New entrant CS","2022","Legal","AA/AO","AO","Male","80","[c]","21360","21250"
"New entrant CS","2022","Legal","EO","EO","Female","220","[c]","27160","26950"
"New entrant CS","2022","Legal","EO","EO","Male","90","[c]","27360","26950"
"New entrant CS","2022","Legal","G6/G7","G6","Female","30","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","G6/G7","G7","Female","220","[c]","52190","50500"
"New entrant CS","2022","Legal","G6/G7","G7","Male","115","[c]","52590","50500"
"New entrant CS","2022","Legal","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","HEO","Female","105","[c]","39450","38000"
"New entrant CS","2022","Legal","SEO/HEO","HEO","Male","45","[c]","38500","38000"
"New entrant CS","2022","Legal","SEO/HEO","SEO","Female","50","[c]","41330","41750"
"New entrant CS","2022","Legal","SEO/HEO","SEO","Male","35","[c]","40860","41750"
"New entrant CS","2022","No function","AA/AO","AA","Female","1410","[c]","20440","20890"
"New entrant CS","2022","No function","AA/AO","AA","Male","950","[c]","20420","20890"
"New entrant CS","2022","No function","AA/AO","AO","Female","7880","[c]","22220","21260"
"New entrant CS","2022","No function","AA/AO","AO","Male","6255","[c]","22710","21260"
"New entrant CS","2022","No function","EO","EO","Female","4650","[c]","27490","27570"
"New entrant CS","2022","No function","EO","EO","Male","3415","[c]","27580","27570"
"New entrant CS","2022","No function","G6/G7","G6","Female","165","[c]","66690","65310"
"New entrant CS","2022","No function","G6/G7","G6","Male","140","[c]","66050","64930"
"New entrant CS","2022","No function","G6/G7","G7","Female","670","[c]","53100","52290"
"New entrant CS","2022","No function","G6/G7","G7","Male","560","[c]","53560","52460"
"New entrant CS","2022","No function","SCS level","SCS level","Female","95","[c]","94210","89320"
"New entrant CS","2022","No function","SCS level","SCS level","Male","85","[c]","98510","87000"
"New entrant CS","2022","No function","SEO/HEO","HEO","Female","2675","[c]","31610","32130"
"New entrant CS","2022","No function","SEO/HEO","HEO","Male","2215","[c]","31900","32560"
"New entrant CS","2022","No function","SEO/HEO","SEO","Female","1140","[c]","39790","39780"
"New entrant CS","2022","No function","SEO/HEO","SEO","Male","770","[c]","40340","39490"
"New entrant CS","2022","No function","Unknown","Unknown","Female","6465","[c]","28000","24800"
"New entrant CS","2022","No function","Unknown","Unknown","Male","2365","[c]","30020","27980"
"New entrant CS","2022","Project Delivery","AA/AO","AA","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","AA/AO","AO","Female","80","[c]","21330","21300"
"New entrant CS","2022","Project Delivery","AA/AO","AO","Male","50","[c]","21420","21260"
"New entrant CS","2022","Project Delivery","EO","EO","Female","235","[c]","24250","24750"
"New entrant CS","2022","Project Delivery","EO","EO","Male","270","[c]","22240","23240"
"New entrant CS","2022","Project Delivery","G6/G7","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","G6/G7","G6","Male","35","[c]","68390","66900"
