"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Finance","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","West Midlands (England)","Staffordshire CC","10","10","35850","33300"
"In post","2022","Analysis","Geography","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Westminster","25","25","47350","46050"
"In post","2022","Analysis","Human Resources","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Yorkshire and The Humber","Sheffield","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Tower Hamlets","30","30","55030","54320"
"In post","2022","Analysis","Intelligence Analysis","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Central Hampshire","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","Monmouthshire and Newport","25","20","29520","30350"
"In post","2022","Analysis","Intelligence Analysis","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Westminster","25","25","48290","44630"
"In post","2022","Analysis","Knowledge and Information Management","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","London","Westminster","10","10","53280","53360"
"In post","2022","Analysis","Medicine","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","South and West Derbyshire","10","10","38070","31680"
"In post","2022","Analysis","Operational Delivery","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Camden and City of London","10","10","60090","52090"
"In post","2022","Analysis","Operational Delivery","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Tower Hamlets","55","55","45090","43370"
"In post","2022","Analysis","Operational Delivery","London","Westminster","95","90","40360","36650"
"In post","2022","Analysis","Operational Delivery","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North East (England)","Tyneside","10","10","31110","29180"
"In post","2022","Analysis","Operational Delivery","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","East Cumbria","10","10","32600","33700"
"In post","2022","Analysis","Operational Delivery","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Liverpool","10","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Manchester","15","15","41760","40520"
"In post","2022","Analysis","Operational Delivery","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Sefton","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Scotland","Glasgow City","15","15","33060","34500"
"In post","2022","Analysis","Operational Delivery","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South East (England)","Central Hampshire","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South East (England)","South Hampshire","130","125","31470","30210"
"In post","2022","Analysis","Operational Delivery","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South West (England)","Devon CC","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South West (England)","Wiltshire","10","10","40410","38070"
"In post","2022","Analysis","Operational Delivery","Wales","Monmouthshire and Newport","375","355","32200","30710"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","Leeds","30","30","42800","41100"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Croydon","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Hackney and Newham","15","15","46000","37930"
"In post","2022","Analysis","Operational Research","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Tower Hamlets","95","95","50000","47100"
"In post","2022","Analysis","Operational Research","London","Westminster","140","135","52450","54170"
"In post","2022","Analysis","Operational Research","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Liverpool","20","20","44120","40520"
"In post","2022","Analysis","Operational Research","North West (England)","Manchester","40","35","42850","40350"
"In post","2022","Analysis","Operational Research","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Central Hampshire","260","245","43170","47010"
"In post","2022","Analysis","Operational Research","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Bristol, City of","20","20","33080","31380"
"In post","2022","Analysis","Operational Research","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Wiltshire","15","15","43590","47010"
"In post","2022","Analysis","Operational Research","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Wales","Monmouthshire and Newport","20","20","35670","31480"
"In post","2022","Analysis","Operational Research","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Yorkshire and The Humber","Leeds","25","25","33150","32680"
"In post","2022","Analysis","Operational Research","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","London","Camden and City of London","175","160","69360","65470"
"In post","2022","Analysis","Other","London","Tower Hamlets","90","90","44220","37070"
"In post","2022","Analysis","Other","London","Westminster","65","65","48980","49060"
"In post","2022","Analysis","Other","Scotland","City of Edinburgh","10","10","73790","69690"
"In post","2022","Analysis","Other","Scotland","Glasgow City","30","30","37340","35000"
"In post","2022","Analysis","Other","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","East Midlands (England)","Nottingham","10","10","38430","39240"
"In post","2022","Analysis","Policy","London","Camden and City of London","10","10","79980","65000"
"In post","2022","Analysis","Policy","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","London","Tower Hamlets","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","London","Westminster","330","315","51420","53360"
"In post","2022","Analysis","Policy","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","North East (England)","Tyneside","20","15","39900","35970"
"In post","2022","Analysis","Policy","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","North West (England)","Manchester","30","30","37550","32930"
"In post","2022","Analysis","Policy","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","Leeds","55","50","43350","41540"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","Sheffield","90","85","48850","50400"
"In post","2022","Analysis","Project Delivery","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East of England","Suffolk CC","320","305","34670","30220"
"In post","2022","Analysis","Science and Engineering","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","London","Tower Hamlets","10","10","58850","61750"
"In post","2022","Analysis","Science and Engineering","London","Westminster","30","30","61710","65620"
"In post","2022","Analysis","Science and Engineering","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South East (England)","Central Hampshire","90","85","39690","38070"
"In post","2022","Analysis","Science and Engineering","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South West (England)","Dorset","125","120","34110","29990"
"In post","2022","Analysis","Science and Engineering","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South West (England)","Wiltshire","75","70","36250","38070"
"In post","2022","Analysis","Science and Engineering","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Yorkshire and The Humber","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Security","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
