"Status","Year","Organisation","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Institute for Apprenticeships and Technical Education","Department for Education","Outside London","Male","55","55","46370","49960"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","Female","25","25","[c]","[c]"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","Male","30","30","52800","52960"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","Female","790","725","33950","28750"
"In post","2022","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Outside London","Male","865","840","41680","41420"
"In post","2022","Legal Aid Agency","Ministry of Justice","London","Female","90","85","42820","41750"
"In post","2022","Legal Aid Agency","Ministry of Justice","London","Male","65","65","47090","45500"
"In post","2022","Legal Aid Agency","Ministry of Justice","Outside London","Female","615","555","26760","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","Outside London","Male","400","390","29420","25120"
"In post","2022","Legal Aid Agency","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal Aid Agency","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","London","Male","5","5","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Outside London","Female","470","440","33280","30730"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Outside London","Male","755","750","39900","36040"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2022","Maritime and Coastguard Agency","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","Female","495","470","49610","41230"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","Male","285","285","51210","46460"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","Female","185","175","46460","41770"
"In post","2022","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Outside London","Male","165","165","47520","41130"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","London","Female","25","25","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","London","Male","10","10","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","Female","780","720","38150","38200"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Outside London","Male","1325","1280","40650","39650"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","Female","15","15","[c]","[c]"
"In post","2022","Met Office","Department for Business, Energy and Industrial Strategy","Overseas","Male","15","15","[c]","[c]"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","London","Female","1605","1550","42380","38000"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","London","Male","2265","2235","43480","41500"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","Female","14455","13625","30530","26670"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Outside London","Male","18135","17795","32300","29200"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","Female","320","315","41740","40120"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","Male","375","375","42800","40580"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Female","105","95","35140","33300"
"In post","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","Male","120","120","33560","27370"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","London","Female","2125","2055","44910","41750"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","London","Male","1635","1615","48040","42990"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","Female","1380","1330","36770","33200"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Outside London","Male","1015","995","40330","36050"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","London","Female","740","710","42700","40170"
"In post","2022","National Crime Agency","National Crime Agency","London","Male","880","875","46380","43630"
"In post","2022","National Crime Agency","National Crime Agency","Outside London","Female","1725","1640","36110","36200"
"In post","2022","National Crime Agency","National Crime Agency","Outside London","Male","2025","2005","39820","37950"
"In post","2022","National Crime Agency","National Crime Agency","Overseas","Female","20","20","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Overseas","Male","110","110","63790","61330"
"In post","2022","National Crime Agency","National Crime Agency","Unknown","Female","10","10","[c]","[c]"
"In post","2022","National Crime Agency","National Crime Agency","Unknown","Male","35","35","47520","47130"
"In post","2022","National Infrastructure Commission","HM Treasury","London","Female","20","20","[c]","[c]"
"In post","2022","National Infrastructure Commission","HM Treasury","London","Male","25","25","[c]","[c]"
"In post","2022","National Records of Scotland","Scottish Government","Outside London","Female","245","230","36570","34600"
"In post","2022","National Records of Scotland","Scottish Government","Outside London","Male","210","200","35630","31540"
"In post","2022","National Savings and Investments","Chancellor's other departments","London","Female","75","70","48190","44800"
"In post","2022","National Savings and Investments","Chancellor's other departments","London","Male","75","75","58500","49920"
"In post","2022","National Savings and Investments","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Outside London","Female","20","20","[c]","[c]"
"In post","2022","National Savings and Investments","Chancellor's other departments","Outside London","Male","30","30","43760","41800"
"In post","2022","National Savings and Investments","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland Office","Northern Ireland Office","London","Female","50","45","51500","50930"
"In post","2022","Northern Ireland Office","Northern Ireland Office","London","Male","35","35","52180","47580"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Outside London","Female","55","55","39790","36720"
"In post","2022","Northern Ireland Office","Northern Ireland Office","Outside London","Male","40","40","43540","36720"
"In post","2022","Office for Budget Responsibility","HM Treasury","London","Female","20","15","[c]","[c]"
"In post","2022","Office for Budget Responsibility","HM Treasury","London","Male","25","25","[c]","[c]"
