"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Communications","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Other","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Tax","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Tax","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Tax","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Other","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Debt","Tax","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Grants Management","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Internal Audit","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Internal Audit","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Operational Delivery","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Other","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Planning","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Commercial","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","No function","Communications","G6","[c]","[c]","[c]","[c]"
