"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","No function","Science and Engineering","AO","10","10","[c]","[c]"
"In post","2022","Mixed","No function","Science and Engineering","EO","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Science and Engineering","G6","5","5","[c]","[c]"
"In post","2022","Mixed","No function","Science and Engineering","G7","25","20","[c]","[c]"
"In post","2022","Mixed","No function","Science and Engineering","HEO","40","40","31870","32320"
"In post","2022","Mixed","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Science and Engineering","SEO","40","40","40260","40070"
"In post","2022","Mixed","No function","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Tax","AO","40","40","21270","21250"
"In post","2022","Mixed","No function","Tax","EO","35","30","27110","26590"
"In post","2022","Mixed","No function","Tax","G6","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Tax","G7","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Tax","HEO","70","70","34600","33370"
"In post","2022","Mixed","No function","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Tax","SEO","20","15","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","AO","20","20","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","G6","15","15","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","G7","35","30","55700","54700"
"In post","2022","Mixed","No function","Unknown","HEO","40","40","34740","34550"
"In post","2022","Mixed","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Unknown","SEO","25","25","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","AO","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","EO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","G6","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","HEO","15","15","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","G6","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","G7","30","30","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","SEO","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Project Delivery","AO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Project Delivery","EO","20","20","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Project Delivery","G6","20","20","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Project Delivery","G7","35","35","55080","54540"
"In post","2022","Mixed","Project Delivery","Project Delivery","HEO","65","60","33610","33370"
"In post","2022","Mixed","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Project Delivery","SEO","55","55","40930","40520"
"In post","2022","Mixed","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Property","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Psychology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Science and Engineering","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Property","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Property","AO","10","5","[c]","[c]"
"In post","2022","Mixed","Property","Property","EO","20","20","[c]","[c]"
"In post","2022","Mixed","Property","Property","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Property","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Property","Property","HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Property","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Security","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","HEO","10","10","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Security","AA","10","10","[c]","[c]"
"In post","2022","Mixed","Security","Security","AO","30","30","29750","26610"
"In post","2022","Mixed","Security","Security","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Security","Security","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Security","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Security","Security","HEO","15","15","[c]","[c]"
"In post","2022","Mixed","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Security","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
