"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Borders","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","South Ayrshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","South Lanarkshire","AA/AO","165","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","South Lanarkshire","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Southern Scotland","South Lanarkshire","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Brighton and Hove","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","Brighton and Hove","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","East Surrey","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","East Sussex CC","AA/AO","15","[c]","21180","21260"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","East Sussex CC","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","East Sussex CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Surrey","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Surrey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Surrey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (North East)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (South West)","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (South West)","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (South West)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (South West)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Surrey, East and West Sussex","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Darlington","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Durham","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Durham","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Durham","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","South Teesside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","South Teesside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","AA/AO","30","[c]","22240","21260"
"Leaver CS","2022","Unknown","Unknown","Unknown","EO","25","[c]","28090","27500"
"Leaver CS","2022","Unknown","Unknown","Unknown","G6/G7","45","[c]","63340","61780"
"Leaver CS","2022","Unknown","Unknown","Unknown","SCS level","10","[c]","101300","90450"
"Leaver CS","2022","Unknown","Unknown","Unknown","SEO/HEO","35","[c]","35550","34550"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","140","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Glasgow City","AA/AO","85","[c]","21990","21260"
"Leaver CS","2022","Unknown","West Central Scotland","Glasgow City","EO","40","[c]","27580","27400"
"Leaver CS","2022","Unknown","West Central Scotland","Glasgow City","G6/G7","35","[c]","66970","66410"
"Leaver CS","2022","Unknown","West Central Scotland","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Glasgow City","SEO/HEO","65","[c]","40250","39660"
"Leaver CS","2022","Unknown","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","North Lanarkshire","AA/AO","100","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","North Lanarkshire","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","North Lanarkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Central Scotland","North Lanarkshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Birmingham","AA/AO","135","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Birmingham","EO","80","[c]","26990","27570"
"Leaver CS","2022","Unknown","West Midlands","Birmingham","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Birmingham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Birmingham","SEO/HEO","55","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Birmingham","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Coventry","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Coventry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Dudley","AA/AO","15","[c]","21160","21260"
"Leaver CS","2022","Unknown","West Midlands","Dudley","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Dudley","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Sandwell","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Sandwell","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Sandwell","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Solihull","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Walsall","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Walsall","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Midlands","Wolverhampton","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Bridgend and Neath Port Talbot","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Central Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Central Valleys","EO","15","[c]","27570","27570"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Gwynedd","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Isle of Anglesey","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","South West Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Swansea","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Swansea","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Swansea","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Wales and The Valleys","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Bradford","AA/AO","115","[c]","21140","21140"
"Leaver CS","2022","Unknown","West Yorkshire","Bradford","EO","50","[c]","27570","27570"
"Leaver CS","2022","Unknown","West Yorkshire","Bradford","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Bradford","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Bradford","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Bradford","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Calderdale and Kirklees","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Calderdale and Kirklees","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Leeds","AA/AO","125","[c]","21140","21260"
"Leaver CS","2022","Unknown","West Yorkshire","Leeds","EO","75","[c]","26440","27570"
"Leaver CS","2022","Unknown","West Yorkshire","Leeds","G6/G7","30","[c]","60460","60740"
"Leaver CS","2022","Unknown","West Yorkshire","Leeds","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Leeds","SEO/HEO","60","[c]","36310","37300"
"Leaver CS","2022","Unknown","West Yorkshire","Leeds","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Wakefield","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Wakefield","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","West Yorkshire","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Cumbria","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Devon","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Devon","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Dorset and Somerset","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Dorset and Somerset","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","East Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","East Wales","Powys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Eastern Scotland","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Essex","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Inner London - West","Westminster","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Kent","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Lancashire","Mid Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","North Yorkshire","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","North Yorkshire","North Yorkshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Outer London - West and North West","Harrow and Hillingdon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Southern Scotland","South Ayrshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Surrey, East and West Sussex","West Surrey","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Surrey, East and West Sussex","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","Surrey, East and West Sussex","West Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","West Wales and The Valleys","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinarian","West Wales and The Valleys","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Cheshire","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Devon","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Devon","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Dorset and Somerset","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Dorset and Somerset","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Anglia","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Anglia","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Anglia","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Anglia","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Anglia","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Wales","Monmouthshire and Newport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","East Wales","Monmouthshire and Newport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Eastern Scotland","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Eastern Scotland","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","10","[c]","25070","25220"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","60","[c]","32260","31420"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","G6/G7","10","[c]","57010","52610"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","SEO/HEO","10","[c]","39170","40520"
"Leaver Dept.","2022","Commercial","Greater Manchester","Greater Manchester South West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Greater Manchester","Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Greater Manchester","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Greater Manchester","Manchester","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hampshire and Isle of Wight","Central Hampshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hampshire and Isle of Wight","Portsmouth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Hampshire and Isle of Wight","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - East","Lambeth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - East","Lambeth","G6/G7","20","[c]","60210","55130"
"Leaver Dept.","2022","Commercial","Inner London - East","Lambeth","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - East","Lambeth","SEO/HEO","10","[c]","40240","40700"
"Leaver Dept.","2022","Commercial","Inner London - East","Tower Hamlets","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - East","Tower Hamlets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - West","Westminster","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - West","Westminster","G6/G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - West","Westminster","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Inner London - West","Westminster","SEO/HEO","50","[c]","40400","40650"
"Leaver Dept.","2022","Commercial","Kent","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Kent","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Lancashire","Blackpool","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Lancashire","Blackpool","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Lancashire","Blackpool","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Lincolnshire","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Merseyside","Liverpool","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Merseyside","Liverpool","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Merseyside","Wirral","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Merseyside","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North Yorkshire","North Yorkshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North Yorkshire","York","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","North Yorkshire","York","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Northumberland, and Tyne and Wear","Tyneside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Northumberland, and Tyne and Wear","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outer London - South","Croydon","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outer London - South","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outer London - West and North West","Barnet","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outer London - West and North West","Barnet","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outer London - West and North West","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Shropshire and Staffordshire","Staffordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South Yorkshire","Sheffield","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","South Yorkshire","Sheffield","SEO/HEO","[c]","[c]","[c]","[c]"
