"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","EO","EO","30","[c]","26710","26370"
"New entrant CS","2022","Black","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","G6/G7","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Digital, Data and Technology","SEO/HEO","HEO","45","[c]","32450","33000"
"New entrant CS","2022","Black","Digital, Data and Technology","SEO/HEO","SEO","45","[c]","40340","40180"
"New entrant CS","2022","Black","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","EO","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Inspector of Education and Training","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Delivery","AA/AO","AA","40","[c]","22920","24080"
"New entrant CS","2022","Black","Operational Delivery","AA/AO","AO","465","[c]","23450","21260"
"New entrant CS","2022","Black","Operational Delivery","EO","EO","505","[c]","28870","28310"
"New entrant CS","2022","Black","Operational Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Delivery","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Delivery","SEO/HEO","HEO","65","[c]","33130","33000"
"New entrant CS","2022","Black","Operational Delivery","SEO/HEO","SEO","40","[c]","41090","40070"
"New entrant CS","2022","Black","Operational Delivery","Unknown","Unknown","465","[c]","30310","28200"
"New entrant CS","2022","Black","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","AA/AO","AO","35","[c]","22090","21260"
"New entrant CS","2022","Black","Other","EO","EO","35","[c]","27030","26950"
"New entrant CS","2022","Black","Other","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","SEO/HEO","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","EO","EO","50","[c]","27220","27680"
"New entrant CS","2022","Black","Policy","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","G6/G7","G7","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Policy","SEO/HEO","HEO","70","[c]","32760","33210"
"New entrant CS","2022","Black","Policy","SEO/HEO","SEO","30","[c]","38720","38750"
"New entrant CS","2022","Black","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","SEO/HEO","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","SEO/HEO","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Black","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Social Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","AA/AO","AO","35","[c]","21250","21250"
"New entrant CS","2022","Black","Tax","EO","EO","60","[c]","28470","26590"
"New entrant CS","2022","Black","Tax","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","AA/AO","AO","35","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","EO","EO","65","[c]","27830","27570"
"New entrant CS","2022","Black","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SEO/HEO","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","SEO/HEO","SEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","AA/AO","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","EO","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SEO/HEO","HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Mixed","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
