"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Science and Engineering","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","EO","EO","30","30","26580","26520"
"In post","2022","Mixed","Science and Engineering","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","G6/G7","G7","40","35","53260","52610"
"In post","2022","Mixed","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Science and Engineering","SEO/HEO","HEO","65","60","31730","32040"
"In post","2022","Mixed","Science and Engineering","SEO/HEO","SEO","55","55","40520","40070"
"In post","2022","Mixed","Science and Engineering","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Security","AA/AO","AA","15","15","[c]","[c]"
"In post","2022","Mixed","Security","AA/AO","AO","30","30","29750","26610"
"In post","2022","Mixed","Security","EO","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","SEO/HEO","HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Security","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Social Research","SEO/HEO","HEO","15","10","[c]","[c]"
"In post","2022","Mixed","Social Research","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Mixed","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","EO","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Statistics","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Mixed","Statistics","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Statistics","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Mixed","Statistics","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Tax","AA/AO","AO","50","45","21350","21250"
"In post","2022","Mixed","Tax","EO","EO","60","60","27090","26820"
"In post","2022","Mixed","Tax","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Mixed","Tax","G6/G7","G7","30","30","[c]","[c]"
"In post","2022","Mixed","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Tax","SEO/HEO","HEO","105","105","34340","33370"
"In post","2022","Mixed","Tax","SEO/HEO","SEO","30","25","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","AO","45","40","23090","21600"
"In post","2022","Mixed","Unknown","EO","EO","90","90","27760","27230"
"In post","2022","Mixed","Unknown","G6/G7","G6","35","35","69120","67930"
"In post","2022","Mixed","Unknown","G6/G7","G7","115","110","55990","54700"
"In post","2022","Mixed","Unknown","SCS level","SCS level","25","25","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","HEO","120","115","34450","34550"
"In post","2022","Mixed","Unknown","SEO/HEO","SEO","70","70","41990","40600"
"In post","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Veterinarian","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Corporate Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","EO","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","EO","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","SCS level","SCS level","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","SEO/HEO","HEO","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","G6/G7","G7","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Economics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","EO","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Finance","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","AA/AO","AO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","EO","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Inspector of Education and Training","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","EO","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Internal Audit","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Legal","G6/G7","G6","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Legal","G6/G7","G7","45","40","55780","53630"
"In post","2022","Other ethnicity","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Legal","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Legal","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","G6/G7","G6","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Medicine","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","AA/AO","AA","40","40","21890","21560"
"In post","2022","Other ethnicity","Operational Delivery","AA/AO","AO","395","365","24560","23590"
"In post","2022","Other ethnicity","Operational Delivery","EO","EO","470","440","28880","28310"
"In post","2022","Other ethnicity","Operational Delivery","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","G6/G7","G7","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Delivery","SEO/HEO","HEO","130","125","34760","34370"
"In post","2022","Other ethnicity","Operational Delivery","SEO/HEO","SEO","75","75","45010","41960"
"In post","2022","Other ethnicity","Operational Delivery","Unknown","Unknown","100","95","31220","29080"
"In post","2022","Other ethnicity","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","AA/AO","AO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Other","EO","EO","40","40","27850","27570"
"In post","2022","Other ethnicity","Other","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Other","G6/G7","G7","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Other","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Other","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Other","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Planning Inspectors","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Policy","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Policy","EO","EO","35","35","28570","28650"
"In post","2022","Other ethnicity","Policy","G6/G7","G6","35","35","68130","67180"
"In post","2022","Other ethnicity","Policy","G6/G7","G7","95","90","54680","53620"
"In post","2022","Other ethnicity","Policy","SCS level","SCS level","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Policy","SEO/HEO","HEO","80","80","34610","33730"
"In post","2022","Other ethnicity","Policy","SEO/HEO","SEO","60","55","41170","40050"
"In post","2022","Other ethnicity","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","G6/G7","G7","20","15","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","SEO/HEO","HEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","SEO/HEO","SEO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","EO","EO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","AA/AO","AO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","EO","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","G6/G7","G7","20","15","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","SEO/HEO","HEO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","SEO/HEO","SEO","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","EO","EO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Social Research","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","EO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Statistics","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","AA/AO","AO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Tax","EO","EO","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","G6/G7","G7","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Tax","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Tax","SEO/HEO","HEO","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Tax","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AA/AO","AA","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","AA/AO","AO","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","EO","EO","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","G6/G7","G6","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","G6/G7","G7","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Unknown","SCS level","SCS level","5","5","[c]","[c]"
