"Status","Year","Function_of_post","Region_ITL2","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","EO","15","15","25750","24650"
"In post","2022","Analysis","West Central Scotland","G6","10","10","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","G7","10","10","51090","46140"
"In post","2022","Analysis","West Central Scotland","HEO","20","20","33050","32410"
"In post","2022","Analysis","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Central Scotland","SEO","15","15","38670","38500"
"In post","2022","Analysis","West Midlands","AO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","EO","15","15","26000","25620"
"In post","2022","Analysis","West Midlands","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","G7","15","10","57510","51070"
"In post","2022","Analysis","West Midlands","HEO","20","20","34020","32040"
"In post","2022","Analysis","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Midlands","SEO","20","20","44290","41530"
"In post","2022","Analysis","West Wales and The Valleys","G6","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Wales and The Valleys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","AO","20","20","21520","21260"
"In post","2022","Analysis","West Yorkshire","EO","40","40","25700","25120"
"In post","2022","Analysis","West Yorkshire","G6","15","15","65250","66370"
"In post","2022","Analysis","West Yorkshire","G7","75","70","52250","51530"
"In post","2022","Analysis","West Yorkshire","HEO","50","50","31370","31000"
"In post","2022","Analysis","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","West Yorkshire","SEO","60","55","38190","36820"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Bedfordshire and Hertfordshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","AO","10","10","22020","21660"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","EO","30","30","26520","26230"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G6","10","10","76140","72290"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","G7","30","30","60040","57710"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","HEO","40","35","33810","34590"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","55","55","42260","42080"
"In post","2022","Commercial","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cheshire","G7","5","5","[c]","[c]"
"In post","2022","Commercial","Cheshire","HEO","5","5","[c]","[c]"
"In post","2022","Commercial","Cheshire","SEO","10","10","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Unknown","15","15","41220","38240"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","AO","10","10","21570","21300"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","EO","20","20","26350","26130"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G6","10","10","74140","69160"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","G7","20","20","54630","53360"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","HEO","15","15","31110","31030"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","SEO","30","30","40070","39400"
"In post","2022","Commercial","Devon","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","EO","15","15","25470","25630"
"In post","2022","Commercial","Devon","G6","30","30","60330","60490"
"In post","2022","Commercial","Devon","G7","75","75","48300","47960"
"In post","2022","Commercial","Devon","HEO","30","30","32770","32730"
"In post","2022","Commercial","Devon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","SEO","55","55","38470","38200"
"In post","2022","Commercial","Devon","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","EO","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","G7","15","15","54970","53720"
"In post","2022","Commercial","Dorset and Somerset","HEO","30","30","33290","33290"
"In post","2022","Commercial","Dorset and Somerset","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","SEO","35","30","42890","42510"
"In post","2022","Commercial","East Anglia","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","EO","20","20","26450","26350"
"In post","2022","Commercial","East Anglia","G6","10","10","70310","68930"
"In post","2022","Commercial","East Anglia","G7","35","35","55200","51900"
"In post","2022","Commercial","East Anglia","HEO","55","50","31940","31250"
"In post","2022","Commercial","East Anglia","SCS level","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","SEO","70","65","39650","39360"
"In post","2022","Commercial","East Wales","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","EO","35","35","27190","26460"
"In post","2022","Commercial","East Wales","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","G7","25","25","55200","51210"
"In post","2022","Commercial","East Wales","HEO","50","45","31890","31100"
"In post","2022","Commercial","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","SEO","40","40","39400","39140"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","AA","15","15","21640","21640"
"In post","2022","Commercial","Eastern Scotland","AO","25","20","25820","26900"
"In post","2022","Commercial","Eastern Scotland","EO","15","15","29620","29550"
"In post","2022","Commercial","Eastern Scotland","G6","5","5","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","G7","10","10","54270","54200"
"In post","2022","Commercial","Eastern Scotland","HEO","15","15","38160","37710"
"In post","2022","Commercial","Eastern Scotland","SEO","15","15","44350","45290"
"In post","2022","Commercial","Eastern Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Essex","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AA","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","30","30","21220","21170"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","135","130","25850","26400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","80","80","70910","69530"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","170","165","53270","53500"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","225","215","32510","33000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","35","35","110760","109770"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","310","295","40430","40580"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","130","125","40600","37530"
"In post","2022","Commercial","Greater Manchester","AO","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","EO","35","35","26420","26820"
"In post","2022","Commercial","Greater Manchester","G6","30","30","72360","68150"
"In post","2022","Commercial","Greater Manchester","G7","85","85","56150","52680"
"In post","2022","Commercial","Greater Manchester","HEO","55","55","32360","33080"
"In post","2022","Commercial","Greater Manchester","SCS level","10","10","96480","86970"
"In post","2022","Commercial","Greater Manchester","SEO","85","85","38890","38650"
"In post","2022","Commercial","Hampshire and Isle of Wight","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","EO","60","60","26130","26350"
"In post","2022","Commercial","Hampshire and Isle of Wight","G6","20","20","74750","69320"
"In post","2022","Commercial","Hampshire and Isle of Wight","G7","30","30","59790","56520"
"In post","2022","Commercial","Hampshire and Isle of Wight","HEO","65","60","33530","33300"
"In post","2022","Commercial","Hampshire and Isle of Wight","SCS level","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","SEO","80","80","40870","40980"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","AO","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","EO","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","EO","25","25","28550","27860"
"In post","2022","Commercial","Inner London - East","G6","30","30","71730","68190"
"In post","2022","Commercial","Inner London - East","G7","65","65","58230","56610"
"In post","2022","Commercial","Inner London - East","HEO","35","35","35430","34550"
"In post","2022","Commercial","Inner London - East","SCS level","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","SEO","45","45","43900","42010"
"In post","2022","Commercial","Inner London - West","AO","20","20","23470","23170"
"In post","2022","Commercial","Inner London - West","EO","75","75","28480","28400"
"In post","2022","Commercial","Inner London - West","G6","265","265","74790","72030"
"In post","2022","Commercial","Inner London - West","G7","570","565","59010","55480"
"In post","2022","Commercial","Inner London - West","HEO","170","165","34320","34260"
"In post","2022","Commercial","Inner London - West","SCS level","190","185","114820","113880"
"In post","2022","Commercial","Inner London - West","SEO","280","275","42820","41750"
"In post","2022","Commercial","Kent","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","G6","10","10","68460","64500"
"In post","2022","Commercial","Lancashire","G7","20","20","55690","49700"
"In post","2022","Commercial","Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","SEO","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","AO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","EO","30","30","25890","25950"
