"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","20-29","Digital, Data & Technology","Crown Prosecution Service","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Crown Prosecution Service","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Crown Prosecution Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Crown Prosecution Service","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Defence Equipment and Support","South West (England)","60","60","27140","27200"
"In post","2022","20-29","Digital, Data & Technology","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","20","36730","33870"
"In post","2022","20-29","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","London","65","65","40140","40230"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","North East (England)","10","10","38780","36500"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","North West (England)","35","35","32930","30090"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","West Midlands (England)","25","25","31610","29730"
"In post","2022","20-29","Digital, Data & Technology","Department for Education (excl. agencies)","Yorkshire and The Humber","25","25","33700","29360"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","20","34880","32560"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","25","25","32240","29180"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for International Trade","London","50","50","38170","35100"
"In post","2022","20-29","Digital, Data & Technology","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","15","15","44760","40050"
"In post","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Transport (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","25","25","39970","37670"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North East (England)","160","160","35570","32160"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","North West (England)","140","140","35440","31990"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","50","50","35610","31990"
"In post","2022","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","70","70","38040","32790"
"In post","2022","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Wales","85","85","31290","26470"
"In post","2022","20-29","Digital, Data & Technology","Driver and Vehicle Standards Agency","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Driver and Vehicle Standards Agency","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Driver and Vehicle Standards Agency","Wales","25","25","29230","26130"
"In post","2022","20-29","Digital, Data & Technology","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Education and Skills Funding Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","FCDO Services","South East (England)","20","20","31900","31020"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","30","30","32060","33930"
"In post","2022","20-29","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Health and Safety Executive","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","London","25","25","36680","34260"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Courts and Tribunals Service","West Midlands (England)","15","15","34400","36050"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","London","15","15","34170","30600"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","South West (England)","90","90","29550","27130"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East Midlands (England)","10","10","36730","33220"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","East of England","20","20","33150","33220"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","60","60","41490","37930"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North East (England)","100","100","34180","33370"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","North West (England)","105","105","34880","33370"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Northern Ireland","15","15","33150","33080"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Scotland","30","30","33020","33080"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South East (England)","40","40","34020","33080"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","South West (England)","25","25","33020","26820"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","West Midlands (England)","60","60","34030","33370"
"In post","2022","20-29","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","60","60","31560","33080"
"In post","2022","20-29","Digital, Data & Technology","HM Treasury (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","HM Treasury (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Intellectual Property Office","Wales","30","30","33330","32210"
"In post","2022","20-29","Digital, Data & Technology","Maritime and Coastguard Agency","South East (England)","20","20","32710","31080"
"In post","2022","20-29","Digital, Data & Technology","Maritime and Coastguard Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","20","20","31570","27400"
"In post","2022","20-29","Digital, Data & Technology","Met Office","East Midlands (England)","15","15","27330","30930"
"In post","2022","20-29","Digital, Data & Technology","Met Office","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Met Office","London","10","10","28870","30930"
"In post","2022","20-29","Digital, Data & Technology","Met Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Met Office","Overseas","15","15","31670","30930"
"In post","2022","20-29","Digital, Data & Technology","Met Office","Scotland","15","15","30320","30930"
"In post","2022","20-29","Digital, Data & Technology","Met Office","South East (England)","20","20","29160","30930"
"In post","2022","20-29","Digital, Data & Technology","Met Office","South West (England)","165","160","26540","24910"
"In post","2022","20-29","Digital, Data & Technology","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","East of England","25","25","28880","27200"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","20","20","33950","30200"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","North West (England)","30","30","27000","26350"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South East (England)","50","50","25970","26350"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","South West (England)","115","115","30220","29170"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","West Midlands (England)","35","35","27680","26350"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","60","60","41280","41750"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","West Midlands (England)","15","15","35010","32120"
"In post","2022","20-29","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","15","15","38590","36050"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","London","20","20","37000","40170"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","North West (England)","15","15","32690","28840"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Gas and Electricity Markets","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Registers of Scotland","Scotland","15","15","30990","30840"
"In post","2022","20-29","Digital, Data & Technology","Scottish Courts and Tribunals Service","Scotland","15","15","30120","30450"
"In post","2022","20-29","Digital, Data & Technology","Scottish Prison Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Serious Fraud Office","London","15","15","35660","35290"
"In post","2022","20-29","Digital, Data & Technology","Submarine Delivery Agency","South West (England)","10","10","28750","28050"
"In post","2022","20-29","Digital, Data & Technology","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","The National Archives","London","20","15","29690","30000"
"In post","2022","20-29","Digital, Data & Technology","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Health Security Agency","London","10","10","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Health Security Agency","South West (England)","10","10","27280","28590"
"In post","2022","20-29","Digital, Data & Technology","UK Health Security Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Hydrographic Office","South West (England)","20","20","32420","33290"
"In post","2022","20-29","Digital, Data & Technology","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","UK Statistics Authority","South East (England)","25","25","30050","30210"
"In post","2022","20-29","Digital, Data & Technology","UK Statistics Authority","Wales","85","80","31090","30210"
"In post","2022","20-29","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Veterinary Medicines Directorate","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Digital, Data & Technology","Wilton Park","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Advisory, Conciliation and Arbitration Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Cabinet Office (excl. agencies)","London","25","25","36630","34550"
"In post","2022","20-29","Finance","Cabinet Office (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Cabinet Office (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Centre for Environment, Fisheries and Aquaculture Science","East of England","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Companies House","Wales","10","10","28290","20100"
"In post","2022","20-29","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Commercial Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Office and Procurator Fiscal Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Prosecution Service","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Prosecution Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Crown Prosecution Service","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Defence Equipment and Support","South West (England)","120","120","24240","25000"
"In post","2022","20-29","Finance","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","20","20","47190","48890"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","London","15","15","42530","41270"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","London","20","20","39980","33740"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","North West (England)","25","25","34630","29680"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","West Midlands (England)","30","30","30120","29360"
"In post","2022","20-29","Finance","Department for Education (excl. agencies)","Yorkshire and The Humber","15","15","32340","29360"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","10","10","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","10","10","30770","29180"
"In post","2022","20-29","Finance","Department for International Trade","London","15","15","42190","39780"
"In post","2022","20-29","Finance","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","10","10","47560","53130"
"In post","2022","20-29","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Transport (excl. agencies)","London","20","20","51300","54110"
"In post","2022","20-29","Finance","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","London","35","35","40670","36650"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","North East (England)","25","25","31730","31990"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","North West (England)","55","55","30300","27570"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","40","40","30730","31990"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","London","105","105","37670","33450"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","60","60","31810","28970"
"In post","2022","20-29","Finance","Driver and Vehicle Licensing Agency","Wales","10","10","25690","26130"
"In post","2022","20-29","Finance","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Finance","Driver and Vehicle Standards Agency","Wales","5","5","[c]","[c]"
"In post","2022","20-29","Finance","Education and Skills Funding Agency","East Midlands (England)","5","5","[c]","[c]"
