"Status","Year","Age","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Security","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Disclosure Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Forestry and Land Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","East of England","10","10","22220","21680"
"In post","2022","16-19","Unknown","Home Office","London","10","10","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","South East (England)","20","20","22970","21680"
"In post","2022","16-19","Unknown","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Home Office","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Royal Fleet Auxiliary","Unknown","35","35","17940","16450"
"In post","2022","16-19","Unknown","Scottish Government (excl. agencies)","Scotland","30","30","22550","21050"
"In post","2022","16-19","Unknown","Scottish Public Pensions Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Social Security Scotland","Scotland","20","20","21450","21050"
"In post","2022","16-19","Unknown","Student Awards Agency for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Transport Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Welsh Government (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Advisory, Conciliation and Arbitration Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","East of England","55","55","26070","25460"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","20","20","25490","25010"
"In post","2022","20-29","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Companies House","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Competition and Markets Authority","London","30","30","41180","34640"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","South East (England)","100","100","31220","29230"
"In post","2022","20-29","Analysis","Defence Science and Technology Laboratory","South West (England)","30","30","30560","29230"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","135","135","36760","33880"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","London","75","75","43150","38020"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","London","20","20","43660","45250"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","North West (England)","15","15","32790","32870"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Education (excl. agencies)","Yorkshire and The Humber","15","15","38580","33190"
"In post","2022","20-29","Analysis","Department for International Trade","London","145","145","37510","31800"
"In post","2022","20-29","Analysis","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","95","90","40440","34710"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","London","150","150","40130","34710"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Transport (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","London","115","115","37660","36650"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","North East (England)","35","35","32240","31990"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","North West (England)","35","35","30880","31990"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","70","70","30620","31000"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","London","120","120","42420","40650"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","25","25","38280","34810"
"In post","2022","20-29","Analysis","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","London","10","10","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Government Actuary's Department","London","45","45","38990","36590"
"In post","2022","20-29","Analysis","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","Health and Safety Executive","North West (England)","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","London","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Land Registry","London","5","5","[c]","[c]"
"In post","2022","20-29","Analysis","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","London","150","150","41150","37930"
"In post","2022","20-29","Analysis","HM Revenue and Customs (excl. agencies)","North East (England)","5","5","[c]","[c]"
