"Status","Year","Ethnicity","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","G6","Female","90","[c]","69800","67570"
"Leaver CS","2022","White","Operational Delivery","G6","Male","60","[c]","68660","67800"
"Leaver CS","2022","White","Operational Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","G7","Female","240","[c]","53700","53220"
"Leaver CS","2022","White","Operational Delivery","G7","Male","145","[c]","57390","56460"
"Leaver CS","2022","White","Operational Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","HEO","Female","485","[c]","32950","32650"
"Leaver CS","2022","White","Operational Delivery","HEO","Male","390","[c]","34300","33360"
"Leaver CS","2022","White","Operational Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","SCS level","Female","35","[c]","94140","93740"
"Leaver CS","2022","White","Operational Delivery","SCS level","Male","35","[c]","102680","99040"
"Leaver CS","2022","White","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","SEO","Female","350","[c]","40510","40070"
"Leaver CS","2022","White","Operational Delivery","SEO","Male","285","[c]","42600","41100"
"Leaver CS","2022","White","Operational Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Unknown","Female","615","[c]","29580","25050"
"Leaver CS","2022","White","Operational Delivery","Unknown","Male","215","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Operational Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","AA","Female","100","[c]","19790","19810"
"Leaver CS","2022","White","Other","AA","Male","135","[c]","19260","19050"
"Leaver CS","2022","White","Other","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","AO","Female","405","[c]","21500","21260"
"Leaver CS","2022","White","Other","AO","Male","280","[c]","21480","21170"
"Leaver CS","2022","White","Other","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","EO","Female","220","[c]","26130","27350"
"Leaver CS","2022","White","Other","EO","Male","285","[c]","27000","26930"
"Leaver CS","2022","White","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","G6","Male","30","[c]","74800","73070"
"Leaver CS","2022","White","Other","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","G7","Male","30","[c]","55870","54180"
"Leaver CS","2022","White","Other","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","HEO","Female","110","[c]","32910","33090"
"Leaver CS","2022","White","Other","HEO","Male","125","[c]","33490","33300"
"Leaver CS","2022","White","Other","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","SEO","Female","35","[c]","41680","40580"
"Leaver CS","2022","White","Other","SEO","Male","70","[c]","44120","41520"
"Leaver CS","2022","White","Other","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Planning Inspectors","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","AO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","EO","Female","50","[c]","27240","27850"
"Leaver CS","2022","White","Policy","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","G6","Female","45","[c]","67920","67820"
"Leaver CS","2022","White","Policy","G6","Male","55","[c]","68660","67090"
"Leaver CS","2022","White","Policy","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","G7","Female","110","[c]","55240","53600"
"Leaver CS","2022","White","Policy","G7","Male","120","[c]","56130","54460"
"Leaver CS","2022","White","Policy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","HEO","Female","125","[c]","34280","34020"
"Leaver CS","2022","White","Policy","HEO","Male","110","[c]","33980","33570"
"Leaver CS","2022","White","Policy","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","SCS level","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","SCS level","Male","40","[c]","94810","87730"
"Leaver CS","2022","White","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Policy","SEO","Female","75","[c]","41340","40590"
"Leaver CS","2022","White","Policy","SEO","Male","60","[c]","41440","40220"
"Leaver CS","2022","White","Policy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","EO","Female","35","[c]","25440","25800"
"Leaver CS","2022","White","Project Delivery","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","G7","Female","35","[c]","52990","52170"
"Leaver CS","2022","White","Project Delivery","G7","Male","45","[c]","55190","54540"
"Leaver CS","2022","White","Project Delivery","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","HEO","Female","50","[c]","32310","33300"
"Leaver CS","2022","White","Project Delivery","HEO","Male","85","[c]","32390","33000"
"Leaver CS","2022","White","Project Delivery","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","SEO","Female","60","[c]","39610","40000"
"Leaver CS","2022","White","Project Delivery","SEO","Male","80","[c]","41280","40580"
"Leaver CS","2022","White","Project Delivery","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AA","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","EO","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","HEO","Male","55","[c]","34480","34000"
"Leaver CS","2022","White","Property","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Property","SEO","Male","40","[c]","43370","42940"
"Leaver CS","2022","White","Property","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","SEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Psychology","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","AA","Male","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","AO","Female","40","[c]","21330","21230"
"Leaver CS","2022","White","Science and Engineering","AO","Male","60","[c]","21790","22130"
"Leaver CS","2022","White","Science and Engineering","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","EO","Female","45","[c]","25610","25050"
"Leaver CS","2022","White","Science and Engineering","EO","Male","95","[c]","24310","25190"
"Leaver CS","2022","White","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","G6","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","G7","Female","70","[c]","51260","51120"
"Leaver CS","2022","White","Science and Engineering","G7","Male","85","[c]","54990","54540"
"Leaver CS","2022","White","Science and Engineering","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","HEO","Female","90","[c]","31420","31180"
"Leaver CS","2022","White","Science and Engineering","HEO","Male","150","[c]","32330","32070"
"Leaver CS","2022","White","Science and Engineering","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","SEO","Female","150","[c]","40930","40060"
"Leaver CS","2022","White","Science and Engineering","SEO","Male","130","[c]","41570","40650"
"Leaver CS","2022","White","Science and Engineering","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Science and Engineering","Unknown","Male","40","[c]","36500","33950"
"Leaver CS","2022","White","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","AA","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","AA","Male","105","[c]","20960","19810"
"Leaver CS","2022","White","Security","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","AO","Female","45","[c]","29850","26680"
"Leaver CS","2022","White","Security","AO","Male","205","[c]","33980","39070"
"Leaver CS","2022","White","Security","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","EO","Male","45","[c]","37390","43920"
"Leaver CS","2022","White","Security","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","HEO","Male","35","[c]","40550","36090"
"Leaver CS","2022","White","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","SEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","HEO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AA","Female","105","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AA","Male","85","[c]","22780","23230"
"Leaver CS","2022","White","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","AO","Female","1160","[c]","21970","21260"
"Leaver CS","2022","White","Unknown","AO","Male","650","[c]","23160","21260"
"Leaver CS","2022","White","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","EO","Female","505","[c]","28200","27570"
"Leaver CS","2022","White","Unknown","EO","Male","415","[c]","28430","27570"
"Leaver CS","2022","White","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","G6","Female","80","[c]","70010","69230"
"Leaver CS","2022","White","Unknown","G6","Male","110","[c]","72460","73950"
"Leaver CS","2022","White","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","G7","Female","150","[c]","55760","54700"
"Leaver CS","2022","White","Unknown","G7","Male","195","[c]","58170","57870"
"Leaver CS","2022","White","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","HEO","Female","275","[c]","34850","34600"
"Leaver CS","2022","White","Unknown","HEO","Male","310","[c]","35460","36130"
"Leaver CS","2022","White","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SCS level","Female","45","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SCS level","Male","65","[c]","92960","90400"
"Leaver CS","2022","White","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SEO","Female","190","[c]","42810","42290"
