"Status","Year","Profession_of_post","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Commercial","Cumbria","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Cumbria","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","40","35","40210","38550"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Female","Unknown","10","5","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Female","Heterosexual / straight","115","105","42120","39650"
"In post","2022","Commercial","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Male","Heterosexual / straight","80","80","46280","47960"
"In post","2022","Commercial","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Devon","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Female","Heterosexual / straight","40","40","39850","36360"
"In post","2022","Commercial","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Male","Heterosexual / straight","50","45","44230","42510"
"In post","2022","Commercial","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Female","Heterosexual / straight","75","70","36090","34800"
"In post","2022","Commercial","East Anglia","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","East Anglia","Male","Heterosexual / straight","55","55","38840","36760"
"In post","2022","Commercial","East Anglia","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Female","Heterosexual / straight","65","65","37100","31990"
"In post","2022","Commercial","East Wales","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","East Wales","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","East Wales","Male","Heterosexual / straight","55","55","37720","34140"
"In post","2022","Commercial","East Wales","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","East Wales","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Commercial","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Male","Heterosexual / straight","35","35","40060","39000"
"In post","2022","Commercial","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","615","580","37480","34620"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","75","70","39470","37400"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","85","80","34410","34060"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","510","500","41220","39000"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","80","80","43920","40580"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","75","75","38720","35940"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Female","Heterosexual / straight","100","95","40970","37100"
"In post","2022","Commercial","Greater Manchester","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Male","Heterosexual / straight","70","70","40150","36500"
"In post","2022","Commercial","Greater Manchester","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Female","Heterosexual / straight","110","105","35040","34800"
"In post","2022","Commercial","Hampshire and Isle of Wight","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Female","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Male","Heterosexual / straight","55","55","38220","34800"
"In post","2022","Commercial","Hampshire and Isle of Wight","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Highlands and Islands","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Female","Heterosexual / straight","30","30","42710","41750"
"In post","2022","Commercial","Inner London - East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Male","Heterosexual / straight","35","35","47540","46000"
"In post","2022","Commercial","Inner London - East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Female","Heterosexual / straight","295","285","45990","41750"
"In post","2022","Commercial","Inner London - West","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Female","Undeclared","70","70","48990","43810"
"In post","2022","Commercial","Inner London - West","Female","Unknown","50","50","42890","38540"
"In post","2022","Commercial","Inner London - West","Male","Heterosexual / straight","220","220","51490","47590"
"In post","2022","Commercial","Inner London - West","Male","LGBO","30","30","47150","46150"
"In post","2022","Commercial","Inner London - West","Male","Undeclared","60","60","46590","42200"
"In post","2022","Commercial","Inner London - West","Male","Unknown","65","65","49050","42470"
"In post","2022","Commercial","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Female","Heterosexual / straight","35","30","38240","33590"
"In post","2022","Commercial","Lancashire","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Commercial","Lancashire","Male","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Commercial","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Female","Heterosexual / straight","125","120","34050","30940"
"In post","2022","Commercial","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Commercial","Merseyside","Female","Unknown","35","30","33120","30940"
"In post","2022","Commercial","Merseyside","Male","Heterosexual / straight","70","70","37400","38330"
"In post","2022","Commercial","Merseyside","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Commercial","Merseyside","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Commercial","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Female","Heterosexual / straight","40","35","36230","35210"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Male","Heterosexual / straight","30","30","41740","36510"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Northumberland, and Tyne and Wear","Male","Undeclared","[c]","[c]","[c]","[c]"
