"Status","Year","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","120","115","51010","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","15","15","58090","49080"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","95","90","34540","30360"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","240","235","42520","36740"
"In post","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","10","10","44580","38000"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","East Midlands (England)","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","London","1785","1755","47680","51730"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North East (England)","20","20","39160","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","North West (England)","120","120","41400","34580"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Scotland","25","25","39030","34020"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","South West (England)","15","15","45280","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Wales","15","15","46060","47070"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","15","15","42040","38020"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","285","275","41660","37100"
"In post","2022","Department for Education (excl. agencies)","Department for Education","East of England","75","75","48130","50400"
"In post","2022","Department for Education (excl. agencies)","Department for Education","London","2090","2010","50250","53420"
"In post","2022","Department for Education (excl. agencies)","Department for Education","North East (England)","715","685","38650","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","North West (England)","1015","990","40980","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Scotland","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","South East (England)","30","30","62580","65180"
"In post","2022","Department for Education (excl. agencies)","Department for Education","South West (England)","230","220","46070","42980"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Wales","5","5","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","590","575","40120","36500"
"In post","2022","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","1255","1200","41210","36780"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","130","125","37670","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","205","200","37910","36630"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","2790","2710","44590","39420"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","290","280","39370","36170"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","415","400","40040","36730"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","40","40","37780","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","365","350","42730","38800"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","1175","1120","40270","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","35","35","37290","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","285","270","41100","37080"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","750","725","39760","36520"
"In post","2022","Department for International Trade","Department for International Trade","East Midlands (England)","10","10","40560","35180"
"In post","2022","Department for International Trade","Department for International Trade","East of England","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","London","2500","2475","46310","41250"
"In post","2022","Department for International Trade","Department for International Trade","North East (England)","50","45","38370","34430"
"In post","2022","Department for International Trade","Department for International Trade","North West (England)","20","20","44850","39410"
"In post","2022","Department for International Trade","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Department for International Trade","Overseas","175","175","55360","53470"
"In post","2022","Department for International Trade","Department for International Trade","Scotland","30","30","45300","47980"
"In post","2022","Department for International Trade","Department for International Trade","South East (England)","10","10","42610","38350"
"In post","2022","Department for International Trade","Department for International Trade","South West (England)","10","10","47900","48220"
"In post","2022","Department for International Trade","Department for International Trade","Wales","20","20","46840","47980"
"In post","2022","Department for International Trade","Department for International Trade","West Midlands (England)","25","25","41000","44050"
"In post","2022","Department for International Trade","Department for International Trade","Yorkshire and The Humber","20","20","41920","40300"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East Midlands (England)","55","50","41540","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East of England","100","95","41140","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","2205","2165","48630","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North East (England)","90","90","41940","36580"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North West (England)","180","175","38060","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Scotland","35","35","41380","36820"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South East (England)","20","15","33080","31070"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South West (England)","155","150","41590","38710"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Unknown","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Wales","20","20","46770","48200"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Midlands (England)","320","310","37060","33950"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","120","120","42790","37300"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","East Midlands (England)","30","30","56970","53300"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","London","3015","2940","49640","45280"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","North East (England)","20","15","28720","26780"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","South East (England)","250","235","47600","38650"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Wales","55","55","43280","39040"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","150","145","37710","31870"
"In post","2022","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","140","140","39030","38650"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","4530","4015","25910","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","4490","4020","28210","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","9965","9315","33980","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","10175","9105","28250","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","18340","16600","27570","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","8635","7645","25460","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","6350","5700","27520","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","5505","4785","26350","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","600","555","31150","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","5715","5145","26050","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","7640","6730","26200","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","9505","8490","30000","27570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East Midlands (England)","40","40","51290","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East of England","50","45","49530","51320"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","2675","2600","48640","45570"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North East (England)","25","25","49790","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","90","85","43750","37780"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","55","50","50940","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South West (England)","80","80","49480","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","40","40","44780","40650"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Midlands (England)","55","55","48610","49530"
"In post","2022","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","955","920","43840","40500"
"In post","2022","Disclosure Scotland","Scottish Government","Scotland","355","335","29150","23230"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Scotland","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","South East (England)","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","South West (England)","5","5","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Wales","6205","5495","26380","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands (England)","120","110","23630","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","555","535","32030","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","East of England","375","350","28940","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","London","365","350","32150","30780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","350","325","26990","26470"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","North West (England)","465","435","28310","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Scotland","285","265","28770","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","510","485","29580","26830"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","575","540","32010","27930"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Wales","570","540","29370","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","410","390","28350","26780"
"In post","2022","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","460","430","27310","26780"
"In post","2022","Education and Skills Funding Agency","Department for Education","East Midlands (England)","75","75","42510","37100"
"In post","2022","Education and Skills Funding Agency","Department for Education","East of England","5","5","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","London","295","290","48900","44540"
"In post","2022","Education and Skills Funding Agency","Department for Education","North East (England)","215","205","37220","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","North West (England)","230","225","38250","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","South East (England)","10","10","54840","52520"
"In post","2022","Education and Skills Funding Agency","Department for Education","South West (England)","105","100","38650","36500"
"In post","2022","Education and Skills Funding Agency","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Department for Education","West Midlands (England)","565","555","41570","37100"
"In post","2022","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","395","375","39430","36500"
"In post","2022","Education Scotland","Scottish Government","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Scottish Government","Scotland","330","320","57370","62170"
"In post","2022","Estyn","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Estyn","Wales","110","105","58630","75480"
"In post","2022","Estyn","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","London","165","160","47610","44260"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","Overseas","125","125","39780","40090"
"In post","2022","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","795","755","38710","34390"
"In post","2022","Food Standards Agency","Food Standards Agency","East Midlands (England)","85","85","35140","30350"
"In post","2022","Food Standards Agency","Food Standards Agency","East of England","130","125","34680","31520"
"In post","2022","Food Standards Agency","Food Standards Agency","London","245","240","44260","40350"
"In post","2022","Food Standards Agency","Food Standards Agency","North East (England)","30","30","34740","30810"
"In post","2022","Food Standards Agency","Food Standards Agency","North West (England)","100","95","34160","30350"
"In post","2022","Food Standards Agency","Food Standards Agency","Northern Ireland","100","100","37610","37350"
"In post","2022","Food Standards Agency","Food Standards Agency","Scotland","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","South East (England)","100","100","43240","40720"
"In post","2022","Food Standards Agency","Food Standards Agency","South West (England)","115","110","35500","30350"
