"Status","Year","Disability","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Intelligence Analysis","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","15","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","1145","[c]","28220","26340"
"Leaver CS","2022","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","150","[c]","27250","22270"
"Leaver CS","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","80","[c]","46350","40210"
"Leaver CS","2022","Undeclared","Project Delivery","35","[c]","42370","40580"
"Leaver CS","2022","Undeclared","Property","30","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","60","[c]","35470","34370"
"Leaver CS","2022","Undeclared","Security","50","[c]","33510","35530"
"Leaver CS","2022","Undeclared","Social Research","5","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Statistics","10","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","395","[c]","38750","33300"
"Leaver CS","2022","Undeclared","Veterinarian","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Commercial","150","[c]","37700","35340"
"Leaver CS","2022","Unknown","Communications","140","[c]","39100","34370"
"Leaver CS","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data and Technology","425","[c]","40750","37410"
"Leaver CS","2022","Unknown","Economics","50","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","160","[c]","37630","33000"
"Leaver CS","2022","Unknown","Geography","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","140","[c]","32730","27270"
"Leaver CS","2022","Unknown","Inspector of Education and Training","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Intelligence Analysis","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","International Trade","45","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Knowledge and Information Management","100","[c]","36390","31780"
"Leaver CS","2022","Unknown","Legal","125","[c]","52050","53050"
"Leaver CS","2022","Unknown","Medicine","145","[c]","58530","42120"
"Leaver CS","2022","Unknown","Operational Delivery","4525","[c]","29450","24880"
"Leaver CS","2022","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other","760","[c]","32430","28980"
"Leaver CS","2022","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Policy","520","[c]","40550","36500"
"Leaver CS","2022","Unknown","Project Delivery","125","[c]","41520","38130"
"Leaver CS","2022","Unknown","Property","95","[c]","29100","25000"
"Leaver CS","2022","Unknown","Psychology","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Science and Engineering","210","[c]","39710","33550"
"Leaver CS","2022","Unknown","Security","185","[c]","30820","26750"
"Leaver CS","2022","Unknown","Social Research","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Statistics","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","3230","[c]","36330","27570"
"Leaver CS","2022","Unknown","Veterinarian","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data and Technology","45","[c]","40100","35310"
"Leaver Dept.","2022","Declared disabled","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","45","[c]","42620","37000"
"Leaver Dept.","2022","Declared disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","65","[c]","41130","36330"
"Leaver Dept.","2022","Declared disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Knowledge and Information Management","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Medicine","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Operational Delivery","735","[c]","30950","27570"
"Leaver Dept.","2022","Declared disabled","Operational Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Other","85","[c]","29830","27570"
"Leaver Dept.","2022","Declared disabled","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Policy","195","[c]","43400","39600"
"Leaver Dept.","2022","Declared disabled","Project Delivery","60","[c]","38560","35110"
"Leaver Dept.","2022","Declared disabled","Property","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Science and Engineering","140","[c]","35770","32560"
"Leaver Dept.","2022","Declared disabled","Security","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Statistics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","325","[c]","39360","34550"
"Leaver Dept.","2022","Declared disabled","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","240","[c]","39820","36780"
"Leaver Dept.","2022","Declared non-disabled","Communications","215","[c]","42350","37280"
"Leaver Dept.","2022","Declared non-disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","80","[c]","31150","27570"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data and Technology","435","[c]","42360","38500"
"Leaver Dept.","2022","Declared non-disabled","Economics","105","[c]","46960","40010"
"Leaver Dept.","2022","Declared non-disabled","Finance","340","[c]","42310","38570"
"Leaver Dept.","2022","Declared non-disabled","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","400","[c]","39320","32960"
"Leaver Dept.","2022","Declared non-disabled","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Intelligence Analysis","65","[c]","33230","30030"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","International Trade","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Knowledge and Information Management","215","[c]","43730","40560"
"Leaver Dept.","2022","Declared non-disabled","Legal","65","[c]","58150","56920"
"Leaver Dept.","2022","Declared non-disabled","Medicine","245","[c]","81240","89370"
"Leaver Dept.","2022","Declared non-disabled","Operational Delivery","5915","[c]","32350","27570"
"Leaver Dept.","2022","Declared non-disabled","Operational Research","30","[c]","42800","38070"
"Leaver Dept.","2022","Declared non-disabled","Other","565","[c]","30930","27570"
"Leaver Dept.","2022","Declared non-disabled","Planning","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Planning Inspectors","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Policy","1320","[c]","46250","41950"
"Leaver Dept.","2022","Declared non-disabled","Project Delivery","360","[c]","40850","37550"
"Leaver Dept.","2022","Declared non-disabled","Property","70","[c]","42990","39970"
"Leaver Dept.","2022","Declared non-disabled","Psychology","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Science and Engineering","1365","[c]","37440","33820"
"Leaver Dept.","2022","Declared non-disabled","Security","55","[c]","38640","38020"
"Leaver Dept.","2022","Declared non-disabled","Social Research","35","[c]","47510","43560"
"Leaver Dept.","2022","Declared non-disabled","Statistics","80","[c]","43480","42630"
"Leaver Dept.","2022","Declared non-disabled","Tax","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Unknown","2105","[c]","44960","39290"
"Leaver Dept.","2022","Declared non-disabled","Veterinarian","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Commercial","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Communications","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Counter Fraud","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Digital, Data and Technology","35","[c]","39890","36840"
"Leaver Dept.","2022","Undeclared","Economics","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Finance","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Human Resources","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Knowledge and Information Management","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Medicine","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Operational Delivery","350","[c]","31370","27570"
"Leaver Dept.","2022","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Other","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Policy","105","[c]","43470","40350"
"Leaver Dept.","2022","Undeclared","Project Delivery","35","[c]","41620","40000"
"Leaver Dept.","2022","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Science and Engineering","30","[c]","32900","30690"
"Leaver Dept.","2022","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Social Research","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Statistics","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","140","[c]","41150","38200"
"Leaver Dept.","2022","Unknown","Commercial","220","[c]","45220","40650"
"Leaver Dept.","2022","Unknown","Communications","175","[c]","41680","37560"
"Leaver Dept.","2022","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Counter Fraud","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Digital, Data and Technology","240","[c]","41950","38540"
"Leaver Dept.","2022","Unknown","Economics","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Finance","220","[c]","41210","37690"
"Leaver Dept.","2022","Unknown","Human Resources","130","[c]","37860","32000"
"Leaver Dept.","2022","Unknown","Intelligence Analysis","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","International Trade","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Knowledge and Information Management","70","[c]","46420","47090"
"Leaver Dept.","2022","Unknown","Legal","40","[c]","60470","61180"
"Leaver Dept.","2022","Unknown","Medicine","130","[c]","108890","114000"
"Leaver Dept.","2022","Unknown","Operational Delivery","1520","[c]","36180","28750"
"Leaver Dept.","2022","Unknown","Operational Research","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other","120","[c]","33970","30700"
"Leaver Dept.","2022","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Policy","785","[c]","43090","40050"
"Leaver Dept.","2022","Unknown","Project Delivery","70","[c]","40650","39510"
"Leaver Dept.","2022","Unknown","Property","40","[c]","33720","29360"
"Leaver Dept.","2022","Unknown","Science and Engineering","735","[c]","45410","41730"
"Leaver Dept.","2022","Unknown","Security","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Social Research","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Statistics","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","1835","[c]","38070","32000"
"Leaver Dept.","2022","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Commercial","45","[c]","29290","26670"
"New entrant CS","2022","Declared disabled","Communications","30","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Counter Fraud","80","[c]","26340","25110"
"New entrant CS","2022","Declared disabled","Digital, Data and Technology","175","[c]","36890","33220"
"New entrant CS","2022","Declared disabled","Economics","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Finance","65","[c]","35400","32790"
"New entrant CS","2022","Declared disabled","Geography","5","[c]","[c]","[c]"
