"Status","Year","Function_of_post","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","West Midlands (England)","West Midlands","15","15","50150","46390"
"In post","2022","Analysis","Economics","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Economics","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Economics","Yorkshire and The Humber","West Yorkshire","25","25","40940","36820"
"In post","2022","Analysis","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","London","Inner London - East","25","25","48180","45670"
"In post","2022","Analysis","Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","London","Outer London - South","15","15","50690","50590"
"In post","2022","Analysis","Finance","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Finance","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","East of England","East Anglia","10","10","26390","25510"
"In post","2022","Analysis","Geography","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South East (England)","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","35850","33000"
"In post","2022","Analysis","Geography","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Geography","West Midlands (England)","Shropshire and Staffordshire","10","10","35850","33300"
"In post","2022","Analysis","Geography","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","London","Inner London - West","25","25","47350","46050"
"In post","2022","Analysis","Human Resources","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Human Resources","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Human Resources","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","London","Inner London - East","35","35","53310","50230"
"In post","2022","Analysis","Intelligence Analysis","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Hampshire and Isle of Wight","15","15","27300","26030"
"In post","2022","Analysis","Intelligence Analysis","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Wales","East Wales","25","25","30020","30350"
"In post","2022","Analysis","Intelligence Analysis","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intelligence Analysis","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Internal Audit","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","International Trade","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","London","Inner London - West","25","25","48290","44630"
"In post","2022","Analysis","Knowledge and Information Management","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Knowledge and Information Management","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Medicine","London","Inner London - West","10","10","53280","53360"
"In post","2022","Analysis","Medicine","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","38190","31710"
"In post","2022","Analysis","Operational Delivery","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","London","Inner London - East","60","60","44570","41750"
"In post","2022","Analysis","Operational Delivery","London","Inner London - West","105","100","42240","36650"
"In post","2022","Analysis","Operational Delivery","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North East (England)","Northumberland, and Tyne and Wear","10","10","31110","29180"
"In post","2022","Analysis","Operational Delivery","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Cumbria","15","15","30990","29690"
"In post","2022","Analysis","Operational Delivery","North West (England)","Greater Manchester","15","15","38530","35140"
"In post","2022","Analysis","Operational Delivery","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","North West (England)","Merseyside","15","15","34170","33730"
"In post","2022","Analysis","Operational Delivery","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Scotland","West Central Scotland","15","15","33060","34500"
"In post","2022","Analysis","Operational Delivery","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South East (England)","Hampshire and Isle of Wight","140","130","32110","30210"
"In post","2022","Analysis","Operational Delivery","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","15","15","37120","38070"
"In post","2022","Analysis","Operational Delivery","Wales","East Wales","375","355","32200","30710"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Delivery","Yorkshire and The Humber","West Yorkshire","30","30","42590","40550"
"In post","2022","Analysis","Operational Research","East Midlands (England)","Derbyshire and Nottinghamshire","10","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","London","Inner London - East","115","110","49430","45010"
"In post","2022","Analysis","Operational Research","London","Inner London - West","140","135","52450","54170"
"In post","2022","Analysis","Operational Research","London","Outer London - South","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Analysis","Operational Research","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Greater Manchester","40","35","42620","40180"
"In post","2022","Analysis","Operational Research","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","North West (England)","Merseyside","25","20","44460","40520"
"In post","2022","Analysis","Operational Research","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Hampshire and Isle of Wight","265","250","42890","47010"
"In post","2022","Analysis","Operational Research","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","30","37860","39470"
"In post","2022","Analysis","Operational Research","Wales","East Wales","20","20","35840","32630"
"In post","2022","Analysis","Operational Research","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Analysis","Operational Research","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Operational Research","Yorkshire and The Humber","West Yorkshire","25","25","33150","32680"
"In post","2022","Analysis","Other","London","Inner London - East","90","90","44220","37070"
"In post","2022","Analysis","Other","London","Inner London - West","245","230","63740","57250"
"In post","2022","Analysis","Other","Scotland","Eastern Scotland","10","10","73790","69690"
"In post","2022","Analysis","Other","Scotland","West Central Scotland","30","30","37340","35000"
"In post","2022","Analysis","Other","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Wales","East Wales","5","5","[c]","[c]"
"In post","2022","Analysis","Other","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Other","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","38430","39240"
"In post","2022","Analysis","Policy","London","Inner London - East","10","5","[c]","[c]"
"In post","2022","Analysis","Policy","London","Inner London - West","340","325","52250","53360"
"In post","2022","Analysis","Policy","North East (England)","Northumberland, and Tyne and Wear","20","15","39900","35970"
"In post","2022","Analysis","Policy","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","North West (England)","Greater Manchester","30","30","38060","33000"
"In post","2022","Analysis","Policy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Policy","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","South Yorkshire","90","85","48620","50400"
"In post","2022","Analysis","Policy","Yorkshire and The Humber","West Yorkshire","55","50","43350","41540"
"In post","2022","Analysis","Project Delivery","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Project Delivery","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Psychology","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","East of England","East Anglia","320","305","34760","30220"
"In post","2022","Analysis","Science and Engineering","London","Inner London - East","10","10","58850","61750"
"In post","2022","Analysis","Science and Engineering","London","Inner London - West","35","30","60840","61370"
"In post","2022","Analysis","Science and Engineering","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Scotland","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South East (England)","Hampshire and Isle of Wight","90","85","39940","38070"
"In post","2022","Analysis","Science and Engineering","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","South West (England)","Dorset and Somerset","125","120","34110","29990"
"In post","2022","Analysis","Science and Engineering","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","75","70","36250","38070"
"In post","2022","Analysis","Science and Engineering","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2022","Analysis","Science and Engineering","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Security","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","London","Inner London - East","100","95","51030","51320"
"In post","2022","Analysis","Social Research","London","Inner London - West","255","250","44740","41340"
"In post","2022","Analysis","Social Research","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","London","Outer London - South","20","15","52480","52470"
"In post","2022","Analysis","Social Research","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","North West (England)","Greater Manchester","30","30","41520","38780"
"In post","2022","Analysis","Social Research","North West (England)","Merseyside","20","15","44260","40520"
"In post","2022","Analysis","Social Research","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Analysis","Social Research","South East (England)","Hampshire and Isle of Wight","230","220","38930","38340"
"In post","2022","Analysis","Social Research","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","47360","45470"
"In post","2022","Analysis","Social Research","Wales","East Wales","355","335","39070","38340"
"In post","2022","Analysis","Social Research","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","West Midlands (England)","West Midlands","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Social Research","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2022","Analysis","Social Research","Yorkshire and The Humber","West Yorkshire","15","15","38260","38650"
"In post","2022","Analysis","Statistics","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","East of England","Essex","20","20","47660","40520"
"In post","2022","Analysis","Statistics","London","Inner London - East","200","195","48700","43810"
"In post","2022","Analysis","Statistics","London","Inner London - West","620","600","47690","42980"
"In post","2022","Analysis","Statistics","London","Outer London - South","20","20","45860","43810"
"In post","2022","Analysis","Statistics","North East (England)","Northumberland, and Tyne and Wear","100","95","43110","37710"
"In post","2022","Analysis","Statistics","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","North West (England)","Greater Manchester","100","100","38590","33370"
"In post","2022","Analysis","Statistics","North West (England)","Merseyside","55","55","42690","40180"
"In post","2022","Analysis","Statistics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Scotland","Eastern Scotland","35","35","40060","37710"
"In post","2022","Analysis","Statistics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","38040","29850"
"In post","2022","Analysis","Statistics","South East (England)","Hampshire and Isle of Wight","175","170","41240","38340"
"In post","2022","Analysis","Statistics","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","South West (England)","Devon","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","165","155","39830","36300"
"In post","2022","Analysis","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Wales","East Wales","360","350","42140","38340"
"In post","2022","Analysis","Statistics","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Analysis","Statistics","West Midlands (England)","West Midlands","25","25","38980","36340"
"In post","2022","Analysis","Statistics","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Statistics","Yorkshire and The Humber","South Yorkshire","45","45","45860","40510"
"In post","2022","Analysis","Statistics","Yorkshire and The Humber","West Yorkshire","70","65","41480","36320"
"In post","2022","Analysis","Tax","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Tax","London","Inner London - East","[c]","[c]","[c]","[c]"
