"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Legal","London","Inner London - West","Westminster","300","[c]","48970","51250"
"Leaver CS","2022","Legal","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","London","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North East (England)","Northumberland, and Tyne and Wear","Tyneside","15","[c]","36240","26080"
"Leaver CS","2022","Legal","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North East (England)","Tees Valley and Durham","South Teesside","10","[c]","38150","34070"
"Leaver CS","2022","Legal","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North West (England)","Greater Manchester","Manchester","15","[c]","43760","38000"
"Leaver CS","2022","Legal","North West (England)","Lancashire","Mid Lancashire","10","[c]","48650","55310"
"Leaver CS","2022","Legal","North West (England)","Merseyside","Liverpool","15","[c]","45990","49770"
"Leaver CS","2022","Legal","North West (England)","Merseyside","Sefton","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","North West (England)","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Overseas","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","Eastern Scotland","City of Edinburgh","10","[c]","56200","55200"
"Leaver CS","2022","Legal","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","West Central Scotland","Glasgow City","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Scotland","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","[c]","44490","53050"
"Leaver CS","2022","Legal","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South East (England)","Hampshire and Isle of Wight","Portsmouth","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South East (England)","Hampshire and Isle of Wight","South Hampshire","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South East (England)","Kent","East Kent","10","[c]","42730","53050"
"Leaver CS","2022","Legal","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South East (England)","Surrey, East and West Sussex","Brighton and Hove","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Devon","Devon CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","10","[c]","40660","35980"
"Leaver CS","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","East Wales","Cardiff and Vale of Glamorgan","10","[c]","49230","53350"
"Leaver CS","2022","Legal","Wales","East Wales","Flintshire and Wrexham","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Wales","West Wales and The Valleys","Swansea","10","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","West Midlands (England)","West Midlands","Birmingham","35","[c]","38460","36240"
"Leaver CS","2022","Legal","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","North Yorkshire","York","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","South Yorkshire","Sheffield","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Yorkshire and The Humber","West Yorkshire","Leeds","30","[c]","42500","38000"
"Leaver CS","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","105","[c]","25990","21260"
"Leaver CS","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","40","[c]","29980","27570"
"Leaver CS","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","85","[c]","28580","27570"
"Leaver CS","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","255","[c]","26300","21260"
"Leaver CS","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","110","[c]","33970","27890"
"Leaver CS","2022","No function","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","65","[c]","33780","28990"
"Leaver CS","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","185","[c]","24470","21260"
"Leaver CS","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","245","[c]","37830","27570"
"Leaver CS","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","30","[c]","30820","27570"
"Leaver CS","2022","No function","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","170","[c]","24050","20970"
"Leaver CS","2022","No function","East Midlands (England)","Lincolnshire","Lincolnshire CC","165","[c]","28900","27570"
"Leaver CS","2022","No function","East of England","Bedfordshire and Hertfordshire","Bedford","135","[c]","32240","27570"
"Leaver CS","2022","No function","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","245","[c]","34030","29290"
"Leaver CS","2022","No function","East of England","Bedfordshire and Hertfordshire","Luton","60","[c]","24100","22470"
"Leaver CS","2022","No function","East of England","East Anglia","Breckland and South Norfolk","95","[c]","[c]","[c]"
"Leaver CS","2022","No function","East of England","East Anglia","Cambridgeshire CC","330","[c]","37200","29210"
"Leaver CS","2022","No function","East of England","East Anglia","North and West Norfolk","50","[c]","28280","27570"
"Leaver CS","2022","No function","East of England","East Anglia","Norwich and East Norfolk","180","[c]","25570","24420"
"Leaver CS","2022","No function","East of England","East Anglia","Peterborough","65","[c]","28620","27570"
"Leaver CS","2022","No function","East of England","East Anglia","Suffolk CC","300","[c]","26160","23830"
"Leaver CS","2022","No function","East of England","Essex","Essex Haven Gateway","55","[c]","32570","29290"
"Leaver CS","2022","No function","East of England","Essex","Essex Thames Gateway","90","[c]","26900","25110"
"Leaver CS","2022","No function","East of England","Essex","Heart of Essex","165","[c]","34740","29290"
"Leaver CS","2022","No function","East of England","Essex","Southend-on-Sea","35","[c]","27260","26130"
"Leaver CS","2022","No function","East of England","Essex","Thurrock","10","[c]","30170","29290"
"Leaver CS","2022","No function","East of England","Essex","West Essex","25","[c]","32890","29290"
"Leaver CS","2022","No function","London","Inner London - East","Hackney and Newham","95","[c]","31660","31060"
"Leaver CS","2022","No function","London","Inner London - East","Haringey and Islington","200","[c]","27980","28310"
"Leaver CS","2022","No function","London","Inner London - East","Lambeth","780","[c]","42740","37530"
"Leaver CS","2022","No function","London","Inner London - East","Lewisham and Southwark","305","[c]","43650","40070"
"Leaver CS","2022","No function","London","Inner London - East","Tower Hamlets","415","[c]","46150","39550"
"Leaver CS","2022","No function","London","Inner London - West","Camden and City of London","120","[c]","28720","23720"
"Leaver CS","2022","No function","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","130","[c]","30050","31060"
"Leaver CS","2022","No function","London","Inner London - West","Wandsworth","125","[c]","27620","24310"
"Leaver CS","2022","No function","London","Inner London - West","Westminster","2145","[c]","43490","38090"
"Leaver CS","2022","No function","London","Outer London - East and North East","Barking & Dagenham and Havering","50","[c]","29830","31060"
"Leaver CS","2022","No function","London","Outer London - East and North East","Bexley and Greenwich","190","[c]","30430","31060"
"Leaver CS","2022","No function","London","Outer London - East and North East","Enfield","35","[c]","31760","31060"
"Leaver CS","2022","No function","London","Outer London - East and North East","Redbridge and Waltham Forest","85","[c]","28920","31060"
"Leaver CS","2022","No function","London","Outer London - South","Bromley","60","[c]","28610","31060"
"Leaver CS","2022","No function","London","Outer London - South","Croydon","140","[c]","29680","28160"
"Leaver CS","2022","No function","London","Outer London - South","Merton, Kingston upon Thames and Sutton","85","[c]","29460","31060"
"Leaver CS","2022","No function","London","Outer London - West and North West","Barnet","160","[c]","35930","31060"
"Leaver CS","2022","No function","London","Outer London - West and North West","Brent","80","[c]","29320","31060"
"Leaver CS","2022","No function","London","Outer London - West and North West","Ealing","45","[c]","32850","31060"
"Leaver CS","2022","No function","London","Outer London - West and North West","Harrow and Hillingdon","85","[c]","29290","31060"
"Leaver CS","2022","No function","London","Outer London - West and North West","Hounslow and Richmond upon Thames","200","[c]","28130","28040"
"Leaver CS","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Northumberland","20","[c]","27480","27570"
"Leaver CS","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Sunderland","75","[c]","26220","27570"
"Leaver CS","2022","No function","North East (England)","Northumberland, and Tyne and Wear","Tyneside","640","[c]","26770","21260"
"Leaver CS","2022","No function","North East (England)","Tees Valley and Durham","Darlington","30","[c]","30170","27570"
"Leaver CS","2022","No function","North East (England)","Tees Valley and Durham","Durham","285","[c]","28050","24660"
"Leaver CS","2022","No function","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","115","[c]","28340","27570"
"Leaver CS","2022","No function","North East (England)","Tees Valley and Durham","South Teesside","60","[c]","25030","21260"
"Leaver CS","2022","No function","North West (England)","Cheshire","Cheshire East","75","[c]","28360","27570"
"Leaver CS","2022","No function","North West (England)","Cheshire","Cheshire West and Chester","40","[c]","24910","21260"
"Leaver CS","2022","No function","North West (England)","Cheshire","Warrington","150","[c]","36020","32060"
"Leaver CS","2022","No function","North West (England)","Cumbria","East Cumbria","50","[c]","31220","22410"
"Leaver CS","2022","No function","North West (England)","Cumbria","West Cumbria","55","[c]","31410","27570"
"Leaver CS","2022","No function","North West (England)","Greater Manchester","Greater Manchester North East","85","[c]","29000","27570"
"Leaver CS","2022","No function","North West (England)","Greater Manchester","Greater Manchester North West","150","[c]","24070","21260"
"Leaver CS","2022","No function","North West (England)","Greater Manchester","Greater Manchester South East","105","[c]","25010","21260"
"Leaver CS","2022","No function","North West (England)","Greater Manchester","Greater Manchester South West","115","[c]","25300","21790"
"Leaver CS","2022","No function","North West (England)","Greater Manchester","Manchester","390","[c]","31700","26130"
"Leaver CS","2022","No function","North West (England)","Lancashire","Blackburn with Darwen","20","[c]","29710","26800"
"Leaver CS","2022","No function","North West (England)","Lancashire","Blackpool","295","[c]","22970","21260"
"Leaver CS","2022","No function","North West (England)","Lancashire","Chorley and West Lancashire","130","[c]","32300","29100"
"Leaver CS","2022","No function","North West (England)","Lancashire","East Lancashire","40","[c]","24650","26450"
"Leaver CS","2022","No function","North West (England)","Lancashire","Lancaster and Wyre","75","[c]","23660","21260"
"Leaver CS","2022","No function","North West (England)","Lancashire","Mid Lancashire","245","[c]","24640","21300"
"Leaver CS","2022","No function","North West (England)","Merseyside","East Merseyside","65","[c]","28310","26120"
"Leaver CS","2022","No function","North West (England)","Merseyside","Liverpool","190","[c]","29490","26820"
"Leaver CS","2022","No function","North West (England)","Merseyside","Sefton","135","[c]","30770","27570"
"Leaver CS","2022","No function","North West (England)","Merseyside","Wirral","140","[c]","26320","21490"
"Leaver CS","2022","No function","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","Northern Ireland","Belfast","15","[c]","37820","33370"
"Leaver CS","2022","No function","Northern Ireland","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Overseas","Overseas","Overseas","25","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","Angus and Dundee City","80","[c]","23590","21260"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","City of Edinburgh","155","[c]","31760","27570"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","Clackmannanshire and Fife","105","[c]","26910","26900"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","East Lothian and Midlothian","10","[c]","31660","27570"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","Falkirk","95","[c]","26140","21260"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","60","[c]","29150","27570"
"Leaver CS","2022","No function","Scotland","Eastern Scotland","West Lothian","40","[c]","23410","21260"
"Leaver CS","2022","No function","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","10","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","40","[c]","27830","27570"
"Leaver CS","2022","No function","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","Highlands and Islands","Na h-Eileanan Siar","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","No function","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","80","[c]","31250","26960"
"Leaver CS","2022","No function","Scotland","Southern Scotland","Dumfries and Galloway","25","[c]","32140","27570"
"Leaver CS","2022","No function","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","40","[c]","25830","26450"
"Leaver CS","2022","No function","Scotland","Southern Scotland","Scottish Borders","15","[c]","25940","27570"
"Leaver CS","2022","No function","Scotland","Southern Scotland","South Ayrshire","30","[c]","29670","27570"
"Leaver CS","2022","No function","Scotland","Southern Scotland","South Lanarkshire","50","[c]","26820","23780"
"Leaver CS","2022","No function","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","65","[c]","25960","26130"
"Leaver CS","2022","No function","Scotland","West Central Scotland","Glasgow City","315","[c]","27810","24930"
"Leaver CS","2022","No function","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","55","[c]","30370","27570"
"Leaver CS","2022","No function","Scotland","West Central Scotland","North Lanarkshire","70","[c]","26570","23780"
"Leaver CS","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","110","[c]","29650","29290"
"Leaver CS","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","135","[c]","31310","27570"
"Leaver CS","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","195","[c]","26370","27570"
"Leaver CS","2022","No function","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","260","[c]","30920","27570"
"Leaver CS","2022","No function","South East (England)","Hampshire and Isle of Wight","Central Hampshire","160","[c]","35980","29750"
"Leaver CS","2022","No function","South East (England)","Hampshire and Isle of Wight","Isle of Wight","90","[c]","32200","27570"
"Leaver CS","2022","No function","South East (England)","Hampshire and Isle of Wight","North Hampshire","45","[c]","29400","27570"
"Leaver CS","2022","No function","South East (England)","Hampshire and Isle of Wight","Portsmouth","65","[c]","29530","27570"
"Leaver CS","2022","No function","South East (England)","Hampshire and Isle of Wight","South Hampshire","300","[c]","23810","20350"
"Leaver CS","2022","No function","South East (England)","Hampshire and Isle of Wight","Southampton","110","[c]","32070","27570"
"Leaver CS","2022","No function","South East (England)","Kent","East Kent","115","[c]","27380","25110"
"Leaver CS","2022","No function","South East (England)","Kent","Kent Thames Gateway","185","[c]","29280","29290"
"Leaver CS","2022","No function","South East (England)","Kent","Medway","150","[c]","30770","29290"
"Leaver CS","2022","No function","South East (England)","Kent","Mid Kent","125","[c]","40380","29290"
"Leaver CS","2022","No function","South East (England)","Kent","West Kent","45","[c]","34470","29290"
"Leaver CS","2022","No function","South East (England)","Surrey, East and West Sussex","Brighton and Hove","65","[c]","25960","26340"
"Leaver CS","2022","No function","South East (England)","Surrey, East and West Sussex","East Surrey","140","[c]","43960","39400"
"Leaver CS","2022","No function","South East (England)","Surrey, East and West Sussex","East Sussex CC","215","[c]","24400","21260"
"Leaver CS","2022","No function","South East (England)","Surrey, East and West Sussex","West Surrey","220","[c]","31020","29290"
"Leaver CS","2022","No function","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","50","[c]","29660","27570"
"Leaver CS","2022","No function","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","75","[c]","28020","27570"
"Leaver CS","2022","No function","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","110","[c]","25470","21260"
"Leaver CS","2022","No function","South West (England)","Devon","Devon CC","300","[c]","25630","21260"
"Leaver CS","2022","No function","South West (England)","Devon","Plymouth","65","[c]","27110","26410"
"Leaver CS","2022","No function","South West (England)","Devon","Torbay","20","[c]","24500","21260"
"Leaver CS","2022","No function","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","65","[c]","28010","27570"
"Leaver CS","2022","No function","South West (England)","Dorset and Somerset","Dorset","165","[c]","28340","27130"
"Leaver CS","2022","No function","South West (England)","Dorset and Somerset","Somerset CC","105","[c]","30340","27570"
"Leaver CS","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","405","[c]","34450","29650"
"Leaver CS","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","380","[c]","31360","27250"
"Leaver CS","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","85","[c]","29970","27570"
"Leaver CS","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","40","[c]","26430","27570"
"Leaver CS","2022","No function","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","375","[c]","30360","27570"
"Leaver CS","2022","No function","Unknown","Unknown","Unknown","675","[c]","24290","21840"
"Leaver CS","2022","No function","Wales","East Wales","Cardiff and Vale of Glamorgan","235","[c]","26080","22740"
"Leaver CS","2022","No function","Wales","East Wales","Flintshire and Wrexham","260","[c]","24640","21260"
"Leaver CS","2022","No function","Wales","East Wales","Monmouthshire and Newport","150","[c]","27750","23830"
"Leaver CS","2022","No function","Wales","East Wales","Powys","10","[c]","29250","27570"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","40","[c]","23920","21260"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Central Valleys","55","[c]","25520","27570"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Conwy and Denbighshire","25","[c]","29350","27570"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Gwent Valleys","40","[c]","25640","27570"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Gwynedd","40","[c]","23130","21260"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Isle of Anglesey","5","[c]","[c]","[c]"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","South West Wales","80","[c]","25950","21300"
"Leaver CS","2022","No function","Wales","West Wales and The Valleys","Swansea","125","[c]","24730","22000"
"Leaver CS","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","15","[c]","34330","27570"
"Leaver CS","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","70","[c]","25430","27570"
"Leaver CS","2022","No function","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","215","[c]","27890","27570"
"Leaver CS","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Shropshire","55","[c]","28810","27570"
"Leaver CS","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","320","[c]","29440","27570"
"Leaver CS","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","125","[c]","22660","20970"
"Leaver CS","2022","No function","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","55","[c]","27530","27570"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Birmingham","615","[c]","32900","27570"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Coventry","115","[c]","38280","27570"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Dudley","50","[c]","26110","26120"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Sandwell","20","[c]","26710","27570"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Solihull","15","[c]","26510","27570"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Walsall","35","[c]","23880","21260"
"Leaver CS","2022","No function","West Midlands (England)","West Midlands","Wolverhampton","45","[c]","23620","21260"
"Leaver CS","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","160","[c]","30940","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","130","[c]","25210","27130"
"Leaver CS","2022","No function","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","45","[c]","27480","26780"
"Leaver CS","2022","No function","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","60","[c]","30740","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","North Yorkshire","York","100","[c]","37720","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","235","[c]","28430","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","South Yorkshire","Sheffield","190","[c]","31290","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","West Yorkshire","Bradford","80","[c]","24970","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","80","[c]","28660","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","West Yorkshire","Leeds","735","[c]","29530","27570"
"Leaver CS","2022","No function","Yorkshire and The Humber","West Yorkshire","Wakefield","160","[c]","30060","27570"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East Midlands (England)","Lincolnshire","Lincolnshire CC","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","Cambridgeshire CC","10","[c]","38190","37180"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","North and West Norfolk","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","East Anglia","Suffolk CC","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - East","Tower Hamlets","45","[c]","53230","48080"
"Leaver CS","2022","Project Delivery","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Inner London - West","Westminster","145","[c]","56050","53610"
"Leaver CS","2022","Project Delivery","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North East (England)","Northumberland, and Tyne and Wear","Tyneside","10","[c]","37750","33700"
"Leaver CS","2022","Project Delivery","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Cumbria","East Cumbria","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Cumbria","West Cumbria","20","[c]","39200","37970"
"Leaver CS","2022","Project Delivery","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","North West (England)","Greater Manchester","Manchester","10","[c]","40190","36130"
"Leaver CS","2022","Project Delivery","North West (England)","Lancashire","Blackpool","10","[c]","32380","30930"
